L,H,mae,rmse,r2,physics_loss,pb_loss,viol_pct,pred_to_in_ratio,profile_plots_dir,status,pass
20,60,1.303206205368042,1.8287314176559448,0.9734191969037056,2366.693858313182,2465.204879013319,17.96875,0.4406078582537028,output/new_theoretical_30sec_L20_H60/profile_plots_H60,success,False
20,90,1.8486649990081787,2.4756009578704834,0.9520259499549866,2205.445762167172,5041.663018650911,1.3671875,-2.4024561450224615,output/new_theoretical_30sec_L20_H90/profile_plots_H90,success,False
20,120,1.6054052114486694,2.4048938751220703,0.9555080458521843,1312.6926004272975,906.6225538153186,0.0,-9.05041539557859,output/new_theoretical_30sec_L20_H120/profile_plots_H120,success,True
20,150,1.7698825597763062,2.6349916458129883,0.9475714862346649,1273.8769919353983,1111.4497573334238,17.3828125,0.4688661430059867,output/new_theoretical_30sec_L20_H150/profile_plots_H150,success,False
20,180,2.0302493572235107,3.086089849472046,0.9294438436627388,1207.833868490683,432.54267278775717,8.59375,0.1556021191953439,output/new_theoretical_30sec_L20_H180/profile_plots_H180,success,False
20,240,2.2564334869384766,3.3385300636291504,0.9205284416675568,1032.8062551010057,442.02253656777725,12.3046875,0.7084839702369266,output/new_theoretical_30sec_L20_H240/profile_plots_H240,success,False
20,300,2.4299778938293457,3.768914222717285,0.9024713039398193,942.7257878383001,232.45603836210148,15.4296875,0.9015180613002777,output/new_theoretical_30sec_L20_H300/profile_plots_H300,success,False
