time,value
0,210.38
1,211.18
2,211.63
3,212.15
4,212.64
5,213.14
6,213.55
7,214.03
8,214.44
9,214.85
10,215.29
11,215.76
12,216.06
13,216.54
14,216.87
15,217.19
16,217.56
17,218.00
18,218.38
19,218.74
20,219.18
21,219.53
22,219.82
23,220.25
24,220.67
25,220.92
26,221.38
27,221.64
28,221.87
29,222.34
30,222.65
31,223.01
32,223.37
33,223.70
34,224.07
35,224.44
36,224.74
37,225.08
38,225.33
39,225.61
40,226.06
41,226.13
42,226.52
43,226.87
44,227.03
45,227.32
46,227.53
47,227.82
48,228.02
49,228.29
50,228.61
51,228.83
52,229.11
53,229.37
54,229.70
55,229.87
56,230.22
57,230.48
58,230.68
59,231.03
60,231.29
61,231.51
62,231.70
63,231.99
64,232.09
65,232.32
66,232.57
67,232.97
68,233.16
69,233.28
70,233.50
71,233.77
72,234.02
73,234.17
74,234.41
75,234.55
76,234.70
77,234.86
78,235.12
79,235.32
80,235.56
81,235.81
82,235.94
83,236.16
84,236.26
85,236.62
86,236.74
87,236.98
88,237.17
89,237.38
90,237.63
91,237.93
92,237.89
93,238.04
94,238.30
95,238.23
96,238.39
97,238.50
98,238.65
99,238.85
100,239.06
101,239.11
102,239.32
103,239.37
104,239.62
105,239.88
106,239.95
107,239.96
108,240.31
109,240.54
110,240.65
111,240.81
112,240.84
113,240.99
114,241.13
115,241.19
116,241.41
117,241.51
118,241.69
119,241.78
120,241.87
121,242.06
122,242.27
123,242.38
124,242.42
125,242.66
126,242.85
127,242.90
128,242.85
129,243.36
130,243.25
131,243.34
132,243.51
133,243.39
134,243.50
135,243.65
136,243.77
137,243.91
138,244.03
139,244.21
140,244.33
141,244.43
142,244.60
143,244.62
144,244.69
145,244.83
146,244.93
147,244.98
148,244.99
149,245.00
150,245.28
151,245.27
152,245.51
153,245.51
154,245.65
155,245.82
156,245.86
157,245.99
158,245.97
159,246.13
160,246.09
161,246.19
162,246.24
163,246.40
164,246.49
165,246.62
166,246.64
167,246.76
168,246.85
169,246.89
170,247.01
171,247.24
172,247.41
173,247.58
174,247.45
175,247.49
176,247.54
177,247.68
178,247.71
179,247.66
180,247.76
181,247.80
182,247.95
183,248.06
184,248.15
185,248.22
186,248.25
187,248.38
188,248.51
189,248.55
190,248.66
191,248.77
192,248.88
193,248.96
194,249.03
195,249.17
196,249.08
197,249.14
198,249.14
199,249.16
200,249.20
201,249.03
202,249.12
203,249.27
204,249.42
205,249.50
206,249.59
207,249.66
208,249.74
209,249.75
210,249.85
211,249.99
212,249.91
213,250.00
214,250.01
215,250.07
216,250.02
217,250.22
218,250.23
219,250.32
220,250.31
221,250.32
222,250.45
223,250.44
224,250.46
225,250.40
226,250.50
227,250.64
228,250.56
229,250.68
230,250.73
231,250.89
232,250.77
233,250.80
234,250.82
235,250.95
236,250.94
237,251.18
238,251.05
239,251.16
240,251.15
241,251.22
242,251.20
243,251.33
244,251.26
245,251.23
246,251.38
247,251.47
248,251.53
249,251.57
250,251.54
251,251.57
252,251.65
253,251.79
254,251.78
255,251.75
256,251.85
257,251.80
258,251.88
259,251.88
260,252.04
261,252.11
262,252.20
263,252.16
264,252.38
265,252.31
266,252.33
267,252.33
268,252.41
269,252.41
270,252.53
271,252.54
272,252.64
273,252.63
274,252.64
275,252.85
276,252.77
277,252.82
278,252.95
279,253.01
280,253.13
281,253.02
282,253.14
283,253.18
284,253.15
285,253.21
286,253.06
287,253.06
288,253.07
289,253.06
290,253.19
291,253.24
292,253.26
293,253.18
294,253.30
295,253.29
296,253.30
297,253.32
298,253.45
299,253.52
300,253.57
301,253.57
302,253.49
303,253.60
304,253.63
305,253.66
306,253.66
307,253.74
308,253.79
309,253.74
310,253.82
311,253.87
312,254.01
313,254.05
314,253.96
315,253.89
316,253.94
317,254.03
318,254.08
319,253.92
320,253.93
321,253.94
322,253.98
323,254.09
324,254.18
325,253.98
326,254.00
327,254.05
328,254.16
329,254.22
330,254.23
331,254.38
332,254.30
333,254.27
334,254.43
335,254.43
336,254.41
337,254.35
338,254.49
339,254.39
340,254.51
341,254.49
342,254.37
343,254.44
344,254.50
345,254.53
346,254.56
347,254.63
348,254.56
349,254.61
350,254.59
351,254.55
352,254.56
353,254.61
354,254.69
355,254.78
356,254.83
357,254.96
358,254.74
359,254.66
360,254.55
361,254.66
362,254.68
363,254.83
364,254.92
365,254.93
366,254.90
367,254.70
368,254.75
369,254.68
370,254.82
371,254.86
372,254.67
373,254.79
374,254.84
375,254.95
376,254.98
377,255.11
378,255.09
379,255.07
380,255.13
381,255.00
382,255.01
383,255.00
384,255.04
385,255.05
386,255.03
387,255.04
388,255.07
389,255.01
390,255.09
391,255.21
392,255.20
393,255.23
394,255.36
395,255.37
396,255.42
397,255.16
398,255.19
399,255.28
400,255.39
401,255.58
402,255.22
403,255.17
404,255.31
405,255.45
406,255.20
407,255.15
408,255.16
409,254.98
410,255.17
411,255.07
412,255.12
413,255.12
414,255.30
415,255.27
416,255.28
417,255.29
418,255.33
419,255.40
420,255.46
421,255.34
422,255.39
423,255.29
424,255.45
425,255.34
426,255.43
427,255.31
428,255.45
429,255.59
430,255.54
431,255.42
432,255.45
433,255.59
434,255.60
435,255.65
436,255.69
437,255.85
438,255.88
439,255.87
440,255.79
441,255.83
442,255.93
443,256.04
444,255.96
445,255.75
446,255.81
447,255.96
448,255.96
449,255.91
450,256.07
451,255.97
452,256.09
453,255.59
454,255.23
455,255.08
456,254.78
457,254.69
458,254.73
459,254.48
460,254.24
461,254.18
462,253.97
463,254.01
464,254.00
465,253.88
466,253.85
467,253.65
468,253.52
469,253.59
470,253.53
471,253.48
472,253.38
473,253.27
474,253.16
475,252.98
476,252.95
477,252.83
478,252.78
479,252.73
480,252.74
481,252.67
482,252.54
483,252.44
484,252.28
485,252.33
486,252.16
487,252.07
488,252.03
489,251.90
490,251.77
491,251.66
492,251.81
493,251.77
494,251.57
495,251.52
496,251.31
497,251.23
498,251.21
499,250.97
500,250.96
501,250.76
502,250.87
503,250.81
504,250.88
505,250.72
506,250.65
507,250.55
508,250.56
509,250.59
510,250.55
511,250.41
512,250.35
513,250.25
514,250.16
515,250.17
516,250.15
517,250.08
518,250.01
519,249.99
520,249.78
521,249.79
522,249.73
523,249.72
524,249.70
525,249.70
526,249.63
527,249.56
528,249.30
529,249.26
530,249.12
531,249.06
532,249.04
533,249.10
534,249.09
535,249.00
536,248.90
537,249.00
538,248.84
539,248.80
540,248.79
541,248.91
542,248.76
543,248.68
544,248.54
545,248.56
546,248.52
547,248.48
548,248.40
549,248.46
550,248.32
551,248.39
552,248.38
553,248.37
554,248.40
555,248.40
556,248.27
557,248.24
558,248.21
559,248.20
560,248.16
561,248.08
562,248.07
563,248.14
564,248.07
565,247.99
566,248.02
567,247.94
568,247.85
569,247.75
570,247.64
571,247.49
572,247.37
