time,value
0,210.31
1,210.79
2,211.20
3,211.73
4,212.27
5,212.88
6,213.46
7,214.00
8,214.35
9,214.85
10,215.36
11,215.79
12,216.35
13,216.74
14,217.32
15,217.67
16,218.26
17,218.65
18,219.02
19,219.49
20,219.91
21,220.30
22,220.72
23,221.48
24,221.79
25,222.20
26,222.55
27,222.87
28,223.15
29,223.14
30,223.45
31,223.77
32,224.17
33,224.59
34,224.81
35,225.40
36,225.68
37,225.97
38,226.37
39,226.79
40,227.14
41,227.26
42,227.62
43,227.92
44,228.11
45,228.44
46,228.69
47,228.93
48,229.34
49,229.62
50,229.94
51,230.32
52,230.56
53,230.92
54,231.10
55,231.33
56,231.70
57,232.04
58,232.54
59,232.70
60,233.05
61,233.36
62,233.60
63,233.90
64,234.13
65,234.13
66,234.17
67,234.33
68,234.54
69,234.84
70,235.17
71,235.35
72,235.44
73,235.72
74,236.02
75,236.33
76,236.56
77,236.84
78,236.97
79,237.31
80,237.54
81,237.66
82,237.96
83,238.13
84,238.21
85,238.60
86,238.70
87,239.01
88,239.05
89,239.30
90,239.44
91,239.68
92,239.87
93,239.83
94,240.23
95,240.42
96,240.50
97,240.75
98,240.91
99,241.13
100,241.27
101,241.47
102,241.61
103,241.81
104,242.06
105,242.80
106,242.71
107,242.96
108,243.33
109,243.42
110,243.56
111,243.88
112,243.44
113,243.56
114,243.71
115,243.71
116,243.88
117,243.97
118,244.23
119,244.18
120,244.26
121,244.43
122,244.53
123,244.72
124,244.88
125,244.93
126,245.17
127,245.32
128,245.48
129,245.59
130,245.70
131,245.79
132,246.07
133,246.10
134,246.25
135,246.26
136,246.32
137,246.50
138,246.70
139,246.90
140,246.96
141,247.00
142,247.09
143,247.30
144,247.45
145,247.66
146,247.68
147,247.93
148,247.96
149,248.09
150,248.61
151,248.80
152,248.92
153,248.97
154,248.90
155,248.60
156,248.90
157,249.16
158,249.10
159,248.75
160,248.94
161,249.04
162,249.04
163,249.13
164,249.29
165,249.45
166,249.52
167,249.66
168,249.79
169,249.94
170,249.98
171,250.04
172,250.02
173,250.11
174,250.36
175,250.30
176,250.44
177,250.52
178,250.64
179,250.68
180,250.66
181,250.74
182,250.81
183,250.97
184,251.14
185,251.19
186,251.32
187,251.47
188,251.51
189,251.54
190,251.55
191,251.72
192,251.71
193,251.83
194,252.17
195,252.28
196,251.74
197,251.89
198,251.97
199,251.85
200,251.89
