time,value
0,341.99
1,341.98
2,341.97
3,342.12
4,342.25
5,342.21
6,342.37
7,342.50
8,342.43
9,342.49
10,342.54
11,342.50
12,342.71
13,342.89
14,343.00
15,342.96
16,342.71
17,342.68
18,342.77
19,342.83
20,342.85
21,342.71
22,342.69
23,342.83
24,342.90
25,343.00
26,342.96
27,342.85
28,342.94
29,342.98
30,342.95
31,343.03
32,342.95
33,342.94
34,343.04
35,343.12
36,343.12
37,343.10
38,343.14
39,343.21
40,343.20
41,343.26
42,343.18
43,343.19
44,343.23
45,343.25
46,343.17
47,343.24
48,343.32
49,343.21
50,343.16
51,343.24
52,343.15
53,343.26
54,343.23
55,343.22
56,343.34
57,343.20
58,343.42
59,343.48
60,343.44
61,343.41
62,343.38
63,343.51
64,343.40
65,343.38
66,343.52
67,343.48
68,343.43
69,343.44
70,343.38
71,343.45
72,343.60
73,343.50
74,343.51
75,343.54
76,343.65
77,343.73
78,343.70
79,343.66
80,343.60
81,343.67
82,343.53
83,343.59
84,343.73
85,343.63
86,343.76
87,343.58
88,343.67
89,343.66
90,343.78
91,343.80
92,343.68
93,343.81
94,343.90
95,343.84
96,343.85
97,343.65
98,343.73
99,343.78
100,343.72
101,343.87
102,343.95
103,343.92
104,343.91
105,343.89
106,344.02
107,343.97
108,344.06
109,344.00
110,343.82
111,344.05
112,344.06
113,344.10
114,344.03
115,343.99
116,343.97
117,344.03
118,344.07
119,344.09
120,344.05
121,343.99
122,343.87
123,343.93
124,344.04
125,344.13
126,343.89
127,343.97
128,343.97
129,343.99
130,343.98
131,344.04
132,344.00
133,344.13
134,344.03
135,344.19
136,344.26
137,344.21
138,344.19
139,344.16
140,344.20
141,344.21
142,344.17
143,344.05
144,344.00
145,343.94
146,344.03
147,344.10
148,343.98
149,343.96
150,344.09
151,344.34
152,344.36
153,344.22
154,344.20
155,344.17
156,344.20
157,344.15
158,344.26
159,344.14
160,344.10
161,344.13
162,344.26
163,344.37
164,344.33
165,344.33
166,344.45
167,344.47
168,344.40
169,344.45
170,344.36
171,344.45
172,344.45
173,344.59
174,344.67
175,344.54
176,344.46
177,344.42
178,344.49
179,344.58
180,344.54
181,344.55
182,344.56
183,344.68
184,344.54
185,344.58
186,344.58
187,344.52
188,344.53
189,344.59
190,344.60
191,344.53
192,344.59
193,344.65
194,344.52
195,344.56
196,344.76
197,344.62
198,344.74
199,344.68
200,344.63
201,344.60
202,344.55
203,344.56
204,344.54
205,344.60
206,344.57
207,344.68
208,344.60
209,344.56
210,344.68
211,344.82
212,344.89
213,344.73
214,344.66
215,344.64
216,344.66
217,344.70
218,344.51
219,344.59
220,344.67
221,344.56
222,344.66
223,344.81
224,344.66
225,344.72
226,344.77
227,344.71
228,344.77
229,344.80
230,344.85
231,344.90
232,344.85
233,344.89
234,344.79
235,344.82
236,344.78
237,344.67
238,344.72
239,344.99
240,344.83
241,344.91
242,344.90
243,344.87
244,344.82
245,344.74
246,344.78
247,344.75
248,344.88
249,344.81
250,344.77
251,344.81
252,344.87
253,345.00
254,344.83
255,344.75
256,344.82
257,344.85
258,344.82
259,344.86
260,344.99
261,344.97
262,345.02
263,344.91
264,344.85
265,344.83
266,344.82
267,344.92
268,344.79
269,344.85
270,344.93
271,344.91
272,345.15
273,345.08
274,344.94
275,344.86
276,344.96
277,345.03
278,345.13
279,344.88
280,344.85
281,345.02
282,344.93
283,344.97
284,345.06
285,345.09
286,345.08
287,345.04
288,344.92
289,344.98
290,344.91
291,345.05
292,345.10
293,345.08
294,345.00
295,344.97
296,345.11
297,345.13
298,345.12
299,344.97
300,344.97
301,345.12
302,345.06
303,345.09
304,345.19
305,344.99
306,344.92
307,344.88
308,344.99
309,344.94
310,344.99
311,345.24
312,345.25
313,345.01
314,344.95
315,344.93
316,344.99
317,345.01
318,344.88
319,344.90
320,344.96
321,345.05
322,345.16
323,345.10
324,345.07
325,345.24
326,345.14
327,345.04
328,345.24
329,345.27
330,345.11
331,345.04
332,345.03
333,345.00
334,345.13
335,345.16
336,345.09
337,345.10
338,345.16
339,345.15
340,345.27
341,345.25
342,345.27
343,345.03
344,345.17
345,345.21
346,345.06
347,345.00
348,344.98
349,345.08
350,345.10
351,345.14
352,345.18
353,344.94
354,345.06
355,345.08
356,345.02
357,345.19
358,345.16
359,345.26
360,345.28
361,345.21
362,345.06
363,345.23
364,345.24
365,345.30
366,345.23
367,345.17
368,345.20
369,345.20
370,345.15
371,345.26
372,345.20
373,345.24
374,345.20
375,345.25
376,345.24
377,345.25
378,345.22
379,345.25
380,345.35
381,345.30
382,345.27
383,345.30
384,345.14
385,345.11
386,345.23
387,345.17
388,345.16
389,345.21
390,345.26
391,345.29
392,345.27
393,345.25
394,345.13
395,345.35
396,345.40
397,345.25
398,345.26
399,345.39
400,345.42
401,345.34
402,345.29
403,345.31
404,345.30
405,345.42
406,345.40
407,345.27
408,345.34
409,345.29
410,345.16
411,345.18
412,345.16
413,345.17
414,345.32
415,345.27
416,345.26
417,345.28
418,345.38
419,345.43
420,345.39
421,345.46
422,345.39
423,345.36
424,345.39
425,345.33
426,345.53
427,345.62
428,345.36
429,345.47
430,345.45
431,345.28
432,345.39
433,345.32
434,345.32
435,345.48
436,345.43
437,345.51
438,345.50
439,345.50
440,345.61
441,345.60
442,345.47
443,345.45
444,345.36
445,345.47
446,345.43
447,345.40
448,345.38
449,345.44
450,345.51
451,345.61
452,345.73
453,345.63
454,345.63
455,345.59
456,345.48
457,345.32
458,345.49
459,345.49
460,345.49
461,345.41
462,345.40
463,345.39
464,345.56
465,345.65
466,345.60
467,345.62
468,345.54
469,345.50
470,345.48
471,345.58
472,345.46
473,345.47
474,345.59
475,345.57
476,345.38
477,345.58
478,345.58
479,345.57
480,345.64
481,345.63
482,345.57
483,345.60
484,345.68
485,345.73
486,345.66
487,345.60
488,345.54
489,345.65
490,345.79
491,345.59
492,345.66
493,345.72
494,345.68
495,345.74
496,345.76
497,345.74
498,345.73
499,345.64
500,345.72
501,345.58
502,345.73
503,345.73
504,345.69
505,345.70
506,345.73
507,345.64
508,345.82
509,345.84
510,345.71
511,345.84
512,345.65
513,345.64
514,345.82
515,345.74
516,345.66
517,345.59
518,345.63
519,345.66
520,345.65
521,345.77
522,345.79
523,345.68
524,345.67
525,345.86
526,345.78
