time,value
0,342.34
1,342.47
2,342.66
3,342.63
4,342.60
5,342.47
6,342.49
7,342.65
8,342.62
9,342.57
10,342.64
11,342.39
12,342.42
13,342.44
14,342.52
15,342.63
16,342.51
17,342.56
18,342.51
19,342.56
20,342.49
21,342.58
22,342.68
23,342.53
24,342.53
25,342.55
26,342.66
27,342.61
28,342.69
29,342.60
30,342.72
31,342.68
32,342.70
33,342.70
34,342.81
35,342.80
36,342.88
37,342.92
38,343.01
39,342.90
40,342.97
41,342.84
42,342.85
43,342.80
44,342.87
45,342.90
46,342.88
47,342.87
48,343.03
49,343.04
50,342.91
51,343.01
52,342.94
53,343.05
54,342.91
55,342.82
56,342.89
57,342.80
58,342.91
59,343.03
60,343.05
61,343.17
62,343.09
63,343.04
64,342.94
65,342.95
66,343.05
67,343.00
68,343.03
69,343.02
70,343.09
71,343.16
72,343.11
73,343.11
74,343.04
75,343.02
76,342.95
77,343.04
78,343.03
79,343.11
80,343.32
81,343.40
82,343.26
83,343.32
84,343.16
85,343.23
86,343.14
87,343.16
88,343.32
89,343.34
90,343.31
91,343.32
92,343.21
93,343.29
94,343.17
95,343.30
96,343.45
97,343.36
98,343.39
99,343.31
100,343.26
101,343.30
102,343.33
103,343.30
104,343.32
105,343.27
106,343.18
107,343.25
108,343.31
109,343.44
110,343.38
111,343.33
112,343.27
113,343.38
114,343.35
115,343.30
116,343.28
117,343.32
118,343.30
119,343.26
120,343.32
121,343.31
122,343.29
123,343.37
124,343.47
125,343.48
126,343.52
127,343.37
128,343.25
129,343.35
130,343.56
131,343.56
132,343.60
133,343.50
134,343.65
135,343.70
136,343.77
137,343.65
138,343.62
139,343.60
140,343.60
141,343.64
142,343.85
143,343.97
144,343.89
145,343.72
146,343.64
147,343.68
148,343.59
149,343.50
150,343.45
151,343.66
152,343.67
153,343.84
154,343.68
155,343.71
156,343.55
157,343.54
158,343.46
159,343.47
160,343.54
161,343.52
162,343.47
163,343.47
164,343.48
165,343.42
166,343.66
167,343.66
168,343.71
169,343.61
170,343.70
171,343.77
172,343.95
173,343.79
174,343.93
175,343.99
176,344.03
177,343.98
178,343.99
179,343.98
180,344.04
181,343.88
182,344.01
183,344.12
184,344.02
185,344.02
186,344.03
187,344.00
188,343.94
189,344.01
190,344.11
191,344.14
192,343.99
193,343.85
194,343.93
195,343.89
196,343.97
197,343.88
198,343.88
199,343.98
200,344.04
201,344.05
202,344.17
203,343.95
204,344.15
205,344.25
206,344.31
207,344.26
208,344.28
209,344.17
210,344.12
211,344.25
212,344.09
213,344.13
214,344.33
215,344.20
216,344.40
217,344.36
218,344.30
219,344.22
220,344.27
221,344.21
222,344.39
223,344.34
224,344.41
225,344.36
226,344.35
227,344.27
228,344.36
229,344.34
230,344.51
231,344.38
232,344.38
233,344.40
234,344.39
235,344.19
236,344.45
237,344.48
238,344.51
239,344.44
240,344.31
241,344.30
242,344.46
243,344.43
244,344.53
245,344.62
246,344.61
247,344.53
248,344.53
249,344.45
250,344.45
251,344.42
252,344.33
253,344.37
254,344.49
255,344.57
256,344.48
257,344.42
258,344.29
259,344.41
260,344.51
261,344.51
262,344.35
263,344.39
264,344.54
265,344.48
266,344.40
267,344.38
268,344.54
269,344.53
270,344.50
271,344.57
272,344.42
273,344.30
274,344.42
275,344.47
276,344.50
277,344.44
278,344.41
279,344.46
280,344.48
281,344.49
282,344.55
283,344.54
284,344.55
285,344.41
286,344.44
287,344.52
288,344.65
289,344.71
290,344.62
291,344.64
292,344.56
293,344.61
294,344.57
295,344.61
296,344.54
297,344.65
298,344.82
299,344.64
300,344.39
301,344.57
302,344.65
303,344.57
304,344.71
305,344.67
306,344.70
307,344.60
308,344.72
309,344.67
310,344.60
311,344.68
312,344.66
313,344.63
314,344.50
315,344.70
316,344.54
317,344.48
318,344.64
319,344.58
320,344.69
321,344.67
322,344.65
323,344.59
324,344.67
325,344.72
326,344.73
327,344.71
328,344.71
329,344.88
330,345.08
331,344.98
332,345.02
333,344.95
334,344.85
335,344.83
336,344.92
337,344.97
338,344.86
339,344.87
340,344.99
341,344.83
342,344.77
343,344.64
344,344.74
345,344.69
346,344.89
347,345.02
348,345.02
349,345.00
350,344.91
351,344.79
352,344.75
353,344.74
354,344.76
355,344.85
356,344.93
357,344.86
358,344.85
359,344.81
360,344.93
361,344.92
362,345.05
363,344.99
364,345.09
365,344.90
366,344.94
367,344.82
368,344.91
369,344.98
370,344.95
371,345.06
372,344.95
373,344.94
374,345.02
375,344.89
376,344.86
377,344.91
378,344.82
379,345.10
380,345.10
381,345.10
382,345.01
383,345.00
384,344.98
385,344.92
386,344.98
387,345.08
388,344.90
389,344.97
390,345.09
391,344.99
392,345.03
393,345.07
394,344.94
395,344.93
396,344.89
397,344.96
398,344.94
399,344.90
400,344.96
401,345.00
402,345.01
403,344.93
404,344.95
405,345.12
406,345.00
407,345.03
408,345.13
409,345.16
410,345.12
411,345.00
412,345.22
413,345.18
414,345.01
415,345.08
416,345.09
417,344.90
418,345.01
419,345.05
420,345.08
421,345.16
422,344.96
423,344.96
424,344.99
425,344.95
426,344.89
427,345.07
428,345.17
429,345.06
430,345.04
431,345.07
432,345.01
433,345.11
434,345.00
435,345.13
436,345.07
437,345.21
438,345.13
439,345.22
440,345.05
441,345.13
442,345.09
443,344.98
444,344.95
445,345.02
446,345.08
447,345.06
448,345.15
449,345.08
450,345.08
451,345.14
452,345.13
453,345.11
454,345.11
455,345.07
456,344.97
457,344.91
458,344.96
459,345.00
460,344.97
461,344.98
462,345.09
463,345.15
464,345.08
465,345.09
466,345.01
467,345.06
468,345.11
469,345.13
470,345.25
471,345.11
472,345.19
473,345.19
474,345.18
475,345.18
476,345.13
477,345.17
478,345.09
479,345.00
480,345.17
481,345.17
482,345.14
483,345.06
484,345.11
485,345.03
486,345.11
487,345.28
488,345.20
489,345.09
490,345.10
491,345.27
492,345.31
493,345.29
494,345.19
495,345.17
496,345.20
497,345.20
498,345.09
499,345.25
500,345.31
501,345.24
502,345.16
503,345.15
504,345.43
505,345.36
506,345.38
507,344.82
508,344.73
509,344.40
510,344.21
511,344.15
512,344.23
513,344.03
514,343.81
515,343.60
516,343.58
517,343.47
518,343.47
519,343.48
520,343.42
521,343.48
522,343.38
523,343.33
524,343.13
525,343.16
526,342.60
527,343.02
528,342.98
529,342.95
530,342.80
531,342.75
532,342.71
533,342.78
534,342.68
535,342.73
536,342.63
537,342.40
538,342.25
539,342.23
540,342.01
541,342.01
542,341.92
543,342.04
544,342.38
545,342.30
546,342.21
547,342.12
548,341.95
549,341.88
550,341.93
551,341.72
552,341.78
553,341.75
554,341.76
555,341.78
556,341.76
557,341.77
558,341.63
559,341.52
560,341.62
561,341.62
562,341.66
563,341.51
564,341.43
565,341.46
566,341.47
567,341.54
568,341.34
569,341.24
570,341.18
571,341.19
572,341.04
573,340.95
574,340.97
575,340.95
576,341.06
577,341.09
578,340.95
579,340.88
580,340.92
581,340.90
582,340.81
583,340.77
584,340.65
585,340.62
586,340.42
587,340.45
588,340.35
589,340.49
590,340.50
591,340.35
592,340.29
593,340.38
594,340.28
595,340.32
596,340.14
597,340.29
598,340.10
599,340.04
600,340.08
601,340.03
602,339.89
603,339.94
604,339.96
605,339.93
606,339.87
607,339.81
608,339.71
609,339.68
610,339.77
611,339.72
612,339.70
613,339.64
614,339.64
615,339.58
616,339.46
617,339.57
618,339.50
619,339.41
620,339.49
621,339.27
622,339.27
623,339.28
624,339.16
625,339.30
626,339.11
627,339.11
628,339.04
629,339.07
630,339.09
631,339.07
632,338.94
633,339.07
634,339.06
635,338.96
636,339.03
637,338.96
638,339.00
639,339.01
640,338.96
641,338.78
642,338.68
643,338.63
644,338.68
645,338.78
646,338.64
647,338.57
