time,value
0,191.48
1,192.16
2,192.91
3,193.71
4,194.14
5,194.54
6,195.42
7,196.05
8,196.60
9,197.22
10,197.79
11,198.35
12,198.80
13,199.40
14,199.88
15,200.38
16,200.96
17,201.37
18,201.95
19,202.49
20,203.07
21,203.64
22,203.97
23,204.45
24,205.00
25,205.44
26,205.85
27,206.34
28,206.82
29,207.24
30,207.77
31,208.22
32,208.56
33,208.95
34,209.47
35,209.90
36,210.24
37,210.60
38,211.05
39,211.52
40,211.96
41,212.37
42,212.85
43,213.14
44,213.54
45,213.95
46,214.20
47,214.64
48,214.85
49,215.20
50,215.51
51,215.78
52,216.24
53,216.60
54,216.91
55,217.29
56,217.75
57,217.96
58,218.39
59,218.71
60,219.07
61,219.37
62,219.73
63,220.00
64,220.23
65,220.39
66,220.98
67,221.31
68,221.68
69,222.02
70,222.42
71,222.73
72,223.04
73,223.32
74,223.43
75,223.69
76,223.98
77,224.27
78,224.54
79,224.80
80,225.11
81,225.42
82,225.66
83,225.89
84,226.09
85,226.55
86,226.94
87,226.98
88,227.01
89,227.19
90,227.58
91,227.74
92,227.93
93,228.40
94,228.64
95,228.82
96,229.06
97,229.47
98,229.79
99,229.99
100,230.09
101,230.36
102,230.46
103,230.60
104,230.87
105,230.99
106,231.17
107,231.25
108,231.48
109,231.82
110,231.95
111,232.00
112,232.14
113,232.42
114,232.68
115,232.93
116,233.13
117,233.43
118,233.50
119,233.74
120,233.82
121,234.04
122,234.32
123,234.45
124,234.60
125,235.13
126,235.22
127,235.41
128,235.63
129,235.84
130,235.92
131,236.02
132,236.22
133,236.48
134,236.60
135,236.86
136,236.95
137,237.11
138,237.30
139,237.51
140,237.68
141,237.90
142,238.08
143,238.16
144,238.41
145,238.50
146,238.56
147,238.57
148,238.76
149,239.04
150,239.07
151,239.12
152,239.13
153,239.21
154,239.48
155,239.52
156,239.69
157,239.84
158,239.92
159,240.03
160,240.27
161,240.47
162,240.58
163,240.74
164,240.81
165,240.87
166,240.91
167,241.03
168,241.18
169,241.28
170,241.32
171,241.46
172,241.58
173,241.70
174,241.90
175,241.98
176,241.96
177,241.92
178,242.58
179,242.74
180,242.84
181,243.03
182,243.16
183,243.05
184,243.23
185,243.38
186,243.37
187,243.57
188,243.59
189,243.97
190,243.47
191,243.60
192,243.70
193,243.73
194,243.85
195,243.88
196,243.94
197,243.88
198,244.01
199,244.16
200,244.26
201,244.40
202,244.51
203,244.74
204,244.83
205,244.89
206,245.12
207,245.21
208,245.09
209,245.11
210,245.27
211,245.34
212,245.37
213,245.36
214,245.49
215,245.48
216,245.72
217,245.79
218,245.92
219,245.93
220,246.13
221,246.19
222,246.30
223,246.36
224,246.34
225,246.42
226,246.52
227,246.74
228,246.78
229,246.79
230,246.84
231,246.85
232,247.00
233,247.70
234,247.04
235,247.07
236,247.01
237,247.15
238,247.17
239,247.14
240,247.13
241,247.26
242,247.44
243,247.52
244,247.67
245,247.74
246,247.88
247,247.94
248,247.93
249,247.98
250,248.05
251,248.26
252,248.42
253,248.13
254,248.12
255,248.32
256,248.39
257,248.52
258,248.53
259,248.65
260,248.53
261,248.45
262,248.67
263,248.58
264,248.74
265,248.84
266,248.89
267,248.99
268,248.93
269,248.93
270,248.96
271,249.00
272,249.02
273,249.12
274,249.09
275,249.17
276,249.29
277,249.41
278,249.35
279,249.38
280,249.47
281,249.46
282,249.48
283,249.58
284,249.72
285,249.69
286,249.63
287,249.67
288,249.63
289,249.68
290,249.73
291,249.75
292,249.69
