time,value
0,342.52
1,342.68
2,342.58
3,342.64
4,342.75
5,342.82
6,342.79
7,342.83
8,342.94
9,342.98
10,343.00
11,343.01
12,342.97
13,342.94
14,342.96
15,342.92
16,342.93
17,343.06
18,343.06
19,343.02
20,342.98
21,343.03
22,343.09
23,343.13
24,343.12
25,343.18
26,343.28
27,343.32
28,343.33
29,343.38
30,343.37
31,343.26
32,343.19
33,343.25
34,343.30
35,343.34
36,343.40
37,343.47
38,343.48
39,343.51
40,343.57
41,343.53
42,343.43
43,343.39
44,343.40
45,343.35
46,343.55
47,343.56
48,343.63
49,343.52
50,343.42
51,343.55
52,343.61
53,343.70
54,343.57
55,343.60
56,343.60
57,343.57
58,343.69
59,343.65
60,343.64
61,343.71
62,343.83
63,343.79
64,343.79
65,343.70
66,343.63
67,343.70
68,343.77
69,343.77
70,343.87
71,343.83
72,343.74
73,343.86
74,343.83
75,343.68
76,343.67
77,343.80
78,343.89
79,343.91
80,343.81
81,343.86
82,343.75
83,343.87
84,343.96
85,344.02
86,343.96
87,343.86
88,343.86
89,343.74
90,343.91
91,343.95
92,343.98
93,344.03
94,343.98
95,344.03
96,343.92
97,344.02
98,344.16
99,344.05
100,344.10
101,344.04
102,344.14
103,344.06
104,344.01
105,343.93
106,343.89
107,343.85
108,343.88
109,343.93
110,343.92
111,343.95
112,344.00
113,343.98
114,344.04
115,343.95
116,344.08
117,344.13
118,344.04
119,343.97
120,344.09
121,344.14
122,344.02
123,344.08
124,344.06
125,344.12
126,344.17
127,344.06
128,344.08
129,344.07
130,343.99
131,343.98
132,344.04
133,344.04
134,343.99
135,343.98
136,343.96
137,344.08
138,344.08
139,344.06
140,344.16
141,344.11
142,344.13
143,344.26
144,344.22
145,344.24
146,344.09
147,344.11
148,344.16
149,344.27
150,344.26
151,344.22
152,344.22
153,344.21
154,344.24
155,344.26
156,344.28
157,344.24
158,344.22
159,344.29
160,344.21
161,344.22
162,344.28
163,344.14
164,344.28
165,344.18
166,344.25
167,344.31
168,344.33
169,344.27
170,344.09
171,344.22
172,344.26
173,344.30
174,344.30
175,344.32
176,344.41
177,344.29
178,344.30
179,344.37
180,344.28
181,344.31
182,344.37
183,344.36
184,344.29
185,344.49
186,344.38
187,344.32
188,344.42
189,344.42
190,344.44
191,344.27
192,344.22
193,344.23
194,344.27
195,344.24
196,344.34
197,344.22
198,344.36
199,344.41
200,344.30
201,344.32
202,344.34
203,344.32
204,344.24
205,344.31
206,344.40
207,344.41
208,344.37
209,344.31
210,344.27
211,344.13
212,344.19
213,344.34
214,344.32
215,344.35
216,344.31
217,344.28
218,344.35
219,344.32
220,344.40
221,344.49
222,344.52
223,344.32
224,344.24
225,344.27
226,344.28
227,344.23
228,344.31
229,344.51
230,344.45
231,344.39
232,344.38
233,344.37
234,344.31
235,344.37
236,344.33
237,344.33
238,344.43
239,344.35
240,344.30
241,344.34
242,344.35
243,344.40
244,344.38
245,344.43
246,344.40
247,344.34
248,344.33
249,344.36
250,344.30
251,344.43
252,344.41
253,344.32
254,344.33
255,344.31
256,344.31
257,344.39
258,344.47
259,344.61
260,344.70
261,344.61
262,344.55
263,344.46
264,344.50
265,344.44
266,344.45
267,344.34
268,344.47
269,344.36
270,344.41
271,344.52
272,344.44
273,344.36
274,344.42
275,344.35
276,344.37
277,344.40
278,344.37
279,344.41
280,344.23
281,344.43
282,344.42
283,344.29
284,344.40
285,344.43
286,344.45
287,344.45
288,344.42
289,344.37
290,344.36
291,344.29
292,344.34
293,344.50
294,344.51
295,344.67
296,344.64
297,344.51
298,344.43
299,344.29
300,344.42
301,344.49
302,344.45
303,344.55
304,344.51
305,344.47
306,344.52
307,344.35
308,344.43
309,344.48
310,344.53
311,344.48
312,344.60
313,344.75
314,344.72
315,344.71
316,344.51
317,344.30
318,344.39
319,344.46
320,344.40
321,344.53
322,344.59
323,344.51
324,344.54
325,344.53
326,344.50
327,344.57
328,344.64
329,344.53
330,344.46
331,344.60
332,344.57
333,344.54
334,344.40
335,344.57
336,344.54
337,344.50
338,344.41
339,344.63
340,344.68
341,344.55
342,344.60
343,344.54
344,344.53
345,344.50
346,344.53
347,344.48
348,344.45
349,344.52
350,344.53
351,344.50
352,344.45
353,344.53
354,344.54
355,344.41
356,344.52
357,344.56
358,344.49
359,344.58
360,344.56
361,344.53
362,344.50
363,344.50
364,344.53
365,344.46
366,344.39
367,344.51
368,344.36
369,344.35
370,344.50
371,344.57
372,344.46
373,344.47
374,344.42
375,344.34
376,344.37
377,344.45
378,344.51
379,344.57
380,344.51
381,344.64
382,344.48
383,344.54
384,344.53
385,344.41
386,344.50
387,344.58
388,344.58
389,344.60
390,344.46
391,344.60
392,344.65
393,344.61
394,344.62
395,344.68
396,344.62
397,344.59
398,344.64
399,344.70
400,344.57
401,344.65
402,344.61
403,344.70
404,344.54
405,344.44
406,344.51
407,344.56
408,344.51
409,344.56
410,344.49
411,344.53
412,344.48
413,344.52
414,344.39
415,344.57
416,344.54
417,344.50
418,344.55
419,344.53
420,344.64
421,344.67
422,344.59
423,344.50
424,344.42
425,344.51
426,344.52
427,344.53
428,344.52
429,344.61
430,344.57
431,344.69
432,344.51
433,344.54
434,344.57
435,344.56
436,344.53
437,344.44
438,344.54
439,344.65
440,344.61
441,344.55
442,344.51
443,344.51
444,344.61
445,344.58
446,344.49
447,344.55
448,344.58
449,344.65
450,344.60
451,344.67
452,344.53
453,344.47
454,344.35
455,344.45
456,344.55
457,344.48
458,344.38
459,344.45
460,344.65
461,344.56
462,344.58
463,344.57
464,344.59
465,344.54
466,344.53
467,344.53
468,344.37
469,344.41
470,344.43
471,344.47
472,344.34
473,344.34
474,344.37
475,344.54
476,344.50
477,344.50
478,344.57
479,344.59
480,344.58
481,344.54
482,344.04
483,343.79
484,343.55
485,343.47
486,343.45
487,343.23
488,343.08
489,342.93
490,342.85
491,342.81
492,342.78
493,342.71
494,342.68
495,342.64
496,342.59
497,342.47
498,342.32
499,342.30
500,342.26
501,342.18
502,342.17
503,342.06
504,341.90
505,341.78
506,341.76
507,341.71
508,341.68
509,341.66
510,341.57
511,341.42
512,341.54
513,341.49
514,341.47
515,341.41
516,341.32
517,341.29
518,341.17
519,341.18
520,341.13
521,341.01
522,340.96
523,341.03
524,340.94
525,340.73
526,340.74
527,340.68
528,340.62
529,340.64
530,340.50
531,340.43
532,340.32
533,340.29
534,340.26
535,340.25
536,340.19
537,340.19
538,340.13
539,339.95
540,340.00
541,339.90
542,339.92
543,339.94
544,339.97
545,339.81
546,339.80
547,339.75
548,339.66
549,339.63
550,339.59
551,339.40
552,339.47
553,339.41
554,339.44
555,339.28
556,339.30
557,339.33
558,339.16
559,339.12
560,339.11
561,339.00
562,338.82
563,338.91
564,338.83
565,338.71
566,338.74
567,338.78
568,338.84
569,338.89
570,338.73
571,338.61
572,338.70
573,338.72
574,338.68
575,338.59
576,338.55
577,338.55
578,338.53
579,338.59
580,338.47
581,338.34
582,338.22
583,338.26
584,338.18
585,338.25
586,338.35
587,338.38
588,338.40
589,338.27
590,338.28
591,338.17
592,338.02
593,337.96
594,337.93
595,337.85
596,337.80
597,337.71
598,337.59
599,337.56
600,337.60
601,337.68
602,337.65
603,337.68
604,337.55
605,337.50
606,337.42
607,337.44
608,337.30
609,337.32
610,337.29
611,337.20
612,337.19
613,337.17
614,337.16
615,337.10
616,336.93
617,336.98
618,337.01
619,336.91
620,336.91
621,336.96
622,336.94
623,336.86
624,336.82
625,336.73
626,336.62
627,336.63
628,336.64
629,336.61
630,336.47
631,336.50
632,336.44
633,336.43
634,336.44
635,336.34
636,336.17
637,336.18
638,336.14
639,336.14
640,336.11
641,336.10
642,336.05
643,335.95
644,336.06
645,336.01
646,335.92
647,335.82
648,335.86
649,335.83
650,335.77
651,335.74
652,335.68
653,335.57
654,335.59
655,335.76
656,335.74
657,335.79
658,335.79
659,335.66
660,335.70
661,335.66
662,335.71
663,335.69
664,335.52
665,335.45
666,335.36
667,335.42
668,335.30
669,335.20
670,335.16
671,335.15
672,335.17
673,335.09
674,334.96
675,335.02
676,335.01
677,335.01
678,334.96
679,334.87
680,334.80
681,334.80
682,334.85
683,334.72
684,334.76
685,334.73
686,334.76
687,334.74
688,334.79
689,334.71
690,334.68
691,334.64
692,334.59
693,334.51
694,334.44
695,334.44
696,334.45
697,334.31
698,334.29
699,334.28
700,334.23
701,334.18
702,334.13
703,334.15
704,334.13
705,334.17
706,334.16
707,334.08
708,333.99
709,334.11
710,334.09
711,334.01
712,333.87
713,333.85
714,333.67
715,333.71
716,333.78
717,333.74
718,333.71
719,333.67
720,333.67
721,333.65
722,333.70
723,333.68
724,333.59
725,333.56
726,333.49
727,333.53
728,333.35
729,333.35
730,333.26
731,333.45
732,333.33
733,333.35
734,333.26
735,333.07
736,333.16
737,333.05
738,333.00
739,333.00
740,333.02
741,333.04
742,333.00
743,332.94
744,332.84
745,332.94
746,332.93
747,332.78
748,332.87
749,332.79
750,332.79
751,332.69
752,332.65
753,332.56
754,332.51
755,332.58
756,332.45
757,332.49
758,332.45
759,332.42
760,332.36
761,332.37
762,332.32
763,332.29
764,332.33
765,332.21
766,332.24
767,332.24
768,332.24
769,332.20
770,332.21
771,332.12
772,332.06
773,332.06
774,331.99
775,331.98
776,332.02
777,332.01
778,331.96
779,331.86
780,331.83
781,331.86
782,331.81
783,331.72
784,331.65
785,331.66
786,331.54
787,331.60
788,331.59
789,331.53
790,331.45
791,331.45
792,331.52
793,331.41
794,331.33
795,331.32
796,331.28
797,331.32
798,331.26
799,331.23
800,331.15
801,331.12
802,330.93
803,331.01
804,331.12
805,331.16
806,331.03
