time,value
0,209.32
1,209.89
2,210.63
3,211.03
4,211.66
5,212.13
6,212.73
7,213.23
8,213.69
9,214.11
10,214.70
11,215.10
12,215.66
13,215.99
14,216.59
15,217.05
16,217.36
17,217.78
18,218.34
19,218.69
20,219.19
21,219.51
22,219.78
23,220.41
24,220.86
25,221.31
26,221.82
27,222.23
28,222.75
29,223.36
30,223.71
31,224.03
32,224.28
33,224.68
34,224.72
35,225.23
36,225.51
37,225.28
38,225.50
39,225.79
40,226.32
41,226.61
42,226.85
43,227.23
44,227.50
45,227.77
46,228.05
47,228.43
48,228.63
49,228.91
50,229.22
51,229.50
52,229.72
53,230.21
54,230.43
55,230.66
56,230.97
57,231.34
58,231.54
59,231.79
60,232.06
61,232.34
62,232.64
63,232.85
64,233.15
65,233.36
66,233.85
67,234.21
68,234.10
69,234.31
70,234.47
71,234.70
72,234.99
73,235.07
74,235.29
75,235.63
76,235.87
77,236.06
78,236.22
79,236.45
80,236.66
81,236.85
82,237.02
83,237.28
84,237.63
85,237.81
86,237.89
87,238.08
88,238.24
89,238.39
90,238.57
91,238.66
92,238.87
93,239.13
94,239.24
95,239.42
96,239.60
97,239.77
98,239.96
99,240.10
100,240.28
101,240.43
102,240.49
103,240.65
104,240.81
105,240.92
106,241.10
107,241.34
108,241.57
109,241.70
110,241.85
111,242.04
112,242.32
113,242.54
114,242.63
115,242.80
116,243.00
117,243.10
118,243.21
119,243.40
120,243.46
121,243.61
122,243.69
123,243.85
124,244.01
125,244.20
126,244.42
127,244.50
128,244.51
129,244.60
130,244.73
131,244.97
132,245.09
133,245.15
134,245.42
135,245.49
136,245.66
137,245.78
138,245.92
139,246.00
140,246.10
141,246.23
142,246.40
143,246.59
144,246.77
145,246.95
146,246.93
147,247.09
148,247.17
149,247.15
150,247.24
151,247.49
152,247.50
153,247.62
154,247.77
155,247.70
156,247.82
157,247.91
158,248.11
159,248.18
160,248.20
161,248.48
162,248.46
163,248.53
164,248.69
165,248.81
166,248.85
167,248.92
168,249.18
169,249.34
170,249.46
171,249.51
172,249.54
173,249.45
174,249.60
175,249.84
176,249.90
177,250.07
178,250.13
179,250.26
180,250.37
181,250.43
182,250.58
183,250.76
184,250.80
185,250.92
186,250.96
187,251.01
188,251.14
189,251.30
190,251.42
191,251.54
192,251.53
193,251.47
194,251.51
195,251.52
196,251.61
197,251.74
198,251.87
199,251.85
200,251.91
201,252.01
202,252.04
203,252.17
204,252.25
205,252.24
206,252.35
207,252.38
208,252.53
209,252.58
210,252.67
211,252.69
212,252.76
213,252.82
214,252.83
215,252.80
216,252.78
217,252.81
218,253.03
219,252.92
220,252.92
221,253.06
222,253.05
223,253.10
224,253.20
225,253.31
226,253.43
227,253.48
228,253.49
229,253.52
230,253.63
231,253.66
232,253.64
233,253.69
234,253.69
235,253.91
236,253.83
237,254.14
238,254.04
239,253.91
240,253.87
241,253.79
242,254.05
243,254.03
244,254.08
245,254.12
246,254.22
247,254.18
248,254.15
249,254.06
250,254.19
251,254.17
252,254.31
253,254.31
254,254.43
255,254.54
256,254.48
257,254.55
258,254.50
259,254.42
260,254.43
261,254.50
262,254.50
263,254.46
264,254.42
265,254.43
266,254.58
267,254.78
268,254.82
269,255.15
270,255.20
271,255.22
272,255.28
273,255.51
274,255.32
275,255.29
276,255.14
277,255.23
278,255.20
279,255.15
280,255.24
281,255.25
282,255.26
283,255.32
284,255.41
285,255.38
286,255.41
287,255.49
288,255.49
289,255.62
290,255.51
291,255.44
292,255.53
293,255.50
294,255.48
295,255.45
296,255.45
297,255.59
298,255.72
299,255.68
300,255.55
301,255.71
302,255.71
303,255.73
304,255.81
305,255.85
306,255.93
307,255.91
308,255.87
309,255.94
310,255.96
311,256.04
312,256.11
313,256.12
314,255.92
315,255.98
316,256.00
317,256.03
318,256.08
319,256.09
320,256.16
321,256.11
322,256.04
323,256.19
324,256.14
325,256.21
326,256.22
327,256.18
328,256.34
329,256.34
330,256.33
331,256.43
332,256.46
333,256.48
334,256.48
335,256.50
336,256.42
337,256.43
338,256.50
339,256.50
