time,value
0,344.39
1,344.42
2,344.53
3,344.60
4,344.61
5,344.74
6,344.73
7,344.79
8,344.77
9,344.77
10,344.70
11,344.80
12,344.71
13,344.75
14,344.90
15,345.03
16,345.03
17,344.95
18,344.97
19,344.90
20,345.01
21,345.06
22,345.26
23,345.20
24,345.35
25,345.41
26,345.47
27,345.53
28,345.44
29,345.44
30,345.33
31,345.32
32,345.30
33,345.28
34,345.29
35,345.38
36,345.34
37,345.39
38,345.42
39,345.39
40,345.48
41,345.41
42,345.49
43,345.54
44,345.50
45,345.43
46,345.48
47,345.53
48,345.52
49,345.43
50,345.53
51,345.63
52,345.49
53,345.52
54,345.53
55,345.62
56,345.74
57,345.79
58,345.73
59,345.67
60,345.76
61,345.71
62,345.81
63,345.88
64,345.97
65,345.90
66,345.90
67,345.98
68,346.05
69,345.86
70,345.85
71,345.79
72,345.78
73,345.84
74,345.89
75,345.90
76,345.87
77,345.79
78,345.84
79,345.82
80,345.88
81,345.98
82,345.90
83,345.91
84,345.88
85,345.94
86,345.99
87,345.95
88,345.83
89,345.80
90,345.83
91,345.91
92,346.01
93,345.95
94,346.20
95,346.24
96,346.23
97,346.16
98,346.06
99,346.14
100,346.14
101,346.15
102,346.22
103,346.17
104,346.22
105,346.23
106,346.12
107,346.17
108,346.11
109,346.23
110,346.30
111,346.39
112,346.25
113,346.28
114,346.28
115,346.33
116,346.42
117,346.48
118,346.51
119,346.50
120,346.40
121,346.42
122,346.31
123,346.38
124,346.21
125,346.32
126,346.34
127,346.34
128,346.32
129,346.32
130,346.36
131,346.36
132,346.42
133,346.49
134,346.48
135,346.49
136,346.51
137,346.60
138,346.51
139,346.50
140,346.52
141,346.56
142,346.54
143,346.59
144,346.50
145,346.65
146,346.74
147,346.70
148,346.73
149,346.76
150,346.72
151,346.81
152,346.83
153,346.77
154,346.78
155,346.85
156,346.76
157,346.73
158,346.77
159,346.71
160,346.85
161,346.81
162,346.77
163,346.75
164,346.69
165,346.66
166,346.73
167,346.74
168,346.74
169,346.76
170,346.73
171,346.72
172,346.67
173,346.61
174,346.69
175,346.65
176,346.77
177,346.87
178,346.93
179,346.78
180,346.75
181,346.75
182,346.77
183,346.90
184,346.86
185,346.96
186,346.98
187,346.95
188,346.94
189,346.93
190,346.89
191,347.02
192,346.93
193,346.95
194,346.85
195,346.91
196,346.90
197,346.94
198,346.97
199,346.96
200,347.00
201,346.88
202,346.98
203,347.01
204,347.01
205,346.99
206,346.97
207,346.93
208,346.97
209,347.10
210,346.88
211,346.93
212,347.07
213,346.97
214,347.01
215,347.04
216,347.05
217,346.95
218,346.80
219,346.96
220,346.91
221,346.90
222,346.94
223,346.96
224,347.08
225,347.02
226,346.99
227,346.88
228,346.99
229,347.20
230,347.23
231,347.29
232,347.28
233,347.14
234,347.18
235,347.21
236,347.20
237,347.14
238,347.09
239,347.15
240,347.15
241,347.23
242,347.15
243,347.18
244,347.25
245,347.14
246,347.10
247,347.15
248,347.10
249,347.25
250,347.37
251,347.35
252,347.21
253,347.25
254,347.23
255,347.33
256,347.33
257,347.17
258,347.25
259,347.27
260,347.40
261,347.37
262,347.40
263,347.38
264,347.40
265,347.37
266,347.37
267,347.42
268,347.44
269,347.41
270,347.46
271,347.50
272,347.58
273,347.54
274,347.47
275,347.50
276,347.53
277,347.63
278,347.57
279,347.49
280,347.57
281,347.64
282,347.65
283,347.40
284,347.36
285,347.29
286,347.27
287,347.24
288,347.36
289,347.28
290,347.32
291,347.41
292,347.50
293,347.35
294,347.27
295,347.32
296,347.32
297,347.39
298,347.40
299,347.42
300,347.44
301,347.52
302,347.37
303,347.39
304,347.31
305,347.25
306,347.35
307,347.39
308,347.44
309,347.44
310,347.46
311,347.52
312,347.43
313,347.43
314,347.42
315,347.45
316,347.54
317,347.51
318,347.60
319,347.70
320,347.66
321,347.62
322,347.61
323,347.75
324,347.66
325,347.68
326,347.65
327,347.69
328,347.66
329,347.73
330,347.64
331,347.59
332,347.55
333,347.61
334,347.57
335,347.56
336,347.62
337,347.62
338,347.51
339,347.53
340,347.40
341,347.45
342,347.70
343,347.62
344,347.52
345,347.60
346,347.72
347,347.52
348,347.44
349,347.65
350,347.72
351,347.74
352,347.68
353,347.64
354,347.67
355,347.68
356,347.70
357,347.55
358,347.56
359,347.62
360,347.85
361,348.01
362,347.84
363,347.76
364,347.79
365,347.72
366,347.58
367,347.50
368,347.65
369,347.69
370,347.75
371,347.77
372,347.86
373,347.81
374,347.89
375,347.90
376,347.78
377,347.77
378,347.81
379,347.91
380,347.90
381,347.91
382,347.90
383,347.99
384,348.01
385,347.83
386,347.85
387,347.85
388,347.83
389,347.95
390,347.80
391,347.93
392,347.98
393,347.99
394,347.92
395,347.92
396,347.87
397,348.01
398,347.94
399,348.05
400,347.97
401,347.93
402,348.01
403,347.86
404,347.82
405,347.76
406,347.78
407,347.85
408,347.91
409,347.90
410,347.90
411,347.92
412,347.94
413,347.87
414,347.88
415,347.81
416,347.77
417,347.75
418,347.91
419,347.95
420,347.99
421,348.03
422,347.99
423,347.87
424,348.06
425,347.94
426,347.99
427,347.96
428,347.81
429,347.94
430,347.89
431,347.91
432,347.88
433,347.94
434,347.84
435,347.68
436,347.92
437,348.06
438,347.93
439,347.93
440,347.96
441,348.06
442,348.13
443,348.13
444,348.08
445,348.00
446,347.97
447,347.97
448,348.02
449,347.97
450,348.03
451,348.04
452,348.03
453,347.93
454,348.03
455,348.11
456,348.11
457,348.15
458,348.08
459,348.04
460,348.00
461,348.11
462,348.12
463,348.04
464,348.00
465,347.94
466,348.09
467,347.94
468,348.00
469,347.98
470,347.78
471,347.38
472,347.20
473,346.91
474,346.73
475,346.67
476,346.41
477,346.33
478,346.32
479,346.23
480,346.12
481,345.91
482,345.82
483,345.80
484,345.64
485,345.61
486,345.55
487,345.52
488,345.45
489,345.41
490,345.42
491,345.23
492,345.19
493,345.07
494,345.12
495,344.94
496,344.89
497,344.87
498,344.82
499,344.63
500,344.59
501,344.53
502,344.53
503,344.57
504,344.46
505,344.24
506,344.23
507,344.25
508,344.17
509,344.14
510,344.14
511,344.01
512,343.95
513,343.94
514,343.94
515,343.74
516,343.63
517,343.61
518,343.64
519,343.64
520,343.65
521,343.53
522,343.51
523,343.42
524,343.23
525,343.19
526,343.25
527,343.27
528,343.25
529,342.45
530,339.95
531,339.32
532,341.84
533,342.42
534,342.59
535,342.76
536,342.74
537,342.73
538,342.72
539,342.66
540,342.56
541,342.60
542,342.46
543,342.50
544,342.52
545,342.34
546,342.20
547,342.31
548,342.25
549,342.20
550,342.16
551,342.05
552,342.17
553,342.04
554,341.86
555,341.88
556,341.89
557,341.82
558,341.77
559,341.87
560,341.89
561,341.79
562,341.65
563,341.56
564,341.60
565,341.59
566,341.34
567,341.25
568,341.30
569,341.15
570,341.15
571,341.34
572,341.28
573,341.20
574,341.02
575,341.00
576,341.09
577,341.32
578,341.20
579,341.14
580,340.99
581,340.94
582,341.09
583,340.94
584,340.97
585,340.97
586,340.83
587,340.74
588,340.60
589,340.47
590,340.45
591,340.51
592,340.59
593,340.49
594,340.50
595,340.46
596,340.36
597,340.36
598,340.34
599,340.34
600,340.11
601,340.21
602,340.14
603,339.99
604,340.03
605,340.10
606,340.05
607,340.09
608,340.07
609,339.92
610,339.89
611,339.89
612,339.83
613,339.83
614,339.77
615,339.72
616,339.76
617,339.74
618,339.67
619,339.52
620,339.51
621,339.44
622,339.50
623,339.47
624,339.33
625,339.52
626,339.48
627,339.35
628,339.37
629,339.16
630,339.20
631,339.27
632,339.27
633,339.27
634,339.16
635,339.08
636,339.17
637,339.08
638,339.07
639,339.02
640,338.94
641,338.95
642,338.95
643,338.95
644,338.92
645,338.93
646,338.72
647,338.69
648,338.64
649,338.68
650,338.70
651,338.63
652,338.43
653,338.48
654,338.44
655,338.35
656,338.36
657,338.34
658,338.36
659,338.38
660,338.34
661,338.14
662,338.04
663,337.99
664,337.99
665,337.96
666,338.03
667,337.96
668,337.94
669,338.02
670,337.99
671,337.99
672,337.92
673,337.91
674,337.85
675,337.84
676,337.86
677,337.81
678,337.80
679,337.74
680,337.80
681,337.66
682,337.59
683,337.62
684,337.64
685,337.65
686,337.56
687,337.41
688,337.44
689,337.44
690,337.42
691,337.45
692,337.29
693,337.31
694,337.44
695,337.24
696,337.18
697,337.13
698,337.09
699,337.08
700,336.98
701,336.96
702,336.81
703,336.82
704,336.79
705,336.92
706,336.78
707,336.80
708,336.74
709,336.50
710,336.48
711,336.48
712,336.47
713,336.51
714,336.54
715,336.47
716,336.45
717,336.36
718,336.24
719,336.25
720,336.29
721,336.24
722,336.18
723,336.17
724,336.24
725,336.24
726,336.15
727,336.21
728,336.09
729,335.99
730,336.04
731,335.99
732,335.88
733,335.80
734,335.80
735,335.82
736,335.81
737,335.78
738,335.76
739,335.71
740,335.78
741,335.76
742,335.75
743,335.64
744,335.63
745,335.60
746,335.60
747,335.57
748,335.48
749,335.50
750,335.46
751,335.41
752,335.37
753,335.40
754,335.41
755,335.36
756,335.28
757,335.11
758,335.11
759,335.06
760,334.96
761,335.01
762,335.04
763,334.98
764,334.81
765,334.96
766,334.81
767,334.76
768,334.77
769,334.69
770,334.77
771,334.67
772,334.65
773,334.65
774,334.55
775,334.55
776,334.56
777,334.48
778,334.38
779,334.44
780,334.35
