time,value
0,194.32
1,195.12
2,195.76
3,196.46
4,197.32
5,197.72
6,198.15
7,198.64
8,199.43
9,200.01
10,200.61
11,201.16
12,201.81
13,202.43
14,202.97
15,203.50
16,203.92
17,204.57
18,205.00
19,205.58
20,206.13
21,206.71
22,206.90
23,207.81
24,208.30
25,208.82
26,209.41
27,209.81
28,210.24
29,210.83
30,211.39
31,211.91
32,212.56
33,213.03
34,213.35
35,213.83
36,214.26
37,214.53
38,215.00
39,215.31
40,215.82
41,216.28
42,216.70
43,217.08
44,217.59
45,218.05
46,218.35
47,218.69
48,219.08
49,219.34
50,219.57
51,220.09
52,220.49
53,220.89
54,221.30
55,221.71
56,222.15
57,222.49
58,222.76
59,223.25
60,223.61
61,224.03
62,224.33
63,224.72
64,224.95
65,225.17
66,225.51
67,225.87
68,226.17
69,226.44
70,226.88
71,227.10
72,227.32
73,227.87
74,228.01
75,228.33
76,228.49
77,228.74
78,229.06
79,229.29
80,229.73
81,229.89
82,230.32
83,230.52
84,230.78
85,230.86
86,231.19
87,231.38
88,231.53
89,232.06
90,232.21
91,232.28
92,232.44
93,232.77
94,232.97
95,233.33
96,233.52
97,233.78
98,233.88
99,234.11
100,234.23
101,234.40
102,234.56
103,234.89
104,235.11
105,235.35
106,235.68
107,235.95
108,236.21
109,236.45
110,236.65
111,236.70
112,237.00
113,237.19
114,237.38
115,237.44
116,237.77
117,237.81
118,238.04
119,238.30
120,238.56
121,238.68
122,238.84
123,239.04
124,239.25
125,239.42
126,239.60
127,239.67
128,239.84
129,240.05
130,240.23
131,240.50
132,240.63
133,240.79
134,241.03
135,241.21
136,241.31
137,241.45
138,241.57
139,241.71
140,241.99
141,242.21
142,242.40
143,242.63
144,242.74
145,242.80
146,242.88
147,242.98
148,243.01
149,243.15
150,243.21
151,243.40
152,243.57
153,243.78
154,243.76
155,243.90
156,243.90
157,244.08
158,244.22
159,244.17
160,244.27
161,244.45
162,244.61
163,244.69
164,244.78
165,244.78
166,245.04
167,245.11
168,245.17
169,245.39
170,245.45
171,245.51
172,245.80
173,245.75
174,245.77
175,245.77
176,245.78
177,245.94
178,246.12
179,246.24
180,246.38
181,246.47
182,246.62
183,246.70
184,246.83
185,246.94
186,247.12
187,247.13
188,247.32
189,247.40
190,247.54
191,247.69
192,247.69
193,247.74
194,247.84
195,248.05
196,248.08
197,248.14
198,248.24
199,248.32
200,248.50
201,248.58
202,248.62
203,248.71
204,248.81
205,248.86
206,248.97
207,249.02
208,249.00
209,249.11
210,249.11
211,249.16
212,249.26
213,249.25
214,249.47
215,249.49
216,249.49
217,249.46
218,249.63
219,249.59
220,249.77
221,249.85
222,249.92
223,249.79
224,249.61
225,249.68
226,249.77
227,249.86
228,250.00
229,249.94
230,250.16
231,250.18
232,250.20
233,250.29
234,250.32
235,250.48
236,250.49
237,250.61
238,250.73
239,250.70
240,250.72
241,250.84
242,250.92
243,251.07
244,251.11
245,251.18
246,251.18
247,251.18
248,251.32
249,251.36
250,251.44
251,251.52
252,251.59
253,251.68
254,251.76
255,251.83
256,251.89
257,251.94
258,252.00
259,252.13
260,252.19
261,252.18
262,252.17
263,252.10
264,252.19
265,252.22
266,252.27
267,252.30
268,252.57
269,252.49
270,252.46
271,252.61
272,252.49
273,252.58
274,252.59
275,252.66
276,252.77
277,252.91
278,252.99
279,253.00
280,252.82
281,252.93
282,252.98
283,252.78
284,252.88
285,253.07
286,253.22
287,253.21
288,253.24
289,253.48
290,253.36
291,253.54
292,253.61
293,253.56
294,253.66
295,253.44
296,253.43
297,253.42
298,253.51
299,253.67
300,253.74
301,253.69
302,253.65
303,253.73
304,253.77
305,253.86
306,253.87
307,253.86
308,254.10
309,254.12
310,254.08
311,254.02
312,254.10
313,254.27
314,254.14
315,254.16
316,254.11
317,254.27
318,254.20
319,254.30
320,254.39
321,254.43
322,254.43
323,254.42
324,254.51
325,254.56
326,254.61
327,254.79
328,254.76
329,254.87
330,254.99
331,255.01
332,255.02
333,254.91
334,254.96
335,255.04
336,255.09
337,255.03
338,254.95
339,255.02
340,255.03
341,255.12
342,255.06
343,255.16
344,255.14
345,255.10
346,255.16
347,255.28
348,255.16
349,255.21
350,255.17
351,255.44
352,255.37
353,255.39
354,255.44
355,255.50
356,255.56
357,255.58
358,255.57
359,255.47
360,255.46
361,255.49
362,255.54
363,255.60
364,255.61
365,255.57
366,255.58
367,255.44
368,255.38
369,255.48
370,255.50
371,255.49
372,255.53
373,255.45
374,255.52
375,255.64
376,255.62
377,255.79
378,255.87
379,255.82
380,255.81
381,255.76
382,255.83
383,255.75
384,255.81
385,255.83
386,255.89
387,256.01
388,255.95
389,255.83
390,255.94
391,255.92
392,256.01
393,256.07
394,256.07
395,256.18
396,256.21
397,256.13
398,256.28
399,256.27
400,256.19
401,256.21
402,256.12
403,256.17
404,256.24
405,256.19
406,256.27
407,256.16
408,256.12
409,256.15
410,256.23
411,256.20
412,256.18
413,256.33
414,256.26
415,256.31
416,256.34
417,256.44
418,256.42
419,256.58
420,256.46
421,256.43
422,256.59
423,256.57
424,256.58
425,256.80
426,256.64
427,256.52
