time,value
0,343.71
1,343.78
2,343.79
3,343.69
4,343.71
5,343.73
6,343.75
7,343.79
8,343.76
9,343.70
10,343.77
11,343.89
12,343.85
13,343.89
14,344.05
15,344.11
16,344.10
17,344.10
18,344.08
19,344.01
20,344.03
21,343.95
22,344.05
23,344.03
24,344.06
25,344.04
26,344.08
27,344.09
28,344.12
29,344.17
30,344.18
31,344.15
32,344.23
33,344.30
34,344.24
35,344.27
36,344.33
37,344.35
38,344.47
39,344.42
40,344.39
41,344.26
42,344.30
43,344.37
44,344.39
45,344.40
46,344.35
47,344.39
48,344.34
49,344.48
50,344.56
51,344.59
52,344.61
53,344.59
54,344.54
55,344.56
56,344.54
57,344.55
58,344.56
59,344.59
60,344.48
61,344.54
62,344.56
63,344.81
64,344.67
65,344.65
66,344.66
67,344.70
68,344.77
69,344.84
70,344.90
71,344.93
72,344.90
73,344.91
74,344.87
75,344.88
76,345.05
77,345.02
78,345.10
79,345.10
80,345.08
81,345.07
82,345.14
83,345.32
84,345.29
85,345.21
86,345.05
87,345.16
88,345.26
89,345.00
90,345.05
91,345.27
92,345.20
93,345.17
94,345.19
95,345.24
96,345.31
97,345.36
98,345.36
99,345.39
100,345.36
101,345.46
102,345.41
103,345.34
104,345.35
105,345.35
106,345.44
107,345.56
108,345.57
109,345.48
110,345.60
111,345.66
112,345.56
113,345.48
114,345.47
115,345.60
116,345.61
117,345.75
118,345.76
119,345.62
120,345.58
121,345.51
122,345.53
123,345.65
124,345.82
125,345.65
126,345.72
127,345.71
128,345.73
129,345.89
130,345.85
131,345.69
132,345.65
133,345.87
134,345.91
135,345.87
136,345.83
137,346.02
138,345.96
139,345.90
140,345.76
141,345.69
142,345.75
143,345.66
144,345.74
145,345.67
146,345.80
147,345.89
148,345.96
149,346.01
150,346.05
151,346.09
152,346.15
153,346.06
154,345.97
155,345.96
156,345.98
157,346.09
158,346.05
159,346.06
160,345.94
161,345.93
162,346.08
163,345.98
164,346.01
165,346.02
166,346.00
167,346.01
168,346.13
169,346.02
170,346.04
171,346.07
172,345.94
173,345.91
174,345.97
175,346.03
176,346.06
177,346.23
178,346.31
179,346.20
180,346.13
181,346.20
182,346.22
183,346.18
184,346.15
185,346.17
186,346.24
187,346.24
188,346.21
189,346.13
190,346.11
191,346.20
192,346.18
193,346.23
194,346.23
195,346.25
196,346.21
197,346.25
198,346.46
199,346.42
200,346.44
201,346.37
202,346.35
203,346.44
204,346.38
205,346.37
206,346.53
207,346.39
208,346.33
209,346.40
210,346.38
211,346.38
212,346.31
213,346.48
214,346.47
215,346.45
216,346.44
217,346.42
218,346.37
219,346.47
220,346.47
221,346.52
222,346.63
223,346.68
224,346.57
225,346.44
226,346.44
227,346.48
228,346.36
229,346.53
230,346.57
231,346.54
232,346.49
233,346.58
234,346.56
235,346.45
236,346.50
237,346.55
238,346.59
239,346.56
240,346.55
241,346.52
242,346.46
243,346.49
244,346.50
245,346.76
246,346.75
247,346.53
248,346.55
249,346.55
250,346.66
251,346.64
252,346.74
253,346.77
254,346.73
255,346.73
256,346.79
257,346.81
258,346.74
259,346.83
260,346.80
261,346.69
262,346.78
263,346.83
264,346.77
265,346.78
266,346.79
267,346.78
268,346.82
269,346.75
270,346.75
271,346.81
272,346.92
273,346.88
274,346.79
275,346.80
276,346.77
277,346.78
278,346.76
279,346.75
280,346.81
281,346.90
282,346.90
283,346.86
284,346.85
285,346.83
286,346.80
287,346.77
288,346.67
289,346.73
290,346.78
291,346.86
292,346.84
293,346.72
294,346.77
295,346.84
296,346.88
297,346.85
298,346.86
299,346.87
300,346.88
301,346.91
302,346.96
303,346.93
304,346.87
305,346.80
306,346.85
307,346.81
308,346.87
309,346.89
310,346.92
311,346.97
312,346.84
313,346.82
314,346.84
315,346.85
316,346.92
317,346.91
318,346.87
319,346.84
320,346.86
321,346.90
322,346.93
323,346.96
324,346.91
325,347.02
326,347.01
327,347.05
328,347.07
329,346.95
330,346.91
331,347.06
332,347.09
333,347.13
334,347.01
335,347.09
336,347.08
337,346.99
338,346.96
339,346.95
340,347.05
341,347.23
342,347.12
343,347.06
344,347.07
345,347.01
346,347.04
347,347.12
348,347.11
349,347.08
350,346.94
351,346.95
352,347.02
353,346.99
354,346.94
355,347.05
356,347.08
357,347.12
358,347.17
359,347.16
360,347.13
361,347.23
362,347.28
363,347.26
364,347.17
365,347.17
366,347.15
367,347.24
368,347.21
369,347.26
370,347.22
371,347.17
372,347.08
373,347.15
374,347.07
375,347.21
376,347.11
377,347.18
378,347.08
379,347.22
380,347.22
381,347.27
382,347.27
383,347.20
384,347.27
385,347.31
386,347.23
387,347.20
388,347.28
389,347.07
390,347.01
391,347.07
392,347.08
393,347.08
394,347.17
395,347.25
396,347.21
397,347.24
398,347.32
399,347.42
400,347.39
401,347.35
402,347.32
403,347.46
404,347.28
405,347.25
406,347.21
407,347.36
408,347.33
409,347.21
410,347.20
411,347.37
412,347.38
413,347.44
414,347.28
415,347.30
416,347.30
417,347.21
418,347.29
419,347.37
420,347.26
421,347.26
422,347.29
423,347.32
424,347.23
425,347.35
426,347.41
427,347.26
428,347.36
429,347.45
430,347.32
431,347.26
432,347.36
433,347.38
434,347.37
435,347.42
436,347.42
437,347.38
438,347.32
439,347.25
440,347.47
441,347.45
442,347.46
443,347.49
444,347.50
445,347.44
446,347.45
447,347.44
448,347.50
449,347.46
450,347.46
451,347.54
452,347.44
453,347.35
454,347.40
455,347.45
456,347.50
457,347.53
458,347.48
459,347.37
460,347.37
461,347.37
462,347.42
463,347.42
464,347.42
465,347.37
466,347.46
467,347.47
468,347.50
469,347.52
470,347.41
471,347.39
472,347.43
473,347.40
474,347.56
475,347.69
476,347.62
477,347.54
478,347.61
479,347.60
480,347.65
481,347.54
482,347.54
483,347.65
484,347.66
485,347.51
486,347.53
487,347.54
488,347.56
489,347.46
490,347.57
491,347.53
492,347.55
493,347.54
494,347.61
495,347.57
496,347.51
497,347.59
498,347.68
499,347.63
