Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
17,360.3,360.2,360.5,361.6,360.3,361.96,359.7,360.8,357.66,330.93,346.34,308.93337668273,329.816398433596,329.816398433596,329.816398433596,329.816398433596,329.816398433596,329.816398433596,329.816398433596,329.816398433596,329.816398433596,371.758903231887,0.1575,25900,3,0.98
18,360.37,360.22,360.55,361.66,360.4,361.99,359.76,360.85,357.8,331.05,346.37,308.973696294738,329.861059025386,329.861059025386,329.861059025386,329.861059025386,329.861059025386,329.861059025386,329.861059025386,329.861059025386,329.861059025386,371.803563823676,0.1575,25900,3,0.98
19,360.43,360.25,360.58,361.74,360.48,362.03,359.88,360.91,357.88,331.18,346.36,309.014011716563,329.9057155773,329.9057155773,329.9057155773,329.9057155773,329.9057155773,329.9057155773,329.9057155773,329.9057155773,329.9057155773,371.84822037559,0.1575,25900,3,0.98
20,360.47,360.24,360.6,361.81,360.54,362.07,359.98,360.98,357.89,331.25,346.36,309.054322947957,329.95036808892,329.95036808892,329.95036808892,329.95036808892,329.95036808892,329.95036808892,329.95036808892,329.95036808892,329.95036808892,371.89287288721,0.1575,25900,3,0.98
21,360.5,360.26,360.62,361.88,360.59,362.13,360.1,361.05,357.88,331.3,346.43,309.094629988674,329.995016559825,329.995016559825,329.995016559825,329.995016559825,329.995016559825,329.995016559825,329.995016559825,329.995016559825,329.995016559825,371.937521358115,0.1575,25900,3,0.98
22,360.54,360.31,360.61,361.95,360.65,362.19,360.22,361.14,357.85,331.36,346.38,309.134932838466,330.039660989596,330.039660989596,330.039660989596,330.039660989596,330.039660989596,330.039660989596,330.039660989596,330.039660989596,330.039660989596,371.982165787887,0.1575,25900,3,0.98
23,360.56,360.36,360.62,361.98,360.71,362.26,360.29,361.27,357.84,331.43,346.39,309.175231497087,330.084301377815,330.084301377815,330.084301377815,330.084301377815,330.084301377815,330.084301377815,330.084301377815,330.084301377815,330.084301377815,372.026806176106,0.1575,25900,3,0.98
24,360.59,360.41,360.62,362.02,360.76,362.31,360.37,361.39,357.9,331.54,346.43,309.21552596429,330.128937724062,330.128937724062,330.128937724062,330.128937724062,330.128937724062,330.128937724062,330.128937724062,330.128937724062,330.128937724062,372.071442522352,0.1575,25900,3,0.98
25,360.61,360.46,360.64,362.07,360.81,362.34,360.43,361.46,358.0,331.65,346.35,309.25581623983,330.173570027918,330.173570027918,330.173570027918,330.173570027918,330.173570027918,330.173570027918,330.173570027918,330.173570027918,330.173570027918,372.116074826209,0.1575,25900,3,0.98
26,360.64,360.49,360.64,362.11,360.84,362.38,360.46,361.53,358.16,331.76,346.39,309.296102323459,330.218198288965,330.218198288965,330.218198288965,330.218198288965,330.218198288965,330.218198288965,330.218198288965,330.218198288965,330.218198288965,372.160703087256,0.1575,25900,3,0.98
27,360.68,360.58,360.65,362.12,360.87,362.4,360.39,361.52,358.36,331.93,346.41,309.336384214932,330.262822506785,330.262822506785,330.262822506785,330.262822506785,330.262822506785,330.262822506785,330.262822506785,330.262822506785,330.262822506785,372.205327305075,0.1575,25900,3,0.98
28,360.73,360.67,360.64,362.12,360.9,362.43,360.33,361.48,358.45,332.05,346.44,309.376661914004,330.307442680958,330.307442680958,330.307442680958,330.307442680958,330.307442680958,330.307442680958,330.307442680958,330.307442680958,330.307442680958,372.249947479249,0.1575,25900,3,0.98
29,360.74,360.73,360.63,362.11,360.91,362.48,360.34,361.48,358.46,332.09,346.39,309.416935420428,330.352058811068,330.352058811068,330.352058811068,330.352058811068,330.352058811068,330.352058811068,330.352058811068,330.352058811068,330.352058811068,372.294563609358,0.1575,25900,3,0.98
