Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
84,361.77,360.31,361.28,361.9,361.55,363.37,361.35,362.16,360.09,336.37,238.21,310.95452234099,328.392706356804,328.392706356804,328.392706356804,328.392706356804,328.392706356804,328.392706356804,328.392706356804,328.392706356804,328.392706356804,362.16268898854,0.1575,19400,3,0.76
85,361.75,360.29,361.27,361.9,361.55,363.36,361.38,362.17,360.16,336.43,238.6,310.984725360334,328.425615304591,328.425615304591,328.425615304591,328.425615304591,328.425615304591,328.425615304591,328.425615304591,328.425615304591,328.425615304591,362.195597936327,0.1575,19400,3,0.76
86,361.73,360.25,361.25,361.9,361.54,363.35,361.41,362.16,360.21,336.49,238.7,311.014925946482,328.458521881065,328.458521881065,328.458521881065,328.458521881065,328.458521881065,328.458521881065,328.458521881065,328.458521881065,328.458521881065,362.228504512801,0.1575,19400,3,0.76
87,361.68,360.22,361.24,361.88,361.53,363.32,361.43,362.13,360.27,336.55,239.01,311.045124099321,328.49142608605,328.49142608605,328.49142608605,328.49142608605,328.49142608605,328.49142608605,328.49142608605,328.49142608605,328.49142608605,362.261408717785,0.1575,19400,3,0.76
88,361.68,360.21,361.24,361.86,361.53,363.31,361.46,362.07,360.34,336.61,239.05,311.075319818737,328.524327919366,328.524327919366,328.524327919366,328.524327919366,328.524327919366,328.524327919366,328.524327919366,328.524327919366,328.524327919366,362.294310551102,0.1575,19400,3,0.76
89,361.65,360.19,361.25,361.86,361.51,363.29,361.46,362.0,360.39,336.68,239.3,311.105513104617,328.557227380839,328.557227380839,328.557227380839,328.557227380839,328.557227380839,328.557227380839,328.557227380839,328.557227380839,328.557227380839,362.327210012575,0.1575,19400,3,0.76
90,361.64,360.19,361.27,361.85,361.5,363.29,361.46,361.94,360.43,336.75,239.44,311.135703956847,328.590124470292,328.590124470292,328.590124470292,328.590124470292,328.590124470292,328.590124470292,328.590124470292,328.590124470292,328.590124470292,362.360107102028,0.1575,19400,3,0.76
91,361.63,360.19,361.28,361.83,361.47,363.29,361.45,361.88,360.45,336.86,239.68,311.165892375315,328.623019187549,328.623019187549,328.623019187549,328.623019187549,328.623019187549,328.623019187549,328.623019187549,328.623019187549,328.623019187549,362.393001819284,0.1575,19400,3,0.76
92,361.62,360.2,361.28,361.77,361.43,363.28,361.34,361.85,360.41,337.02,239.87,311.196078359907,328.655911532431,328.655911532431,328.655911532431,328.655911532431,328.655911532431,328.655911532431,328.655911532431,328.655911532431,328.655911532431,362.425894164167,0.1575,19400,3,0.76
93,361.62,360.23,361.29,361.69,361.39,363.26,361.22,361.81,360.35,337.23,239.83,311.22626191051,328.688801504764,328.688801504764,328.688801504764,328.688801504764,328.688801504764,328.688801504764,328.688801504764,328.688801504764,328.688801504764,362.458784136499,0.1575,19400,3,0.76
94,361.63,360.25,361.3,361.66,361.36,363.25,361.15,361.8,360.31,337.36,240.23,311.256443027011,328.72168910437,328.72168910437,328.72168910437,328.72168910437,328.72168910437,328.72168910437,328.72168910437,328.72168910437,328.72168910437,362.491671736106,0.1575,19400,3,0.76
95,361.64,360.26,361.28,361.59,361.33,363.23,361.07,361.78,360.26,337.45,240.42,311.286621709296,328.754574331073,328.754574331073,328.754574331073,328.754574331073,328.754574331073,328.754574331073,328.754574331073,328.754574331073,328.754574331073,362.524556962809,0.1575,19400,3,0.76
