Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
10,366.99,366.47,366.81,367.36,366.6,368.56,365.93,366.54,362.83,327.7,312.35,320.40750121416,338.706329154233,338.706329154233,338.706329154233,338.706329154233,338.706329154233,338.706329154233,338.706329154233,338.706329154233,338.706329154233,380.648833952523,0.1575,25900,3,0.76
11,366.97,366.44,366.79,367.34,366.58,368.53,365.9,366.49,362.73,327.58,312.42,320.450534437134,338.753343695179,338.753343695179,338.753343695179,338.753343695179,338.753343695179,338.753343695179,338.753343695179,338.753343695179,338.753343695179,380.695848493469,0.1575,25900,3,0.76
12,366.96,366.42,366.75,367.31,366.55,368.51,365.87,366.43,362.63,327.47,312.44,320.493563886286,338.800354690523,338.800354690523,338.800354690523,338.800354690523,338.800354690523,338.800354690523,338.800354690523,338.800354690523,338.800354690523,380.742859488814,0.1575,25900,3,0.76
13,366.93,366.38,366.71,367.29,366.53,368.49,365.85,366.37,362.57,327.39,312.41,320.536589561292,338.847362139805,338.847362139805,338.847362139805,338.847362139805,338.847362139805,338.847362139805,338.847362139805,338.847362139805,338.847362139805,380.789866938095,0.1575,25900,3,0.76
14,366.91,366.36,366.69,367.27,366.51,368.46,365.83,366.31,362.52,327.33,312.42,320.579611461835,338.894366042564,338.894366042564,338.894366042564,338.894366042564,338.894366042564,338.894366042564,338.894366042564,338.894366042564,338.894366042564,380.836870840854,0.1575,25900,3,0.76
15,366.9,366.34,366.67,367.23,366.49,368.43,365.81,366.28,362.46,327.25,312.41,320.622629587592,338.94136639834,338.94136639834,338.94136639834,338.94136639834,338.94136639834,338.94136639834,338.94136639834,338.94136639834,338.94136639834,380.88387119663,0.1575,25900,3,0.76
16,366.88,366.32,366.63,367.2,366.46,368.39,365.79,366.26,362.38,327.15,312.33,320.665643938245,338.988363206673,338.988363206673,338.988363206673,338.988363206673,338.988363206673,338.988363206673,338.988363206673,338.988363206673,338.988363206673,380.930868004963,0.1575,25900,3,0.76
17,366.86,366.3,366.61,367.18,366.45,368.38,365.77,366.25,362.32,327.04,312.41,320.708654513472,339.035356467104,339.035356467104,339.035356467104,339.035356467104,339.035356467104,339.035356467104,339.035356467104,339.035356467104,339.035356467104,380.977861265394,0.1575,25900,3,0.76
18,366.84,366.27,366.56,367.16,366.42,368.36,365.74,366.24,362.18,326.85,312.28,320.751661312955,339.082346179172,339.082346179172,339.082346179172,339.082346179172,339.082346179172,339.082346179172,339.082346179172,339.082346179172,339.082346179172,381.024850977463,0.1575,25900,3,0.76
19,366.82,366.23,366.49,367.13,366.39,368.34,365.7,366.21,361.95,326.63,312.48,320.794664336373,339.129332342419,339.129332342419,339.129332342419,339.129332342419,339.129332342419,339.129332342419,339.129332342419,339.129332342419,339.129332342419,381.07183714071,0.1575,25900,3,0.76
20,366.8,366.21,366.47,367.1,366.37,368.32,365.69,366.17,361.71,326.5,312.43,320.837663583407,339.176314956385,339.176314956385,339.176314956385,339.176314956385,339.176314956385,339.176314956385,339.176314956385,339.176314956385,339.176314956385,381.118819754675,0.1575,25900,3,0.76
21,366.8,366.18,366.43,367.07,366.37,368.29,365.67,366.13,361.36,326.38,296.8,320.880659053738,339.22329402061,339.22329402061,339.22329402061,339.22329402061,339.22329402061,339.22329402061,339.22329402061,339.22329402061,339.22329402061,381.1657988189,0.1575,25900,3,0.76
22,366.77,366.17,366.4,367.04,366.35,368.25,365.63,366.07,360.95,326.26,308.82,320.923650747045,339.270269534635,339.270269534635,339.270269534635,339.270269534635,339.270269534635,339.270269534635,339.270269534635,339.270269534635,339.270269534635,381.212774332926,0.1575,25900,3,0.76
23,366.75,366.14,366.38,367.01,366.33,368.2,365.59,366.02,360.57,326.14,298.1,320.966638663009,339.317241498002,339.317241498002,339.317241498002,339.317241498002,339.317241498002,339.317241498002,339.317241498002,339.317241498002,339.317241498002,381.259746296292,0.1575,25900,3,0.76
24,366.73,366.12,366.36,366.99,366.3,368.17,365.56,366.0,360.28,326.01,312.46,321.009622801313,339.36420991025,339.36420991025,339.36420991025,339.36420991025,339.36420991025,339.36420991025,339.36420991025,339.36420991025,339.36420991025,381.306714708541,0.1575,25900,3,0.76
25,366.71,366.1,366.34,366.97,366.28,368.16,365.51,365.96,360.05,325.9,309.51,321.052603161635,339.411174770922,339.411174770922,339.411174770922,339.411174770922,339.411174770922,339.411174770922,339.411174770922,339.411174770922,339.411174770922,381.353679569213,0.1575,25900,3,0.76
26,366.66,366.1,366.32,366.94,366.26,368.12,365.44,365.91,359.93,325.84,300.39,321.095579743659,339.458136079559,339.458136079559,339.458136079559,339.458136079559,339.458136079559,339.458136079559,339.458136079559,339.458136079559,339.458136079559,381.40064087785,0.1575,25900,3,0.76
27,366.58,366.02,366.28,366.9,366.19,368.09,365.28,365.83,359.97,325.78,313.92,321.138552547064,339.505093835701,339.505093835701,339.505093835701,339.505093835701,339.505093835701,339.505093835701,339.505093835701,339.505093835701,339.505093835701,381.447598633992,0.1575,25900,3,0.76
28,366.52,365.97,366.22,366.85,366.13,368.06,365.22,365.73,360.18,325.86,303.06,321.181521571532,339.552048038892,339.552048038892,339.552048038892,339.552048038892,339.552048038892,339.552048038892,339.552048038892,339.552048038892,339.552048038892,381.494552837182,0.1575,25900,3,0.76
29,366.47,365.92,366.19,366.79,366.08,368.01,365.2,365.63,360.22,326.03,309.84,321.224486816747,339.598998688671,339.598998688671,339.598998688671,339.598998688671,339.598998688671,339.598998688671,339.598998688671,339.598998688671,339.598998688671,381.541503486961,0.1575,25900,3,0.76
30,366.43,365.88,366.17,366.74,366.04,367.96,365.19,365.6,360.33,326.21,299.44,321.267448282387,339.64594578458,339.64594578458,339.64594578458,339.64594578458,339.64594578458,339.64594578458,339.64594578458,339.64594578458,339.64594578458,381.588450582871,0.1575,25900,3,0.76
31,366.42,365.85,366.14,366.71,366.0,367.93,365.19,365.56,360.51,326.42,308.33,321.310405968136,339.692889326163,339.692889326163,339.692889326163,339.692889326163,339.692889326163,339.692889326163,339.692889326163,339.692889326163,339.692889326163,381.635394124454,0.1575,25900,3,0.76
32,366.41,365.82,366.1,366.66,365.95,367.88,365.14,365.55,360.77,326.64,307.68,321.353359873674,339.73982931296,339.73982931296,339.73982931296,339.73982931296,339.73982931296,339.73982931296,339.73982931296,339.73982931296,339.73982931296,381.682334111251,0.1575,25900,3,0.76
33,366.4,365.8,366.08,366.62,365.91,367.84,365.12,365.48,360.97,326.88,296.08,321.396309998686,339.786765744514,339.786765744514,339.786765744514,339.786765744514,339.786765744514,339.786765744514,339.786765744514,339.786765744514,339.786765744514,381.729270542804,0.1575,25900,3,0.76
34,366.39,365.78,366.04,366.58,365.88,367.81,365.09,365.43,361.13,327.14,311.88,321.439256342852,339.833698620366,339.833698620366,339.833698620366,339.833698620366,339.833698620366,339.833698620366,339.833698620366,339.833698620366,339.833698620366,381.776203418657,0.1575,25900,3,0.76
35,366.38,365.76,366.02,366.53,365.84,367.78,365.05,365.46,361.19,327.4,304.57,321.482198905855,339.88062794006,339.88062794006,339.88062794006,339.88062794006,339.88062794006,339.88062794006,339.88062794006,339.88062794006,339.88062794006,381.823132738351,0.1575,25900,3,0.76
36,366.35,365.73,365.97,366.5,365.78,367.74,365.01,365.44,361.09,327.64,300.5,321.525137687378,339.927553703138,339.927553703138,339.927553703138,339.927553703138,339.927553703138,339.927553703138,339.927553703138,339.927553703138,339.927553703138,381.870058501429,0.1575,25900,3,0.76
37,366.32,365.68,365.91,366.46,365.73,367.71,364.94,365.42,361.1,327.79,307.8,321.568072687102,339.974475909142,339.974475909142,339.974475909142,339.974475909142,339.974475909142,339.974475909142,339.974475909142,339.974475909142,339.974475909142,381.916980707433,0.1575,25900,3,0.76
38,366.3,365.66,365.89,366.44,365.69,367.68,364.88,365.41,361.2,327.87,296.04,321.611003904711,340.021394557615,340.021394557615,340.021394557615,340.021394557615,340.021394557615,340.021394557615,340.021394557615,340.021394557615,340.021394557615,381.963899355905,0.1575,25900,3,0.76
39,366.29,365.64,365.87,366.4,365.65,367.65,364.81,365.35,361.38,327.93,307.34,321.653931339888,340.068309648099,340.068309648099,340.068309648099,340.068309648099,340.068309648099,340.068309648099,340.068309648099,340.068309648099,340.068309648099,382.010814446389,0.1575,25900,3,0.76
40,366.26,365.61,365.84,366.36,365.62,367.6,364.76,365.26,361.56,327.99,309.43,321.696854992316,340.115221180138,340.115221180138,340.115221180138,340.115221180138,340.115221180138,340.115221180138,340.115221180138,340.115221180138,340.115221180138,382.057725978428,0.1575,25900,3,0.76
41,366.24,365.59,365.82,366.33,365.59,367.56,364.7,365.21,361.71,328.03,297.38,321.739774861677,340.162129153274,340.162129153274,340.162129153274,340.162129153274,340.162129153274,340.162129153274,340.162129153274,340.162129153274,340.162129153274,382.104633951565,0.1575,25900,3,0.76
42,366.21,365.56,365.79,366.28,365.55,367.5,364.62,365.18,361.84,328.08,311.68,321.782690947656,340.209033567052,340.209033567052,340.209033567052,340.209033567052,340.209033567052,340.209033567052,340.209033567052,340.209033567052,340.209033567052,382.151538365343,0.1575,25900,3,0.76
43,366.19,365.54,365.77,366.24,365.51,367.45,364.59,365.16,361.9,328.14,303.71,321.825603249934,340.255934421013,340.255934421013,340.255934421013,340.255934421013,340.255934421013,340.255934421013,340.255934421013,340.255934421013,340.255934421013,382.198439219304,0.1575,25900,3,0.76
44,366.16,365.5,365.73,366.22,365.47,367.41,364.57,365.16,361.93,328.21,315.95,321.868511768197,340.302831714703,340.302831714703,340.302831714703,340.302831714703,340.302831714703,340.302831714703,340.302831714703,340.302831714703,340.302831714703,382.245336512993,0.1575,25900,3,0.76
45,366.12,365.47,365.69,366.19,365.4,367.39,364.56,365.15,362.0,328.31,298.02,321.911416502127,340.349725447663,340.349725447663,340.349725447663,340.349725447663,340.349725447663,340.349725447663,340.349725447663,340.349725447663,340.349725447663,382.292230245953,0.1575,25900,3,0.76
46,366.08,365.43,365.65,366.15,365.36,367.34,364.5,365.12,362.06,328.35,302.84,321.954317451409,340.396615619437,340.396615619437,340.396615619437,340.396615619437,340.396615619437,340.396615619437,340.396615619437,340.396615619437,340.396615619437,382.339120417728,0.1575,25900,3,0.76
47,366.07,365.41,365.62,366.11,365.32,367.29,364.46,365.05,362.1,328.37,314.77,321.997214615726,340.44350222957,340.44350222957,340.44350222957,340.44350222957,340.44350222957,340.44350222957,340.44350222957,340.44350222957,340.44350222957,382.38600702786,0.1575,25900,3,0.76
48,366.04,365.39,365.59,366.08,365.29,367.25,364.43,364.96,362.09,328.38,302.6,322.040107994763,340.490385277605,340.490385277605,340.490385277605,340.490385277605,340.490385277605,340.490385277605,340.490385277605,340.490385277605,340.490385277605,382.432890075896,0.1575,25900,3,0.76
49,366.02,365.36,365.56,366.03,365.26,367.2,364.39,364.9,362.1,328.44,311.72,322.082997588203,340.537264763087,340.537264763087,340.537264763087,340.537264763087,340.537264763087,340.537264763087,340.537264763087,340.537264763087,340.537264763087,382.479769561377,0.1575,25900,3,0.76
50,366.0,365.34,365.54,365.99,365.23,367.16,364.34,364.88,362.13,328.52,310.45,322.125883395731,340.584140685558,340.584140685558,340.584140685558,340.584140685558,340.584140685558,340.584140685558,340.584140685558,340.584140685558,340.584140685558,382.526645483849,0.1575,25900,3,0.76
51,365.97,365.31,365.51,365.95,365.19,367.11,364.33,364.88,362.16,328.6,308.37,322.168765417031,340.631013044564,340.631013044564,340.631013044564,340.631013044564,340.631013044564,340.631013044564,340.631013044564,340.631013044564,340.631013044564,382.573517842855,0.1575,25900,3,0.76
52,365.95,365.29,365.49,365.93,365.16,367.09,364.32,364.86,362.17,328.64,312.7,322.211643651788,340.67788183965,340.67788183965,340.67788183965,340.67788183965,340.67788183965,340.67788183965,340.67788183965,340.67788183965,340.67788183965,382.62038663794,0.1575,25900,3,0.76
53,365.93,365.26,365.46,365.89,365.12,367.06,364.27,364.77,362.14,328.68,307.33,322.254518099687,340.724747070358,340.724747070358,340.724747070358,340.724747070358,340.724747070358,340.724747070358,340.724747070358,340.724747070358,340.724747070358,382.667251868649,0.1575,25900,3,0.76
54,365.9,365.22,365.41,365.86,365.07,367.03,364.18,364.71,362.04,328.74,303.62,322.297388760412,340.771608736235,340.771608736235,340.771608736235,340.771608736235,340.771608736235,340.771608736235,340.771608736235,340.771608736235,340.771608736235,382.714113534525,0.1575,25900,3,0.76
55,365.86,365.18,365.37,365.82,365.03,366.99,364.11,364.68,361.94,328.78,309.42,322.340255633649,340.818466836823,340.818466836823,340.818466836823,340.818466836823,340.818466836823,340.818466836823,340.818466836823,340.818466836823,340.818466836823,382.760971635114,0.1575,25900,3,0.76
56,365.83,365.17,365.34,365.79,364.99,366.96,364.07,364.64,361.91,328.8,303.68,322.383118719082,340.86532137167,340.86532137167,340.86532137167,340.86532137167,340.86532137167,340.86532137167,340.86532137167,340.86532137167,340.86532137167,382.80782616996,0.1575,25900,3,0.76
57,365.81,365.14,365.3,365.76,364.97,366.93,364.02,364.65,361.86,328.83,310.66,322.425978016397,340.912172340319,340.912172340319,340.912172340319,340.912172340319,340.912172340319,340.912172340319,340.912172340319,340.912172340319,340.912172340319,382.854677138609,0.1575,25900,3,0.76
58,365.77,365.1,365.28,365.74,364.94,366.89,364.01,364.69,361.83,328.88,308.29,322.468833525279,340.959019742315,340.959019742315,340.959019742315,340.959019742315,340.959019742315,340.959019742315,340.959019742315,340.959019742315,340.959019742315,382.901524540606,0.1575,25900,3,0.76
59,365.76,365.07,365.25,365.72,364.91,366.87,364.01,364.73,361.82,328.92,304.48,322.511685245414,341.005863577204,341.005863577204,341.005863577204,341.005863577204,341.005863577204,341.005863577204,341.005863577204,341.005863577204,341.005863577204,382.948368375495,0.1575,25900,3,0.76
60,365.72,365.05,365.23,365.69,364.89,366.83,364.0,364.69,361.82,328.95,303.94,322.554533176488,341.052703844531,341.052703844531,341.052703844531,341.052703844531,341.052703844531,341.052703844531,341.052703844531,341.052703844531,341.052703844531,382.995208642821,0.1575,25900,3,0.76
61,365.69,365.02,365.21,365.65,364.85,366.77,363.99,364.53,361.79,329.0,303.77,322.597377318185,341.099540543841,341.099540543841,341.099540543841,341.099540543841,341.099540543841,341.099540543841,341.099540543841,341.099540543841,341.099540543841,383.042045342132,0.1575,25900,3,0.76
62,365.67,364.99,365.19,365.61,364.79,366.71,363.94,364.41,361.69,329.02,303.8,322.640217670193,341.14637367468,341.14637367468,341.14637367468,341.14637367468,341.14637367468,341.14637367468,341.14637367468,341.14637367468,341.14637367468,383.088878472971,0.1575,25900,3,0.76
63,365.64,364.97,365.15,365.57,364.74,366.65,363.86,364.4,361.61,329.02,303.99,322.683054232196,341.193203236594,341.193203236594,341.193203236594,341.193203236594,341.193203236594,341.193203236594,341.193203236594,341.193203236594,341.193203236594,383.135708034884,0.1575,25900,3,0.76
64,365.62,364.94,365.12,365.54,364.68,366.6,363.81,364.44,361.6,329.03,303.94,322.725887003882,341.240029229128,341.240029229128,341.240029229128,341.240029229128,341.240029229128,341.240029229128,341.240029229128,341.240029229128,341.240029229128,383.182534027419,0.1575,25900,3,0.76
65,365.59,364.92,365.09,365.48,364.64,366.55,363.8,364.46,361.61,329.03,303.84,322.768715984937,341.286851651828,341.286851651828,341.286851651828,341.286851651828,341.286851651828,341.286851651828,341.286851651828,341.286851651828,341.286851651828,383.229356450119,0.1575,25900,3,0.76
66,365.57,364.9,365.07,365.45,364.6,366.52,363.79,364.46,361.59,329.01,303.88,322.811541175046,341.333670504241,341.333670504241,341.333670504241,341.333670504241,341.333670504241,341.333670504241,341.333670504241,341.333670504241,341.333670504241,383.276175302531,0.1575,25900,3,0.76
67,365.54,364.88,365.04,365.42,364.57,366.5,363.79,364.46,361.55,328.98,303.89,322.854362573897,341.380485785912,341.380485785912,341.380485785912,341.380485785912,341.380485785912,341.380485785912,341.380485785912,341.380485785912,341.380485785912,383.322990584202,0.1575,25900,3,0.76
68,365.52,364.87,365.03,365.38,364.54,366.48,363.79,364.44,361.51,328.9,303.82,322.897180181176,341.427297496387,341.427297496387,341.427297496387,341.427297496387,341.427297496387,341.427297496387,341.427297496387,341.427297496387,341.427297496387,383.369802294678,0.1575,25900,3,0.76
69,365.5,364.84,365.01,365.36,364.51,366.46,363.79,364.4,361.43,328.81,303.9,322.939993996571,341.474105635214,341.474105635214,341.474105635214,341.474105635214,341.474105635214,341.474105635214,341.474105635214,341.474105635214,341.474105635214,383.416610433504,0.1575,25900,3,0.76
70,365.49,364.83,364.99,365.32,364.48,366.45,363.8,364.38,361.35,328.73,303.85,322.982804019767,341.520910201938,341.520910201938,341.520910201938,341.520910201938,341.520910201938,341.520910201938,341.520910201938,341.520910201938,341.520910201938,383.463415000228,0.1575,25900,3,0.76
71,365.48,364.83,364.98,365.3,364.47,366.44,363.8,364.33,361.28,328.65,303.74,323.025610250453,341.567711196106,341.567711196106,341.567711196106,341.567711196106,341.567711196106,341.567711196106,341.567711196106,341.567711196106,341.567711196106,383.510215994396,0.1575,25900,3,0.76
72,365.46,364.82,364.94,365.27,364.44,366.44,363.8,364.3,361.16,328.49,303.82,323.068412688315,341.614508617265,341.614508617265,341.614508617265,341.614508617265,341.614508617265,341.614508617265,341.614508617265,341.614508617265,341.614508617265,383.557013415555,0.1575,25900,3,0.76
73,365.45,364.81,364.92,365.25,364.42,366.44,363.8,364.27,360.93,328.28,303.84,323.111211333041,341.661302464962,341.661302464962,341.661302464962,341.661302464962,341.661302464962,341.661302464962,341.661302464962,341.661302464962,341.661302464962,383.603807263252,0.1575,25900,3,0.76
74,365.44,364.79,364.89,365.22,364.41,366.42,363.8,364.14,360.73,328.15,303.86,323.154006184318,341.708092738743,341.708092738743,341.708092738743,341.708092738743,341.708092738743,341.708092738743,341.708092738743,341.708092738743,341.708092738743,383.650597537033,0.1575,25900,3,0.76
75,365.43,364.79,364.86,365.2,364.39,366.4,363.79,364.01,360.53,328.02,303.89,323.196797241834,341.754879438156,341.754879438156,341.754879438156,341.754879438156,341.754879438156,341.754879438156,341.754879438156,341.754879438156,341.754879438156,383.697384236447,0.1575,25900,3,0.76
76,365.43,364.77,364.84,365.19,364.38,366.39,363.78,363.92,360.38,327.92,303.94,323.239584505277,341.801662562748,341.801662562748,341.801662562748,341.801662562748,341.801662562748,341.801662562748,341.801662562748,341.801662562748,341.801662562748,383.744167361039,0.1575,25900,3,0.76
77,365.43,364.78,364.84,365.18,364.39,366.38,363.79,363.83,360.3,327.82,297.52,323.282367974334,341.848442112067,341.848442112067,341.848442112067,341.848442112067,341.848442112067,341.848442112067,341.848442112067,341.848442112067,341.848442112067,383.790946910358,0.1575,25900,3,0.76
78,365.42,364.77,364.81,365.17,364.37,366.37,363.76,363.74,360.3,327.7,300.19,323.325147648694,341.89521808566,341.89521808566,341.89521808566,341.89521808566,341.89521808566,341.89521808566,341.89521808566,341.89521808566,341.89521808566,383.83772288395,0.1575,25900,3,0.76
79,365.4,364.77,364.81,365.16,364.38,366.36,363.72,363.62,360.37,327.6,315.2,323.367923528045,341.941990483074,341.941990483074,341.941990483074,341.941990483074,341.941990483074,341.941990483074,341.941990483074,341.941990483074,341.941990483074,383.884495281364,0.1575,25900,3,0.76
80,365.39,364.75,364.79,365.15,364.37,366.35,363.61,363.55,360.44,327.41,294.16,323.410695612075,341.988759303857,341.988759303857,341.988759303857,341.988759303857,341.988759303857,341.988759303857,341.988759303857,341.988759303857,341.988759303857,383.931264102147,0.1575,25900,3,0.76
81,365.35,364.73,364.78,365.16,364.35,366.35,363.46,363.5,360.5,327.23,312.45,323.453463900472,342.035524547557,342.035524547557,342.035524547557,342.035524547557,342.035524547557,342.035524547557,342.035524547557,342.035524547557,342.035524547557,383.978029345847,0.1575,25900,3,0.76
82,365.31,364.73,364.77,365.15,364.35,366.34,363.37,363.46,360.44,327.13,297.66,323.496228392926,342.082286213721,342.082286213721,342.082286213721,342.082286213721,342.082286213721,342.082286213721,342.082286213721,342.082286213721,342.082286213721,384.024791012012,0.1575,25900,3,0.76
83,365.26,364.71,364.76,365.15,364.37,366.34,363.29,363.49,360.32,327.08,315.12,323.538989089124,342.129044301899,342.129044301899,342.129044301899,342.129044301899,342.129044301899,342.129044301899,342.129044301899,342.129044301899,342.129044301899,384.07154910019,0.1575,25900,3,0.76
84,365.23,364.67,364.73,365.15,364.36,366.32,363.21,363.55,360.19,327.07,302.0,323.581745988756,342.175798811638,342.175798811638,342.175798811638,342.175798811638,342.175798811638,342.175798811638,342.175798811638,342.175798811638,342.175798811638,384.118303609928,0.1575,25900,3,0.76
85,365.17,364.59,364.69,365.14,364.36,366.3,363.17,363.59,360.13,327.12,308.63,323.624499091511,342.222549742486,342.222549742486,342.222549742486,342.222549742486,342.222549742486,342.222549742486,342.222549742486,342.222549742486,342.222549742486,384.165054540777,0.1575,25900,3,0.76
86,365.1,364.5,364.65,365.1,364.33,366.26,363.13,363.58,360.09,327.16,300.84,323.667248397077,342.269297093992,342.269297093992,342.269297093992,342.269297093992,342.269297093992,342.269297093992,342.269297093992,342.269297093992,342.269297093992,384.211801892283,0.1575,25900,3,0.76
87,365.04,364.42,364.61,365.07,364.31,366.22,363.14,363.57,360.12,327.24,310.47,323.709993905144,342.316040865705,342.316040865705,342.316040865705,342.316040865705,342.316040865705,342.316040865705,342.316040865705,342.316040865705,342.316040865705,384.258545663996,0.1575,25900,3,0.76
88,364.98,364.36,364.57,365.01,364.26,366.16,363.13,363.55,360.15,327.31,301.84,323.752735615402,342.362781057172,342.362781057172,342.362781057172,342.362781057172,342.362781057172,342.362781057172,342.362781057172,342.362781057172,342.362781057172,384.305285855463,0.1575,25900,3,0.76
89,364.93,364.3,364.52,364.96,364.22,366.1,363.11,363.57,360.19,327.4,306.41,323.795473527539,342.409517667944,342.409517667944,342.409517667944,342.409517667944,342.409517667944,342.409517667944,342.409517667944,342.409517667944,342.409517667944,384.352022466234,0.1575,25900,3,0.76
90,364.86,364.22,364.46,364.91,364.17,366.03,363.04,363.56,360.21,327.7,302.19,323.838207641246,342.456250697568,342.456250697568,342.456250697568,342.456250697568,342.456250697568,342.456250697568,342.456250697568,342.456250697568,342.456250697568,384.398755495858,0.1575,25900,3,0.76
91,364.81,364.15,364.41,364.87,364.13,365.95,363.01,363.52,360.19,328.04,312.91,323.880937956212,342.502980145593,342.502980145593,342.502980145593,342.502980145593,342.502980145593,342.502980145593,342.502980145593,342.502980145593,342.502980145593,384.445484943884,0.1575,25900,3,0.76
92,364.78,364.13,364.37,364.83,364.09,365.89,363.01,363.53,360.17,328.24,300.58,323.923664472127,342.54970601157,342.54970601157,342.54970601157,342.54970601157,342.54970601157,342.54970601157,342.54970601157,342.54970601157,342.54970601157,384.492210809861,0.1575,25900,3,0.76
93,364.76,364.09,364.35,364.78,364.06,365.83,362.98,363.44,360.17,328.49,308.47,323.966387188682,342.596428295047,342.596428295047,342.596428295047,342.596428295047,342.596428295047,342.596428295047,342.596428295047,342.596428295047,342.596428295047,384.538933093338,0.1575,25900,3,0.76
94,364.72,364.06,364.31,364.75,364.02,365.8,362.92,363.37,360.19,328.7,308.29,324.009106105565,342.643146995574,342.643146995574,342.643146995574,342.643146995574,342.643146995574,342.643146995574,342.643146995574,342.643146995574,342.643146995574,384.585651793864,0.1575,25900,3,0.76
95,364.7,364.02,364.27,364.71,363.98,365.73,362.87,363.28,360.23,328.91,308.29,324.051821222468,342.6898621127,342.6898621127,342.6898621127,342.6898621127,342.6898621127,342.6898621127,342.6898621127,342.6898621127,342.6898621127,384.63236691099,0.1575,25900,3,0.76
96,364.67,363.99,364.24,364.67,363.94,365.69,362.83,363.31,360.23,329.09,308.15,324.094532539081,342.736573645974,342.736573645974,342.736573645974,342.736573645974,342.736573645974,342.736573645974,342.736573645974,342.736573645974,342.736573645974,384.679078444265,0.1575,25900,3,0.76
97,364.65,363.96,364.21,364.63,363.89,365.66,362.79,363.37,360.15,329.26,308.18,324.137240055095,342.783281594947,342.783281594947,342.783281594947,342.783281594947,342.783281594947,342.783281594947,342.783281594947,342.783281594947,342.783281594947,384.725786393238,0.1575,25900,3,0.76
98,364.63,363.93,364.17,364.6,363.85,365.63,362.82,363.41,360.14,329.37,308.21,324.1799437702,342.829985959168,342.829985959168,342.829985959168,342.829985959168,342.829985959168,342.829985959168,342.829985959168,342.829985959168,342.829985959168,384.772490757459,0.1575,25900,3,0.76
