Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
508,362.68,360.37,362.97,363.11,362.93,365.03,363.36,363.86,361.53,351.97,257.46,337.191863870608,357.087755909091,357.087755909091,357.087755909091,357.087755909091,357.087755909091,357.087755909091,357.087755909091,357.087755909091,357.087755909091,399.030260707381,0.1575,25900,3,0.76
509,362.62,360.38,362.94,363.06,362.86,364.97,363.27,363.81,361.33,351.56,257.44,337.233375073993,357.13332792674,357.13332792674,357.13332792674,357.13332792674,357.13332792674,357.13332792674,357.13332792674,357.13332792674,357.13332792674,399.075832725031,0.1575,25900,3,0.76
510,362.62,360.37,362.91,363.05,362.78,364.92,363.19,363.78,361.11,351.16,257.32,337.274882386887,357.178896225747,357.178896225747,357.178896225747,357.178896225747,357.178896225747,357.178896225747,357.178896225747,357.178896225747,357.178896225747,399.121401024038,0.1575,25900,3,0.76
511,362.6,360.31,362.88,363.01,362.74,364.87,363.15,363.73,360.94,350.88,257.36,337.316385809023,357.224460805702,357.224460805702,357.224460805702,357.224460805702,357.224460805702,357.224460805702,357.224460805702,357.224460805702,357.224460805702,399.166965603992,0.1575,25900,3,0.76
512,362.6,360.24,362.85,362.99,362.7,364.82,363.12,363.68,360.77,350.62,257.18,337.357885340134,357.270021666192,357.270021666192,357.270021666192,357.270021666192,357.270021666192,357.270021666192,357.270021666192,357.270021666192,357.270021666192,399.212526464483,0.1575,25900,3,0.76
513,362.6,360.2,362.83,362.96,362.67,364.76,363.08,363.59,360.63,350.34,257.24,337.399380979954,357.31557880681,357.31557880681,357.31557880681,357.31557880681,357.31557880681,357.31557880681,357.31557880681,357.31557880681,357.31557880681,399.2580836051,0.1575,25900,3,0.76
514,362.61,360.16,362.8,362.93,362.63,364.7,363.04,363.44,360.45,350.07,257.15,337.440872728218,357.361132227145,357.361132227145,357.361132227145,357.361132227145,357.361132227145,357.361132227145,357.361132227145,357.361132227145,357.361132227145,399.303637025435,0.1575,25900,3,0.76
515,362.63,360.1,362.77,362.92,362.6,364.66,363.01,363.29,360.26,349.82,257.03,337.482360584659,357.406681926787,357.406681926787,357.406681926787,357.406681926787,357.406681926787,357.406681926787,357.406681926787,357.406681926787,357.406681926787,399.349186725077,0.1575,25900,3,0.76
516,362.61,360.05,362.76,362.89,362.58,364.61,362.97,363.11,360.07,349.56,257.05,337.523844549012,357.452227905327,357.452227905327,357.452227905327,357.452227905327,357.452227905327,357.452227905327,357.452227905327,357.452227905327,357.452227905327,399.394732703617,0.1575,25900,3,0.76
517,362.54,360.02,362.74,362.88,362.55,364.58,362.9,363.0,359.92,349.32,256.9,337.56532462101,357.497770162355,357.497770162355,357.497770162355,357.497770162355,357.497770162355,357.497770162355,357.497770162355,357.497770162355,357.497770162355,399.440274960646,0.1575,25900,3,0.76
