Time,TC1_tip,TC2,TC3,TC4,TC5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
15,360.63,359.73,359.47,359.52,350.85,318.527818498279,340.460926085359,340.460995953252,340.461065821146,340.370420040059,338.844000030728,338.720471319767,338.720471319767,338.720471319767,338.720471319767,351.096993516384,0.084,25900,25,0.98
16,360.65,359.8,359.54,359.63,350.89,318.604395634778,340.546019120757,340.54608482336,340.546150525964,340.456350088999,338.932198017895,338.808750737698,338.808750737698,338.808750737698,338.808750737698,351.185272934315,0.084,25900,25,0.98
17,360.7,359.89,359.67,359.73,350.93,318.680943749755,340.631082183435,340.631143812131,340.631205440828,340.542250625769,339.02037250885,338.897007133115,338.897007133115,338.897007133115,338.897007133115,351.273529329732,0.084,25900,25,0.98
18,360.75,359.94,359.8,359.78,350.98,318.7667906035,340.726435268003,340.726435268003,340.726435268003,340.58566797526,339.087461123603,338.964983243245,338.964983243245,338.964983243245,338.964983243245,351.341505439863,0.084,25900,25,0.98
19,360.78,359.97,359.89,359.89,351.05,318.84296518287,340.811091137925,340.811091137925,340.811091137925,340.672928066446,339.176258458433,339.053833747174,339.053833747174,339.053833747174,339.053833747174,351.430355943791,0.084,25900,25,0.98
20,360.82,360.02,359.96,359.99,351.13,318.919106887314,340.895712654698,340.895712654698,340.895712654698,340.760175777037,339.26504409677,339.142672726121,339.142672726121,339.142672726121,339.142672726121,351.519194922738,0.084,25900,25,0.98
21,360.86,360.07,360.05,360.07,351.2,318.995215728685,340.980299828951,340.980299828951,340.980299828951,340.847411124446,339.353818028602,339.231500168153,339.231500168153,339.231500168153,339.231500168153,351.60802236477,0.084,25900,25,0.98
22,360.89,360.1,360.13,360.14,351.26,319.071291718841,341.064852671319,341.064852671319,341.064852671319,340.934634125926,339.442580244099,339.32031606154,339.32031606154,339.32031606154,339.32031606154,351.696838258157,0.084,25900,25,0.98
23,360.92,360.14,360.19,360.23,351.31,319.147334869637,341.149371192439,341.149371192439,341.149371192439,341.021841382418,339.531330733609,339.409120394754,339.409120394754,339.409120394754,339.409120394754,351.785642591371,0.084,25900,25,0.98
24,360.93,360.17,360.26,360.33,351.34,319.223345192936,341.233855402952,341.233855402952,341.233855402952,341.109030078772,339.62006948766,339.497913156465,339.497913156465,339.497913156465,339.497913156465,351.874435353082,0.084,25900,25,0.98
25,360.95,360.18,360.32,360.39,351.36,319.299322700595,341.318305313501,341.318305313501,341.318305313501,341.196206497578,339.708796496957,339.586694335538,339.586694335538,339.586694335538,339.586694335538,351.963216532155,0.084,25900,25,0.98
26,360.96,360.21,360.4,360.51,351.35,319.375267404477,341.402720934733,341.402720934733,341.402720934733,341.283370655468,339.797511752376,339.675463921035,339.675463921035,339.675463921035,339.675463921035,352.051986117652,0.084,25900,25,0.98
27,360.97,360.24,360.46,360.61,351.38,319.451179316445,341.487102277299,341.487102277299,341.487102277299,341.37052256892,339.886215244967,339.764221902208,339.764221902208,339.764221902208,339.764221902208,352.140744098825,0.084,25900,25,0.98
28,360.98,360.26,360.51,360.7,351.4,319.527058448362,341.571449351853,341.571449351853,341.571449351853,341.457662254259,339.97490696595,339.852968268498,339.852968268498,339.852968268498,339.852968268498,352.229490465115,0.084,25900,25,0.98
29,360.99,360.29,360.56,360.79,351.43,319.602904812096,341.655762169052,341.655762169052,341.655762169052,341.544789727659,340.063586906712,339.941703009535,339.941703009535,339.941703009535,339.941703009535,352.318225206152,0.084,25900,25,0.98
30,361.01,360.31,360.6,360.85,351.46,319.678718419512,341.740040739556,341.740040739556,341.740040739556,341.631905005141,340.152255058806,340.030426115134,340.030426115134,340.030426115134,340.030426115134,352.406948311751,0.084,25900,25,0.98
31,361.03,360.33,360.64,360.94,351.49,319.754499282479,341.824285074028,341.824285074028,341.824285074028,341.719008102582,340.240911413951,340.119137575292,340.119137575292,340.119137575292,340.119137575292,352.495659771909,0.084,25900,25,0.98
32,361.04,360.36,360.66,361.01,351.52,319.830247412865,341.908495183135,341.908495183135,341.908495183135,341.806094744507,340.329555964024,340.207837380187,340.207837380187,340.207837380187,340.207837380187,352.584359576804,0.084,25900,25,0.98
33,361.07,360.4,360.7,361.08,351.56,319.905962822542,341.992671077548,341.992671077548,341.992671077548,341.893163818894,340.418188701066,340.296525520178,340.296525520178,340.296525520178,340.296525520178,352.673047716795,0.084,25900,25,0.98
34,361.08,360.43,360.74,361.14,351.6,319.981645523381,342.076812767939,342.076812767939,342.076812767939,341.980220777901,340.506809617275,340.3852019858,340.3852019858,340.3852019858,340.3852019858,352.761724182417,0.084,25900,25,0.98
35,361.07,360.46,360.83,361.2,351.7,320.057295527256,342.160920264986,342.160920264986,342.160920264986,342.067265636837,340.595418705006,340.473866767761,340.473866767761,340.473866767761,340.473866767761,352.850388964378,0.084,25900,25,0.98
36,361.07,360.5,360.91,361.26,351.81,320.132912846041,342.244993579367,342.244993579367,342.244993579367,342.154298410868,340.684015956767,340.562519856944,340.562519856944,340.562519856944,340.562519856944,352.939042053561,0.084,25900,25,0.98
