Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,285.601658365594,300.007623148216,300.006452855232,300.005471864726,300.005471864726,300.005471864726,300.005471864726,300.005471864726,300.005471864726,305.658271067281
2,285.605876042391,299.996588064366,300.012905741176,300.010950571972,300.010950571972,300.010950571972,300.010950571972,300.010950571972,300.010950571972,305.663749774526
3,285.611137498308,299.988893496833,300.016445478527,300.016434143188,300.016434143188,300.016434143188,300.016434143188,300.016434143188,300.016434143188,305.669233345742
4,285.613874793956,299.98675556627,300.008909204948,300.021921807935,300.021921807935,300.021921807935,300.021921807935,300.021921807935,300.021921807935,305.674721010489
5,285.651872658042,300.006809644051,300.006809644051,300.006809644051,300.006809644051,300.006809644051,300.006809644051,300.006809644051,300.006809644051,305.659608846605
6,285.65313699647,300.008171446787,300.008171446787,300.008171446787,300.008171446787,300.008171446787,300.008171446787,300.008171446787,300.008171446787,305.660970649341
7,285.654401295473,300.009533207501,300.009533207501,300.009533207501,300.009533207501,300.009533207501,300.009533207501,300.009533207501,300.009533207501,305.662332410056
8,285.655665555053,300.010894926194,300.010894926194,300.010894926194,300.010894926194,300.010894926194,300.010894926194,300.010894926194,300.010894926194,305.663694128749
9,285.656929775211,300.012256602867,300.012256602867,300.012256602867,300.012256602867,300.012256602867,300.012256602867,300.012256602867,300.012256602867,305.665055805422
10,285.658193955948,300.013618237521,300.013618237521,300.013618237521,300.013618237521,300.013618237521,300.013618237521,300.013618237521,300.013618237521,305.666417440075
11,285.659458097264,300.014979830156,300.014979830156,300.014979830156,300.014979830156,300.014979830156,300.014979830156,300.014979830156,300.014979830156,305.667779032711
12,285.660722199161,300.016341380775,300.016341380775,300.016341380775,300.016341380775,300.016341380775,300.016341380775,300.016341380775,300.016341380775,305.66914058333
13,285.66198626164,300.017702889377,300.017702889377,300.017702889377,300.017702889377,300.017702889377,300.017702889377,300.017702889377,300.017702889377,305.670502091932
14,285.663250284701,300.019064355965,300.019064355965,300.019064355965,300.019064355965,300.019064355965,300.019064355965,300.019064355965,300.019064355965,305.67186355852
15,285.664514268346,300.020425780539,300.020425780539,300.020425780539,300.020425780539,300.020425780539,300.020425780539,300.020425780539,300.020425780539,305.673224983093
16,285.665778212576,300.021787163099,300.021787163099,300.021787163099,300.021787163099,300.021787163099,300.021787163099,300.021787163099,300.021787163099,305.674586365654
17,285.667042117392,300.023148503648,300.023148503648,300.023148503648,300.023148503648,300.023148503648,300.023148503648,300.023148503648,300.023148503648,305.675947706203
18,285.668305982794,300.024509802186,300.024509802186,300.024509802186,300.024509802186,300.024509802186,300.024509802186,300.024509802186,300.024509802186,305.67730900474
19,285.669569808784,300.025871058714,300.025871058714,300.025871058714,300.025871058714,300.025871058714,300.025871058714,300.025871058714,300.025871058714,305.678670261268
20,285.670833595362,300.027232273233,300.027232273233,300.027232273233,300.027232273233,300.027232273233,300.027232273233,300.027232273233,300.027232273233,305.680031475787
21,285.672097342531,300.028593445744,300.028593445744,300.028593445744,300.028593445744,300.028593445744,300.028593445744,300.028593445744,300.028593445744,305.681392648298
22,285.673361050289,300.029954576248,300.029954576248,300.029954576248,300.029954576248,300.029954576248,300.029954576248,300.029954576248,300.029954576248,305.682753778803
23,285.674624718639,300.031315664747,300.031315664747,300.031315664747,300.031315664747,300.031315664747,300.031315664747,300.031315664747,300.031315664747,305.684114867302
24,285.675888347582,300.03267671124,300.03267671124,300.03267671124,300.03267671124,300.03267671124,300.03267671124,300.03267671124,300.03267671124,305.685475913795
25,285.677151937119,300.034037715731,300.034037715731,300.034037715731,300.034037715731,300.034037715731,300.034037715731,300.034037715731,300.034037715731,305.686836918285
26,285.67841548725,300.035398678218,300.035398678218,300.035398678218,300.035398678218,300.035398678218,300.035398678218,300.035398678218,300.035398678218,305.688197880772
27,285.679678997976,300.036759598704,300.036759598704,300.036759598704,300.036759598704,300.036759598704,300.036759598704,300.036759598704,300.036759598704,305.689558801258
