Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,349.55,358.08,367.16,373.92,375.39,378.86,377.24,378.91,376.96,360.74,,,,,,,,,,,,,,,,,,,,,,
1,349.55,358.1,367.16,373.93,375.4,378.86,377.25,378.93,377.01,360.71,0,,,,,,,,,,,0,,,,,,,,,,
2,349.54,358.1,367.17,373.92,375.4,378.86,377.26,378.9,376.98,360.75,0,,,,,,,,,,,0,,,,,,,,,,
3,349.55,358.11,367.18,373.92,375.41,378.86,377.26,378.85,376.91,360.78,0,,,,,,,,,,,0,,,,,,,,,,
4,349.55,358.11,367.17,373.93,375.4,378.87,377.28,378.82,376.89,360.84,0,,,,,,,,,,,0,,,,,,,,,,
5,349.56,358.11,367.18,373.93,375.41,378.87,377.29,378.8,376.9,360.85,0,,,,,,,,,,,0,,,,,,,,,,
6,349.56,358.11,367.18,373.94,375.41,378.87,377.29,378.82,376.96,360.86,0,,,,,,,,,,,0,,,,,,,,,,
7,349.57,358.11,367.19,373.94,375.41,378.87,377.29,378.83,377.04,360.87,0,,,,,,,,,,,0,,,,,,,,,,
8,349.57,358.1,367.19,373.94,375.41,378.88,377.3,378.85,377.12,360.87,0,,,,,,,,,,,0,,,,,,,,,,
9,349.58,358.11,367.18,373.95,375.42,378.88,377.3,378.87,377.14,360.79,0,,,,,,,,,,,0,,,,,,,,,,
10,349.56,358.11,367.18,373.95,375.42,378.88,377.31,378.9,377.18,360.71,0,,,,,,,,,,,0,,,,,,,,,,
11,349.55,358.1,367.18,373.95,375.42,378.87,377.32,378.94,377.23,360.65,0,,,,,,,,,,,0,,,,,,,,,,
12,349.57,358.1,367.18,373.97,375.42,378.89,377.33,378.99,377.26,360.6,0,,,,,,,,,,,0,,,,,,,,,,
13,349.55,358.11,367.2,373.97,375.43,378.89,377.34,379.04,377.27,360.57,0,,,,,,,,,,,0,,,,,,,,,,
14,349.56,358.12,367.2,373.96,375.43,378.89,377.34,379.06,377.26,360.57,0,,,,,,,,,,,0,,,,,,,,,,
15,349.56,358.13,367.21,373.97,375.44,378.89,377.33,379.07,377.26,360.6,0,,,,,,,,,,,0,,,,,,,,,,
16,349.56,358.13,367.21,373.98,375.43,378.89,377.31,379.07,377.3,360.66,0,,,,,,,,,,,0,,,,,,,,,,
17,349.57,358.13,367.22,373.97,375.44,378.9,377.31,379.06,377.38,360.77,0,,,,,,,,,,,0,,,,,,,,,,
18,349.59,358.14,367.24,373.99,375.45,378.9,377.3,379.06,377.41,360.84,0,,,,,,,,,,,0,,,,,,,,,,
19,349.59,358.13,367.24,373.99,375.45,378.9,377.28,379.03,377.31,360.85,0,,,,,,,,,,,0,,,,,,,,,,
20,349.6,358.13,367.24,373.99,375.45,378.9,377.29,378.97,377.18,360.85,0,,,,,,,,,,,0,,,,,,,,,,
21,349.6,358.14,367.24,373.99,375.45,378.91,377.29,378.95,376.97,360.83,0,,,,,,,,,,,0,,,,,,,,,,
22,349.6,358.14,367.24,374,375.46,378.91,377.3,378.94,376.81,360.81,0,,,,,,,,,,,0,,,,,,,,,,
23,349.6,358.14,367.24,374,375.46,378.92,377.31,378.94,376.76,360.8,0,,,,,,,,,,,0,,,,,,,,,,
24,349.6,358.15,367.24,374,375.46,378.93,377.32,378.92,376.74,360.79,0,,,,,,,,,,,0,,,,,,,,,,
25,349.6,358.16,367.24,373.99,375.48,378.92,377.33,378.9,376.72,360.78,0,,,,,,,,,,,0,,,,,,,,,,
26,349.59,358.16,367.25,374,375.47,378.93,377.34,378.88,376.73,360.8,0,,,,,,,,,,,0,,,,,,,,,,
27,349.59,358.16,367.25,374,375.47,378.94,377.34,378.84,376.79,360.89,0,,,,,,,,,,,0,,,,,,,,,,
28,349.6,358.15,367.25,374.01,375.47,378.94,377.35,378.81,376.92,360.96,0,,,,,,,,,,,0,,,,,,,,,,
29,349.61,358.15,367.26,374.02,375.48,378.95,377.36,378.79,377.04,360.98,0,,,,,,,,,,,0,,,,,,,,,,
30,349.62,358.16,367.25,374.02,375.48,378.96,377.37,378.79,377.13,360.98,0,,,,,,,,,,,0,,,,,,,,,,
31,349.62,358.18,367.26,374.02,375.48,378.96,377.38,378.78,377.14,360.96,0,,,,,,,,,,,0,,,,,,,,,,
32,349.63,358.18,367.25,374.02,375.49,378.96,377.38,378.75,377.13,360.96,0,,,,,,,,,,,0,,,,,,,,,,
33,349.63,358.19,367.25,374.03,375.49,378.96,377.39,378.72,377.1,360.94,0,,,,,,,,,,,0,,,,,,,,,,
34,349.63,358.19,367.25,374.03,375.49,378.97,377.4,378.72,377.02,360.94,0,,,,,,,,,,,0,,,,,,,,,,
35,349.63,358.18,367.24,374.04,375.49,378.96,377.42,378.77,376.97,361,0,,,,,,,,,,,0,,,,,,,,,,
36,349.62,358.17,367.24,374.03,375.49,378.97,377.43,378.85,376.99,361.06,0,,,,,,,,,,,0,,,,,,,,,,
37,349.62,358.17,367.25,374.03,375.5,378.98,377.44,378.94,377.06,361.12,0,,,,,,,,,,,0,,,,,,,,,,
38,349.64,358.19,367.26,374.04,375.5,378.99,377.44,379.02,377.08,361.19,0,,,,,,,,,,,0,,,,,,,,,,
39,349.64,358.19,367.28,374.02,375.51,378.98,377.45,379.02,377.12,361.31,0,,,,,,,,,,,0,,,,,,,,,,
40,349.65,358.2,367.29,374.02,375.52,378.98,377.45,379.01,377.16,361.42,0,,,,,,,,,,,0,,,,,,,,,,
41,349.66,358.21,367.29,374.02,375.52,378.98,377.46,379.02,377.19,361.48,0,,,,,,,,,,,0,,,,,,,,,,
42,349.66,358.2,367.29,374.04,375.52,378.99,377.45,378.99,377.24,361.5,0,,,,,,,,,,,0,,,,,,,,,,
43,349.65,358.2,367.28,374.04,375.52,378.98,377.43,378.95,377.26,361.54,0,,,,,,,,,,,0,,,,,,,,,,
44,349.65,358.21,367.29,374.04,375.52,378.98,377.43,378.92,377.29,361.49,0,,,,,,,,,,,0,,,,,,,,,,
45,349.64,358.22,367.28,374.06,375.52,378.97,377.42,378.91,377.37,361.38,0,,,,,,,,,,,0,,,,,,,,,,
46,349.63,358.22,367.29,374.07,375.53,378.97,377.42,378.92,377.45,361.28,0,,,,,,,,,,,0,,,,,,,,,,
47,349.63,358.22,367.29,374.06,375.53,378.97,377.43,378.95,377.49,361.19,0,,,,,,,,,,,0,,,,,,,,,,
48,349.62,358.22,367.28,374.07,375.53,378.98,377.43,378.98,377.47,361.15,0,,,,,,,,,,,0,,,,,,,,,,
49,349.63,358.24,367.31,374.08,375.55,378.98,377.44,379.02,377.39,361.14,0,,,,,,,,,,,0,,,,,,,,,,
50,349.63,358.23,367.32,374.08,375.55,378.98,377.44,379.1,377.34,361.17,0,,,,,,,,,,,0,,,,,,,,,,
51,349.63,358.23,367.33,374.09,375.55,378.99,377.43,379.18,377.34,361.19,0,,,,,,,,,,,0,,,,,,,,,,
52,349.64,358.23,367.33,374.09,375.55,379,377.43,379.22,377.38,361.2,0,,,,,,,,,,,0,,,,,,,,,,
53,349.66,358.24,367.34,374.09,375.56,379,377.43,379.23,377.43,361.2,0,,,,,,,,,,,0,,,,,,,,,,
54,349.67,358.24,367.35,374.1,375.55,379,377.43,379.2,377.4,361.2,0,,,,,,,,,,,0,,,,,,,,,,
55,349.67,358.22,367.35,374.11,375.56,379.01,377.43,379.18,377.33,361.19,0,,,,,,,,,,,0,,,,,,,,,,
56,349.67,358.22,367.35,374.11,375.55,379.01,377.43,379.16,377.33,361.17,0,,,,,,,,,,,0,,,,,,,,,,
57,349.66,358.22,367.34,374.12,375.54,379.02,377.43,379.13,377.3,361.12,0,,,,,,,,,,,0,,,,,,,,,,
58,349.66,358.24,367.34,374.12,375.55,379.03,377.44,379.1,377.24,361.09,0,,,,,,,,,,,0,,,,,,,,,,
59,349.66,358.24,367.34,374.13,375.56,379.03,377.45,379.07,377.24,361.08,0,,,,,,,,,,,0,,,,,,,,,,
60,349.66,358.25,367.32,374.13,375.56,379.04,377.45,379.06,377.25,361.1,0,,,,,,,,,,,0,,,,,,,,,,
61,349.67,358.25,367.33,374.12,375.57,379.04,377.47,379.04,377.31,361.14,0,,,,,,,,,,,0,,,,,,,,,,
62,349.67,358.25,367.34,374.11,375.58,379.04,377.49,379.03,377.39,361.17,0,,,,,,,,,,,0,,,,,,,,,,
63,349.68,358.25,367.35,374.11,375.58,379.04,377.48,379.02,377.44,361.18,0,,,,,,,,,,,0,,,,,,,,,,
64,349.67,358.26,367.36,374.1,375.58,379.03,377.47,379.01,377.45,361.18,0,,,,,,,,,,,0,,,,,,,,,,
65,349.67,358.25,367.37,374.11,375.59,379.03,377.46,379.03,377.43,361.2,0,,,,,,,,,,,0,,,,,,,,,,
66,349.67,358.26,367.38,374.12,375.6,379.03,377.42,379.05,377.34,361.19,0,,,,,,,,,,,0,,,,,,,,,,
67,349.68,358.25,367.37,374.13,375.59,379.02,377.42,379.08,377.26,361.15,0,,,,,,,,,,,0,,,,,,,,,,
68,349.69,358.25,367.37,374.14,375.6,379.03,377.43,379.09,377.17,361.08,0,,,,,,,,,,,0,,,,,,,,,,
69,349.69,358.25,367.38,374.14,375.6,379.04,377.45,379.1,377.02,360.98,0,,,,,,,,,,,0,,,,,,,,,,
70,349.68,358.26,367.38,374.14,375.6,379.04,377.45,379.1,376.98,360.89,0,,,,,,,,,,,0,,,,,,,,,,
71,349.69,358.27,367.36,374.15,375.61,379.05,377.45,379.1,376.98,360.8,0,,,,,,,,,,,0,,,,,,,,,,
72,349.68,358.26,367.35,374.16,375.6,379.06,377.45,379.08,376.96,360.7,0,,,,,,,,,,,0,,,,,,,,,,
73,349.67,358.26,367.35,374.15,375.6,379.06,377.44,379.05,376.96,360.61,0,,,,,,,,,,,0,,,,,,,,,,
74,349.68,358.25,367.34,374.15,375.6,379.05,377.43,379.02,376.99,360.53,0,,,,,,,,,,,0,,,,,,,,,,
75,349.69,358.26,367.35,374.14,375.6,379.05,377.45,379,376.99,360.45,0,,,,,,,,,,,0,,,,,,,,,,
76,349.7,358.25,367.35,374.14,375.61,379.06,377.45,378.98,376.96,360.35,0,,,,,,,,,,,0,,,,,,,,,,
77,349.72,358.24,367.35,374.14,375.6,379.06,377.44,378.94,376.93,360.22,0,,,,,,,,,,,0,,,,,,,,,,
78,349.72,358.24,367.35,374.14,375.6,379.05,377.44,378.9,376.88,360.1,0,,,,,,,,,,,0,,,,,,,,,,
79,349.73,358.22,367.35,374.13,375.6,379.05,377.44,378.86,376.81,359.99,0,,,,,,,,,,,0,,,,,,,,,,
80,349.77,358.21,367.34,374.17,375.61,379.06,377.44,378.83,376.85,359.9,0,,,,,,,,,,,0,,,,,,,,,,
81,349.81,357.86,367.5,374.18,375.59,379.07,377.57,378.83,377.08,359.89,0,,,,,,,,,,,0,,,,,,,,,,
82,349.93,357.55,367.79,374.19,375.54,379.09,377.44,378.79,377.37,360.01,0,,,,,,,,,,,0,,,,,,,,,,
