Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,370.71,373.49,375.8,377.22,376.95,379.47,377.65,378.99,378.42,361.43,,,,,,,,,,,,,,,,,,,,,,
1,370.69,373.47,375.79,377.21,376.95,379.47,377.65,378.99,378.52,361.55,0,,,,,,,,,,,0,,,,,,,,,,
2,370.65,373.44,375.79,377.2,376.94,379.47,377.63,378.99,378.65,361.65,0,,,,,,,,,,,0,,,,,,,,,,
3,370.62,373.42,375.77,377.2,376.93,379.47,377.62,378.99,378.77,361.68,0,,,,,,,,,,,0,,,,,,,,,,
4,370.59,373.4,375.76,377.2,376.93,379.47,377.63,378.98,378.81,361.69,0,,,,,,,,,,,0,,,,,,,,,,
5,370.57,373.38,375.76,377.2,376.93,379.48,377.63,378.98,378.82,361.74,0,,,,,,,,,,,0,,,,,,,,,,
6,370.53,373.35,375.74,377.19,376.92,379.48,377.62,378.98,378.84,361.77,0,,,,,,,,,,,0,,,,,,,,,,
7,370.49,373.33,375.72,377.2,376.93,379.48,377.63,378.98,378.9,361.83,0,,,,,,,,,,,0,,,,,,,,,,
8,370.45,373.3,375.71,377.2,376.92,379.47,377.63,378.99,378.93,361.87,0,,,,,,,,,,,0,,,,,,,,,,
9,370.42,373.28,375.7,377.2,376.93,379.49,377.64,379,378.94,361.91,0,,,,,,,,,,,0,,,,,,,,,,
10,370.4,373.26,375.69,377.19,376.93,379.48,377.64,379,378.94,361.95,0,,,,,,,,,,,0,,,,,,,,,,
11,370.38,373.24,375.67,377.19,376.93,379.49,377.64,379.02,378.96,361.98,0,,,,,,,,,,,0,,,,,,,,,,
12,370.35,373.21,375.67,377.18,376.92,379.5,377.65,379.03,378.98,362.07,0,,,,,,,,,,,0,,,,,,,,,,
13,370.32,373.18,375.66,377.18,376.91,379.5,377.65,379.05,379.02,362.2,0,,,,,,,,,,,0,,,,,,,,,,
14,370.3,373.16,375.65,377.18,376.92,379.5,377.64,379.07,379.08,362.29,0,,,,,,,,,,,0,,,,,,,,,,
15,370.27,373.14,375.64,377.18,376.92,379.5,377.65,379.11,379.18,362.35,0,,,,,,,,,,,0,,,,,,,,,,
16,370.25,373.11,375.62,377.17,376.92,379.5,377.66,379.12,379.3,362.37,0,,,,,,,,,,,0,,,,,,,,,,
17,370.22,373.09,375.6,377.17,376.92,379.51,377.66,379.13,379.36,362.34,0,,,,,,,,,,,0,,,,,,,,,,
18,370.21,373.07,375.6,377.16,376.91,379.51,377.68,379.14,379.37,362.37,0,,,,,,,,,,,0,,,,,,,,,,
19,370.19,373.05,375.59,377.16,376.9,379.51,377.68,379.15,379.36,362.39,0,,,,,,,,,,,0,,,,,,,,,,
20,370.18,373.04,375.58,377.14,376.9,379.5,377.68,379.14,379.31,362.45,0,,,,,,,,,,,0,,,,,,,,,,
21,370.16,373.03,375.58,377.14,376.9,379.5,377.68,379.15,379.27,362.52,0,,,,,,,,,,,0,,,,,,,,,,
22,370.14,373.02,375.57,377.14,376.9,379.5,377.7,379.16,379.28,362.59,0,,,,,,,,,,,0,,,,,,,,,,
23,370.13,373.01,375.54,377.13,376.9,379.5,377.69,379.17,379.34,362.63,0,,,,,,,,,,,0,,,,,,,,,,
24,370.11,372.99,375.53,377.13,376.89,379.5,377.7,379.18,379.41,362.68,0,,,,,,,,,,,0,,,,,,,,,,
25,370.08,372.96,375.52,377.12,376.89,379.5,377.7,379.19,379.49,362.78,0,,,,,,,,,,,0,,,,,,,,,,
26,370.04,372.93,375.5,377.11,376.89,379.51,377.71,379.19,379.57,362.86,0,,,,,,,,,,,0,,,,,,,,,,
27,370.01,372.9,375.48,377.11,376.88,379.5,377.7,379.2,379.61,362.88,0,,,,,,,,,,,0,,,,,,,,,,
28,369.98,372.87,375.48,377.1,376.87,379.51,377.71,379.2,379.61,362.88,0,,,,,,,,,,,0,,,,,,,,,,
29,369.96,372.86,375.47,377.11,376.88,379.51,377.71,379.2,379.61,362.87,0,,,,,,,,,,,0,,,,,,,,,,
30,369.94,372.83,375.47,377.1,376.88,379.52,377.72,379.2,379.6,362.86,0,,,,,,,,,,,0,,,,,,,,,,
