Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,373.94,375.76,374.52,376.47,376.22,376.65,376.34,377.69,375.82,363.69,,,,,,,,,,,,,,,,,,,,,,
1,373.93,375.72,374.51,376.45,376.22,376.64,376.34,377.69,375.83,363.58,0,,,,,,,,,,,0,,,,,,,,,,
2,373.9,375.68,374.5,376.45,376.22,376.65,376.33,377.69,375.86,363.59,0,,,,,,,,,,,0,,,,,,,,,,
3,373.87,375.64,374.49,376.45,376.21,376.64,376.32,377.69,375.87,363.66,0,,,,,,,,,,,0,,,,,,,,,,
4,373.87,375.64,374.47,376.43,376.21,376.63,376.32,377.69,375.9,363.78,0,,,,,,,,,,,0,,,,,,,,,,
5,373.86,375.62,374.45,376.43,376.21,376.64,376.32,377.69,375.92,363.91,0,,,,,,,,,,,0,,,,,,,,,,
6,373.85,375.57,374.42,376.39,376.2,376.63,376.31,377.68,375.93,364.2,0,,,,,,,,,,,0,,,,,,,,,,
7,373.82,375.53,374.38,376.38,376.18,376.63,376.3,377.68,375.94,364.44,0,,,,,,,,,,,0,,,,,,,,,,
8,373.8,375.53,374.37,376.37,376.18,376.62,376.31,377.68,375.93,364.43,0,,,,,,,,,,,0,,,,,,,,,,
9,373.76,375.53,374.34,376.36,376.16,376.62,376.3,377.68,375.94,364.41,0,,,,,,,,,,,0,,,,,,,,,,
10,373.73,375.54,374.34,376.35,376.15,376.62,376.3,377.68,375.96,364.41,0,,,,,,,,,,,0,,,,,,,,,,
11,373.69,375.53,374.32,376.34,376.13,376.62,376.3,377.68,375.97,364.39,0,,,,,,,,,,,0,,,,,,,,,,
12,373.65,375.52,374.32,376.33,376.13,376.62,376.3,377.68,375.99,364.26,0,,,,,,,,,,,0,,,,,,,,,,
13,373.61,375.5,374.31,376.33,376.12,376.61,376.29,377.68,376.03,364.1,0,,,,,,,,,,,0,,,,,,,,,,
14,373.57,375.49,374.31,376.32,376.12,376.62,376.29,377.68,376.05,363.96,0,,,,,,,,,,,0,,,,,,,,,,
15,373.53,375.46,374.3,376.32,376.1,376.62,376.29,377.69,376.09,363.82,0,,,,,,,,,,,0,,,,,,,,,,
16,373.49,375.45,374.3,376.31,376.1,376.61,376.29,377.68,376.12,363.8,0,,,,,,,,,,,0,,,,,,,,,,
17,373.46,375.43,374.29,376.31,376.11,376.61,376.29,377.67,376.13,363.87,0,,,,,,,,,,,0,,,,,,,,,,
