Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,365.79,367.94,369.78,371.26,370.98,373.13,371.01,371.75,370.4,357.04,,,,,,,,,,,,,,,,,,,,,,
1,365.68,367.99,369.81,371.27,370.99,373.14,370.99,371.74,370.4,357.1,0,,,,,,,,,,,0,,,,,,,,,,
2,365.56,368.04,369.86,371.29,371,373.12,370.97,371.7,370.44,357.1,0,,,,,,,,,,,0,,,,,,,,,,
3,365.47,368.05,369.89,371.3,370.99,373.11,370.95,371.69,370.49,357.11,0,,,,,,,,,,,0,,,,,,,,,,
4,365.41,368.05,369.93,371.3,370.99,373.11,370.95,371.75,370.52,357.12,0,,,,,,,,,,,0,,,,,,,,,,
5,365.35,368.03,369.94,371.3,370.98,373.12,370.95,371.79,370.49,357.12,0,,,,,,,,,,,0,,,,,,,,,,
6,365.3,368.02,369.95,371.3,370.97,373.11,370.96,371.81,370.48,357.09,0,,,,,,,,,,,0,,,,,,,,,,
7,365.27,368,369.95,371.29,370.97,373.12,370.96,371.82,370.44,357.06,0,,,,,,,,,,,0,,,,,,,,,,
8,365.24,367.98,369.94,371.26,370.97,373.13,370.95,371.78,370.37,357.01,0,,,,,,,,,,,0,,,,,,,,,,
9,365.2,367.96,369.93,371.24,370.97,373.13,370.93,371.76,370.23,356.96,0,,,,,,,,,,,0,,,,,,,,,,
10,365.12,367.93,369.91,371.22,370.97,373.14,370.93,371.77,370.05,356.88,0,,,,,,,,,,,0,,,,,,,,,,
11,365.03,367.92,369.88,371.2,370.95,373.14,370.93,371.76,369.9,356.86,0,,,,,,,,,,,0,,,,,,,,,,
12,364.97,367.91,369.87,371.18,370.95,373.13,370.94,371.75,369.76,356.89,0,,,,,,,,,,,0,,,,,,,,,,
13,364.92,367.9,369.86,371.16,370.92,373.14,370.92,371.74,369.61,356.88,0,,,,,,,,,,,0,,,,,,,,,,
