Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,364.49,368.55,371.73,374.37,374.68,377.44,375.95,376.91,376.18,363.5,,,,,,,,,,,,,,,,,,,,,,
1,364.47,368.54,371.73,374.36,374.68,377.44,375.95,376.91,376.12,363.51,0,,,,,,,,,,,0,,,,,,,,,,
2,364.45,368.51,371.72,374.37,374.67,377.45,375.96,376.92,376.17,363.52,0,,,,,,,,,,,0,,,,,,,,,,
3,364.43,368.48,371.71,374.38,374.67,377.45,375.96,376.93,376.25,363.51,0,,,,,,,,,,,0,,,,,,,,,,
4,364.4,368.47,371.71,374.37,374.67,377.46,375.98,376.94,376.35,363.5,0,,,,,,,,,,,0,,,,,,,,,,
5,364.4,368.46,371.71,374.38,374.69,377.46,376,376.96,376.43,363.48,0,,,,,,,,,,,0,,,,,,,,,,
6,364.39,368.46,371.7,374.38,374.68,377.46,376.02,376.98,376.49,363.48,0,,,,,,,,,,,0,,,,,,,,,,
7,364.38,368.45,371.7,374.38,374.69,377.47,376.04,377,376.53,363.48,0,,,,,,,,,,,0,,,,,,,,,,
8,364.37,368.44,371.68,374.38,374.69,377.47,376.03,377,376.54,363.51,0,,,,,,,,,,,0,,,,,,,,,,
9,364.34,368.44,371.67,374.39,374.7,377.47,376.03,376.98,376.57,363.53,0,,,,,,,,,,,0,,,,,,,,,,
10,364.32,368.45,371.67,374.39,374.71,377.47,376.01,376.97,376.62,363.52,0,,,,,,,,,,,0,,,,,,,,,,
11,364.3,368.43,371.66,374.39,374.71,377.47,376,376.97,376.66,363.48,0,,,,,,,,,,,0,,,,,,,,,,
12,364.28,368.43,371.66,374.38,374.71,377.47,376,376.96,376.7,363.45,0,,,,,,,,,,,0,,,,,,,,,,
13,364.25,368.41,371.66,374.39,374.72,377.47,375.99,376.96,376.7,363.41,0,,,,,,,,,,,0,,,,,,,,,,
14,364.24,368.39,371.66,374.38,374.72,377.48,375.97,376.96,376.7,363.38,0,,,,,,,,,,,0,,,,,,,,,,
15,364.21,368.36,371.65,374.39,374.73,377.49,375.99,376.97,376.67,363.35,0,,,,,,,,,,,0,,,,,,,,,,
16,364.21,368.35,371.65,374.39,374.73,377.49,375.99,376.98,376.57,363.31,0,,,,,,,,,,,0,,,,,,,,,,
17,364.2,368.34,371.66,374.39,374.73,377.5,375.99,376.99,376.46,363.28,0,,,,,,,,,,,0,,,,,,,,,,
18,364.18,368.32,371.65,374.39,374.74,377.5,376.01,377.01,376.22,363.26,0,,,,,,,,,,,0,,,,,,,,,,
19,364.17,368.31,371.64,374.38,374.75,377.51,376.02,377.03,376.06,363.29,0,,,,,,,,,,,0,,,,,,,,,,
20,364.15,368.3,371.63,374.39,374.75,377.52,376.03,377.05,376.03,363.33,0,,,,,,,,,,,0,,,,,,,,,,
21,364.13,368.29,371.62,374.39,374.76,377.53,376.04,377.06,376.05,363.37,0,,,,,,,,,,,0,,,,,,,,,,
22,364.12,368.28,371.63,374.4,374.76,377.55,376.05,377.07,376.1,363.42,0,,,,,,,,,,,0,,,,,,,,,,
