Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,361.74,364.62,365.54,366.45,365.95,367.92,365.97,366.76,366.58,353.85,,,,,,,,,,,,,,,,,,,,,,
1,361.69,364.59,365.53,366.43,365.94,367.91,365.96,366.74,366.61,353.85,0,,,,,,,,,,,0,,,,,,,,,,
2,361.65,364.57,365.53,366.44,365.94,367.9,365.95,366.74,366.62,353.85,0,,,,,,,,,,,0,,,,,,,,,,
3,361.62,364.55,365.52,366.43,365.93,367.9,365.96,366.73,366.64,353.86,0,,,,,,,,,,,0,,,,,,,,,,
4,361.59,364.51,365.51,366.42,365.93,367.89,365.95,366.71,366.64,353.87,0,,,,,,,,,,,0,,,,,,,,,,
5,361.57,364.49,365.51,366.4,365.92,367.89,365.95,366.69,366.64,353.89,0,,,,,,,,,,,0,,,,,,,,,,
6,361.55,364.47,365.5,366.4,365.92,367.89,365.95,366.7,366.65,353.9,0,,,,,,,,,,,0,,,,,,,,,,
7,361.51,364.45,365.5,366.39,365.91,367.88,365.93,366.7,366.68,353.91,0,,,,,,,,,,,0,,,,,,,,,,
8,361.47,364.42,365.49,366.38,365.9,367.88,365.92,366.72,366.7,353.95,0,,,,,,,,,,,0,,,,,,,,,,
9,361.43,364.4,365.5,366.38,365.9,367.88,365.93,366.74,366.73,353.98,0,,,,,,,,,,,0,,,,,,,,,,
10,361.38,364.37,365.48,366.37,365.88,367.87,365.93,366.75,366.75,354,0,,,,,,,,,,,0,,,,,,,,,,
11,361.34,364.36,365.48,366.36,365.89,367.88,365.92,366.75,366.79,354.02,0,,,,,,,,,,,0,,,,,,,,,,
12,361.27,364.32,365.47,366.35,365.88,367.87,365.93,366.76,366.81,354.05,0,,,,,,,,,,,0,,,,,,,,,,
13,361.22,364.29,365.46,366.35,365.87,367.87,365.92,366.76,366.83,354.01,0,,,,,,,,,,,0,,,,,,,,,,
14,361.18,364.26,365.45,366.35,365.86,367.87,365.93,366.77,366.89,353.98,0,,,,,,,,,,,0,,,,,,,,,,
15,361.15,364.24,365.44,366.35,365.86,367.88,365.93,366.8,366.93,353.98,0,,,,,,,,,,,0,,,,,,,,,,
16,361.13,364.23,365.42,366.35,365.85,367.88,365.93,366.83,366.86,354.02,0,,,,,,,,,,,0,,,,,,,,,,
17,361.1,364.21,365.42,366.35,365.85,367.88,365.93,366.88,366.77,354.04,0,,,,,,,,,,,0,,,,,,,,,,
18,361.06,364.2,365.42,366.34,365.84,367.88,365.94,366.9,366.77,354.07,0,,,,,,,,,,,0,,,,,,,,,,
19,361.03,364.18,365.4,366.34,365.84,367.88,365.94,366.9,366.83,354.12,0,,,,,,,,,,,0,,,,,,,,,,
20,360.99,364.17,365.39,366.33,365.84,367.88,365.94,366.88,366.91,354.17,0,,,,,,,,,,,0,,,,,,,,,,
21,360.95,364.14,365.39,366.32,365.84,367.89,365.96,366.89,367,354.2,0,,,,,,,,,,,0,,,,,,,,,,
22,360.89,364.11,365.37,366.32,365.83,367.88,365.96,366.92,367.07,354.18,0,,,,,,,,,,,0,,,,,,,,,,
23,360.85,364.09,365.36,366.32,365.83,367.88,365.96,366.98,367.11,354.18,0,,,,,,,,,,,0,,,,,,,,,,
24,360.82,364.08,365.35,366.31,365.83,367.89,365.98,367.08,367.15,354.18,0,,,,,,,,,,,0,,,,,,,,,,
25,360.78,364.05,365.34,366.31,365.82,367.89,365.99,367.17,367.18,354.17,0,,,,,,,,,,,0,,,,,,,,,,
26,360.74,364.02,365.33,366.31,365.81,367.89,366.01,367.24,367.21,354.18,0,,,,,,,,,,,0,,,,,,,,,,
27,360.71,364,365.33,366.3,365.82,367.9,366.03,367.29,367.21,354.22,0,,,,,,,,,,,0,,,,,,,,,,
28,360.68,363.98,365.31,366.3,365.82,367.91,366.03,367.31,367.2,354.24,0,,,,,,,,,,,0,,,,,,,,,,
29,360.64,363.95,365.31,366.31,365.82,367.91,366.05,367.31,367.23,354.26,0,,,,,,,,,,,0,,,,,,,,,,
30,360.59,363.9,365.28,366.31,365.81,367.92,366.06,367.3,367.31,354.29,0,,,,,,,,,,,0,,,,,,,,,,
31,360.55,363.87,365.29,366.3,365.81,367.92,366.08,367.27,367.38,354.33,0,,,,,,,,,,,0,,,,,,,,,,
32,360.53,363.85,365.27,366.29,365.81,367.93,366.09,367.25,367.41,354.34,0,,,,,,,,,,,0,,,,,,,,,,
33,360.5,363.82,365.26,366.29,365.81,367.93,366.11,367.24,367.45,354.34,0,,,,,,,,,,,0,,,,,,,,,,
34,360.48,363.81,365.25,366.28,365.82,367.93,366.12,367.28,367.5,354.34,0,,,,,,,,,,,0,,,,,,,,,,
35,360.46,363.79,365.25,366.28,365.82,367.94,366.14,367.33,367.56,354.34,0,,,,,,,,,,,0,,,,,,,,,,
36,360.43,363.76,365.23,366.28,365.81,367.94,366.16,367.4,367.6,354.36,0,,,,,,,,,,,0,,,,,,,,,,
37,360.4,363.74,365.22,366.28,365.82,367.95,366.19,367.44,367.68,354.41,0,,,,,,,,,,,0,,,,,,,,,,
38,360.38,363.72,365.22,366.27,365.8,367.95,366.21,367.49,367.73,354.48,0,,,,,,,,,,,0,,,,,,,,,,
39,360.32,363.67,365.2,366.26,365.8,367.95,366.23,367.54,367.79,354.58,0,,,,,,,,,,,0,,,,,,,,,,
40,360.28,363.64,365.18,366.25,365.8,367.95,366.27,367.58,367.83,354.69,0,,,,,,,,,,,0,,,,,,,,,,
41,360.26,363.63,365.17,366.24,365.81,367.96,366.28,367.6,367.82,354.74,0,,,,,,,,,,,0,,,,,,,,,,
42,360.22,363.6,365.16,366.24,365.81,367.96,366.31,367.61,367.78,354.78,0,,,,,,,,,,,0,,,,,,,,,,
43,360.19,363.57,365.14,366.22,365.81,367.97,366.32,367.6,367.75,354.81,0,,,,,,,,,,,0,,,,,,,,,,
44,360.17,363.55,365.14,366.23,365.81,367.97,366.36,367.6,367.75,354.84,0,,,,,,,,,,,0,,,,,,,,,,
45,360.14,363.53,365.12,366.22,365.81,367.98,366.39,367.66,367.77,354.85,0,,,,,,,,,,,0,,,,,,,,,,
46,360.13,363.52,365.11,366.22,365.81,368,366.44,367.75,367.79,354.87,0,,,,,,,,,,,0,,,,,,,,,,
47,360.11,363.5,365.11,366.22,365.81,368,366.48,367.8,367.79,354.87,0,,,,,,,,,,,0,,,,,,,,,,
48,360.09,363.48,365.1,366.22,365.81,368.02,366.5,367.86,367.73,354.88,0,,,,,,,,,,,0,,,,,,,,,,
49,360.07,363.44,365.09,366.22,365.82,368.02,366.54,367.89,367.61,354.91,0,,,,,,,,,,,0,,,,,,,,,,
50,360.03,363.41,365.09,366.23,365.82,368.03,366.56,367.9,367.51,354.95,0,,,,,,,,,,,0,,,,,,,,,,
51,360,363.38,365.08,366.22,365.81,368.04,366.57,367.89,367.48,354.97,0,,,,,,,,,,,0,,,,,,,,,,
52,359.98,363.37,365.06,366.23,365.82,368.05,366.57,367.91,367.49,355,0,,,,,,,,,,,0,,,,,,,,,,
53,359.96,363.36,365.06,366.24,365.82,368.06,366.58,367.95,367.52,355.02,0,,,,,,,,,,,0,,,,,,,,,,
54,359.92,363.34,365.06,366.24,365.82,368.07,366.6,367.98,367.57,355.03,0,,,,,,,,,,,0,,,,,,,,,,
55,359.9,363.32,365.04,366.23,365.82,368.08,366.59,368.01,367.62,355.02,0,,,,,,,,,,,0,,,,,,,,,,
56,359.87,363.31,365.05,366.24,365.82,368.1,366.6,368.02,367.65,355.02,0,,,,,,,,,,,0,,,,,,,,,,
57,359.82,363.28,365.02,366.23,365.82,368.1,366.59,368.01,367.6,354.99,0,,,,,,,,,,,0,,,,,,,,,,
58,359.78,363.25,365.01,366.23,365.82,368.11,366.62,368.03,367.56,354.98,0,,,,,,,,,,,0,,,,,,,,,,
59,359.75,363.24,365.01,366.24,365.82,368.13,366.63,368.09,367.59,354.97,0,,,,,,,,,,,0,,,,,,,,,,
