Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,354.12,362.32,370.76,377.7,379.35,383.16,382.37,383.61,380.35,340.81,,,,,,,,,,,,,,,,,,,,,,
1,354.13,362.34,370.77,377.7,379.36,383.17,382.39,383.6,380.4,340.82,0,,,,,,,,,,,0,,,,,,,,,,
2,354.15,362.36,370.78,377.72,379.37,383.18,382.4,383.59,380.4,340.85,0,,,,,,,,,,,0,,,,,,,,,,
3,354.14,362.37,370.77,377.72,379.38,383.19,382.41,383.59,380.35,340.92,0,,,,,,,,,,,0,,,,,,,,,,
4,354.15,362.39,370.79,377.73,379.39,383.19,382.42,383.6,380.34,341.03,0,,,,,,,,,,,0,,,,,,,,,,
5,354.14,362.39,370.8,377.73,379.41,383.2,382.45,383.6,380.39,341.11,0,,,,,,,,,,,0,,,,,,,,,,
6,354.14,362.39,370.81,377.74,379.42,383.21,382.45,383.62,380.38,341.15,0,,,,,,,,,,,0,,,,,,,,,,
7,354.13,362.39,370.82,377.75,379.42,383.22,382.47,383.63,380.36,341.17,0,,,,,,,,,,,0,,,,,,,,,,
8,354.14,362.38,370.83,377.76,379.42,383.24,382.46,383.64,380.33,341.17,0,,,,,,,,,,,0,,,,,,,,,,
9,354.14,362.38,370.84,377.77,379.44,383.26,382.45,383.65,380.34,341.17,0,,,,,,,,,,,0,,,,,,,,,,
10,354.16,362.39,370.85,377.77,379.45,383.26,382.47,383.65,380.39,341.16,0,,,,,,,,,,,0,,,,,,,,,,
11,354.17,362.39,370.85,377.78,379.45,383.26,382.48,383.67,380.41,341.09,0,,,,,,,,,,,0,,,,,,,,,,
12,354.19,362.4,370.87,377.79,379.46,383.28,382.47,383.68,380.39,341.12,0,,,,,,,,,,,0,,,,,,,,,,
13,354.21,362.43,370.87,377.81,379.48,383.28,382.46,383.68,380.37,341.17,0,,,,,,,,,,,0,,,,,,,,,,
14,354.21,362.45,370.88,377.81,379.48,383.29,382.47,383.7,380.4,341.19,0,,,,,,,,,,,0,,,,,,,,,,
15,354.21,362.46,370.87,377.83,379.48,383.31,382.48,383.71,380.39,341.16,0,,,,,,,,,,,0,,,,,,,,,,
16,354.21,362.45,370.88,377.85,379.49,383.32,382.46,383.72,380.37,341.18,0,,,,,,,,,,,0,,,,,,,,,,
17,354.21,362.47,370.88,377.85,379.5,383.32,382.47,383.74,380.35,341.16,0,,,,,,,,,,,0,,,,,,,,,,
18,354.21,362.48,370.89,377.86,379.51,383.33,382.48,383.74,380.36,341.13,0,,,,,,,,,,,0,,,,,,,,,,
19,354.22,362.48,370.9,377.87,379.52,383.34,382.49,383.75,380.35,341.11,0,,,,,,,,,,,0,,,,,,,,,,
20,354.22,362.49,370.92,377.88,379.53,383.34,382.49,383.76,380.31,341.08,0,,,,,,,,,,,0,,,,,,,,,,
21,354.23,362.46,370.93,377.88,379.53,383.35,382.48,383.76,380.27,341.08,0,,,,,,,,,,,0,,,,,,,,,,
22,354.23,362.48,370.94,377.89,379.54,383.36,382.5,383.77,380.28,341.06,0,,,,,,,,,,,0,,,,,,,,,,
23,354.25,362.5,370.96,377.9,379.57,383.36,382.51,383.78,380.25,341.05,0,,,,,,,,,,,0,,,,,,,,,,
24,354.26,362.51,370.97,377.91,379.56,383.37,382.52,383.77,380.24,341.07,0,,,,,,,,,,,0,,,,,,,,,,
25,354.27,362.52,370.96,377.92,379.56,383.38,382.51,383.77,380.28,341.11,0,,,,,,,,,,,0,,,,,,,,,,
26,354.28,362.54,370.97,377.92,379.57,383.38,382.52,383.77,380.35,341.21,0,,,,,,,,,,,0,,,,,,,,,,
27,354.28,362.55,370.99,377.93,379.58,383.39,382.54,383.77,380.47,341.26,0,,,,,,,,,,,0,,,,,,,,,,
28,354.29,362.56,370.99,377.94,379.6,383.4,382.54,383.76,380.61,341.34,0,,,,,,,,,,,0,,,,,,,,,,
29,354.29,362.57,371,377.96,379.6,383.4,382.54,383.77,380.73,341.4,0,,,,,,,,,,,0,,,,,,,,,,
30,354.28,362.58,371.01,377.96,379.6,383.41,382.56,383.77,380.8,341.4,0,,,,,,,,,,,0,,,,,,,,,,
31,354.29,362.57,371.03,377.96,379.62,383.43,382.56,383.78,380.76,341.42,0,,,,,,,,,,,0,,,,,,,,,,
32,354.3,362.57,371.04,377.98,379.64,383.43,382.58,383.79,380.7,341.36,0,,,,,,,,,,,0,,,,,,,,,,
33,354.31,362.56,371.05,377.99,379.64,383.44,382.58,383.8,380.6,341.33,0,,,,,,,,,,,0,,,,,,,,,,
34,354.31,362.58,371.06,378,379.65,383.45,382.62,383.81,380.56,341.29,0,,,,,,,,,,,0,,,,,,,,,,
35,354.34,362.58,371.06,378.01,379.65,383.45,382.6,383.82,380.57,341.32,0,,,,,,,,,,,0,,,,,,,,,,
36,354.35,362.58,371.07,378.02,379.66,383.46,382.61,383.83,380.66,341.38,0,,,,,,,,,,,0,,,,,,,,,,
37,354.36,362.61,371.08,378.04,379.67,383.47,382.63,383.84,380.81,341.47,0,,,,,,,,,,,0,,,,,,,,,,
38,354.36,362.62,371.08,378.05,379.68,383.48,382.64,383.85,380.93,341.47,0,,,,,,,,,,,0,,,,,,,,,,
39,354.37,362.64,371.09,378.06,379.68,383.47,382.64,383.86,381,341.49,0,,,,,,,,,,,0,,,,,,,,,,
40,354.38,362.65,371.1,378.08,379.7,383.49,382.65,383.88,380.95,341.54,0,,,,,,,,,,,0,,,,,,,,,,
41,354.38,362.65,371.11,378.09,379.71,383.5,382.67,383.89,380.85,341.51,0,,,,,,,,,,,0,,,,,,,,,,
42,354.38,362.65,371.13,378.1,379.72,383.5,382.67,383.9,380.74,341.48,0,,,,,,,,,,,0,,,,,,,,,,
43,354.38,362.64,371.14,378.1,379.72,383.5,382.68,383.9,380.65,341.45,0,,,,,,,,,,,0,,,,,,,,,,
44,354.38,362.65,371.15,378.1,379.74,383.51,382.68,383.92,380.55,341.44,0,,,,,,,,,,,0,,,,,,,,,,
45,354.39,362.64,371.16,378.11,379.74,383.52,382.68,383.91,380.5,341.43,0,,,,,,,,,,,0,,,,,,,,,,
46,354.4,362.65,371.15,378.12,379.74,383.52,382.69,383.92,380.53,341.42,0,,,,,,,,,,,0,,,,,,,,,,
47,354.43,362.67,371.17,378.14,379.76,383.54,382.71,383.92,380.57,341.43,0,,,,,,,,,,,0,,,,,,,,,,
48,354.43,362.68,371.17,378.14,379.76,383.55,382.71,383.92,380.6,341.41,0,,,,,,,,,,,0,,,,,,,,,,
49,354.45,362.71,371.18,378.14,379.77,383.56,382.72,383.92,380.68,341.49,0,,,,,,,,,,,0,,,,,,,,,,
50,354.46,362.73,371.19,378.16,379.79,383.57,382.73,383.9,380.76,341.55,0,,,,,,,,,,,0,,,,,,,,,,
51,354.47,362.74,371.21,378.16,379.8,383.57,382.74,383.88,380.81,341.59,0,,,,,,,,,,,0,,,,,,,,,,
52,354.47,362.73,371.22,378.17,379.8,383.58,382.74,383.89,380.86,341.62,0,,,,,,,,,,,0,,,,,,,,,,
53,354.46,362.74,371.22,378.18,379.81,383.59,382.76,383.91,380.9,341.59,0,,,,,,,,,,,0,,,,,,,,,,
54,354.47,362.73,371.23,378.2,379.82,383.58,382.74,383.92,380.91,341.59,0,,,,,,,,,,,0,,,,,,,,,,
55,354.46,362.73,371.23,378.2,379.82,383.59,382.75,383.93,380.93,341.57,0,,,,,,,,,,,0,,,,,,,,,,
56,354.46,362.73,371.24,378.21,379.82,383.61,382.76,383.96,380.95,341.52,0,,,,,,,,,,,0,,,,,,,,,,
57,354.47,362.74,371.25,378.23,379.84,383.62,382.75,383.97,380.97,341.46,0,,,,,,,,,,,0,,,,,,,,,,
58,354.49,362.75,371.25,378.23,379.84,383.63,382.76,383.99,380.96,341.37,0,,,,,,,,,,,0,,,,,,,,,,
59,354.51,362.76,371.26,378.23,379.85,383.64,382.76,384.01,380.9,341.31,0,,,,,,,,,,,0,,,,,,,,,,
60,354.51,362.77,371.27,378.24,379.86,383.64,382.79,384.01,380.89,341.37,0,,,,,,,,,,,0,,,,,,,,,,
61,354.52,362.79,371.27,378.24,379.87,383.65,382.78,384.03,380.92,341.45,0,,,,,,,,,,,0,,,,,,,,,,
62,354.52,362.79,371.28,378.25,379.87,383.66,382.78,384.04,380.99,341.55,0,,,,,,,,,,,0,,,,,,,,,,
