Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,365.93,368.88,370.57,371.44,371.12,373.26,371.32,372.37,372.14,358.18,,,,,,,,,,,,,,,,,,,,,,
1,365.88,368.84,370.55,371.43,371.12,373.25,371.32,372.38,372.16,358.2,0,,,,,,,,,,,0,,,,,,,,,,
2,365.83,368.8,370.54,371.42,371.11,373.24,371.32,372.38,372.2,358.26,0,,,,,,,,,,,0,,,,,,,,,,
3,365.78,368.75,370.52,371.41,371.1,373.24,371.31,372.39,372.23,358.34,0,,,,,,,,,,,0,,,,,,,,,,
4,365.75,368.73,370.51,371.4,371.1,373.23,371.32,372.4,372.26,358.41,0,,,,,,,,,,,0,,,,,,,,,,
5,365.73,368.71,370.5,371.4,371.1,373.23,371.32,372.41,372.28,358.46,0,,,,,,,,,,,0,,,,,,,,,,
6,365.69,368.69,370.49,371.39,371.1,373.23,371.31,372.41,372.29,358.51,0,,,,,,,,,,,0,,,,,,,,,,
7,365.65,368.67,370.47,371.38,371.08,373.22,371.32,372.42,372.32,358.52,0,,,,,,,,,,,0,,,,,,,,,,
8,365.63,368.63,370.46,371.38,371.09,373.21,371.31,372.43,372.34,358.54,0,,,,,,,,,,,0,,,,,,,,,,
9,365.59,368.62,370.45,371.37,371.08,373.21,371.32,372.46,372.36,358.54,0,,,,,,,,,,,0,,,,,,,,,,
10,365.56,368.6,370.44,371.36,371.08,373.21,371.33,372.48,372.38,358.51,0,,,,,,,,,,,0,,,,,,,,,,
11,365.52,368.56,370.42,371.36,371.08,373.21,371.33,372.5,372.35,358.51,0,,,,,,,,,,,0,,,,,,,,,,
12,365.46,368.52,370.39,371.35,371.07,373.21,371.33,372.52,372.3,358.55,0,,,,,,,,,,,0,,,,,,,,,,
13,365.44,368.49,370.37,371.35,371.06,373.21,371.33,372.53,372.27,358.61,0,,,,,,,,,,,0,,,,,,,,,,
14,365.41,368.46,370.37,371.34,371.06,373.2,371.34,372.53,372.28,358.65,0,,,,,,,,,,,0,,,,,,,,,,
15,365.38,368.42,370.35,371.33,371.06,373.2,371.33,372.55,372.27,358.68,0,,,,,,,,,,,0,,,,,,,,,,
16,365.36,368.4,370.34,371.32,371.04,373.19,371.33,372.57,372.24,358.7,0,,,,,,,,,,,0,,,,,,,,,,
17,365.32,368.38,370.32,371.32,371.04,373.2,371.33,372.58,372.22,358.73,0,,,,,,,,,,,0,,,,,,,,,,
18,365.29,368.34,370.32,371.31,371.04,373.19,371.33,372.59,372.23,358.76,0,,,,,,,,,,,0,,,,,,,,,,
19,365.27,368.32,370.29,371.31,371.04,373.2,371.33,372.61,372.27,358.79,0,,,,,,,,,,,0,,,,,,,,,,
20,365.22,368.29,370.27,371.31,371.03,373.2,371.35,372.62,372.38,358.77,0,,,,,,,,,,,0,,,,,,,,,,
21,365.19,368.25,370.25,371.31,371.02,373.2,371.35,372.64,372.49,358.77,0,,,,,,,,,,,0,,,,,,,,,,
22,365.16,368.23,370.25,371.3,371.02,373.2,371.37,372.64,372.54,358.77,0,,,,,,,,,,,0,,,,,,,,,,
