Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,357.94,363.27,366.9,369.6,371.79,372.57,370.61,373.23,373.16,358.54,,,,,,,,,,,,,,,,,,,,,,
1,357.91,363.24,366.89,369.6,371.82,372.57,370.57,373.23,373.18,358.54,0,,,,,,,,,,,0,,,,,,,,,,
2,357.89,363.22,366.88,369.6,371.83,372.59,370.53,373.4,373.31,358.55,0,,,,,,,,,,,0,,,,,,,,,,
3,357.87,363.21,366.87,369.6,371.85,372.6,370.51,373.17,373.33,358.6,0,,,,,,,,,,,0,,,,,,,,,,
4,357.85,363.18,366.86,369.61,371.87,372.62,370.51,372.87,373.3,358.63,0,,,,,,,,,,,0,,,,,,,,,,
5,357.84,363.17,366.86,369.62,371.88,372.64,370.53,372.6,373.23,358.67,0,,,,,,,,,,,0,,,,,,,,,,
6,357.81,363.15,366.85,369.61,371.9,372.66,370.52,372.39,373.1,358.68,0,,,,,,,,,,,0,,,,,,,,,,
7,357.79,363.13,366.84,369.62,371.91,372.68,370.54,372.24,372.98,358.7,0,,,,,,,,,,,0,,,,,,,,,,
8,357.78,363.12,366.83,369.63,371.92,372.7,370.54,372.14,372.83,358.68,0,,,,,,,,,,,0,,,,,,,,,,
9,357.75,363.08,366.81,369.64,371.92,372.72,370.53,372.05,372.62,358.63,0,,,,,,,,,,,0,,,,,,,,,,
10,357.73,363.06,366.81,369.64,371.94,372.73,370.51,371.97,372.46,358.58,0,,,,,,,,,,,0,,,,,,,,,,
11,357.71,363.04,366.79,369.66,371.95,372.75,370.49,371.94,372.45,358.52,0,,,,,,,,,,,0,,,,,,,,,,
12,357.69,363.02,366.78,369.67,371.97,372.77,370.49,372.09,372.5,358.47,0,,,,,,,,,,,0,,,,,,,,,,
13,357.67,363.01,366.78,369.68,372,372.8,370.47,372.24,372.56,358.42,0,,,,,,,,,,,0,,,,,,,,,,
14,357.66,362.99,366.76,369.7,372.02,372.82,370.47,372.18,372.71,358.39,0,,,,,,,,,,,0,,,,,,,,,,
15,357.64,362.96,366.76,369.7,372.05,372.84,370.49,372.16,372.77,358.38,0,,,,,,,,,,,0,,,,,,,,,,
16,357.63,362.95,366.75,369.72,372.08,372.87,370.54,372.16,372.74,358.39,0,,,,,,,,,,,0,,,,,,,,,,
17,357.6,362.93,366.74,369.72,372.1,372.88,370.58,372.15,372.66,358.4,0,,,,,,,,,,,0,,,,,,,,,,
18,357.57,362.9,366.72,369.73,372.13,372.9,370.64,372.13,372.53,358.42,0,,,,,,,,,,,0,,,,,,,,,,
19,357.54,362.88,366.7,369.74,372.14,372.93,370.7,372.08,372.41,358.43,0,,,,,,,,,,,0,,,,,,,,,,
20,357.53,362.86,366.7,369.74,372.15,372.95,370.72,372.02,372.36,358.43,0,,,,,,,,,,,0,,,,,,,,,,
21,357.51,362.84,366.69,369.75,372.16,372.98,370.72,371.97,372.37,358.39,0,,,,,,,,,,,0,,,,,,,,,,
22,357.5,362.82,366.7,369.75,372.17,373,370.72,371.93,372.38,358.36,0,,,,,,,,,,,0,,,,,,,,,,
23,357.48,362.8,366.68,369.76,372.18,373.01,370.71,371.97,372.38,358.33,0,,,,,,,,,,,0,,,,,,,,,,
24,357.47,362.79,366.68,369.76,372.21,373.03,370.69,372.24,372.45,358.32,0,,,,,,,,,,,0,,,,,,,,,,
25,357.44,362.76,366.65,369.76,372.22,373.04,370.67,372.39,372.53,358.31,0,,,,,,,,,,,0,,,,,,,,,,
26,357.43,362.75,366.65,369.78,372.24,373.06,370.67,372.7,372.61,358.33,0,,,,,,,,,,,0,,,,,,,,,,
27,357.4,362.72,366.64,369.78,372.28,373.08,370.72,372.79,372.73,358.4,0,,,,,,,,,,,0,,,,,,,,,,
28,357.39,362.7,366.63,369.79,372.32,373.1,370.79,372.66,372.74,358.44,0,,,,,,,,,,,0,,,,,,,,,,
29,357.37,362.7,366.61,369.79,372.33,373.12,370.83,372.72,372.77,358.48,0,,,,,,,,,,,0,,,,,,,,,,
30,357.36,362.69,366.61,369.78,372.34,373.13,370.89,372.63,372.76,358.51,0,,,,,,,,,,,0,,,,,,,,,,
31,357.34,362.67,366.6,369.8,372.35,373.16,370.93,372.49,372.75,358.52,0,,,,,,,,,,,0,,,,,,,,,,
32,357.33,362.65,366.59,369.81,372.34,373.18,370.96,372.39,372.71,358.51,0,,,,,,,,,,,0,,,,,,,,,,
33,357.31,362.64,366.58,369.81,372.35,373.2,370.98,372.28,372.69,358.49,0,,,,,,,,,,,0,,,,,,,,,,
34,357.29,362.62,366.57,369.82,372.35,373.23,370.98,372.21,372.65,358.5,0,,,,,,,,,,,0,,,,,,,,,,
35,357.28,362.6,366.56,369.83,372.36,373.24,370.95,372.22,372.6,358.53,0,,,,,,,,,,,0,,,,,,,,,,
36,357.26,362.58,366.56,369.83,372.39,373.26,370.94,372.22,372.52,358.55,0,,,,,,,,,,,0,,,,,,,,,,
37,357.24,362.54,366.54,369.83,372.42,373.28,370.94,372.18,372.6,358.56,0,,,,,,,,,,,0,,,,,,,,,,
38,357.22,362.52,366.52,369.84,372.45,373.29,370.96,372.44,372.66,358.59,0,,,,,,,,,,,0,,,,,,,,,,
