Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,368.02,371.98,372.49,376.05,376.55,377.62,377.83,379.56,377.88,369.28,,,,,,,,,,,,,,,,,,,,,,
1,367.99,371.98,372.48,376.06,376.55,377.63,377.84,379.58,377.9,369.21,0,,,,,,,,,,,0,,,,,,,,,,
2,367.98,371.96,372.48,376.06,376.56,377.64,377.84,379.58,377.92,369.31,0,,,,,,,,,,,0,,,,,,,,,,
3,367.97,371.95,372.48,376.06,376.56,377.65,377.86,379.56,377.93,369.36,0,,,,,,,,,,,0,,,,,,,,,,
4,367.95,371.94,372.47,376.06,376.55,377.65,377.85,379.55,377.95,369.16,0,,,,,,,,,,,0,,,,,,,,,,
5,367.93,371.92,372.46,376.05,376.55,377.65,377.86,379.54,377.98,369.1,0,,,,,,,,,,,0,,,,,,,,,,
6,367.91,371.92,372.45,376.06,376.55,377.65,377.86,379.53,377.98,369.12,0,,,,,,,,,,,0,,,,,,,,,,
7,367.9,371.91,372.46,376.06,376.56,377.66,377.87,379.51,377.94,369.1,0,,,,,,,,,,,0,,,,,,,,,,
8,367.89,371.9,372.45,376.06,376.55,377.67,377.86,379.51,377.89,369.07,0,,,,,,,,,,,0,,,,,,,,,,
9,367.87,371.89,372.45,376.06,376.57,377.67,377.85,379.51,377.88,369.11,0,,,,,,,,,,,0,,,,,,,,,,
10,367.85,371.88,372.44,376.06,376.57,377.67,377.85,379.52,377.87,369.16,0,,,,,,,,,,,0,,,,,,,,,,
11,367.85,371.87,372.44,376.07,376.58,377.68,377.86,379.53,377.82,369.09,0,,,,,,,,,,,0,,,,,,,,,,
12,367.83,371.86,372.44,376.07,376.58,377.68,377.86,379.54,377.83,369.03,0,,,,,,,,,,,0,,,,,,,,,,
13,367.82,371.85,372.43,376.06,376.58,377.68,377.85,379.55,377.83,369.01,0,,,,,,,,,,,0,,,,,,,,,,
