Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,372.9,373.23,373.8,375.04,374.4,376.56,373.76,374.58,373.28,356.82,,,,,,,,,,,,,,,,,,,,,,
1,372.85,373.21,373.8,375,374.39,376.55,373.77,374.61,373.36,356.85,0,,,,,,,,,,,0,,,,,,,,,,
2,372.81,373.18,373.8,374.96,374.37,376.53,373.79,374.61,373.42,356.84,0,,,,,,,,,,,0,,,,,,,,,,
3,372.78,373.17,373.81,374.93,374.34,376.51,373.85,374.55,373.44,356.76,0,,,,,,,,,,,0,,,,,,,,,,
4,372.76,373.24,373.8,374.9,374.3,376.49,373.87,374.51,373.36,356.74,0,,,,,,,,,,,0,,,,,,,,,,
5,372.74,373.27,373.79,374.88,374.27,376.46,373.86,374.52,373.35,356.75,0,,,,,,,,,,,0,,,,,,,,,,
6,372.73,373.27,373.79,374.87,374.24,376.44,373.82,374.54,373.39,356.76,0,,,,,,,,,,,0,,,,,,,,,,
7,372.72,373.26,373.8,374.83,374.21,376.41,373.83,374.55,373.46,356.79,0,,,,,,,,,,,0,,,,,,,,,,
8,372.71,373.27,373.81,374.8,374.19,376.39,373.83,374.62,373.48,356.81,0,,,,,,,,,,,0,,,,,,,,,,
9,372.67,373.23,373.8,374.79,374.17,376.38,373.86,374.74,373.51,356.84,0,,,,,,,,,,,0,,,,,,,,,,
10,372.62,373.2,373.79,374.77,374.15,376.37,373.93,374.85,373.52,356.87,0,,,,,,,,,,,0,,,,,,,,,,
11,372.57,373.18,373.8,374.77,374.13,376.39,374.01,374.91,373.5,356.89,0,,,,,,,,,,,0,,,,,,,,,,
12,372.49,373.18,373.8,374.78,374.12,376.4,374.12,374.99,373.48,356.82,0,,,,,,,,,,,0,,,,,,,,,,
