Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,369.82,372.31,373.68,374.48,374.02,376.08,374.29,375.47,374.25,358.8,,,,,,,,,,,,,,,,,,,,,,
1,369.79,372.28,373.67,374.48,374.01,376.07,374.29,375.51,374.28,358.8,0,,,,,,,,,,,0,,,,,,,,,,
2,369.77,372.26,373.66,374.48,374,376.07,374.3,375.54,374.27,358.85,0,,,,,,,,,,,0,,,,,,,,,,
3,369.74,372.22,373.65,374.48,374,376.07,374.31,375.56,374.22,358.95,0,,,,,,,,,,,0,,,,,,,,,,
4,369.71,372.18,373.63,374.48,373.99,376.08,374.32,375.59,374.22,359.08,0,,,,,,,,,,,0,,,,,,,,,,
5,369.68,372.16,373.61,374.48,373.99,376.09,374.32,375.59,374.26,359.16,0,,,,,,,,,,,0,,,,,,,,,,
6,369.67,372.14,373.61,374.47,374,376.08,374.33,375.6,374.34,359.19,0,,,,,,,,,,,0,,,,,,,,,,
7,369.64,372.12,373.59,374.46,373.98,376.08,374.34,375.59,374.41,359.18,0,,,,,,,,,,,0,,,,,,,,,,
8,369.62,372.09,373.58,374.46,373.98,376.08,374.35,375.58,374.49,359.17,0,,,,,,,,,,,0,,,,,,,,,,
9,369.6,372.08,373.57,374.45,373.99,376.09,374.36,375.57,374.5,359.15,0,,,,,,,,,,,0,,,,,,,,,,
10,369.58,372.06,373.56,374.45,373.98,376.08,374.37,375.55,374.47,359.1,0,,,,,,,,,,,0,,,,,,,,,,
11,369.54,372.03,373.55,374.45,373.97,376.08,374.38,375.53,374.43,359.06,0,,,,,,,,,,,0,,,,,,,,,,
12,369.51,372.01,373.53,374.44,373.97,376.08,374.4,375.52,374.39,359.02,0,,,,,,,,,,,0,,,,,,,,,,
13,369.46,371.97,373.51,374.44,373.96,376.09,374.41,375.53,374.41,359.03,0,,,,,,,,,,,0,,,,,,,,,,
14,369.44,371.96,373.5,374.43,373.96,376.08,374.42,375.55,374.49,359.05,0,,,,,,,,,,,0,,,,,,,,,,
15,369.42,371.95,373.49,374.43,373.96,376.08,374.43,375.55,374.55,359.06,0,,,,,,,,,,,0,,,,,,,,,,
16,369.39,371.93,373.48,374.43,373.95,376.07,374.43,375.54,374.59,359.06,0,,,,,,,,,,,0,,,,,,,,,,
17,369.35,371.91,373.47,374.43,373.96,376.08,374.44,375.55,374.57,359.1,0,,,,,,,,,,,0,,,,,,,,,,
18,369.33,371.9,373.47,374.43,373.96,376.08,374.44,375.55,374.51,359.12,0,,,,,,,,,,,0,,,,,,,,,,
