Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
635,359.11,358.76,359.35,360.16,359.3,361.21,358.32,358.7,357.27,345.74,330.96,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,409.961914187491,416.801771604968,340.785586574583,309.838958656169,302.096257286439,300.435471307076,300.090176112432,300.018666308519,300.003874054862,300.000943008266,300.001219425214
636,359.06,358.72,359.3,360.13,359.28,361.21,358.32,358.75,357.36,345.7,330.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.069832123294,416.938012177175,340.86369882194,309.863187648612,302.101838055127,300.436649983334,300.090420385917,300.018716861362,300.003884589295,300.00094572014,300.001221715218
637,359,358.67,359.23,360.09,359.27,361.18,358.29,358.78,357.46,345.68,330.99,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.177580010707,417.074106153908,340.941811105474,309.887443356855,302.107428479603,300.437830927156,300.090665136874,300.018767513275,300.003895144563,300.000948437683,300.001224010085
638,358.97,358.65,359.19,360.04,359.23,361.17,358.27,358.79,357.57,345.65,330.99,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.285158197775,417.210053702409,341.019923279563,309.911725744987,302.113028569683,300.439014143034,300.090910366369,300.018818264482,300.003905720712,300.000951160907,300.001226309828
639,358.94,358.6,359.1,359.98,359.19,361.15,358.25,358.78,357.67,345.6,331,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.392567041231,417.345854982654,341.098035198288,309.936034776918,302.118638335134,300.440199635463,300.091156075466,300.018869115211,300.00391631779,300.000953889825,300.001228614457
640,358.94,358.55,359.03,359.93,359.15,361.14,358.24,358.8,357.75,345.54,331.06,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.499806899571,417.479925605539,341.177857184861,309.960531231034,302.124051282138,300.441322176613,300.091387931648,300.018917079342,300.00392630808,300.000956457863,300.001230782553
641,358.92,358.48,358.94,359.85,359.07,361.1,358.26,358.82,357.82,345.56,331.24,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.60580245628,417.616171007211,341.256185404669,309.984913181542,302.129665999137,300.442507307957,300.091633518256,300.018967904238,300.003936899389,300.000959185559,300.001233086245
642,358.9,358.43,358.88,359.78,359.01,361.06,358.27,358.85,357.86,345.75,331.5,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.71263496027,417.751477171452,341.334422619254,310.009316527112,302.135289931061,300.443694722516,300.091879577765,300.019018826488,300.003947511505,300.000961918879,300.00123539476
643,358.89,358.41,358.85,359.73,358.96,361.04,358.26,358.86,357.86,345.9,331.7,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.819299034016,417.886637116904,341.41265996643,310.03374680052,302.140923422801,300.444884356426,300.092126103164,300.019069845366,300.003958143944,300.000964657731,300.001237708022
644,358.88,358.37,358.83,359.7,358.91,361,358.23,358.85,357.89,346.08,331.93,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,410.925795032892,418.021651004146,341.490897297512,310.058203968651,302.146569431518,300.446076213806,300.092373095395,300.019120961072,300.003968796746,300.000967402126,300.001240026042
645,358.86,358.34,358.8,359.67,358.87,360.98,358.19,358.85,357.95,346.25,332.18,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.032123305319,418.156518998397,341.56913446492,310.082687998287,302.15224178741,300.447270298781,300.092620555404,300.019172173805,300.003979469954,300.000970152076,300.001242348828
646,358.85,358.31,358.77,359.64,358.83,360.95,358.15,358.84,358.05,346.38,332.45,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.138284206363,418.291241259137,341.647371320987,310.107198856032,302.157923822031,300.448466615478,300.09286848414,300.019223483763,300.003990163611,300.00097290759,300.00124467639
647,358.83,358.28,358.75,359.6,358.79,360.92,358.12,358.82,358.15,346.47,332.7,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.244278079722,418.425817953833,341.725607719563,310.131736508422,302.163615545475,300.449665168035,300.093116882552,300.019274891148,300.004000877758,300.000975668682,300.001247008737
648,358.82,358.26,358.73,359.58,358.75,360.89,358.08,358.82,358.25,346.56,332.93,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.350105276664,418.560249243298,341.803843514296,310.156300921814,302.1693169678,300.450865960589,300.093365751592,300.019326396158,300.004011612438,300.000978435361,300.00124934588
649,358.8,358.22,358.7,359.56,358.72,360.85,358.07,358.81,358.34,346.66,333.16,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.455766145217,418.694535290335,341.882078559605,310.180892062439,302.175028099028,300.452068997285,300.093615092214,300.019377998995,300.004022367693,300.00098120764,300.001251687828
650,358.77,358.19,358.66,359.52,358.68,360.81,358.04,358.79,358.46,346.83,333.51,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.561261034185,418.828676256425,341.960312710384,310.205509896391,302.180748949133,300.45327428227,300.093864905374,300.01942969986,300.004033143567,300.000983985529,300.00125403459
651,358.75,358.15,358.63,359.48,358.64,360.76,358.03,358.78,358.61,346.96,333.86,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.666590284622,418.962672308285,342.038545822666,310.230154389681,302.186479528068,300.454481819699,300.094115192031,300.019481498955,300.004043940101,300.000986769041,300.001256386176
652,358.73,358.13,358.61,359.44,358.6,360.73,358.03,358.78,358.72,347.05,334.11,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.771754248204,419.096523603658,342.116777752023,310.254825508119,302.192219845743,300.455691613728,300.094365953144,300.019533396483,300.004054757339,300.000989558186,300.001258742596
653,358.7,358.11,358.58,359.42,358.56,360.7,358.03,358.77,358.84,347.18,334.35,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.876753259547,419.230230312956,342.195008356074,310.279523217492,302.197969912032,300.456903668523,300.094617189675,300.019585392644,300.004065595323,300.000992352975,300.00126110386
654,358.69,358.09,358.56,359.39,358.53,360.67,358.02,358.76,358.98,347.33,334.61,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,411.981587672101,419.363792591083,342.273237491176,310.304247483338,302.20372973677,300.458117988249,300.094868902589,300.019637487643,300.004076454097,300.000995153421,300.001263469976
655,358.66,358.07,358.53,359.36,358.52,360.65,358.02,358.76,359.12,347.52,334.89,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.086257823198,419.497210605004,342.351465015686,310.328998271163,302.209499329754,300.459334577078,300.095121092852,300.019689681684,300.004087333703,300.000997959535,300.001265840956
656,358.64,358.06,358.52,359.34,358.5,360.63,358.01,358.76,359.25,347.75,335.2,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.190764051776,419.630484519557,342.429690788252,310.353775546343,302.215278700749,300.460553439187,300.095373761432,300.01974197497,300.004098234185,300.001000771328,300.001268216809
657,358.62,358.04,358.49,359.31,358.48,360.61,358.01,358.76,359.38,347.98,335.52,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.29510670513,419.763614492274,342.507914667237,310.378579274069,302.221067859481,300.461774578759,300.0956269093,300.019794367706,300.004109155585,300.001003588811,300.001270597544
658,358.6,358.01,358.47,359.27,358.45,360.59,358,358.76,359.5,348.24,335.84,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.399286114968,419.896600692668,342.586136512975,310.403409419498,302.226866815628,300.462997999975,300.095880537428,300.019846860097,300.004120097948,300.001006411997,300.001272983172
659,358.56,358,358.44,359.25,358.43,360.56,358,358.76,359.71,348.59,336.31,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.503302627631,420.029443277309,342.664356184834,310.428265947588,302.232675578846,300.464223707029,300.09613464679,300.019899452348,300.004131061316,300.001009240897,300.001275373702
660,358.54,357.98,358.41,359.2,358.41,360.53,357.99,358.76,359.92,348.96,336.77,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.607156576956,420.162142412665,342.742573543893,310.453148823233,302.238494158739,300.465451704113,300.096389238363,300.019952144665,300.004142045734,300.001012075522,300.001277769145
661,358.52,357.97,358.37,359.19,358.38,360.52,357.98,358.77,360.04,349.2,337.09,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.710848301498,420.294698260054,342.820788451193,310.478058011197,302.244322564889,300.466681995428,300.096644313126,300.020004937255,300.004153051245,300.001014915885,300.001280169509
662,358.5,357.95,358.35,359.17,358.37,360.53,357.97,358.77,360.16,349.4,337.42,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.814378133641,420.427110985723,342.899000768927,310.502993476137,302.250160806818,300.467914585176,300.096899872059,300.020057830324,300.004164077893,300.001017761996,300.001282574805
663,358.48,357.94,358.34,359.14,358.36,360.5,357.98,358.76,360.29,349.58,337.75,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,412.917746414728,420.55938074748,342.977210358796,310.52795518255,302.256008894029,300.469149477564,300.097155916146,300.02011082408,300.004175125721,300.001020613868,300.001284985044
664,358.46,357.94,358.32,359.12,358.34,360.49,357.97,358.75,360.38,349.75,338.06,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.020953476969,420.69150770996,343.055417083894,310.552943094869,302.261866835976,300.470386676806,300.097412446371,300.020163918731,300.004186194774,300.001023471512,300.001287400234
665,358.45,357.94,358.29,359.1,358.33,360.48,357.96,358.75,360.48,349.9,338.35,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.123999650606,420.823492038713,343.133620807984,310.57795717742,302.267734642076,300.471626187116,300.09766946372,300.020217114485,300.004197285095,300.00102633494,300.001289820386
666,358.43,357.92,358.28,359.09,358.32,360.48,357.96,358.74,360.57,350.08,338.62,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.226885269649,420.955333895406,343.211821394895,310.602997394395,302.273612321709,300.472868012715,300.097926969184,300.02027041155,300.00420839673,300.001029204164,300.00129224551
667,358.41,357.92,358.26,359.06,358.31,360.46,357.95,358.72,360.67,350.25,338.91,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.329610669588,421.087033440045,343.290018708802,310.628063709847,302.279499884212,300.474112157828,300.098184963753,300.020323810137,300.004219529722,300.001032079195,300.001294675616
668,358.38,357.9,358.24,359.03,358.3,360.44,357.94,358.71,360.83,350.51,339.39,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.432176181059,421.218590835474,343.368212614755,310.653156087756,302.285397338891,300.475358626683,300.09844344842,300.020377310454,300.004230684115,300.001034960046,300.001297110714
669,358.37,357.89,358.22,359.01,358.28,360.42,357.94,358.72,360.99,350.79,339.87,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.534582128611,421.350006249015,343.446402978943,310.67827449203,302.291304695,300.476607423514,300.098702424181,300.020430912713,300.004241859955,300.001037846728,300.001299550815
670,358.35,357.89,358.2,358.99,358.27,360.41,357.94,358.7,361.09,350.98,340.22,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.636828849833,421.48127983656,343.524589666637,310.703418886374,302.297221961765,300.477858552558,300.098961892033,300.020484617123,300.004253057285,300.001040739253,300.001301995927
671,358.34,357.88,358.19,358.97,358.27,360.41,357.94,358.69,361.18,351.19,340.55,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.738916663615,421.612411768694,343.602772545509,310.728589234515,302.303149148367,300.479112018055,300.099221852975,300.020538423897,300.00426427615,300.001043637634,300.001304446062
672,358.32,357.87,358.17,358.95,358.25,360.4,357.93,358.69,361.29,351.4,340.88,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.840845905483,421.74340220153,343.680951481942,310.75378549994,302.309086263945,300.48036782425,300.09948230801,300.020592333245,300.004275516596,300.001046541881,300.00130690123
673,358.3,357.86,358.17,358.94,358.25,360.39,357.92,358.68,361.42,351.6,341.22,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,413.942616898089,421.874251301059,343.759126344107,310.779007646132,302.315033317603,300.481625975393,300.09974325814,300.02064634538,300.004286778667,300.001049452008,300.00130936144
674,358.28,357.85,358.15,358.91,358.24,360.38,357.92,358.67,361.56,351.78,341.56,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.044229968483,422.004959228865,343.837297000166,310.804255636432,302.320990318403,300.482886475737,300.100004704372,300.020700460514,300.004298062407,300.001052368025,300.001311826704
675,358.26,357.84,358.13,358.9,358.23,360.37,357.91,358.67,361.69,351.95,341.9,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.145685444649,422.135526145295,343.915463318616,310.829529434055,302.326957275365,300.484149329538,300.100266647714,300.020754678862,300.004309367864,300.001055289945,300.00131429703
676,358.25,357.83,358.12,358.88,358.22,360.36,357.9,358.66,361.8,352.12,342.23,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.246983648777,422.265952214359,343.993625169013,310.854829002169,302.332934197472,300.485414541058,300.100529089175,300.020809000636,300.00432069508,300.001058217781,300.00131677243
677,358.2,357.8,358.09,358.86,358.19,360.34,357.87,358.66,361.97,352.39,342.72,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.348124903881,422.396237599021,344.07178242127,310.880154303821,302.338921093662,300.48668211456,300.100792029768,300.02086342605,300.004332044103,300.001061151543,300.001319252914
678,358.15,357.77,358.07,358.83,358.18,360.34,357.86,358.65,362.13,352.68,343.2,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.449109528252,422.52638246518,344.149934946229,310.905505301994,302.344917972838,300.487952054314,300.101055470506,300.02091795532,300.004343414976,300.001064091245,300.001321738492
679,358.12,357.76,358.07,358.82,358.17,360.32,357.86,358.65,362.24,352.86,343.53,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.549937852508,422.656386967954,344.228082613858,310.930881959465,302.350924843858,300.489224364593,300.101319412408,300.02097258866,300.004354807747,300.001067036899,300.001324229174
680,358.09,357.73,358.06,358.8,358.16,360.3,357.85,358.64,362.35,353.07,343.85,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.650610198917,422.786251268767,344.306225295487,310.95628423898,302.356941715538,300.49049904967,300.101583856489,300.021027326286,300.00436622246,300.001069988516,300.001326724971
681,358.06,357.71,358.03,358.79,358.15,360.3,357.83,358.63,362.46,353.3,344.19,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.751126872235,422.915975542419,344.384362864673,310.981712103324,302.36296859666,300.491776113828,300.101848803772,300.021082168414,300.004377659161,300.001072946109,300.001329225893
682,358.03,357.68,358.02,358.78,358.14,360.29,357.82,358.64,362.56,353.53,344.51,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.851488203226,423.045559942079,344.462495192728,311.007165514967,302.369005495955,300.493055561347,300.102114255279,300.021137115262,300.004389117896,300.00107590969,300.001331731951
683,357.99,357.66,358.01,358.76,358.13,360.28,357.82,358.63,362.67,353.76,344.84,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,414.951694514404,423.175004626213,344.540622152156,311.032644436358,302.375052422126,300.494337396518,300.102380212035,300.021192167045,300.004400598711,300.001078879271,300.001334243155
684,357.96,357.64,357.99,358.74,358.12,360.27,357.83,358.63,362.77,353.96,345.15,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.051746113334,423.304309765838,344.61874361761,311.05814882995,302.381109383818,300.495621623628,300.102646675067,300.021247323982,300.004412101652,300.001081854865,300.001336759516
685,357.92,357.61,357.98,358.73,358.12,360.26,357.82,358.62,362.87,354.16,345.48,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.151643325519,423.433475515775,344.696859462175,311.083678657968,302.387176389647,300.496908246972,300.102913645404,300.021302586291,300.004423626766,300.001084836484,300.001339281043
686,357.87,357.57,357.95,358.71,358.09,360.24,357.79,358.61,363.04,354.42,345.92,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.251386464192,423.562502040462,344.774969560689,311.109233882638,302.393253448187,300.498197270849,300.103181124077,300.02135795419,300.004435174098,300.001087824141,300.001341807748
687,357.82,357.54,357.93,358.68,358.09,360.22,357.78,358.6,363.21,354.69,346.37,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.35097584009,423.691389505743,344.853073788715,311.134814466105,302.399340567963,300.499488699559,300.103449112119,300.021413427899,300.004446743695,300.001090817846,300.001344339641
688,357.79,357.52,357.92,358.67,358.07,360.21,357.78,358.6,363.31,354.88,346.66,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.450411776199,423.820138066651,344.931172020879,311.160420370325,302.405437757465,300.500782537407,300.103717610566,300.021469007637,300.004458335604,300.001093817614,300.001346876732
689,357.75,357.49,357.91,358.66,358.07,360.2,357.77,358.58,363.41,355.04,346.96,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.549694574647,423.948747894838,345.009264134546,311.186051557332,302.411545025135,300.502078788699,300.103986620456,300.021524693625,300.00446994987,300.001096823457,300.001349419033
690,357.72,357.47,357.9,358.64,358.05,360.2,357.76,358.58,363.5,355.23,347.27,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.648824561627,424.077219140925,345.087350004798,311.211707988861,302.417662379381,300.503377457748,300.104256142829,300.021580486083,300.004481586542,300.001099835387,300.001351966554
691,357.69,357.46,357.89,358.63,358.05,360.18,357.76,358.57,363.62,355.41,347.58,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.747802044047,424.205551971172,345.165429509313,311.23738962673,302.423789828565,300.504678548869,300.104526178725,300.021636385233,300.004493245665,300.001102853416,300.001354519305
692,357.65,357.43,357.87,358.62,358.04,360.18,357.75,358.57,363.75,355.62,347.87,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.846627331931,424.333746548585,345.243502525817,311.263096432621,302.429927380999,300.505982066378,300.104796729191,300.021692391296,300.004504927287,300.001105877557,300.001357077297
693,357.61,357.4,357.85,358.6,358.03,360.16,357.74,358.56,363.86,355.78,348.16,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,415.945300730177,424.461803039557,345.321568933046,311.288828368194,302.436075044969,300.507288014598,300.10506779527,300.021748504494,300.004516631454,300.001108907823,300.001359640541
694,357.58,357.39,357.85,358.59,358.02,360.15,357.74,358.55,363.97,355.97,348.45,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.04382256803,424.589721589297,345.399628607376,311.314585394788,302.442232828705,300.508596397852,300.105339378013,300.02180472505,300.004528358215,300.001111944226,300.001362209047
695,357.54,357.35,357.83,358.57,358.02,360.14,357.72,358.54,364.13,356.22,348.87,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.142193132019,424.717502378436,345.477681430428,311.340367474039,302.448400740401,300.509907220468,300.105611478469,300.021861053188,300.004540107615,300.001114986778,300.001364782827
696,357.48,357.32,357.81,358.55,358,360.12,357.72,358.53,364.29,356.48,349.28,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.240412742978,424.845145557843,345.555727280375,311.366222301978,302.454578788207,300.511220486776,300.105884097691,300.02191748913,300.004551879703,300.001118035494,300.001367361891
697,357.46,357.3,357.8,358.54,358,360.12,357.71,358.52,364.4,356.66,349.55,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.338481705277,424.972651291752,345.633766037647,311.392160109409,302.460766980228,300.512536201109,300.106157236733,300.021974033103,300.004563674526,300.001121090384,300.001369946249
698,357.42,357.27,357.79,358.54,357.98,360.1,357.7,358.52,364.49,356.85,349.83,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.436400325522,425.100019741534,345.711797582808,311.418123126112,302.466965324531,300.513854367805,300.106430896654,300.02203068533,300.004575492132,300.001124151462,300.001372535914
699,357.38,357.25,357.79,358.52,357.98,360.1,357.7,358.51,364.59,357.02,350.1,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.534168907671,425.227251070157,345.789821797158,311.444111312467,302.473173829138,300.515174991203,300.106705078511,300.022087446036,300.004587332568,300.001127218741,300.001375130895
700,357.35,357.24,357.77,358.5,357.97,360.09,357.7,358.5,364.68,357.18,350.37,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.631787761246,425.354345435376,345.867838561762,311.470124628737,302.479392502025,300.516498075645,300.106979783366,300.022144315448,300.004599195882,300.001130292233,300.001377731203
701,357.31,357.21,357.76,358.48,357.96,360.08,357.68,358.49,364.78,357.36,350.64,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.729257188241,425.481303000319,345.945847758908,311.496163035146,302.48562135113,300.517823625477,300.107255012283,300.022201293792,300.004611082122,300.001133371952,300.00138033685
702,357.27,357.19,357.75,358.47,357.95,360.07,357.68,358.49,364.87,357.54,350.9,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.826577492959,425.608123925538,346.023849271068,311.522226491836,302.491860384348,300.519151645047,300.107530766327,300.022258381295,300.004622991336,300.001136457909,300.001382947846
703,357.24,357.15,357.73,358.46,357.94,360.05,357.66,358.48,364.97,357.71,351.16,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,416.923748977295,425.734808373148,346.101842981377,311.548314958873,302.498109609525,300.520482138707,300.107807046566,300.022315578184,300.004634923573,300.001139550119,300.001385564202
704,357.18,357.12,357.71,358.45,357.93,360.05,357.65,358.48,365.1,357.95,351.55,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,417.020771947888,425.861356500119,346.1798287728,311.574428396222,302.504369034469,300.521815110809,300.108083854069,300.022372884687,300.004646878881,300.001142648593,300.001388185929
705,357.13,357.08,357.69,358.44,357.91,360.04,357.63,358.47,365.22,358.18,351.92,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,417.117646700581,425.987768472267,346.257806529973,311.600566763832,302.510638666943,300.523150565712,300.108361189909,300.022430301033,300.004658857308,300.001145753344,300.001390813038
706,357.08,357.04,357.67,358.41,357.88,360.03,357.62,358.46,365.31,358.35,352.17,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,417.214373537323,426.114044449184,346.335776137203,311.626730021543,302.516918514669,300.524488507774,300.10863905516,300.022487827452,300.004670858902,300.001148864387,300.001393445541
707,357.05,357.02,357.65,358.4,357.88,360.02,357.62,358.46,365.41,358.5,352.41,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,417.310952760346,426.240184589819,346.413737479139,311.652918129113,302.52320858532,300.525828941357,300.108917450897,300.022545464171,300.004682883712,300.001151981733,300.001396083448
708,357.01,356.99,357.65,358.39,357.88,360.01,357.61,358.46,365.51,358.65,352.66,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,417.407384662988,426.366189059782,346.491690441915,311.679131046285,302.529508886532,300.527171870825,300.109196378201,300.022603211422,300.004694931788,300.001155105396,300.00139872677
