Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,369.75,370.35,371.85,373.42,373.57,376.8,375.06,375.95,369.51,316.75,,,,,,,,,,,,,,,,,,,,,,
1,369.73,370.28,371.82,373.43,373.61,376.84,375.09,375.95,369.33,316.67,0,,,,,,,,,,,0,,,,,,,,,,
2,369.72,370.23,371.78,373.46,373.69,376.88,375.14,375.94,369.06,316.56,0,,,,,,,,,,,0,,,,,,,,,,
3,369.72,370.2,371.72,373.51,373.78,376.92,375.18,375.94,368.98,316.44,0,,,,,,,,,,,0,,,,,,,,,,
4,369.72,370.21,371.69,373.52,373.84,376.94,375.21,375.92,369.06,316.39,0,,,,,,,,,,,0,,,,,,,,,,
5,369.74,370.21,371.67,373.55,373.89,376.98,375.23,375.91,369.12,316.33,0,,,,,,,,,,,0,,,,,,,,,,
6,369.73,370.2,371.64,373.57,373.92,377.02,375.25,375.9,369.17,316.3,0,,,,,,,,,,,0,,,,,,,,,,
7,369.74,370.2,371.64,373.57,373.94,377.05,375.25,375.89,369.17,316.27,0,,,,,,,,,,,0,,,,,,,,,,
8,369.73,370.18,371.63,373.58,373.94,377.06,375.26,375.86,369.14,316.25,0,,,,,,,,,,,0,,,,,,,,,,
9,369.72,370.16,371.64,373.57,373.93,377.07,375.25,375.82,369.07,316.2,0,,,,,,,,,,,0,,,,,,,,,,
10,369.69,370.15,371.65,373.57,373.91,377.05,375.23,375.8,369.06,316.17,0,,,,,,,,,,,0,,,,,,,,,,
11,369.66,370.12,371.68,373.56,373.87,377.02,375.19,375.78,369.05,316.1,0,,,,,,,,,,,0,,,,,,,,,,
12,369.64,370.08,371.69,373.56,373.82,376.99,375.13,375.76,369.06,316.02,0,,,,,,,,,,,0,,,,,,,,,,
13,369.61,370.06,371.7,373.57,373.81,376.97,375.11,375.73,369.16,315.98,0,,,,,,,,,,,0,,,,,,,,,,
14,369.58,370.04,371.69,373.57,373.79,376.95,375.07,375.72,369.25,315.94,0,,,,,,,,,,,0,,,,,,,,,,
15,369.56,370.01,371.7,373.58,373.79,376.95,375.07,375.72,369.44,315.96,0,,,,,,,,,,,0,,,,,,,,,,
16,369.52,369.98,371.7,373.59,373.78,376.95,375.06,375.71,369.73,316,0,,,,,,,,,,,0,,,,,,,,,,
17,369.49,369.95,371.7,373.59,373.78,376.94,375.05,375.71,369.93,316.06,0,,,,,,,,,,,0,,,,,,,,,,
18,369.46,369.93,371.7,373.6,373.78,376.92,375.05,375.73,370.07,316.11,0,,,,,,,,,,,0,,,,,,,,,,
19,369.43,369.9,371.7,373.59,373.79,376.9,375.04,375.74,370.16,316.16,0,,,,,,,,,,,0,,,,,,,,,,
20,369.4,369.88,371.71,373.61,373.8,376.89,375.02,375.74,370.09,316.2,0,,,,,,,,,,,0,,,,,,,,,,
21,369.36,369.84,371.7,373.64,373.81,376.87,374.99,375.72,369.83,316.2,0,,,,,,,,,,,0,,,,,,,,,,
