Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,366.23,369.51,372.04,373.71,373.59,376.26,374.72,376.49,375.83,360.02,,,,,,,,,,,,,,,,,,,,,,
1,366.21,369.48,372.02,373.71,373.59,376.27,374.73,376.54,375.86,359.97,0,,,,,,,,,,,0,,,,,,,,,,
2,366.2,369.46,372.01,373.71,373.59,376.27,374.75,376.61,375.89,359.97,0,,,,,,,,,,,0,,,,,,,,,,
3,366.17,369.45,371.99,373.71,373.59,376.28,374.78,376.66,375.87,359.97,0,,,,,,,,,,,0,,,,,,,,,,
4,366.15,369.42,371.97,373.7,373.59,376.29,374.81,376.69,375.87,359.96,0,,,,,,,,,,,0,,,,,,,,,,
5,366.14,369.41,371.96,373.7,373.59,376.3,374.82,376.69,375.87,360,0,,,,,,,,,,,0,,,,,,,,,,
6,366.13,369.4,371.95,373.69,373.59,376.29,374.82,376.69,375.9,360.06,0,,,,,,,,,,,0,,,,,,,,,,
7,366.11,369.38,371.94,373.69,373.59,376.31,374.84,376.67,375.92,360.07,0,,,,,,,,,,,0,,,,,,,,,,
8,366.1,369.36,371.93,373.69,373.6,376.32,374.85,376.65,375.93,360.08,0,,,,,,,,,,,0,,,,,,,,,,
9,366.07,369.34,371.92,373.69,373.6,376.34,374.85,376.64,375.93,360.08,0,,,,,,,,,,,0,,,,,,,,,,
10,366.05,369.33,371.91,373.68,373.61,376.34,374.87,376.62,375.94,360.06,0,,,,,,,,,,,0,,,,,,,,,,
11,366.03,369.3,371.91,373.68,373.6,376.35,374.88,376.62,375.95,360.04,0,,,,,,,,,,,0,,,,,,,,,,
12,365.99,369.27,371.89,373.67,373.6,376.35,374.91,376.62,375.96,360.01,0,,,,,,,,,,,0,,,,,,,,,,
13,365.95,369.25,371.86,373.67,373.6,376.37,374.94,376.59,376,359.98,0,,,,,,,,,,,0,,,,,,,,,,
14,365.93,369.22,371.85,373.67,373.6,376.38,374.96,376.56,376.01,359.96,0,,,,,,,,,,,0,,,,,,,,,,
15,365.91,369.21,371.85,373.66,373.6,376.39,374.96,376.52,376.03,359.96,0,,,,,,,,,,,0,,,,,,,,,,
16,365.89,369.19,371.84,373.66,373.59,376.41,374.97,376.49,376.07,360.01,0,,,,,,,,,,,0,,,,,,,,,,
17,365.88,369.17,371.84,373.66,373.61,376.42,374.99,376.49,376.1,360.07,0,,,,,,,,,,,0,,,,,,,,,,
