Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.82,364.74,367.96,370.09,370.04,372.48,370.49,371.86,371.13,356.89,,,,,,,,,,,,,,,,,,,,,,
1,359.79,364.71,367.96,370.08,370.04,372.47,370.5,371.85,371.14,356.88,0,,,,,,,,,,,0,,,,,,,,,,
2,359.77,364.68,367.95,370.08,370.03,372.48,370.52,371.84,371.17,356.89,0,,,,,,,,,,,0,,,,,,,,,,
3,359.75,364.65,367.93,370.08,370.03,372.47,370.52,371.84,371.17,356.91,0,,,,,,,,,,,0,,,,,,,,,,
4,359.72,364.64,367.92,370.08,370.02,372.47,370.52,371.86,371.15,356.95,0,,,,,,,,,,,0,,,,,,,,,,
5,359.71,364.61,367.92,370.08,370.01,372.46,370.51,371.87,371.12,356.98,0,,,,,,,,,,,0,,,,,,,,,,
6,359.69,364.59,367.91,370.08,370.02,372.47,370.52,371.88,371.13,356.97,0,,,,,,,,,,,0,,,,,,,,,,
7,359.67,364.58,367.9,370.07,370.02,372.48,370.54,371.89,371.16,356.97,0,,,,,,,,,,,0,,,,,,,,,,
8,359.66,364.57,367.89,370.06,370.02,372.46,370.56,371.88,371.19,356.95,0,,,,,,,,,,,0,,,,,,,,,,
9,359.63,364.54,367.88,370.06,370.01,372.46,370.58,371.86,371.24,356.88,0,,,,,,,,,,,0,,,,,,,,,,
10,359.6,364.5,367.86,370.06,370.01,372.47,370.57,371.87,371.3,356.79,0,,,,,,,,,,,0,,,,,,,,,,
11,359.58,364.49,367.84,370.05,370,372.47,370.56,371.88,371.34,356.76,0,,,,,,,,,,,0,,,,,,,,,,
12,359.55,364.47,367.84,370.05,369.99,372.47,370.55,371.87,371.36,356.75,0,,,,,,,,,,,0,,,,,,,,,,
13,359.54,364.45,367.83,370.05,370,372.47,370.55,371.84,371.37,356.77,0,,,,,,,,,,,0,,,,,,,,,,
14,359.52,364.44,367.81,370.05,369.99,372.48,370.54,371.83,371.38,356.8,0,,,,,,,,,,,0,,,,,,,,,,
15,359.51,364.41,367.82,370.05,369.99,372.48,370.54,371.86,371.41,356.84,0,,,,,,,,,,,0,,,,,,,,,,
16,359.49,364.4,367.8,370.05,369.99,372.48,370.52,371.88,371.43,356.87,0,,,,,,,,,,,0,,,,,,,,,,
17,359.47,364.38,367.79,370.05,369.98,372.48,370.53,371.88,371.45,356.9,0,,,,,,,,,,,0,,,,,,,,,,
18,359.44,364.34,367.78,370.03,369.98,372.48,370.52,371.86,371.43,356.91,0,,,,,,,,,,,0,,,,,,,,,,
