Time,TC1_tip,TC_9_5,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
398,361.04,342.95,360.6,350.52,163.68,64.25,54.22,359.96,359.43,243.38,110.25,26.26,27.41,359.61,372.809130427737,401.239404350456,375.938880477783,343.264821741522,321.805031044553,310.4526488885,304.934730325897,302.342853954116,301.222732675938,301.011321071167,301.217548827796,0.084,25900,90,0.98
399,360.97,344.17,360.56,350.48,163.97,64.46,54.29,359.91,359.36,243.34,110.53,26.26,27.4,359.57,372.965980376749,401.419106711617,376.108112279527,343.38336051501,321.872623250553,310.486878864793,304.951197106295,302.350806557793,301.227127601258,301.015096267452,301.221324024081,0.084,25900,90,0.98
400,360.89,345.44,360.52,350.45,164.34,64.77,54.39,359.88,359.24,243.29,110.98,26.25,27.41,359.54,373.122572569176,401.598538230163,376.277194941412,343.501890067019,321.940261903631,310.521149970678,304.96768773363,302.358771844036,301.231530432421,301.018878565536,301.225106322164,0.084,25900,90,0.98
401,360.85,346.75,360.5,350.39,164.78,65.15,54.53,359.85,359.19,243.3,111.53,26.25,27.4,359.53,373.278907561001,401.777699413618,376.446128459594,343.620410088503,322.00794681275,310.5554621741,304.984202225345,302.366749830127,301.23594118045,301.022667974889,301.228895731517,0.084,25900,90,0.98
402,360.82,347.61,360.46,350.27,165.21,65.56,54.7,359.8,359.16,243.38,112.01,26.26,27.41,359.51,373.434985911454,401.956590760222,376.614912828931,343.738920271389,322.075677786825,310.589815442633,305.000740598736,302.374740533329,301.240359856382,301.026464504999,301.232692261628,0.084,25900,90,0.98
403,360.8,348.32,360.42,350.12,165.6,65.96,54.88,359.75,359.15,243.49,112.51,26.26,27.41,359.5,373.590808175533,402.135212771555,376.783548046683,343.857420309314,322.143454634835,310.624209743488,305.017302870962,302.382743970892,301.244786471271,301.030268165376,301.236495922005,0.084,25900,90,0.98
404,360.77,349.47,360.37,350.02,166.02,66.4,55.09,359.72,359.14,243.68,113.03,26.26,27.4,359.48,373.746374905618,402.313565949875,376.952034111855,343.975909897543,322.211277165837,310.65864504352,305.033889059039,302.390760160053,301.249221036186,301.034078965547,301.240306722175,0.084,25900,90,0.98
405,360.72,350.73,360.28,349.98,166.67,67.01,55.44,359.65,359.13,243.89,113.44,26.27,27.41,359.43,373.901686654286,402.491650793348,377.12037102364,344.094388732602,322.279145188883,310.693121309215,305.050499179839,302.398789118028,301.25366356221,301.037896915058,301.244124671687,0.084,25900,90,0.98
406,360.68,351.3,360.19,349.99,167.23,67.63,55.82,359.6,359.12,244.03,113.6,26.27,27.41,359.38,374.05674397387,402.669467796792,377.288558781591,344.212856512287,322.347058513049,310.727638506706,305.067133250096,302.406830862022,301.258114060442,301.041722023476,301.247949780105,0.084,25900,90,0.98
407,360.67,351.71,360.15,350.0,167.52,68.02,56.1,359.56,359.12,244.24,113.84,26.27,27.41,359.34,374.211547411329,402.847017460433,377.456597388433,344.331312936327,322.415016947541,310.762196601769,305.083791286395,302.41488540922,301.262572541995,301.045554300387,301.251782057015,0.084,25900,90,0.98
408,360.66,351.99,360.09,350.03,167.74,68.4,56.4,359.51,359.11,244.42,113.97,26.27,27.41,359.32,374.366097516417,403.024300276051,377.62448684564,344.449757705348,322.48302030152,310.796795559818,305.100473305181,302.422952776793,301.267039017998,301.049393755393,301.255621512022,0.084,25900,90,0.98
409,360.66,352.38,360.06,350.09,167.95,68.8,56.71,359.46,359.1,244.62,114.15,26.26,27.41,359.31,374.520394834416,403.201316739189,377.792227157309,344.568190521794,322.551068384283,310.831435345924,305.117179322755,302.431032981893,301.271513499593,301.053240398119,301.259468154748,0.084,25900,90,0.98
