Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
580,359.31,358.71,359.64,360.4,359.59,361.4,358.75,359.5,357.6,363.91,336.39,403.749233281606,409.073343608484,336.494304384046,308.548514268715,301.803879708834,300.374006414077,300.077446289069,300.016032132492,300.003325524494,300.000802228083,300.00110066255,0.1575,25900,100,0.98
581,359.26,358.62,359.56,360.33,359.53,361.37,358.71,359.52,357.7,366.43,336.19,403.866940204857,409.218228584338,336.572182655415,308.57122300549,301.808945817466,300.375067139119,300.077665865394,300.016077565886,300.003334975096,300.000804646713,300.001102700776,0.1575,25900,100,0.98
582,359.2,358.54,359.49,360.29,359.48,361.34,358.68,359.53,357.81,367.15,336.08,403.984456348957,409.362959254061,336.650070040023,308.593960231421,301.814020978347,300.376129892736,300.077885864548,300.016123086865,300.003344444058,300.000807070365,300.001104743317,0.1575,25900,100,0.98
583,359.16,358.48,359.41,360.24,359.43,361.32,358.64,359.53,357.94,367.87,336.04,404.10178212789,409.507535769565,336.727966356505,308.616725919008,301.819105203526,300.377194679119,300.078106287461,300.016168695622,300.003353931422,300.000809499051,300.001106790183,0.1575,25900,100,0.98
584,359.14,358.43,359.34,360.19,359.39,361.29,358.62,359.5,358.03,369.14,336.02,404.218917943066,409.65195829118,336.805871424967,308.639520040588,301.82419850502,300.378261502462,300.078327135063,300.016214392351,300.003363437228,300.000811932781,300.001108841382,0.1575,25900,100,0.98
585,359.12,358.38,359.29,360.12,359.34,361.25,358.6,359.44,358.09,369.57,336.03,404.335864207558,409.79622697002,336.883785065316,308.662342568276,301.829300894808,300.379330366969,300.078548408289,300.016260177249,300.003372961517,300.000814371566,300.001110896924,0.1575,25900,100,0.98
586,359.1,358.32,359.25,360.09,359.31,361.23,358.58,359.4,358.13,369.65,336.06,404.452621322035,409.940341965535,336.961707098933,308.685193474025,301.834412384837,300.380401276848,300.078770108075,300.016306050511,300.003382504331,300.000816815418,300.001112956818,0.1575,25900,100,0.98
587,359.07,358.26,359.21,360.04,359.28,361.21,358.59,359.36,358.16,370.01,336.12,404.569189705568,410.084303423352,337.039637346505,308.708072729542,301.839532987013,300.381474236316,300.078992235359,300.016352012334,300.00339206571,300.000819264347,300.001115021074,0.1575,25900,100,0.98
588,359.02,358.18,359.15,359.98,359.22,361.17,358.59,359.33,358.2,370.89,336.26,404.685569755294,410.228111503987,337.117575630846,308.730980306418,301.844662713215,300.382549249594,300.079214791083,300.016398062914,300.003401645698,300.000821718364,300.001117089701,0.1575,25900,100,0.98
589,358.95,358.14,359.08,359.91,359.16,361.13,358.59,359.32,358.23,372.01,336.46,404.80176187271,410.37176636434,337.195521775064,308.753916176028,301.849801575279,300.38362632091,300.079437776189,300.016444202448,300.003411244335,300.000824177481,300.001119162708,0.1575,25900,100,0.98
590,358.93,358.13,359.05,359.87,359.14,361.11,358.6,359.32,358.27,372.78,336.61,404.917766465224,410.515268156125,337.273475602459,308.776880309559,301.854949585009,300.384705454502,300.079661191623,300.016490431136,300.003420861663,300.000826641708,300.001121240105,0.1575,25900,100,0.98
591,358.91,358.13,359.01,359.84,359.11,361.09,358.59,359.32,358.33,373.64,336.75,405.033583929921,410.658617038106,337.351436937634,308.799872678033,301.860106754171,300.385786654609,300.079885038333,300.016536749175,300.003430497723,300.000829111057,300.001123321901,0.1575,25900,100,0.98
592,358.89,358.12,359.0,359.79,359.08,361.06,358.57,359.31,358.41,374.88,336.88,405.149214676713,410.801813158887,337.429405604875,308.822893252248,301.865273094492,300.38686992548,300.080109317269,300.016583156764,300.003440152558,300.000831585539,300.001125408107,0.1575,25900,100,0.98
593,358.88,358.09,358.97,359.74,359.05,361.03,358.55,359.3,358.5,376.12,337.01,405.264659094098,410.944856681976,337.507381430586,308.845942002891,301.870448617666,300.387955271368,300.080334029385,300.016629654104,300.00344982621,300.000834065166,300.00112749873,0.1575,25900,100,0.98
594,358.86,358.09,358.95,359.72,359.02,361.0,358.53,359.29,358.61,376.39,337.14,405.379917589234,411.087747756742,337.585364240433,308.86901890041,301.875633335349,300.389042696535,300.080559175635,300.016676241392,300.003459518722,300.000836549947,300.001129593782,0.1575,25900,100,0.98
595,358.85,358.08,358.95,359.69,358.99,360.99,358.52,359.27,358.71,376.35,337.28,405.494990555921,411.230486541365,337.663353861609,308.892123915111,301.880827259157,300.390132205246,300.080784756976,300.016722918832,300.003469230134,300.000839039895,300.001131693271,0.1575,25900,100,0.98
596,358.83,358.07,358.93,359.66,358.96,360.97,358.51,359.27,358.81,376.05,337.43,405.609878393465,411.373073189422,337.741350121505,308.915257017118,301.886030400673,300.391223801776,300.08101077437,300.016769686623,300.003478966512,300.000841535021,300.001133797207,0.1575,25900,100,0.98
597,358.81,358.07,358.93,359.63,358.93,360.94,358.49,359.25,358.95,376.3,337.7,405.724581492952,411.515507859939,337.819352848657,308.93841817638,301.891242771436,300.392317490403,300.081237228777,300.016816544968,300.003488724172,300.000844035337,300.0011359056,0.1575,25900,100,0.98
598,358.79,358.09,358.92,359.61,358.9,360.92,358.47,359.25,359.07,376.94,337.98,405.839100245442,411.657790711083,337.89736187223,308.961607362699,301.896464382955,300.393413275411,300.081464121163,300.016863494067,300.003498500908,300.000846540853,300.001138018459,0.1575,25900,100,0.98
599,358.77,358.09,358.91,359.59,358.88,360.9,358.46,359.25,359.15,377.68,338.21,405.95343505874,411.799921888192,337.975377020724,308.984824545634,301.901695246691,300.394511161094,300.081691452495,300.016910534125,300.003508296762,300.000849051581,300.001140135794,0.1575,25900,100,0.98
600,358.76,358.1,358.89,359.57,358.87,360.88,358.45,359.24,359.24,377.87,338.47,406.067586312748,411.941901556268,338.053398125238,309.008069694665,301.906935374075,300.395611151747,300.081919223742,300.016957665345,300.003518111777,300.000851567533,300.001142257615,0.1575,25900,100,0.98
601,358.75,358.1,358.88,359.53,358.86,360.86,358.43,359.23,359.31,377.85,338.75,406.181554398149,412.083729871917,338.131425016669,309.031342779066,301.912184776494,300.396713251673,300.082147435876,300.01700488793,300.003527945997,300.000854088719,300.001144383931,0.1575,25900,100,0.98
602,358.74,358.1,358.86,359.51,358.84,360.83,358.42,359.23,359.41,377.86,339.05,406.295339705971,412.225406990501,338.209457526481,309.05464376795,301.9174434653,300.397817465184,300.082376089872,300.017052202084,300.003537799464,300.000856615152,300.001146514753,0.1575,25900,100,0.98
603,358.71,358.09,358.83,359.5,358.84,360.83,358.41,359.25,359.52,378.0,339.37,406.408942630017,412.366933064942,338.287495486462,309.07797263024,301.922711451801,300.398923796592,300.082605186706,300.017099608013,300.003547672221,300.000859146843,300.001148650089,0.1575,25900,100,0.98
604,358.7,358.07,358.81,359.46,358.82,360.81,358.4,359.24,359.64,378.69,339.71,406.525274801153,412.506151218419,338.36531828655,309.101318844395,301.927988141203,300.400032441256,300.082834745618,300.017147107178,300.003557565398,300.000861683985,300.001150790097,0.1575,25900,100,0.98
605,358.68,358.06,358.8,359.45,358.81,360.79,358.4,359.24,359.78,379.57,340.04,406.6454095429,412.642255308165,338.442840494443,309.124678009279,301.933273267224,300.401143468047,300.083064773373,300.017194700092,300.003567479419,300.000864226653,300.001152934834,0.1575,25900,100,0.98
606,358.64,358.03,358.78,359.42,358.8,360.78,358.39,359.25,359.96,380.01,340.52,406.76535584416,412.778198266376,338.520362540184,309.148064268537,301.938567649557,300.402256616938,300.083295245521,300.017242385175,300.003577412831,300.000866774606,300.00115508411,0.1575,25900,100,0.98
607,358.6,358.0,358.74,359.41,358.79,360.77,358.38,359.25,360.13,380.39,340.99,406.885114086143,412.913980285794,338.597884255967,309.171477587261,301.943871298842,300.403371892183,300.083526163034,300.01729016263,300.003587365678,300.000869327856,300.001157237934,0.1575,25900,100,0.98
608,358.57,357.98,358.73,359.38,358.78,360.75,358.38,359.24,360.24,380.81,341.29,407.004684649276,413.049601558798,338.67540547465,309.194917930385,301.949184225676,300.404489298044,300.083757526886,300.017338032662,300.003597338003,300.000871886414,300.001159396316,0.1575,25900,100,0.98
609,358.54,357.96,358.71,359.37,358.78,360.74,358.38,359.23,360.36,381.25,341.58,407.095174160328,413.206641067665,338.755174085951,309.218496963089,301.954513275864,300.405607031833,300.083989171167,300.017385985361,300.003607319366,300.000874448558,300.001161557879,0.1575,25900,100,0.98
610,358.51,357.93,358.68,359.36,358.76,360.73,358.37,359.22,360.47,381.52,341.88,407.207641160488,413.347008257222,338.833232109134,309.242019133249,301.95984658383,300.406728313031,300.084221395352,300.017434039401,300.00361732841,300.000877017383,300.001163725099,0.1575,25900,100,0.98
611,358.47,357.91,358.67,359.34,358.75,360.72,358.37,359.22,360.58,381.84,342.16,407.319928543574,413.487225615252,338.91129418077,309.265568909301,301.965189276985,300.407851746648,300.084454070243,300.017482186869,300.003627357095,300.000879591558,300.001165896914,0.1575,25900,100,0.98
612,358.43,357.89,358.65,359.33,358.73,360.72,358.36,359.21,360.68,382.31,342.44,407.43203668967,413.627293299536,338.989360138878,309.28914625874,301.970541366266,300.408977337049,300.084687196839,300.017530427975,300.003637405465,300.000882171097,300.001168073332,0.1575,25900,100,0.98
613,358.4,357.86,358.64,359.32,358.73,360.7,358.35,359.2,360.79,382.66,342.75,407.543965978073,413.767063617466,339.06742982213,309.312751148926,301.975902862577,300.410105088605,300.08492077614,300.01757876293,300.003647473564,300.00088475601,300.001170254365,0.1575,25900,100,0.98
614,358.39,357.85,358.63,359.3,358.71,360.69,358.35,359.19,360.87,383.05,343.05,407.655716787191,413.906570151679,339.145503069762,309.336383547049,301.981273776774,300.411235005692,300.08515480915,300.017627191943,300.003657561437,300.00088734631,300.001172440022,0.1575,25900,100,0.98
615,358.33,357.81,358.59,359.29,358.7,360.68,358.34,359.19,361.02,383.55,343.54,407.767289493382,414.045926537048,339.223579721749,309.36004342017,301.986654119673,300.41236709269,300.085389296875,300.017675715227,300.003667669129,300.000889942008,300.001174630314,0.1575,25900,100,0.98
