Time,TC1_tip,TC_9_5,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
506,361.2,359.64,359.98,350.91,168.17,74.08,64.17,360.0,359.0,249.6,117.38,26.42,28.79,359.79,388.394382604629,419.03680950385,393.335215298975,355.96070924854,329.342838159364,314.379437546912,306.853475443447,303.278243646164,301.745086806665,301.46183889088,301.668066647509,0.084,25900,90,0.98
507,361.05,360.46,359.96,350.69,168.23,74.18,64.17,359.97,358.94,249.61,117.81,26.42,28.78,359.74,388.526608791848,419.187836858049,393.488178572375,356.07679170216,329.414476335902,314.417874857373,306.87259780361,303.287658600434,301.750395970147,301.466433992447,301.672661749075,0.084,25900,90,0.98
508,360.93,361.07,359.95,350.53,168.53,74.37,64.19,359.94,358.9,249.64,118.14,26.42,28.78,359.69,388.658628841401,419.338638650459,393.640996293332,356.192838638627,329.486141447902,314.45634831211,306.891745144568,303.297087939745,301.755714242274,301.47103726057,301.677265017199,0.084,25900,90,0.98
509,360.8,361.58,359.92,350.36,169.1,74.77,64.26,359.88,358.88,249.62,118.49,26.43,28.77,359.59,388.790443172274,419.489215109625,393.793668542247,356.308849877655,329.557833322534,314.494857850927,306.910917468548,303.306531678463,301.761041634981,301.475648706162,301.68187646279,0.084,25900,90,0.98
510,360.71,361.86,359.88,350.3,169.64,75.19,64.37,359.82,358.88,249.62,118.7,26.42,28.77,359.51,388.922052201183,419.639566465506,393.946195400816,356.42482524019,329.629551787323,314.533403413459,306.93011477763,303.31598983092,301.766378160207,301.480268340144,301.686496096773,0.084,25900,90,0.98
511,360.66,362.15,359.84,350.29,170.04,75.46,64.45,359.77,358.88,249.65,119.05,26.42,28.77,359.45,389.053456344843,419.789692948058,394.098576950537,356.540764547983,329.701296670056,314.571984939151,306.949337073747,303.325462411407,301.771723829896,301.484896173454,301.691123930082,0.084,25900,90,0.98
512,360.63,362.37,359.81,350.33,170.46,75.8,64.57,359.74,358.88,249.75,119.55,26.41,28.77,359.4,389.184656017575,419.939594788427,394.250813274154,356.656667623978,329.773067798872,314.610602367281,306.96858435868,303.334949434175,301.777078656,301.489532217036,301.695759973665,0.084,25900,90,0.98
513,360.6,362.64,359.79,350.4,170.9,76.17,64.69,359.69,358.89,249.99,120.15,26.43,28.78,359.34,389.315651633677,420.089272217741,394.402904454208,356.772534291982,329.844865002202,314.649255636948,306.987856634065,303.344450913437,301.782442650473,301.49417648185,301.700404238479,0.084,25900,90,0.98
514,360.56,362.98,359.75,350.51,171.27,76.53,64.83,359.66,358.9,250.24,120.62,26.43,28.78,359.28,389.446443606875,420.238725467706,394.554850573453,356.888364376633,329.916688108731,314.687944687069,307.007153901387,303.353966863364,301.787815825276,301.498828978867,301.705056735495,0.084,25900,90,0.98
515,360.55,363.23,359.73,350.63,171.61,76.84,64.99,359.6,358.9,250.42,120.9,26.44,28.78,359.25,389.577032348294,420.387954771062,394.706651716075,357.004157703907,329.988536947555,314.726669456402,307.026476161984,303.36349729809,301.793198192376,301.503489719066,301.709717475695,0.084,25900,90,0.98
