Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
545,359.76,359.21,359.65,360.21,359.56,361.66,358.92,358.7,353.88,319.86,309.311771494272,326.603200520202,326.603200520202,326.603200520202,326.603200520202,326.603200520202,326.603200520202,326.603200520202,326.603200520202,326.603200520202,368.545705318493,0.1575,25900,3,0.76
546,359.79,359.28,359.68,360.24,359.58,361.68,359.06,358.98,354.41,319.86,309.355756217394,326.651103846066,326.651103846066,326.651103846066,326.651103846066,326.651103846066,326.651103846066,326.651103846066,326.651103846066,326.651103846066,368.593608644356,0.1575,25900,3,0.76
547,359.92,359.48,359.79,360.33,359.67,361.74,359.4,359.31,355.1,319.99,309.399737252638,326.699003747405,326.699003747405,326.699003747405,326.699003747405,326.699003747405,326.699003747405,326.699003747405,326.699003747405,326.699003747405,368.641508545695,0.1575,25900,3,0.76
548,360.04,359.64,359.88,360.45,359.75,361.85,359.66,359.61,355.58,320.16,309.443714599651,326.746900223729,326.746900223729,326.746900223729,326.746900223729,326.746900223729,326.746900223729,326.746900223729,326.746900223729,326.746900223729,368.68940502202,0.1575,25900,3,0.76
549,360.18,359.8,359.99,360.58,359.86,361.98,359.91,359.91,356.03,320.38,309.48768825808,326.794793274551,326.794793274551,326.794793274551,326.794793274551,326.794793274551,326.794793274551,326.794793274551,326.794793274551,326.794793274551,368.737298072841,0.1575,25900,3,0.76
550,360.31,359.98,360.09,360.72,359.98,362.11,360.16,360.21,356.44,320.64,309.531658227572,326.842682899381,326.842682899381,326.842682899381,326.842682899381,326.842682899381,326.842682899381,326.842682899381,326.842682899381,326.842682899381,368.785187697672,0.1575,25900,3,0.76
551,360.45,360.13,360.21,360.81,360.12,362.21,360.39,360.39,356.82,320.92,309.575624507773,326.890569097732,326.890569097732,326.890569097732,326.890569097732,326.890569097732,326.890569097732,326.890569097732,326.890569097732,326.890569097732,368.833073896022,0.1575,25900,3,0.76
552,360.6,360.3,360.32,360.96,360.25,362.34,360.63,360.61,357.14,321.22,309.619587098333,326.938451869115,326.938451869115,326.938451869115,326.938451869115,326.938451869115,326.938451869115,326.938451869115,326.938451869115,326.938451869115,368.880956667406,0.1575,25900,3,0.76
553,360.74,360.47,360.42,361.11,360.38,362.49,360.87,360.86,357.42,321.5,309.663545998898,326.986331213042,326.986331213042,326.986331213042,326.986331213042,326.986331213042,326.986331213042,326.986331213042,326.986331213042,326.986331213042,368.928836011332,0.1575,25900,3,0.76
554,360.89,360.62,360.53,361.27,360.53,362.63,361.12,361.11,357.68,321.81,309.707501209116,327.034207129024,327.034207129024,327.034207129024,327.034207129024,327.034207129024,327.034207129024,327.034207129024,327.034207129024,327.034207129024,368.976711927315,0.1575,25900,3,0.76
555,361.09,360.82,360.67,361.42,360.72,362.77,361.46,361.37,358.01,322.21,309.751452728634,327.082079616575,327.082079616575,327.082079616575,327.082079616575,327.082079616575,327.082079616575,327.082079616575,327.082079616575,327.082079616575,369.024584414865,0.1575,25900,3,0.76
556,361.28,361.0,360.83,361.52,360.93,362.86,361.76,361.58,358.29,322.58,309.795400557101,327.129948675205,327.129948675205,327.129948675205,327.129948675205,327.129948675205,327.129948675205,327.129948675205,327.129948675205,327.129948675205,369.072453473495,0.1575,25900,3,0.76
557,361.41,361.1,360.93,361.67,361.06,362.97,361.93,361.87,358.47,322.81,309.839344694165,327.177814304427,327.177814304427,327.177814304427,327.177814304427,327.177814304427,327.177814304427,327.177814304427,327.177814304427,327.177814304427,369.120319102718,0.1575,25900,3,0.76
558,361.54,361.2,361.01,361.82,361.19,363.1,362.07,362.12,358.61,323.03,309.883285139473,327.225676503754,327.225676503754,327.225676503754,327.225676503754,327.225676503754,327.225676503754,327.225676503754,327.225676503754,327.225676503754,369.168181302044,0.1575,25900,3,0.76
559,361.67,361.27,361.1,361.95,361.31,363.23,362.19,362.35,358.71,323.24,309.927221892675,327.273535272697,327.273535272697,327.273535272697,327.273535272697,327.273535272697,327.273535272697,327.273535272697,327.273535272697,327.273535272697,369.216040070987,0.1575,25900,3,0.76
560,361.79,361.35,361.18,362.09,361.42,363.35,362.32,362.57,358.77,323.45,309.971154953419,327.32139061077,327.32139061077,327.32139061077,327.32139061077,327.32139061077,327.32139061077,327.32139061077,327.32139061077,327.32139061077,369.263895409061,0.1575,25900,3,0.76
561,361.89,361.44,361.23,362.21,361.53,363.46,362.43,362.77,358.8,323.65,310.015084321352,327.369242517486,327.369242517486,327.369242517486,327.369242517486,327.369242517486,327.369242517486,327.369242517486,327.369242517486,327.369242517486,369.311747315776,0.1575,25900,3,0.76
562,361.98,361.52,361.29,362.32,361.63,363.57,362.53,362.96,358.87,323.86,310.059009996125,327.417090992355,327.417090992355,327.417090992355,327.417090992355,327.417090992355,327.417090992355,327.417090992355,327.417090992355,327.417090992355,369.359595790645,0.1575,25900,3,0.76
563,362.07,361.61,361.34,362.39,361.73,363.64,362.64,363.08,359.03,324.1,310.102931977385,327.464936034893,327.464936034893,327.464936034893,327.464936034893,327.464936034893,327.464936034893,327.464936034893,327.464936034893,327.464936034893,369.407440833183,0.1575,25900,3,0.76
564,362.19,361.67,361.42,362.49,361.87,363.75,362.8,363.25,359.36,324.48,310.146850264781,327.512777644611,327.512777644611,327.512777644611,327.512777644611,327.512777644611,327.512777644611,327.512777644611,327.512777644611,327.512777644611,369.455282442901,0.1575,25900,3,0.76
565,362.3,361.72,361.46,362.59,362.0,363.84,362.95,363.39,359.76,324.87,310.190764857963,327.560615821022,327.560615821022,327.560615821022,327.560615821022,327.560615821022,327.560615821022,327.560615821022,327.560615821022,327.560615821022,369.503120619313,0.1575,25900,3,0.76
566,362.38,361.77,361.5,362.68,362.09,363.93,363.06,363.52,360.03,325.14,310.234675756579,327.608450563641,327.608450563641,327.608450563641,327.608450563641,327.608450563641,327.608450563641,327.608450563641,327.608450563641,327.608450563641,369.550955361932,0.1575,25900,3,0.76
567,362.45,361.81,361.54,362.76,362.17,364.01,363.16,363.6,360.27,325.4,310.27858296028,327.65628187198,327.65628187198,327.65628187198,327.65628187198,327.65628187198,327.65628187198,327.65628187198,327.65628187198,327.65628187198,369.598786670271,0.1575,25900,3,0.76
568,362.52,361.87,361.57,362.82,362.24,364.11,363.23,363.66,360.48,325.68,310.322486468714,327.704109745553,327.704109745553,327.704109745553,327.704109745553,327.704109745553,327.704109745553,327.704109745553,327.704109745553,327.704109745553,369.646614543843,0.1575,25900,3,0.76
569,362.59,361.91,361.61,362.89,362.3,364.19,363.26,363.71,360.65,325.96,310.366386281532,327.751934183872,327.751934183872,327.751934183872,327.751934183872,327.751934183872,327.751934183872,327.751934183872,327.751934183872,327.751934183872,369.694438982162,0.1575,25900,3,0.76
570,362.65,361.96,361.65,362.95,362.37,364.29,363.26,363.79,360.79,326.27,310.410282398381,327.799755186452,327.799755186452,327.799755186452,327.799755186452,327.799755186452,327.799755186452,327.799755186452,327.799755186452,327.799755186452,369.742259984743,0.1575,25900,3,0.76
571,362.7,362.0,361.71,363.0,362.42,364.38,363.25,363.88,360.91,326.62,310.454174818913,327.847572752807,327.847572752807,327.847572752807,327.847572752807,327.847572752807,327.847572752807,327.847572752807,327.847572752807,327.847572752807,369.790077551097,0.1575,25900,3,0.76
572,362.76,362.06,361.77,363.02,362.46,364.43,363.21,363.89,361.02,326.98,310.498063542777,327.89538688245,327.89538688245,327.89538688245,327.89538688245,327.89538688245,327.89538688245,327.89538688245,327.89538688245,327.89538688245,369.83789168074,0.1575,25900,3,0.76
573,362.81,362.11,361.82,363.04,362.53,364.52,363.22,363.82,361.18,327.53,310.541948569624,327.943197574894,327.943197574894,327.943197574894,327.943197574894,327.943197574894,327.943197574894,327.943197574894,327.943197574894,327.943197574894,369.885702373185,0.1575,25900,3,0.76
574,362.86,362.17,361.87,363.04,362.58,364.6,363.24,363.78,361.33,328.06,310.585829899103,327.991004829656,327.991004829656,327.991004829656,327.991004829656,327.991004829656,327.991004829656,327.991004829656,327.991004829656,327.991004829656,369.933509627946,0.1575,25900,3,0.76
575,362.89,362.19,361.91,363.07,362.61,364.65,363.23,363.84,361.41,328.37,310.629707530865,328.038808646247,328.038808646247,328.038808646247,328.038808646247,328.038808646247,328.038808646247,328.038808646247,328.038808646247,328.038808646247,369.981313444538,0.1575,25900,3,0.76
