time,ir_center,ir_bulk,ir_p95,ir_p99,ir_p25,ir_std,ir_grad,ir_area
1.0,372.8175048828125,371.3999938964844,375.739990234375,377.5491943359375,131.97999572753906,115.0593490600586,1.502471923828125,107055
2.0,372.94647216796875,371.6600036621094,376.0,377.7599792480469,132.87998962402344,114.8214111328125,1.713531494140625,107055
3.0,373.09716796875,371.739990234375,376.0999755859375,377.8399963378906,133.8199920654297,114.47753143310547,1.722808837890625,107055
4.0,373.4936828613281,371.67999267578125,375.91998291015625,377.6199951171875,134.79998779296875,114.06739807128906,1.206298828125,107055
5.0,373.85833740234375,371.7200012207031,375.8599853515625,377.41998291015625,135.5399932861328,113.79222106933594,0.8216552734375,107055
6.0,374.0028381347656,371.7799987792969,376.0,377.53997802734375,136.32998657226562,113.52832794189453,0.7171630859375,107055
7.0,374.1464538574219,371.8999938964844,376.1399841308594,377.6199951171875,136.86000061035156,113.3570556640625,0.7535400390625,107055
8.0,374.2083435058594,371.8199768066406,375.9599914550781,377.41998291015625,137.6999969482422,113.05296325683594,0.61163330078125,107055
9.0,374.11004638671875,371.739990234375,375.79998779296875,377.3399963378906,138.37998962402344,112.84004974365234,0.529937744140625,107055
10.0,373.95465087890625,371.67999267578125,375.739990234375,377.3399963378906,138.87998962402344,112.68221282958984,0.5853271484375,107055
11.0,373.8913879394531,371.739990234375,375.7200012207031,377.1999816894531,139.17999267578125,112.62853240966797,0.668609619140625,107055
12.0,374.0556640625,371.6399841308594,375.67999267578125,377.17999267578125,139.6199951171875,112.45722961425781,0.456329345703125,107055
13.0,373.97283935546875,371.7200012207031,375.6999816894531,377.2200012207031,140.0399932861328,112.3310546875,0.567138671875,107055
14.0,373.91961669921875,371.6600036621094,375.6399841308594,377.1600036621094,140.47999572753906,112.14411926269531,0.56036376953125,107055
15.0,373.78076171875,371.5999755859375,375.6199951171875,377.2799987792969,140.86000061035156,111.94853210449219,0.65924072265625,107055
16.0,373.83184814453125,371.5999755859375,375.55999755859375,377.1199951171875,141.489990234375,111.71684265136719,0.52813720703125,107055
17.0,373.69635009765625,371.53997802734375,375.3599853515625,376.9599914550781,141.59999084472656,111.63563537597656,0.54364013671875,107055
18.0,373.77008056640625,371.7799987792969,375.6600036621094,377.2599792480469,142.05999755859375,111.5877685546875,0.749908447265625,107055
19.0,373.8778381347656,371.79998779296875,375.7200012207031,377.2200012207031,142.55999755859375,111.40373992919922,0.7021484375,107055
20.0,373.7699279785156,371.739990234375,375.6999816894531,377.3199768066406,142.83999633789062,111.29393768310547,0.790069580078125,107055
21.0,373.7175598144531,371.7200012207031,375.6999816894531,377.239990234375,143.07000732421875,111.22181701660156,0.822418212890625,107055
22.0,373.7199401855469,371.739990234375,375.739990234375,377.4091796875,143.45999145507812,111.06736755371094,0.880035400390625,107055
23.0,373.8873291015625,371.7799987792969,375.8199768066406,377.44000244140625,143.59999084472656,111.03644561767578,0.752655029296875,107055
24.0,373.99566650390625,371.79998779296875,375.8799743652344,377.5,143.9199981689453,110.9011001586914,0.704315185546875,107055
25.0,374.0525817871094,371.8599853515625,375.91998291015625,377.47998046875,144.489990234375,110.71876525878906,0.66741943359375,107055
26.0,373.9609375,371.8599853515625,375.8999938964844,377.44000244140625,144.87998962402344,110.57134246826172,0.759063720703125,107055
27.0,374.0545959472656,371.8199768066406,375.8599853515625,377.47998046875,145.1599884033203,110.46910095214844,0.625396728515625,107055
28.0,373.83544921875,371.739990234375,375.739990234375,377.2799987792969,145.37998962402344,110.3564682006836,0.744537353515625,107055
29.0,373.8602294921875,371.6999816894531,375.7799987792969,377.3199768066406,145.47999572753906,110.30497741699219,0.73974609375,107055
30.0,373.8044128417969,371.6600036621094,375.739990234375,377.3399963378906,145.77999877929688,110.1931381225586,0.675567626953125,107055
31.0,373.7716979980469,371.6199951171875,375.70599365234375,377.3399963378906,146.16998291015625,110.0395278930664,0.68829345703125,107055
32.0,373.7495422363281,371.67999267578125,375.739990234375,377.239990234375,145.87998962402344,110.12821197509766,0.730438232421875,107055
33.0,374.0140686035156,371.7599792480469,375.79998779296875,377.3599853515625,146.239990234375,110.0401840209961,0.545928955078125,107055
34.0,373.979736328125,371.739990234375,375.8399963378906,377.3799743652344,146.72000122070312,109.87035369873047,0.600250244140625,107055
35.0,373.94024658203125,371.6399841308594,375.6600036621094,377.08917236328125,146.77999877929688,109.82707977294922,0.55975341796875,107055
36.0,374.1727600097656,371.739990234375,375.739990234375,377.0799865722656,147.1199951171875,109.75775146484375,0.427215576171875,107055
37.0,374.1122131347656,371.8399963378906,375.8199768066406,377.17999267578125,147.58999633789062,109.60160064697266,0.507781982421875,107055
38.0,373.8281555175781,371.739990234375,375.7799987792969,377.29998779296875,147.75999450683594,109.50627136230469,0.7518310546875,107055
39.0,373.5982971191406,371.6999816894531,375.7599792480469,377.3599853515625,148.08999633789062,109.38920593261719,0.941680908203125,107055
40.0,373.6990966796875,371.6600036621094,375.67999267578125,377.1999816894531,148.13999938964844,109.3377914428711,0.7808837890625,107055
41.0,373.7492370605469,371.5199890136719,375.47998046875,376.94000244140625,148.3699951171875,109.20993041992188,0.57073974609375,107055
42.0,373.7059631347656,371.47998046875,375.4599914550781,376.91998291015625,148.5800018310547,109.11548614501953,0.594024658203125,107055
43.0,373.9283752441406,371.5999755859375,375.5799865722656,377.03997802734375,148.95999145507812,109.03651428222656,0.491607666015625,107055
44.0,373.9211120605469,371.67999267578125,375.67999267578125,377.1999816894531,149.1199951171875,109.00203704833984,0.598876953125,107055
45.0,373.7240905761719,371.55999755859375,375.53997802734375,377.0999755859375,149.25999450683594,108.88933563232422,0.6558837890625,107055
46.0,373.57012939453125,371.5,375.5199890136719,377.0999755859375,149.0,108.97309875488281,0.749847412109375,107055
47.0,373.6933898925781,371.55999755859375,375.5999755859375,377.239990234375,148.9399871826172,109.01368713378906,0.666595458984375,107055
48.0,373.5552673339844,371.5,375.47998046875,377.03997802734375,149.1199951171875,108.92974853515625,0.744720458984375,107055
49.0,373.5211181640625,371.5,375.5,377.05999755859375,149.16998291015625,108.90033721923828,0.77886962890625,107055
50.0,373.46832275390625,371.53997802734375,375.5799865722656,377.1600036621094,149.63999938964844,108.76411437988281,0.911651611328125,107055
51.0,373.3987731933594,371.44000244140625,375.47998046875,377.1199951171875,149.87998962402344,108.60957336425781,0.841217041015625,107055
52.0,373.4032287597656,371.3999938964844,375.5199890136719,377.1199951171875,149.89999389648438,108.58817291259766,0.8167724609375,107055
53.0,373.52398681640625,371.55999755859375,375.6399841308594,377.2200012207031,149.97000122070312,108.65760803222656,0.89599609375,107055
54.0,373.5752258300781,371.6199951171875,375.6999816894531,377.2799987792969,150.3199920654297,108.53720092773438,0.864776611328125,107055
55.0,373.6522521972656,371.6399841308594,375.739990234375,377.29998779296875,150.83999633789062,108.35081481933594,0.827728271484375,107055
56.0,373.6924743652344,371.6600036621094,375.7799987792969,377.29998779296875,150.9199981689453,108.34734344482422,0.787506103515625,107055
57.0,373.67779541015625,371.5799865722656,375.7799987792969,377.3799743652344,151.05999755859375,108.26644897460938,0.782196044921875,107055
58.0,373.8482666015625,371.6999816894531,375.9599914550781,377.5199890136719,151.3199920654297,108.26368713378906,0.83172607421875,107055
59.0,373.822021484375,371.6399841308594,375.8999938964844,377.53997802734375,151.59999084472656,108.1352310180664,0.7979736328125,107055
60.0,373.6545715332031,371.5799865722656,375.7799987792969,377.3399963378906,151.72000122070312,108.07182312011719,0.885406494140625,107055
61.0,373.38092041015625,371.53997802734375,375.7599792480469,377.2599792480469,151.9399871826172,107.94970703125,1.079071044921875,107055
62.0,373.528564453125,371.5199890136719,375.6600036621094,377.3199768066406,152.0800018310547,107.88455200195312,0.931427001953125,107055
63.0,373.8565368652344,371.6600036621094,375.79998779296875,377.3799743652344,152.0800018310547,107.92351531982422,0.72344970703125,107055
64.0,373.8873596191406,371.6600036621094,375.7599792480469,377.29998779296875,151.87998962402344,107.99700927734375,0.672637939453125,107055
65.0,373.8966064453125,371.8799743652344,375.9599914550781,377.3999938964844,151.86000061035156,108.10037994384766,0.803375244140625,107055
66.0,373.9277038574219,371.8999938964844,375.94000244140625,377.3799743652344,152.29998779296875,107.95378875732422,0.812286376953125,107055
67.0,373.7970886230469,371.739990234375,375.8799743652344,377.41998291015625,152.3699951171875,107.84255981445312,0.8428955078125,107055
68.0,373.5791320800781,371.739990234375,375.8399963378906,377.3399963378906,152.45999145507812,107.79444122314453,1.040863037109375,107055
69.0,373.6256103515625,371.739990234375,375.739990234375,377.239990234375,152.3199920654297,107.86481475830078,0.93438720703125,107055
70.0,373.58935546875,371.7200012207031,375.6600036621094,377.2200012207031,152.55999755859375,107.78044128417969,0.91064453125,107055
71.0,373.4828796386719,371.5999755859375,375.5799865722656,377.0999755859375,152.8199920654297,107.67018127441406,0.8970947265625,107055
72.0,373.5561828613281,371.6199951171875,375.6600036621094,377.17999267578125,153.0800018310547,107.59159088134766,0.863800048828125,107055
73.0,373.75421142578125,371.7200012207031,375.7799987792969,377.29998779296875,153.22999572753906,107.55583953857422,0.8057861328125,107055
74.0,374.0483093261719,371.7599792480469,375.8399963378906,377.41998291015625,153.17999267578125,107.56266021728516,0.571685791015625,107055
75.0,373.96728515625,371.739990234375,375.79998779296875,377.3999938964844,153.1599884033203,107.5722427368164,0.612701416015625,107055
76.0,373.8544006347656,371.8199768066406,375.7599792480469,377.239990234375,153.29998779296875,107.548583984375,0.7255859375,107055
77.0,373.83953857421875,371.7799987792969,375.7200012207031,377.3199768066406,153.45999145507812,107.5022201538086,0.76043701171875,107055
78.0,373.880615234375,371.8399963378906,375.8199768066406,377.3599853515625,153.35000610351562,107.53156280517578,0.819366455078125,107055
79.0,374.0147399902344,371.79998779296875,375.8399963378906,377.3799743652344,153.1300048828125,107.5505142211914,0.645263671875,107055
80.0,374.1185607910156,371.91998291015625,375.8999938964844,377.6399841308594,153.13999938964844,107.56703186035156,0.64141845703125,107055
81.0,374.08441162109375,372.0,376.0799865722656,377.8399963378906,153.33999633789062,107.51451110839844,0.795562744140625,107055
82.0,374.10736083984375,371.8599853515625,375.94000244140625,377.67999267578125,153.63999938964844,107.4048080444336,0.612640380859375,107055
83.0,374.2044372558594,371.8599853515625,375.8599853515625,377.53997802734375,153.9199981689453,107.33734893798828,0.475555419921875,107055
84.0,373.98016357421875,371.79998779296875,375.6399841308594,377.29998779296875,154.1999969482422,107.2322006225586,0.539825439453125,107055
85.0,374.0667724609375,371.79998779296875,375.739990234375,377.3799743652344,154.09999084472656,107.2687759399414,0.513214111328125,107055
86.0,374.12188720703125,371.7599792480469,375.7799987792969,377.41998291015625,154.0,107.29821014404297,0.458099365234375,107055
87.0,374.20599365234375,371.8599853515625,375.79998779296875,377.41998291015625,154.1999969482422,107.26433563232422,0.433990478515625,107055
88.0,374.190185546875,371.8599853515625,375.7799987792969,377.3999938964844,154.45999145507812,107.19065856933594,0.449798583984375,107055
89.0,374.1566467285156,371.7599792480469,375.739990234375,377.3999938964844,154.5,107.12138366699219,0.42333984375,107055
90.0,374.21197509765625,371.8399963378906,375.79998779296875,377.44000244140625,154.6199951171875,107.1438217163086,0.448028564453125,107055
91.0,373.9887390136719,371.8199768066406,375.79998779296875,377.41998291015625,154.63999938964844,107.0914535522461,0.6512451171875,107055
92.0,373.948974609375,371.8399963378906,375.8399963378906,377.4599914550781,154.91000366210938,107.02954864501953,0.691009521484375,107055
93.0,374.01214599609375,371.8399963378906,375.8599853515625,377.5199890136719,155.27999877929688,106.92037963867188,0.647857666015625,107055
94.0,374.15228271484375,372.0199890136719,375.97998046875,377.53997802734375,155.27999877929688,106.92955780029297,0.667694091796875,107055
95.0,373.9090576171875,371.8999938964844,375.8199768066406,377.4599914550781,155.0,107.0116195678711,0.77093505859375,107055
96.0,373.954345703125,371.8799743652344,375.8799743652344,377.5999755859375,155.05999755859375,107.02459716796875,0.72564697265625,107055
97.0,373.8844299316406,371.8599853515625,375.7799987792969,377.3999938964844,155.17999267578125,106.99019622802734,0.75555419921875,107055
98.0,373.9803466796875,371.8399963378906,375.8399963378906,377.47998046875,154.95999145507812,107.06232452392578,0.69964599609375,107055
99.0,373.8804626464844,371.8999938964844,375.8799743652344,377.6199951171875,155.25999450683594,106.99974822998047,0.81951904296875,107055
100.0,374.0087890625,372.0999755859375,376.0799865722656,377.6999816894531,155.489990234375,106.98340606689453,0.951202392578125,107055
101.0,373.8284912109375,371.8799743652344,375.79998779296875,377.41998291015625,155.45999145507812,106.90030670166016,0.831512451171875,107055
102.0,373.92913818359375,371.91998291015625,375.8599853515625,377.44000244140625,155.47999572753906,106.9281997680664,0.7508544921875,107055
103.0,373.9394226074219,371.8199768066406,375.7599792480469,377.3399963378906,155.47999572753906,106.86465454101562,0.660552978515625,107055
104.0,374.02362060546875,371.8199768066406,375.8199768066406,377.44000244140625,155.67999267578125,106.766845703125,0.59637451171875,107055
105.0,373.8717956542969,371.8999938964844,375.8399963378906,377.47998046875,155.51998901367188,106.85230255126953,0.7882080078125,107055
106.0,373.9046630859375,372.0,376.0,377.91998291015625,155.5399932861328,106.88623046875,0.935333251953125,107055
107.0,374.183837890625,372.05999755859375,375.94000244140625,377.7599792480469,155.6199951171875,106.8823013305664,0.636138916015625,107055
108.0,373.9649658203125,371.91998291015625,375.7799987792969,377.41998291015625,155.5800018310547,106.81761169433594,0.675018310546875,107055
109.0,373.89013671875,371.8599853515625,375.8399963378906,377.41998291015625,155.59999084472656,106.77693939208984,0.749847412109375,107055
110.0,373.9964599609375,371.8599853515625,375.8399963378906,377.55999755859375,155.87998962402344,106.6873550415039,0.643524169921875,107055
111.0,373.9987487792969,371.8999938964844,375.8399963378906,377.55999755859375,156.27999877929688,106.6296157836914,0.6612548828125,107055
112.0,374.07110595703125,371.91998291015625,376.0,377.79998779296875,155.97999572753906,106.72737121582031,0.708892822265625,107055
113.0,374.2217712402344,371.97998046875,376.0,377.8999938964844,156.05999755859375,106.70361328125,0.59820556640625,107055
114.0,374.1988525390625,371.8799743652344,375.8399963378906,377.6600036621094,156.1899871826172,106.64933776855469,0.48114013671875,107055
115.0,374.26348876953125,371.8799743652344,375.91998291015625,377.6600036621094,156.16000366210938,106.67008972167969,0.496490478515625,107055
116.0,374.6047668457031,372.05999755859375,376.2200012207031,378.0,156.22000122070312,106.68578338623047,0.41522216796875,107055
117.0,374.5054931640625,372.1600036621094,376.1999816894531,377.91998291015625,156.2899932861328,106.70720672607422,0.514495849609375,107055
118.0,374.34771728515625,372.1600036621094,376.1600036621094,377.8599853515625,156.44000244140625,106.64772033691406,0.672271728515625,107055
119.0,374.2071838378906,371.91998291015625,375.8999938964844,377.6399841308594,156.54000854492188,106.57781219482422,0.55279541015625,107055
120.0,374.060546875,371.8799743652344,375.79998779296875,377.3999938964844,156.79998779296875,106.4487533569336,0.639434814453125,107055
121.0,374.01531982421875,371.8799743652344,375.91998291015625,377.6399841308594,156.97998046875,106.39864349365234,0.72467041015625,107055
122.0,373.9747314453125,371.8199768066406,375.8999938964844,377.6399841308594,156.69998168945312,106.44791412353516,0.745269775390625,107055
123.0,374.0795593261719,371.97998046875,376.0,377.6999816894531,156.63998413085938,106.50716400146484,0.720428466796875,107055
124.0,374.3395080566406,372.239990234375,376.0999755859375,377.6600036621094,156.82000732421875,106.53730773925781,0.640472412109375,107055
125.0,374.49114990234375,372.4599914550781,376.3199768066406,377.8599853515625,157.01998901367188,106.5728759765625,0.728851318359375,107055
126.0,374.208251953125,372.3199768066406,376.29998779296875,378.0199890136719,157.16000366210938,106.50454711914062,0.931732177734375,107055
127.0,374.0006103515625,372.1399841308594,376.0999755859375,377.94000244140625,157.13998413085938,106.45571899414062,0.9793701171875,107055
128.0,374.12750244140625,372.1399841308594,376.2200012207031,378.0091857910156,157.05999755859375,106.44059753417969,0.9124755859375,107055
129.0,374.12982177734375,372.1600036621094,376.1999816894531,378.03997802734375,157.10000610351562,106.4620590209961,0.890167236328125,107055
130.0,374.07208251953125,372.0999755859375,376.1199951171875,377.8799743652344,156.95999145507812,106.51298522949219,0.887908935546875,107055
131.0,374.1605529785156,372.1199951171875,376.0799865722656,377.8599853515625,157.04000854492188,106.50498962402344,0.779449462890625,107055
132.0,374.10845947265625,372.0999755859375,376.0999755859375,377.8399963378906,157.07998657226562,106.47559356689453,0.83154296875,107055
133.0,374.22369384765625,372.1399841308594,376.239990234375,377.94000244140625,157.13998413085938,106.51165771484375,0.796295166015625,107055
134.0,373.94354248046875,372.0999755859375,376.1600036621094,377.94000244140625,157.3800048828125,106.31710052490234,1.016448974609375,107055
135.0,374.09906005859375,372.1999816894531,376.2599792480469,378.03997802734375,157.44000244140625,106.32917785644531,0.9609375,107055
136.0,374.35736083984375,372.3799743652344,376.3799743652344,378.0799865722656,157.51998901367188,106.40119171142578,0.862640380859375,107055
137.0,374.4168701171875,372.3599853515625,376.3999938964844,378.03997802734375,157.44000244140625,106.44178771972656,0.803131103515625,107055
138.0,374.3363342285156,372.2599792480469,376.3599853515625,378.0,157.62998962402344,106.35348510742188,0.763641357421875,107055
139.0,374.21502685546875,372.1199951171875,376.2599792480469,378.0199890136719,157.39999389648438,106.40850067138672,0.76495361328125,107055
140.0,374.04132080078125,372.05999755859375,376.1600036621094,378.0199890136719,157.29998779296875,106.40912628173828,0.838653564453125,107055
141.0,373.941162109375,372.0199890136719,376.1199951171875,377.94000244140625,156.9099884033203,106.46893310546875,0.938812255859375,107055
142.0,373.982421875,372.05999755859375,375.97998046875,377.7200012207031,157.45999145507812,106.27439880371094,0.797576904296875,107055
143.0,374.2735900878906,372.1999816894531,376.1199951171875,377.7599792480469,157.94000244140625,106.19620513916016,0.6864013671875,107055
144.0,374.269287109375,372.17999267578125,376.0799865722656,377.79998779296875,158.1199951171875,106.13143920898438,0.710693359375,107055
145.0,374.2381286621094,372.0999755859375,376.0199890136719,377.7200012207031,158.17999267578125,106.06438446044922,0.681854248046875,107055
146.0,374.4122619628906,372.17999267578125,376.1600036621094,377.8999938964844,158.22000122070312,106.07662200927734,0.587738037109375,107055
147.0,374.341064453125,372.239990234375,376.1999816894531,377.94000244140625,158.29998779296875,106.08460998535156,0.69891357421875,107055
148.0,374.52191162109375,372.3599853515625,376.44000244140625,378.239990234375,158.3800048828125,106.10564422607422,0.698089599609375,107055
149.0,374.2716979980469,372.3399963378906,376.3399963378906,378.0199890136719,158.3699951171875,106.05348205566406,0.848297119140625,107055
150.0,374.131591796875,372.2799987792969,376.3599853515625,378.0799865722656,158.54000854492188,105.97676086425781,0.90838623046875,107055
151.0,374.07659912109375,372.1600036621094,376.239990234375,378.0799865722656,158.3599853515625,106.0485610961914,0.92340087890625,107055
152.0,374.1047668457031,372.239990234375,376.2200012207031,377.97998046875,158.33999633789062,106.14419555664062,0.91522216796875,107055
153.0,374.3533630371094,372.3199768066406,376.2599792480469,378.05999755859375,158.44000244140625,106.1340560913086,0.766632080078125,107055
154.0,374.4573669433594,372.2799987792969,376.3399963378906,378.1399841308594,158.3599853515625,106.1624526977539,0.722625732421875,107055
155.0,374.29571533203125,372.2799987792969,376.29998779296875,378.1399841308594,158.47998046875,106.13358306884766,0.82427978515625,107055
156.0,374.4579772949219,372.2799987792969,376.239990234375,378.0199890136719,158.5,106.12654876708984,0.602020263671875,107055
157.0,374.4593200683594,372.1999816894531,376.1600036621094,377.8999938964844,158.60000610351562,106.0547866821289,0.540679931640625,107055
158.0,374.62835693359375,372.29998779296875,376.2599792480469,378.05999755859375,158.29998779296875,106.21510314941406,0.511627197265625,107055
159.0,374.6128845214844,372.47998046875,376.5,378.29998779296875,158.57998657226562,106.14120483398438,0.70709228515625,107055
160.0,374.75384521484375,372.53997802734375,376.67999267578125,378.47998046875,158.8599853515625,106.05388641357422,0.6861572265625,107055
161.0,374.7298583984375,372.4599914550781,376.55999755859375,378.5799865722656,158.94000244140625,105.98601531982422,0.630126953125,107055
162.0,374.46173095703125,372.4599914550781,376.5,378.4599914550781,159.13998413085938,105.92204284667969,0.818267822265625,107055
163.0,374.4694519042969,372.41998291015625,376.41998291015625,378.1399841308594,159.04000854492188,105.93375396728516,0.79052734375,107055
164.0,374.25457763671875,372.41998291015625,376.41998291015625,378.05999755859375,158.82000732421875,105.99314880371094,1.025421142578125,107055
