Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
0,359.38,358.29,358.97,358.45,351.43,257.9,174.38,330.152119559442,353.403787678179,353.403787678179,353.403787678179,353.403787678179,353.403787678179,353.403787678179,353.403787678179,353.403787678179,353.403787678179,402.888194204624,0.084,25900,3,0.98
1,359.49,358.56,359.01,358.53,351.51,257.6,174.42,330.22340075911,353.483313577447,353.483313577447,353.483313577447,353.483313577447,353.483313577447,353.483313577447,353.483313577447,353.483313577447,353.483313577447,402.967720103891,0.084,25900,3,0.98
2,359.62,358.89,359.11,358.69,351.67,257.43,174.3,330.294666846819,353.562824564956,353.562824564956,353.562824564956,353.562824564956,353.562824564956,353.562824564956,353.562824564956,353.562824564956,353.562824564956,403.0472310914,0.084,25900,3,0.98
3,359.76,359.23,359.25,358.89,351.85,257.31,174.32,330.36591782157,353.642320638584,353.642320638584,353.642320638584,353.642320638584,353.642320638584,353.642320638584,353.642320638584,353.642320638584,353.642320638584,403.126727165028,0.084,25900,3,0.98
4,359.95,359.56,359.42,359.09,352.06,257.26,174.4,330.43715368237,353.721801796209,353.721801796209,353.721801796209,353.721801796209,353.721801796209,353.721801796209,353.721801796209,353.721801796209,353.721801796209,403.206208322653,0.084,25900,3,0.98
5,360.11,359.8,359.59,359.3,352.26,257.24,174.5,330.508374428221,353.801268035714,353.801268035714,353.801268035714,353.801268035714,353.801268035714,353.801268035714,353.801268035714,353.801268035714,353.801268035714,403.285674562158,0.084,25900,3,0.98
6,360.38,360.12,359.87,359.43,352.58,257.24,175.0,330.579580058135,353.880719354983,353.880719354983,353.880719354983,353.880719354983,353.880719354983,353.880719354983,353.880719354983,353.880719354983,353.880719354983,403.365125881427,0.084,25900,3,0.98
7,360.69,360.43,360.14,359.64,352.87,257.27,175.47,330.65077057112,353.960155751902,353.960155751902,353.960155751902,353.960155751902,353.960155751902,353.960155751902,353.960155751902,353.960155751902,353.960155751902,403.444562278346,0.084,25900,3,0.98
8,360.92,360.64,360.32,359.86,353.03,257.31,175.72,330.721945966192,354.03957722436,354.03957722436,354.03957722436,354.03957722436,354.03957722436,354.03957722436,354.03957722436,354.03957722436,354.03957722436,403.523983750804,0.084,25900,3,0.98
9,361.13,360.87,360.52,360.09,353.18,257.37,175.89,330.793106242363,354.118983770249,354.118983770249,354.118983770249,354.118983770249,354.118983770249,354.118983770249,354.118983770249,354.118983770249,354.118983770249,403.603390296693,0.084,25900,3,0.98
10,361.34,361.1,360.74,360.35,353.31,257.36,176.11,330.864251398651,354.198375387461,354.198375387461,354.198375387461,354.198375387461,354.198375387461,354.198375387461,354.198375387461,354.198375387461,354.198375387461,403.682781913905,0.084,25900,3,0.98
11,361.55,361.32,360.94,360.59,353.42,257.3,176.41,330.935381434077,354.277752073892,354.277752073892,354.277752073892,354.277752073892,354.277752073892,354.277752073892,354.277752073892,354.277752073892,354.277752073892,403.762158600336,0.084,25900,3,0.98
12,361.77,361.55,361.09,360.82,353.5,257.27,176.67,331.006496347661,354.357113827442,354.357113827442,354.357113827442,354.357113827442,354.357113827442,354.357113827442,354.357113827442,354.357113827442,354.357113827442,403.841520353886,0.084,25900,3,0.98
13,361.97,361.76,361.2,360.97,353.54,257.3,177.16,331.077596138427,354.436460646009,354.436460646009,354.436460646009,354.436460646009,354.436460646009,354.436460646009,354.436460646009,354.436460646009,354.436460646009,403.920867172453,0.084,25900,3,0.98
14,362.19,361.96,361.3,361.16,353.57,257.32,177.63,331.148680805403,354.515792527497,354.515792527497,354.515792527497,354.515792527497,354.515792527497,354.515792527497,354.515792527497,354.515792527497,354.515792527497,404.000199053941,0.084,25900,3,0.98
15,362.51,362.19,361.47,361.38,353.65,257.33,178.07,331.219750347615,354.595109469811,354.595109469811,354.595109469811,354.595109469811,354.595109469811,354.595109469811,354.595109469811,354.595109469811,354.595109469811,404.079515996255,0.084,25900,3,0.98
16,362.8,362.36,361.65,361.6,353.76,257.36,178.46,331.290804764094,354.674411470858,354.674411470858,354.674411470858,354.674411470858,354.674411470858,354.674411470858,354.674411470858,354.674411470858,354.674411470858,404.158817997302,0.084,25900,3,0.98
17,362.97,362.48,361.77,361.81,353.84,257.42,178.69,331.361844053873,354.753698528548,354.753698528548,354.753698528548,354.753698528548,354.753698528548,354.753698528548,354.753698528548,354.753698528548,354.753698528548,404.238105054992,0.084,25900,3,0.98
18,363.13,362.61,361.91,362.01,353.91,257.46,178.81,331.432868215987,354.832970640793,354.832970640793,354.832970640793,354.832970640793,354.832970640793,354.832970640793,354.832970640793,354.832970640793,354.832970640793,404.317377167237,0.084,25900,3,0.98
19,363.25,362.69,362.04,362.17,354.01,257.53,179.06,331.503877249473,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,404.396634331952,0.084,25900,3,0.98
20,363.36,362.77,362.16,362.27,354.09,257.62,179.35,331.57487115337,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,404.475876547053,0.084,25900,3,0.98
21,363.47,362.8,362.29,362.36,354.21,257.79,179.59,331.645849926721,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,404.55510381046,0.084,25900,3,0.98
22,363.6,362.82,362.41,362.41,354.35,258.0,179.83,331.716813568568,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,404.634316120093,0.084,25900,3,0.98
23,363.73,362.84,362.51,362.42,354.49,258.24,179.88,331.787762077957,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,404.713513473876,0.084,25900,3,0.98
24,363.89,362.81,362.6,362.45,354.65,258.44,179.89,331.858695453938,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,404.792695869736,0.084,25900,3,0.98
