Time,TC1_tip,TC2,TC3,TC4,TC_9_5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
0,362.89,358.37,335.26,192.26,-5.19,361.932381067005,389.056520575788,389.056520575788,389.056520575788,389.056520575788,389.056520575788,389.056520575788,389.056520575788,389.056520575788,389.056520575788,418.650942851835,0.0375,25900,25,0.98
1,362.82,358.25,335.22,192.31,-8.59,362.075981531547,389.218528921912,389.218528921912,389.218528921912,389.218528921912,389.218528921912,389.218528921912,389.218528921912,389.218528921912,389.218528921912,418.812951197959,0.0375,25900,25,0.98
2,362.89,358.44,335.27,192.46,-9.55,362.21950503137,389.380458757151,389.380458757151,389.380458757151,389.380458757151,389.380458757151,389.380458757151,389.380458757151,389.380458757151,389.380458757151,418.974881033198,0.0375,25900,25,0.98
3,363.01,358.77,335.45,192.62,-6.66,362.362951566812,389.542310070383,389.542310070383,389.542310070383,389.542310070383,389.542310070383,389.542310070383,389.542310070383,389.542310070383,389.542310070383,419.13673234643,0.0375,25900,25,0.98
4,363.18,358.99,335.78,192.85,-5.31,362.506321138262,389.704082850546,389.704082850546,389.704082850546,389.704082850546,389.704082850546,389.704082850546,389.704082850546,389.704082850546,389.704082850546,419.298505126593,0.0375,25900,25,0.98
5,363.4,359.09,336.09,193.1,-6.67,362.649613746166,389.865777086643,389.865777086643,389.865777086643,389.865777086643,389.865777086643,389.865777086643,389.865777086643,389.865777086643,389.865777086643,419.46019936269,0.0375,25900,25,0.98
6,363.65,359.25,336.3,193.27,-5.18,362.792829391019,390.027392767733,390.027392767733,390.027392767733,390.027392767733,390.027392767733,390.027392767733,390.027392767733,390.027392767733,390.027392767733,419.62181504378,0.0375,25900,25,0.98
7,364.03,359.53,336.69,193.49,-5.28,362.935968073373,390.188929882941,390.188929882941,390.188929882941,390.188929882941,390.188929882941,390.188929882941,390.188929882941,390.188929882941,390.188929882941,419.783352158988,0.0375,25900,25,0.98
8,364.4,359.94,337.12,193.73,-4.06,363.079029793831,390.350388421451,390.350388421451,390.350388421451,390.350388421451,390.350388421451,390.350388421451,390.350388421451,390.350388421451,390.350388421451,419.944810697498,0.0375,25900,25,0.98
9,364.64,360.28,337.37,193.9,-5.3,363.222014553048,390.511768372509,390.511768372509,390.511768372509,390.511768372509,390.511768372509,390.511768372509,390.511768372509,390.511768372509,390.511768372509,420.106190648556,0.0375,25900,25,0.98
10,364.87,360.68,337.55,194.03,-4.71,363.364922351736,390.673069725423,390.673069725423,390.673069725423,390.673069725423,390.673069725423,390.673069725423,390.673069725423,390.673069725423,390.673069725423,420.26749200147,0.0375,25900,25,0.98
11,365.09,361.1,337.63,194.09,-3.08,363.507753190659,390.834292469561,390.834292469561,390.834292469561,390.834292469561,390.834292469561,390.834292469561,390.834292469561,390.834292469561,390.834292469561,420.428714745608,0.0375,25900,25,0.98
12,365.31,361.46,337.75,194.57,-0.94,363.65050707063,390.995436594353,390.995436594353,390.995436594353,390.995436594353,390.995436594353,390.995436594353,390.995436594353,390.995436594353,390.995436594353,420.5898588704,0.0375,25900,25,0.98
13,365.52,361.83,337.87,194.84,4.49,363.793183992522,391.15650208929,391.15650208929,391.15650208929,391.15650208929,391.15650208929,391.15650208929,391.15650208929,391.15650208929,391.15650208929,420.750924365337,0.0375,25900,25,0.98
14,365.72,362.21,337.96,194.96,-2.4,363.935783957254,391.317488943926,391.317488943926,391.317488943926,391.317488943926,391.317488943926,391.317488943926,391.317488943926,391.317488943926,391.317488943926,420.911911219973,0.0375,25900,25,0.98
15,365.91,362.56,338.11,195.48,-3.07,364.078306965804,391.478397147875,391.478397147875,391.478397147875,391.478397147875,391.478397147875,391.478397147875,391.478397147875,391.478397147875,391.478397147875,421.072819423922,0.0375,25900,25,0.98
16,366.19,363.05,338.4,195.59,-2.95,364.220753019199,391.639226690811,391.639226690811,391.639226690811,391.639226690811,391.639226690811,391.639226690811,391.639226690811,391.639226690811,391.639226690811,421.233648966858,0.0375,25900,25,0.98
17,366.42,363.49,338.74,195.84,-3.39,364.363122118523,391.799977562471,391.799977562471,391.799977562471,391.799977562471,391.799977562471,391.799977562471,391.799977562471,391.799977562471,391.799977562471,421.394399838519,0.0375,25900,25,0.98
18,366.57,363.71,339.05,196.14,-3.11,364.505414264907,391.960649752655,391.960649752655,391.960649752655,391.960649752655,391.960649752655,391.960649752655,391.960649752655,391.960649752655,391.960649752655,421.555072028702,0.0375,25900,25,0.98
19,366.71,363.92,339.33,196.44,-2.89,364.647629459541,392.12124325122,392.12124325122,392.12124325122,392.12124325122,392.12124325122,392.12124325122,392.12124325122,392.12124325122,392.12124325122,421.715665527267,0.0375,25900,25,0.98
20,366.82,364.14,339.51,196.8,-4.86,364.789767703665,392.281758048088,392.281758048088,392.281758048088,392.281758048088,392.281758048088,392.281758048088,392.281758048088,392.281758048088,392.281758048088,421.876180324135,0.0375,25900,25,0.98
