Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf
17,361.78,360.67,360.67,361.48,360.77,362.32,361.22,361.4,359.02,335.78,343.42,0.1575,21250,3,0.98
18,361.76,360.73,360.73,361.5,360.81,362.43,361.27,361.47,358.98,335.86,343.39,0.1575,21250,3,0.98
19,361.77,360.79,360.78,361.52,360.84,362.5,361.34,361.53,358.98,335.94,343.4,0.1575,21250,3,0.98
20,361.82,360.81,360.82,361.53,360.87,362.52,361.42,361.58,358.95,336.04,343.42,0.1575,21250,3,0.98
21,361.88,360.81,360.84,361.57,360.89,362.52,361.45,361.63,358.97,336.17,343.51,0.1575,21250,3,0.98
22,361.89,360.82,360.85,361.61,360.89,362.5,361.45,361.61,359.01,336.3,343.5,0.1575,21250,3,0.98
23,361.89,360.82,360.89,361.67,360.88,362.51,361.44,361.53,359.09,336.38,343.61,0.1575,21250,3,0.98
24,361.92,360.87,360.95,361.69,360.88,362.53,361.42,361.45,359.25,336.53,343.58,0.1575,21250,3,0.98
25,361.94,360.97,361.01,361.73,360.91,362.56,361.41,361.32,359.41,336.72,343.55,0.1575,21250,3,0.98
26,361.89,361.05,361.05,361.77,360.94,362.62,361.42,361.2,359.52,336.85,343.5,0.1575,21250,3,0.98
27,361.84,361.13,361.08,361.8,360.97,362.69,361.39,361.2,359.66,336.98,343.45,0.1575,21250,3,0.98
28,361.78,361.2,361.11,361.82,361.01,362.76,361.34,361.22,359.79,337.04,343.49,0.1575,21250,3,0.98
29,361.73,361.24,361.1,361.82,361.04,362.8,361.32,361.25,359.91,337.08,343.43,0.1575,21250,3,0.98
30,361.7,361.31,361.1,361.84,361.1,362.83,361.31,361.29,359.98,337.11,343.53,0.1575,21250,3,0.98
31,361.65,361.35,361.07,361.85,361.14,362.84,361.29,361.32,360.02,337.12,343.57,0.1575,21250,3,0.98
32,361.61,361.36,361.05,361.86,361.19,362.85,361.29,361.35,360.05,337.15,343.68,0.1575,21250,3,0.98
33,361.56,361.35,361.04,361.85,361.22,362.86,361.26,361.39,360.02,337.22,343.55,0.1575,21250,3,0.98
34,361.56,361.37,361.04,361.85,361.19,362.89,361.21,361.4,359.94,337.27,343.62,0.1575,21250,3,0.98
35,361.59,361.37,361.05,361.86,361.15,362.94,361.19,361.43,359.9,337.29,343.74,0.1575,21250,3,0.98
36,361.64,361.4,361.06,361.86,361.09,362.97,361.16,361.44,359.85,337.3,343.73,0.1575,21250,3,0.98
37,361.68,361.45,361.06,361.86,361.04,363.01,361.12,361.37,359.77,337.31,343.74,0.1575,21250,3,0.98
38,361.74,361.5,361.07,361.85,361.01,363.04,361.09,361.27,359.6,337.31,343.74,0.1575,21250,3,0.98
39,361.79,361.56,361.1,361.84,361.01,363.05,361.07,361.26,359.35,337.34,343.65,0.1575,21250,3,0.98
40,361.82,361.6,361.12,361.84,361.01,363.06,361.07,361.33,359.06,337.35,343.59,0.1575,21250,3,0.98
41,361.83,361.65,361.12,361.84,361.04,363.08,361.07,361.43,358.83,337.38,343.65,0.1575,21250,3,0.98
42,361.84,361.71,361.11,361.85,361.08,363.1,361.08,361.52,358.7,337.43,343.77,0.1575,21250,3,0.98
43,361.85,361.78,361.11,361.86,361.13,363.11,361.07,361.59,358.63,337.49,343.68,0.1575,21250,3,0.98
44,361.87,361.8,361.12,361.88,361.16,363.15,361.09,361.66,358.56,337.55,343.65,0.1575,21250,3,0.98
45,361.9,361.78,361.14,361.91,361.22,363.17,361.1,361.7,358.54,337.61,343.72,0.1575,21250,3,0.98
46,361.92,361.75,361.13,361.92,361.25,363.19,361.1,361.73,358.55,337.68,343.68,0.1575,21250,3,0.98
47,361.97,361.74,361.13,361.94,361.28,363.21,361.14,361.72,358.63,337.76,343.62,0.1575,21250,3,0.98
48,362.01,361.77,361.13,361.95,361.33,363.22,361.21,361.7,358.76,337.85,343.75,0.1575,21250,3,0.98
49,362.07,361.79,361.13,361.97,361.37,363.22,361.27,361.72,358.91,337.94,343.68,0.1575,21250,3,0.98
50,362.12,361.8,361.13,362.0,361.4,363.21,361.32,361.7,359.07,338.04,343.63,0.1575,21250,3,0.98
51,362.24,361.84,361.1,361.99,361.45,363.17,361.38,361.65,359.29,338.17,343.75,0.1575,21250,3,0.98
52,362.37,361.87,361.06,361.97,361.49,363.11,361.44,361.64,359.45,338.29,343.89,0.1575,21250,3,0.98
53,362.48,361.89,361.06,361.91,361.5,363.06,361.47,361.67,359.53,338.35,343.9,0.1575,21250,3,0.98
54,362.58,361.93,361.05,361.86,361.49,363.01,361.49,361.7,359.58,338.41,343.93,0.1575,21250,3,0.98
55,362.67,361.95,361.05,361.78,361.48,362.95,361.45,361.7,359.63,338.51,343.81,0.1575,21250,3,0.98
56,362.77,361.93,361.05,361.7,361.47,362.89,361.39,361.69,359.71,338.62,343.99,0.1575,21250,3,0.98
57,362.85,361.88,361.03,361.6,361.45,362.85,361.31,361.72,359.81,338.73,343.96,0.1575,21250,3,0.98
58,362.93,361.79,361.02,361.51,361.44,362.82,361.27,361.82,359.94,338.85,343.94,0.1575,21250,3,0.98
59,363.0,361.68,361.02,361.47,361.41,362.81,361.24,361.91,360.07,338.99,343.82,0.1575,21250,3,0.98
60,363.09,361.56,361.01,361.47,361.39,362.81,361.2,362.02,360.25,339.26,343.85,0.1575,21250,3,0.98
61,363.13,361.5,360.98,361.48,361.37,362.82,361.14,362.04,360.39,339.52,344.08,0.1575,21250,3,0.98
62,363.15,361.46,360.98,361.51,361.35,362.82,361.04,361.91,360.45,339.66,344.03,0.1575,21250,3,0.98
63,363.16,361.44,360.97,361.52,361.32,362.81,360.96,361.75,360.5,339.8,344.14,0.1575,21250,3,0.98
64,363.16,361.43,360.96,361.52,361.3,362.81,360.88,361.65,360.53,339.93,344.23,0.1575,21250,3,0.98
65,363.13,361.4,360.97,361.54,361.26,362.83,360.85,361.57,360.54,340.09,344.09,0.1575,21250,3,0.98
66,363.08,361.4,360.98,361.54,361.23,362.84,360.85,361.53,360.56,340.25,344.09,0.1575,21250,3,0.98
67,363.01,361.39,360.99,361.55,361.21,362.86,360.84,361.53,360.56,340.42,344.11,0.1575,21250,3,0.98
68,362.93,361.41,361.01,361.55,361.2,362.86,360.89,361.61,360.53,340.57,344.18,0.1575,21250,3,0.98
69,362.8,361.37,360.99,361.54,361.16,362.86,360.95,361.79,360.44,340.73,344.03,0.1575,21250,3,0.98
70,362.69,361.23,360.96,361.52,361.12,362.84,360.97,361.96,360.34,340.85,344.11,0.1575,21250,3,0.98
71,362.62,361.13,360.95,361.49,361.1,362.83,360.99,362.05,360.29,340.9,344.16,0.1575,21250,3,0.98
72,362.56,361.04,360.96,361.47,361.08,362.82,360.99,362.09,360.27,340.94,344.23,0.1575,21250,3,0.98
73,362.53,360.95,360.97,361.47,361.06,362.82,360.98,362.12,360.24,340.97,344.2,0.1575,21250,3,0.98
74,362.5,360.91,360.94,361.46,361.04,362.81,361.01,362.17,360.17,341.01,344.3,0.1575,21250,3,0.98
75,362.45,360.83,360.88,361.45,361.01,362.78,361.07,362.21,360.13,341.05,344.26,0.1575,21250,3,0.98
76,362.4,360.66,360.8,361.41,360.99,362.75,361.12,362.22,360.12,341.11,344.33,0.1575,21250,3,0.98
77,362.33,360.5,360.73,361.37,360.98,362.74,361.16,362.2,360.15,341.19,344.26,0.1575,21250,3,0.98
78,362.24,360.28,360.67,361.31,360.95,362.72,361.1,362.19,360.14,341.33,344.37,0.1575,21250,3,0.98
79,362.15,360.18,360.62,361.28,360.91,362.72,361.06,362.18,360.12,341.49,344.46,0.1575,21250,3,0.98
80,362.06,360.17,360.61,361.25,360.87,362.72,361.09,362.16,360.16,341.63,344.3,0.1575,21250,3,0.98
81,361.96,360.15,360.57,361.21,360.83,362.72,361.13,362.11,360.23,341.73,344.38,0.1575,21250,3,0.98
82,361.85,360.12,360.55,361.2,360.8,362.71,361.18,362.05,360.3,341.81,344.4,0.1575,21250,3,0.98
83,361.79,360.07,360.54,361.17,360.78,362.71,361.22,362.0,360.36,341.9,344.41,0.1575,21250,3,0.98
84,361.73,360.06,360.56,361.18,360.76,362.7,361.25,361.99,360.4,341.97,344.33,0.1575,21250,3,0.98
85,361.66,360.07,360.58,361.18,360.75,362.7,361.27,362.01,360.48,342.08,344.47,0.1575,21250,3,0.98
86,361.55,360.08,360.59,361.18,360.73,362.69,361.26,362.05,360.52,342.16,344.4,0.1575,21250,3,0.98
87,361.47,360.11,360.63,361.18,360.73,362.69,361.29,362.08,360.57,342.28,344.44,0.1575,21250,3,0.98
88,361.41,360.12,360.66,361.19,360.74,362.69,361.35,362.15,360.58,342.39,344.51,0.1575,21250,3,0.98
89,361.4,360.05,360.67,361.21,360.74,362.7,361.35,362.23,360.59,342.46,344.51,0.1575,21250,3,0.98
90,361.41,359.98,360.68,361.22,360.74,362.72,361.34,362.28,360.64,342.53,344.54,0.1575,21250,3,0.98
91,361.45,359.97,360.7,361.23,360.75,362.73,361.36,362.33,360.69,342.61,344.5,0.1575,21250,3,0.98
92,361.5,360.02,360.71,361.22,360.77,362.73,361.39,362.37,360.74,342.71,344.66,0.1575,21250,3,0.98
93,361.54,360.07,360.72,361.21,360.79,362.73,361.41,362.39,360.77,342.77,344.56,0.1575,21250,3,0.98
94,361.58,360.12,360.7,361.21,360.82,362.73,361.42,362.35,360.77,342.84,344.58,0.1575,21250,3,0.98
95,361.65,360.2,360.72,361.17,360.86,362.74,361.39,362.32,360.76,342.91,344.58,0.1575,21250,3,0.98
96,361.71,360.28,360.71,361.12,360.89,362.76,361.29,362.31,360.74,343.01,344.6,0.1575,21250,3,0.98
97,361.76,360.33,360.7,361.09,360.91,362.76,361.23,362.29,360.69,343.1,344.71,0.1575,21250,3,0.98
98,361.78,360.37,360.72,361.07,360.92,362.78,361.22,362.26,360.55,343.17,344.82,0.1575,21250,3,0.98
99,361.82,360.4,360.72,361.08,360.93,362.82,361.24,362.23,360.36,343.25,344.54,0.1575,21250,3,0.98
100,361.88,360.4,360.73,361.11,360.94,362.86,361.32,362.23,360.23,343.34,344.65,0.1575,21250,3,0.98
101,361.91,360.39,360.73,361.13,360.96,362.87,361.44,362.24,360.16,343.43,344.57,0.1575,21250,3,0.98
102,361.9,360.39,360.73,361.16,360.97,362.89,361.5,362.28,360.15,343.55,344.57,0.1575,21250,3,0.98
103,361.84,360.36,360.73,361.19,360.99,362.9,361.54,362.37,360.16,343.64,344.69,0.1575,21250,3,0.98
104,361.77,360.32,360.73,361.22,361.01,362.9,361.55,362.44,360.09,343.75,344.83,0.1575,21250,3,0.98
105,361.73,360.27,360.73,361.24,361.06,362.9,361.49,362.47,359.96,343.91,344.88,0.1575,21250,3,0.98
106,361.73,360.21,360.72,361.27,361.1,362.9,361.35,362.44,359.99,344.04,344.66,0.1575,21250,3,0.98
107,361.75,360.12,360.72,361.28,361.13,362.91,361.28,362.37,360.05,344.12,344.67,0.1575,21250,3,0.98
108,361.74,360.07,360.7,361.29,361.14,362.91,361.27,362.36,360.1,344.19,344.69,0.1575,21250,3,0.98
109,361.71,360.05,360.67,361.24,361.14,362.91,361.27,362.36,360.18,344.27,344.74,0.1575,21250,3,0.98
110,361.68,360.06,360.64,361.18,361.13,362.91,361.27,362.31,360.25,344.38,344.75,0.1575,21250,3,0.98
111,361.65,360.07,360.62,361.1,361.11,362.91,361.25,362.27,360.36,344.49,344.75,0.1575,21250,3,0.98
112,361.62,360.08,360.61,361.0,361.06,362.9,361.18,362.24,360.5,344.61,344.67,0.1575,21250,3,0.98
113,361.57,360.06,360.61,360.93,361.02,362.89,361.12,362.21,360.63,344.72,344.77,0.1575,21250,3,0.98
114,361.54,360.04,360.56,360.86,360.92,362.88,361.03,362.22,360.83,344.89,344.95,0.1575,21250,3,0.98
115,361.54,360.03,360.52,360.82,360.84,362.87,360.94,362.24,361.02,345.05,344.9,0.1575,21250,3,0.98
116,361.59,359.99,360.49,360.79,360.8,362.85,360.91,362.21,361.11,345.15,344.93,0.1575,21250,3,0.98
117,361.65,359.92,360.48,360.77,360.75,362.84,360.91,362.13,361.18,345.24,344.8,0.1575,21250,3,0.98
118,361.7,359.84,360.46,360.79,360.71,362.82,360.92,362.1,361.24,345.33,344.76,0.1575,21250,3,0.98
119,361.71,359.75,360.45,360.8,360.68,362.79,360.95,362.1,361.27,345.41,344.73,0.1575,21250,3,0.98
120,361.71,359.68,360.45,360.84,360.66,362.75,361.01,362.1,361.29,345.47,344.68,0.1575,21250,3,0.98
121,361.71,359.63,360.46,360.87,360.64,362.72,361.04,362.1,361.31,345.53,344.86,0.1575,21250,3,0.98
122,361.68,359.59,360.47,360.89,360.63,362.69,361.06,362.12,361.31,345.59,345.11,0.1575,21250,3,0.98
123,361.67,359.55,360.47,360.91,360.65,362.65,361.07,362.14,361.26,345.69,345.18,0.1575,21250,3,0.98
124,361.56,359.52,360.48,360.93,360.65,362.62,361.08,362.16,361.11,345.78,345.1,0.1575,21250,3,0.98
125,361.49,359.51,360.47,360.95,360.64,362.6,361.13,362.18,360.99,345.81,344.95,0.1575,21250,3,0.98
126,361.43,359.53,360.49,360.96,360.64,362.6,361.2,362.2,360.84,345.8,344.97,0.1575,21250,3,0.98
127,361.36,359.56,360.5,360.96,360.63,362.61,361.28,362.24,360.63,345.83,345.03,0.1575,21250,3,0.98
128,361.28,359.59,360.51,360.97,360.62,362.63,361.35,362.26,360.41,345.83,344.98,0.1575,21250,3,0.98
129,361.19,359.6,360.49,360.98,360.61,362.63,361.41,362.28,360.17,345.81,345.0,0.1575,21250,3,0.98
130,361.14,359.6,360.48,360.96,360.59,362.61,361.47,362.26,360.0,345.79,344.96,0.1575,21250,3,0.98
131,361.12,359.61,360.46,360.97,360.57,362.6,361.52,362.21,359.9,345.75,345.0,0.1575,21250,3,0.98
132,361.1,359.63,360.45,360.96,360.55,362.56,361.53,362.12,359.79,345.72,344.91,0.1575,21250,3,0.98
133,361.14,359.65,360.46,360.95,360.51,362.52,361.54,362.04,359.65,345.68,345.12,0.1575,21250,3,0.98
134,361.22,359.68,360.48,360.9,360.5,362.47,361.55,362.06,359.56,345.67,345.23,0.1575,21250,3,0.98
135,361.31,359.71,360.5,360.85,360.49,362.45,361.55,362.14,359.44,345.68,345.11,0.1575,21250,3,0.98
136,361.38,359.72,360.52,360.82,360.49,362.44,361.55,362.2,359.43,345.71,345.06,0.1575,21250,3,0.98
137,361.48,359.74,360.54,360.8,360.47,362.44,361.53,362.24,359.48,345.74,345.01,0.1575,21250,3,0.98
138,361.58,359.77,360.56,360.78,360.47,362.45,361.51,362.28,359.56,345.77,345.01,0.1575,21250,3,0.98
139,361.66,359.83,360.58,360.78,360.49,362.49,361.51,362.28,359.61,345.82,344.95,0.1575,21250,3,0.98
140,361.73,359.87,360.61,360.77,360.51,362.53,361.51,362.28,359.62,345.89,345.06,0.1575,21250,3,0.98
141,361.83,359.84,360.65,360.78,360.54,362.57,361.52,362.3,359.64,346.01,345.1,0.1575,21250,3,0.98
142,361.89,359.81,360.7,360.78,360.6,362.61,361.52,362.31,359.71,346.14,345.12,0.1575,21250,3,0.98
143,361.88,359.8,360.73,360.78,360.65,362.63,361.51,362.27,359.8,346.22,345.09,0.1575,21250,3,0.98
144,361.86,359.78,360.74,360.8,360.69,362.66,361.48,362.19,359.95,346.29,345.17,0.1575,21250,3,0.98
145,361.84,359.74,360.76,360.84,360.72,362.7,361.4,362.16,360.16,346.33,345.25,0.1575,21250,3,0.98
146,361.87,359.7,360.8,360.89,360.74,362.72,361.33,362.19,360.39,346.38,345.33,0.1575,21250,3,0.98
147,361.87,359.68,360.84,360.94,360.75,362.73,361.25,362.23,360.6,346.41,345.24,0.1575,21250,3,0.98
148,361.8,359.66,360.89,360.96,360.75,362.73,361.17,362.2,360.77,346.44,345.16,0.1575,21250,3,0.98
149,361.75,359.65,360.91,360.96,360.75,362.72,361.08,362.14,360.89,346.48,345.18,0.1575,21250,3,0.98
150,361.71,359.65,360.91,360.95,360.74,362.71,360.96,362.13,360.98,346.52,345.27,0.1575,21250,3,0.98
151,361.65,359.58,360.89,360.94,360.72,362.7,360.93,362.11,361.01,346.54,345.21,0.1575,21250,3,0.98
152,361.61,359.53,360.85,360.93,360.69,362.67,360.98,362.1,361.01,346.55,345.28,0.1575,21250,3,0.98
153,361.56,359.48,360.78,360.92,360.65,362.65,361.05,362.12,361.02,346.56,345.18,0.1575,21250,3,0.98
154,361.51,359.43,360.69,360.91,360.63,362.64,361.12,362.14,361.02,346.57,345.22,0.1575,21250,3,0.98
155,361.41,359.38,360.62,360.9,360.62,362.63,361.17,362.15,361.05,346.6,345.3,0.1575,21250,3,0.98
156,361.27,359.3,360.56,360.88,360.61,362.63,361.19,362.17,361.08,346.63,345.4,0.1575,21250,3,0.98
157,361.12,359.24,360.51,360.88,360.62,362.64,361.19,362.16,361.13,346.67,345.51,0.1575,21250,3,0.98
158,361.04,359.2,360.48,360.88,360.64,362.65,361.21,362.16,361.19,346.71,345.54,0.1575,21250,3,0.98
159,361.01,359.24,360.47,360.89,360.66,362.66,361.24,362.19,361.27,346.82,345.53,0.1575,21250,3,0.98
160,361.0,359.31,360.48,360.89,360.67,362.66,361.3,362.24,361.32,346.96,345.53,0.1575,21250,3,0.98
161,360.98,359.34,360.48,360.9,360.67,362.67,361.33,362.28,361.33,347.06,345.37,0.1575,21250,3,0.98
162,360.98,359.37,360.5,360.93,360.68,362.67,361.37,362.27,361.33,347.16,345.51,0.1575,21250,3,0.98
163,360.99,359.39,360.52,360.96,360.68,362.67,361.4,362.25,361.33,347.24,345.47,0.1575,21250,3,0.98
164,360.99,359.37,360.53,360.97,360.69,362.66,361.42,362.23,361.28,347.28,345.47,0.1575,21250,3,0.98
165,361.0,359.36,360.54,360.99,360.69,362.66,361.42,362.25,361.18,347.28,345.45,0.1575,21250,3,0.98
166,361.0,359.31,360.57,361.0,360.7,362.65,361.41,362.27,361.05,347.27,345.53,0.1575,21250,3,0.98
167,361.01,359.26,360.58,361.01,360.71,362.64,361.41,362.26,360.94,347.23,345.64,0.1575,21250,3,0.98
168,360.97,359.19,360.6,361.04,360.72,362.61,361.43,362.24,360.66,347.17,345.58,0.1575,21250,3,0.98
169,360.92,359.14,360.6,361.07,360.73,362.55,361.46,362.18,360.34,347.15,345.57,0.1575,21250,3,0.98
170,360.84,359.15,360.6,361.07,360.74,362.52,361.47,362.09,360.15,347.16,345.48,0.1575,21250,3,0.98
171,360.75,359.16,360.6,361.07,360.71,362.5,361.46,361.99,360.01,347.16,345.48,0.1575,21250,3,0.98
172,360.69,359.19,360.58,361.05,360.67,362.49,361.47,361.74,359.9,347.17,345.44,0.1575,21250,3,0.98
173,360.64,359.22,360.56,361.02,360.61,362.48,361.52,361.64,359.83,347.2,345.46,0.1575,21250,3,0.98
174,360.65,359.25,360.55,360.97,360.55,362.5,361.53,361.76,359.8,347.22,345.52,0.1575,21250,3,0.98
175,360.65,359.27,360.55,360.9,360.48,362.52,361.48,361.93,359.78,347.23,345.43,0.1575,21250,3,0.98
176,360.66,359.3,360.55,360.82,360.43,362.54,361.46,362.06,359.78,347.25,345.43,0.1575,21250,3,0.98
177,360.75,359.35,360.56,360.74,360.36,362.56,361.4,362.12,359.74,347.29,345.54,0.1575,21250,3,0.98
178,360.84,359.35,360.56,360.68,360.31,362.57,361.35,362.15,359.63,347.35,345.49,0.1575,21250,3,0.98
179,360.9,359.35,360.56,360.64,360.3,362.58,361.33,362.16,359.61,347.37,345.49,0.1575,21250,3,0.98
180,360.97,359.38,360.55,360.61,360.29,362.59,361.32,362.18,359.67,347.4,345.61,0.1575,21250,3,0.98
181,361.0,359.38,360.52,360.59,360.3,362.58,361.31,362.19,359.72,347.41,345.55,0.1575,21250,3,0.98
182,361.05,359.4,360.52,360.6,360.31,362.58,361.32,362.2,359.77,347.45,345.44,0.1575,21250,3,0.98
183,361.11,359.42,360.5,360.62,360.32,362.58,361.28,362.23,359.84,347.48,345.4,0.1575,21250,3,0.98
184,361.19,359.4,360.49,360.65,360.33,362.57,361.28,362.25,359.98,347.52,345.32,0.1575,21250,3,0.98
185,361.28,359.37,360.47,360.67,360.35,362.56,361.27,362.26,360.13,347.56,345.39,0.1575,21250,3,0.98
186,361.33,359.37,360.45,360.71,360.39,362.55,361.3,362.24,360.36,347.56,345.41,0.1575,21250,3,0.98
187,361.33,359.36,360.44,360.74,360.43,362.53,361.35,362.27,360.58,347.55,345.45,0.1575,21250,3,0.98
188,361.35,359.32,360.44,360.76,360.46,362.47,361.39,362.33,360.71,347.55,345.47,0.1575,21250,3,0.98
189,361.4,359.31,360.45,360.8,360.51,362.42,361.41,362.39,360.82,347.55,345.67,0.1575,21250,3,0.98
190,361.46,359.29,360.46,360.8,360.55,362.38,361.42,362.41,360.93,347.55,345.57,0.1575,21250,3,0.98
191,361.52,359.26,360.47,360.82,360.58,362.37,361.37,362.39,361.03,347.55,345.6,0.1575,21250,3,0.98
192,361.56,359.22,360.47,360.82,360.6,362.36,361.32,362.34,361.13,347.56,345.58,0.1575,21250,3,0.98
193,361.55,359.19,360.47,360.84,360.61,362.35,361.31,362.25,361.2,347.58,345.54,0.1575,21250,3,0.98
194,361.51,359.18,360.47,360.86,360.63,362.34,361.29,362.21,361.3,347.59,345.69,0.1575,21250,3,0.98
195,361.42,359.14,360.45,360.88,360.64,362.31,361.25,362.21,361.4,347.59,345.8,0.1575,21250,3,0.98
196,361.29,358.99,360.41,360.91,360.64,362.3,361.24,362.25,361.46,347.6,345.53,0.1575,21250,3,0.98
197,361.21,358.92,360.42,360.94,360.65,362.29,361.25,362.29,361.44,347.6,345.67,0.1575,21250,3,0.98
198,361.14,358.9,360.42,360.97,360.66,362.29,361.24,362.32,361.42,347.62,345.57,0.1575,21250,3,0.98
199,361.08,358.89,360.43,360.98,360.66,362.29,361.22,362.35,361.42,347.63,345.65,0.1575,21250,3,0.98
200,361.02,358.89,360.43,360.97,360.66,362.3,361.2,362.35,361.45,347.64,345.61,0.1575,21250,3,0.98
201,360.92,358.82,360.43,360.96,360.65,362.3,361.17,362.33,361.5,347.69,345.59,0.1575,21250,3,0.98
202,360.83,358.74,360.41,360.96,360.65,362.31,361.11,362.29,361.54,347.76,345.77,0.1575,21250,3,0.98
203,360.74,358.71,360.4,360.98,360.64,362.32,361.07,362.26,361.56,347.83,345.93,0.1575,21250,3,0.98
204,360.68,358.73,360.37,360.99,360.64,362.33,360.99,362.24,361.6,347.94,345.91,0.1575,21250,3,0.98
205,360.65,358.76,360.36,360.98,360.63,362.33,360.97,362.2,361.6,348.05,345.89,0.1575,21250,3,0.98
206,360.64,358.79,360.36,360.99,360.63,362.33,361.01,362.16,361.61,348.14,346.03,0.1575,21250,3,0.98
207,360.6,358.79,360.35,361.0,360.62,362.32,361.06,362.12,361.62,348.2,346.09,0.1575,21250,3,0.98
208,360.58,358.79,360.36,361.01,360.62,362.32,361.12,362.1,361.62,348.24,346.15,0.1575,21250,3,0.98
209,360.57,358.76,360.36,361.02,360.61,362.33,361.17,362.09,361.65,348.28,346.02,0.1575,21250,3,0.98
210,360.54,358.73,360.36,361.03,360.59,362.33,361.21,362.08,361.68,348.33,346.01,0.1575,21250,3,0.98
211,360.53,358.71,360.38,361.05,360.59,362.34,361.28,362.1,361.73,348.39,345.92,0.1575,21250,3,0.98
212,360.52,358.72,360.41,361.04,360.59,362.34,361.34,362.13,361.75,348.45,345.92,0.1575,21250,3,0.98
213,360.43,358.77,360.39,361.05,360.59,362.34,361.41,362.14,361.74,348.56,346.0,0.1575,21250,3,0.98
214,360.33,358.85,360.38,361.04,360.59,362.34,361.46,362.14,361.72,348.67,345.98,0.1575,21250,3,0.98
215,360.31,358.88,360.37,361.05,360.6,362.36,361.51,362.15,361.72,348.71,346.02,0.1575,21250,3,0.98
216,360.27,358.87,360.36,361.05,360.6,362.38,361.54,362.18,361.71,348.74,346.06,0.1575,21250,3,0.98
217,360.27,358.86,360.36,361.03,360.6,362.41,361.58,362.21,361.69,348.75,345.94,0.1575,21250,3,0.98
218,360.27,358.82,360.36,361.0,360.62,362.42,361.59,362.25,361.67,348.76,346.04,0.1575,21250,3,0.98
219,360.26,358.78,360.35,360.98,360.61,362.44,361.62,362.3,361.64,348.78,345.99,0.1575,21250,3,0.98
220,360.27,358.75,360.37,360.98,360.61,362.45,361.66,362.36,361.64,348.81,346.11,0.1575,21250,3,0.98
221,360.28,358.73,360.39,360.97,360.61,362.45,361.69,362.43,361.65,348.86,346.13,0.1575,21250,3,0.98
222,360.33,358.71,360.41,360.97,360.61,362.46,361.71,362.45,361.65,348.92,346.07,0.1575,21250,3,0.98
223,360.41,358.7,360.44,360.94,360.6,362.47,361.69,362.45,361.65,348.99,346.07,0.1575,21250,3,0.98
224,360.47,358.72,360.44,360.91,360.6,362.47,361.66,362.46,361.67,349.04,346.05,0.1575,21250,3,0.98
225,360.52,358.7,360.44,360.87,360.58,362.47,361.63,362.46,361.72,349.08,346.0,0.1575,21250,3,0.98
226,360.56,358.7,360.44,360.86,360.57,362.48,361.62,362.46,361.79,349.1,345.93,0.1575,21250,3,0.98
227,360.57,358.68,360.44,360.83,360.55,362.48,361.6,362.43,361.82,349.09,345.91,0.1575,21250,3,0.98
228,360.54,358.64,360.43,360.85,360.53,362.48,361.61,362.41,361.84,349.06,345.97,0.1575,21250,3,0.98
229,360.54,358.6,360.44,360.87,360.53,362.46,361.61,362.38,361.79,349.0,345.98,0.1575,21250,3,0.98
230,360.58,358.56,360.44,360.89,360.53,362.44,361.62,362.32,361.72,348.96,346.07,0.1575,21250,3,0.98
