Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf
0,359.41,359.06,359.72,360.27,359.69,361.77,359.19,359.12,354.34,329.22,210.38,0.1575,21250,3,0.76
1,359.35,359.05,359.7,360.25,359.68,361.76,359.11,359.17,354.59,329.25,211.18,0.1575,21250,3,0.76
2,359.39,359.14,359.73,360.29,359.7,361.78,359.2,359.36,355.07,329.36,211.63,0.1575,21250,3,0.76
3,359.47,359.28,359.79,360.36,359.76,361.82,359.33,359.64,355.49,329.46,212.15,0.1575,21250,3,0.76
4,359.59,359.43,359.87,360.43,359.82,361.87,359.47,359.81,355.93,329.57,212.64,0.1575,21250,3,0.76
5,359.71,359.58,359.96,360.54,359.89,361.95,359.6,359.95,356.36,329.72,213.14,0.1575,21250,3,0.76
6,359.83,359.74,360.06,360.66,359.99,362.04,359.77,360.14,356.75,329.9,213.55,0.1575,21250,3,0.76
7,359.94,359.89,360.15,360.78,360.08,362.14,359.94,360.37,357.12,330.05,214.03,0.1575,21250,3,0.76
8,360.07,360.03,360.24,360.9,360.18,362.24,360.07,360.58,357.44,330.19,214.44,0.1575,21250,3,0.76
9,360.19,360.15,360.33,361.02,360.28,362.35,360.22,360.79,357.72,330.32,214.85,0.1575,21250,3,0.76
10,360.34,360.32,360.48,361.15,360.44,362.46,360.46,360.98,358.07,330.49,215.29,0.1575,21250,3,0.76
11,360.5,360.44,360.59,361.24,360.59,362.54,360.66,361.09,358.35,330.62,215.76,0.1575,21250,3,0.76
12,360.59,360.51,360.66,361.35,360.69,362.64,360.82,361.25,358.5,330.73,216.06,0.1575,21250,3,0.76
13,360.66,360.57,360.71,361.45,360.79,362.74,360.96,361.39,358.62,330.8,216.54,0.1575,21250,3,0.76
14,360.74,360.64,360.75,361.52,360.9,362.85,361.1,361.53,358.74,330.88,216.87,0.1575,21250,3,0.76
15,360.8,360.7,360.77,361.58,361.0,362.97,361.21,361.67,358.83,330.97,217.19,0.1575,21250,3,0.76
16,360.85,360.75,360.79,361.65,361.09,363.06,361.32,361.82,358.91,331.05,217.56,0.1575,21250,3,0.76
17,360.89,360.8,360.8,361.72,361.17,363.16,361.4,361.94,359.0,331.12,218.0,0.1575,21250,3,0.76
18,360.94,360.82,360.83,361.77,361.24,363.21,361.47,362.02,359.07,331.2,218.38,0.1575,21250,3,0.76
19,361.03,360.88,360.88,361.83,361.34,363.29,361.51,362.1,359.16,331.32,218.74,0.1575,21250,3,0.76
20,361.15,360.93,360.94,361.88,361.41,363.35,361.55,362.18,359.16,331.44,219.18,0.1575,21250,3,0.76
