Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf
0,360.1,359.59,360.22,360.61,359.93,361.74,358.79,359.74,356.9,333.79,344.39,0.1575,21250,3,0.98
1,360.13,359.6,360.2,360.58,359.9,361.7,358.92,359.85,356.95,333.73,344.42,0.1575,21250,3,0.98
2,360.18,359.64,360.2,360.59,359.9,361.71,359.1,360.06,357.0,333.71,344.53,0.1575,21250,3,0.98
3,360.25,359.71,360.23,360.64,359.92,361.74,359.3,360.29,357.02,333.7,344.6,0.1575,21250,3,0.98
4,360.35,359.8,360.27,360.67,359.96,361.77,359.49,360.45,357.05,333.75,344.61,0.1575,21250,3,0.98
5,360.45,359.89,360.32,360.74,360.02,361.82,359.68,360.64,357.17,333.85,344.74,0.1575,21250,3,0.98
6,360.54,360.01,360.39,360.82,360.08,361.88,359.87,360.84,357.38,333.95,344.73,0.1575,21250,3,0.98
7,360.65,360.14,360.48,360.9,360.16,361.95,360.04,361.02,357.61,334.03,344.79,0.1575,21250,3,0.98
8,360.83,360.31,360.6,360.98,360.24,362.0,360.23,361.17,358.0,334.19,344.77,0.1575,21250,3,0.98
9,361.02,360.5,360.72,361.07,360.32,362.06,360.38,361.3,358.35,334.36,344.77,0.1575,21250,3,0.98
10,361.14,360.62,360.81,361.15,360.36,362.14,360.46,361.41,358.44,334.47,344.7,0.1575,21250,3,0.98
11,361.24,360.72,360.87,361.19,360.39,362.19,360.54,361.49,358.4,334.58,344.8,0.1575,21250,3,0.98
12,361.34,360.84,360.95,361.23,360.45,362.28,360.62,361.58,358.46,334.7,344.71,0.1575,21250,3,0.98
13,361.42,360.94,361.01,361.28,360.47,362.36,360.69,361.69,358.63,334.81,344.75,0.1575,21250,3,0.98
14,361.49,361.03,361.07,361.33,360.51,362.44,360.73,361.73,358.85,334.95,344.9,0.1575,21250,3,0.98
15,361.55,361.12,361.12,361.42,360.55,362.51,360.77,361.67,359.07,335.09,345.03,0.1575,21250,3,0.98
16,361.62,361.17,361.16,361.5,360.59,362.58,360.8,361.52,359.29,335.24,345.03,0.1575,21250,3,0.98
17,361.7,361.25,361.2,361.6,360.68,362.64,360.89,361.43,359.59,335.43,344.95,0.1575,21250,3,0.98
18,361.77,361.33,361.25,361.67,360.8,362.69,360.96,361.43,359.8,335.58,344.97,0.1575,21250,3,0.98
19,361.78,361.39,361.27,361.76,360.88,362.77,361.03,361.4,359.91,335.63,344.9,0.1575,21250,3,0.98
20,361.77,361.44,361.29,361.85,360.95,362.83,361.11,361.43,360.0,335.63,345.01,0.1575,21250,3,0.98
21,361.74,361.47,361.31,361.93,361.03,362.9,361.2,361.53,360.09,335.61,345.06,0.1575,21250,3,0.98
22,361.72,361.5,361.33,362.02,361.1,362.97,361.27,361.62,360.11,335.58,345.26,0.1575,21250,3,0.98
23,361.7,361.52,361.33,362.09,361.15,363.04,361.33,361.69,360.06,335.54,345.2,0.1575,21250,3,0.98
