Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf
106,362.33,360.37,360.93,361.66,361.22,362.68,361.25,362.02,359.73,338.6,231.17,0.1575,21250,3,0.76
107,362.38,360.36,360.97,361.63,361.19,362.64,361.21,362.04,359.72,338.7,231.25,0.1575,21250,3,0.76
108,362.42,360.32,361.0,361.62,361.16,362.61,361.18,362.04,359.74,338.78,231.48,0.1575,21250,3,0.76
109,362.47,360.3,361.05,361.63,361.14,362.58,361.15,362.02,359.78,338.84,231.82,0.1575,21250,3,0.76
110,362.51,360.28,361.06,361.64,361.12,362.56,361.13,361.96,359.84,338.9,231.95,0.1575,21250,3,0.76
111,362.56,360.26,361.06,361.67,361.12,362.56,361.12,361.89,359.86,338.94,232.0,0.1575,21250,3,0.76
112,362.62,360.23,361.03,361.68,361.14,362.57,361.12,361.82,359.89,339.0,232.14,0.1575,21250,3,0.76
113,362.69,360.22,360.99,361.7,361.16,362.63,361.12,361.73,359.9,339.04,232.42,0.1575,21250,3,0.76
114,362.73,360.24,361.0,361.73,361.18,362.68,361.14,361.7,359.89,339.08,232.68,0.1575,21250,3,0.76
115,362.73,360.3,361.04,361.74,361.2,362.73,361.16,361.66,359.8,339.13,232.93,0.1575,21250,3,0.76
116,362.69,360.36,361.06,361.76,361.24,362.79,361.18,361.64,359.65,339.16,233.13,0.1575,21250,3,0.76
117,362.62,360.41,361.08,361.75,361.25,362.84,361.21,361.57,359.47,339.21,233.43,0.1575,21250,3,0.76
118,362.56,360.46,361.1,361.75,361.29,362.89,361.25,361.54,359.35,339.27,233.5,0.1575,21250,3,0.76
119,362.51,360.49,361.12,361.75,361.32,362.93,361.25,361.58,359.3,339.32,233.74,0.1575,21250,3,0.76
120,362.46,360.48,361.12,361.74,361.34,362.97,361.22,361.67,359.29,339.36,233.82,0.1575,21250,3,0.76
121,362.39,360.47,361.09,361.75,361.34,363.01,361.08,361.73,359.28,339.42,234.04,0.1575,21250,3,0.76
122,362.33,360.5,361.1,361.75,361.36,363.04,360.96,361.71,359.24,339.5,234.32,0.1575,21250,3,0.76
123,362.31,360.54,361.12,361.74,361.35,363.06,360.9,361.72,359.19,339.55,234.45,0.1575,21250,3,0.76
124,362.33,360.56,361.16,361.73,361.37,363.07,360.87,361.75,359.2,339.61,234.6,0.1575,21250,3,0.76
125,362.37,360.59,361.18,361.71,361.37,363.08,360.85,361.75,359.22,339.66,235.13,0.1575,21250,3,0.76
126,362.44,360.62,361.2,361.69,361.37,363.09,360.88,361.71,359.24,339.7,235.22,0.1575,21250,3,0.76
127,362.47,360.63,361.2,361.66,361.37,363.12,360.9,361.62,359.27,339.74,235.41,0.1575,21250,3,0.76
128,362.48,360.65,361.2,361.6,361.36,363.13,360.9,361.54,359.34,339.82,235.63,0.1575,21250,3,0.76
129,362.48,360.67,361.21,361.54,361.35,363.15,360.9,361.53,359.43,339.91,235.84,0.1575,21250,3,0.76
130,362.5,360.73,361.26,361.49,361.34,363.18,360.89,361.58,359.55,340.0,235.92,0.1575,21250,3,0.76
131,362.5,360.78,361.32,361.46,361.35,363.18,360.89,361.62,359.65,340.09,236.02,0.1575,21250,3,0.76
132,362.47,360.77,361.34,361.44,361.34,363.19,360.88,361.62,359.68,340.12,236.22,0.1575,21250,3,0.76
133,362.4,360.71,361.38,361.43,361.33,363.19,360.88,361.61,359.71,340.17,236.48,0.1575,21250,3,0.76
134,362.33,360.62,361.39,361.37,361.31,363.18,360.86,361.59,359.72,340.2,236.6,0.1575,21250,3,0.76
135,362.22,360.52,361.42,361.33,361.28,363.18,360.84,361.59,359.73,340.25,236.86,0.1575,21250,3,0.76
136,362.09,360.4,361.43,361.29,361.25,363.16,360.8,361.6,359.73,340.3,236.95,0.1575,21250,3,0.76
137,361.97,360.27,361.44,361.24,361.23,363.14,360.75,361.61,359.69,340.34,237.11,0.1575,21250,3,0.76
138,361.86,360.16,361.44,361.21,361.2,363.11,360.71,361.63,359.63,340.39,237.3,0.1575,21250,3,0.76
139,361.72,360.04,361.43,361.19,361.16,363.09,360.69,361.61,359.54,340.45,237.51,0.1575,21250,3,0.76
140,361.63,359.96,361.42,361.18,361.13,363.07,360.7,361.58,359.47,340.48,237.68,0.1575,21250,3,0.76
141,361.6,359.93,361.4,361.15,361.1,363.05,360.7,361.55,359.44,340.5,237.9,0.1575,21250,3,0.76
142,361.6,359.89,361.37,361.11,361.09,363.03,360.7,361.54,359.44,340.53,238.08,0.1575,21250,3,0.76
143,361.65,359.83,361.36,361.08,361.06,363.01,360.71,361.5,359.46,340.54,238.16,0.1575,21250,3,0.76
144,361.72,359.77,361.35,361.06,361.02,363.0,360.74,361.46,359.51,340.59,238.41,0.1575,21250,3,0.76
145,361.8,359.71,361.34,361.05,360.98,362.98,360.77,361.43,359.54,340.64,238.5,0.1575,21250,3,0.76
146,361.88,359.64,361.34,361.02,360.94,362.96,360.8,361.43,359.58,340.69,238.56,0.1575,21250,3,0.76
147,361.95,359.6,361.33,361.01,360.92,362.95,360.86,361.44,359.61,340.76,238.57,0.1575,21250,3,0.76
148,362.02,359.59,361.33,361.01,360.89,362.95,360.98,361.49,359.64,340.84,238.76,0.1575,21250,3,0.76
149,362.05,359.59,361.28,361.02,360.89,362.95,361.09,361.53,359.66,340.93,239.04,0.1575,21250,3,0.76
150,362.07,359.57,361.26,361.06,360.92,362.94,361.16,361.59,359.67,340.97,239.07,0.1575,21250,3,0.76
151,362.09,359.55,361.24,361.1,360.95,362.95,361.21,361.62,359.68,341.01,239.12,0.1575,21250,3,0.76
152,362.1,359.53,361.22,361.14,360.98,362.97,361.23,361.59,359.67,341.05,239.13,0.1575,21250,3,0.76
153,362.09,359.54,361.22,361.17,361.02,362.99,361.25,361.55,359.7,341.08,239.21,0.1575,21250,3,0.76
154,362.06,359.54,361.2,361.19,361.05,363.0,361.27,361.49,359.75,341.1,239.48,0.1575,21250,3,0.76
155,362.01,359.55,361.2,361.22,361.07,363.02,361.29,361.45,359.82,341.14,239.52,0.1575,21250,3,0.76
156,361.92,359.54,361.18,361.27,361.09,363.05,361.28,361.45,359.89,341.24,239.69,0.1575,21250,3,0.76
157,361.86,359.54,361.18,361.31,361.11,363.07,361.24,361.48,359.94,341.36,239.84,0.1575,21250,3,0.76
158,361.86,359.55,361.18,361.36,361.12,363.08,361.21,361.49,359.97,341.46,239.92,0.1575,21250,3,0.76
159,361.84,359.55,361.19,361.43,361.13,363.09,361.21,361.53,360.01,341.54,240.03,0.1575,21250,3,0.76
160,361.79,359.56,361.18,361.5,361.13,363.08,361.19,361.57,360.05,341.6,240.27,0.1575,21250,3,0.76
161,361.74,359.56,361.16,361.54,361.16,363.08,361.2,361.62,360.1,341.65,240.47,0.1575,21250,3,0.76
162,361.69,359.54,361.15,361.57,361.17,363.06,361.22,361.67,360.14,341.71,240.58,0.1575,21250,3,0.76
163,361.61,359.51,361.12,361.59,361.17,363.05,361.23,361.7,360.18,341.77,240.74,0.1575,21250,3,0.76
164,361.53,359.48,361.11,361.61,361.18,363.05,361.22,361.73,360.19,341.82,240.81,0.1575,21250,3,0.76
165,361.44,359.41,361.11,361.61,361.19,363.06,361.22,361.75,360.19,341.89,240.87,0.1575,21250,3,0.76
166,361.41,359.34,361.11,361.63,361.19,363.06,361.2,361.78,360.18,341.93,240.91,0.1575,21250,3,0.76
167,361.4,359.3,361.09,361.65,361.19,363.05,361.18,361.81,360.18,341.96,241.03,0.1575,21250,3,0.76
168,361.42,359.25,361.07,361.66,361.2,363.06,361.14,361.84,360.2,341.98,241.18,0.1575,21250,3,0.76
169,361.44,359.21,361.05,361.67,361.21,363.05,361.12,361.93,360.23,342.0,241.28,0.1575,21250,3,0.76
170,361.45,359.18,361.04,361.68,361.25,363.05,361.14,362.03,360.29,342.03,241.32,0.1575,21250,3,0.76
171,361.42,359.16,361.03,361.69,361.28,363.04,361.17,362.05,360.33,342.06,241.46,0.1575,21250,3,0.76
172,361.36,359.15,361.04,361.7,361.31,363.04,361.24,362.07,360.37,342.1,241.58,0.1575,21250,3,0.76
173,361.29,359.14,361.04,361.71,361.33,363.05,361.31,362.13,360.4,342.16,241.7,0.1575,21250,3,0.76
174,361.23,359.15,361.04,361.73,361.36,363.08,361.4,362.21,360.46,342.24,241.9,0.1575,21250,3,0.76
175,361.26,359.16,361.04,361.74,361.4,363.09,361.45,362.25,360.51,342.33,241.98,0.1575,21250,3,0.76
176,361.31,359.17,361.04,361.75,361.43,363.11,361.45,362.33,360.54,342.38,241.96,0.1575,21250,3,0.76
177,361.39,359.17,361.03,361.78,361.44,363.14,361.43,362.37,360.56,342.42,241.92,0.1575,21250,3,0.76
178,361.47,359.18,361.01,361.79,361.44,363.16,361.4,362.38,360.61,342.46,242.58,0.1575,21250,3,0.76
179,361.55,359.19,361.01,361.8,361.46,363.19,361.41,362.37,360.66,342.51,242.74,0.1575,21250,3,0.76
180,361.62,359.19,361.0,361.8,361.47,363.2,361.41,362.37,360.71,342.56,242.84,0.1575,21250,3,0.76
181,361.65,359.22,361.01,361.8,361.46,363.22,361.44,362.39,360.72,342.61,243.03,0.1575,21250,3,0.76
182,361.63,359.24,361.02,361.79,361.45,363.24,361.46,362.41,360.73,342.66,243.16,0.1575,21250,3,0.76
183,361.5,359.31,361.03,361.78,361.42,363.23,361.48,362.41,360.74,342.73,243.05,0.1575,21250,3,0.76
184,361.34,359.38,361.05,361.75,361.39,363.2,361.51,362.35,360.75,342.81,243.23,0.1575,21250,3,0.76
185,361.25,359.41,361.05,361.72,361.37,363.18,361.53,362.29,360.78,342.84,243.38,0.1575,21250,3,0.76
186,361.17,359.4,361.05,361.68,361.34,363.16,361.52,362.23,360.8,342.86,243.37,0.1575,21250,3,0.76
187,361.12,359.36,361.04,361.64,361.32,363.15,361.49,362.19,360.8,342.89,243.57,0.1575,21250,3,0.76
188,361.1,359.34,361.05,361.6,361.32,363.13,361.45,362.17,360.79,342.93,243.59,0.1575,21250,3,0.76
189,361.1,359.33,361.05,361.58,361.33,363.12,361.41,362.17,360.78,342.97,243.97,0.1575,21250,3,0.76
190,361.11,359.34,361.04,361.54,361.33,363.11,361.36,362.18,360.76,343.0,243.47,0.1575,21250,3,0.76
191,361.16,359.35,361.05,361.52,361.34,363.13,361.3,362.2,360.77,343.05,243.6,0.1575,21250,3,0.76
192,361.27,359.34,361.04,361.52,361.35,363.15,361.26,362.23,360.76,343.07,243.7,0.1575,21250,3,0.76
193,361.44,359.32,361.04,361.52,361.38,363.17,361.29,362.26,360.73,343.08,243.73,0.1575,21250,3,0.76
194,361.52,359.28,361.04,361.53,361.39,363.18,361.34,362.27,360.71,343.09,243.85,0.1575,21250,3,0.76
195,361.55,359.27,361.05,361.55,361.4,363.19,361.41,362.28,360.69,343.11,243.88,0.1575,21250,3,0.76
196,361.55,359.26,361.06,361.54,361.42,363.2,361.46,362.31,360.66,343.13,243.94,0.1575,21250,3,0.76
197,361.53,359.24,361.06,361.52,361.4,363.21,361.5,362.33,360.64,343.15,243.88,0.1575,21250,3,0.76
198,361.53,359.22,361.07,361.5,361.4,363.22,361.53,362.38,360.64,343.18,244.01,0.1575,21250,3,0.76
199,361.55,359.21,361.08,361.46,361.39,363.22,361.53,362.42,360.62,343.22,244.16,0.1575,21250,3,0.76
200,361.58,359.22,361.09,361.42,361.38,363.2,361.51,362.46,360.6,343.24,244.26,0.1575,21250,3,0.76
201,361.69,359.26,361.1,361.37,361.35,363.2,361.51,362.44,360.59,343.29,244.4,0.1575,21250,3,0.76
202,361.76,359.29,361.11,361.34,361.32,363.18,361.5,362.41,360.61,343.33,244.51,0.1575,21250,3,0.76
203,361.79,359.3,361.12,361.32,361.31,363.17,361.51,362.4,360.66,343.37,244.74,0.1575,21250,3,0.76
204,361.79,359.3,361.12,361.3,361.29,363.15,361.5,362.39,360.71,343.4,244.83,0.1575,21250,3,0.76
205,361.79,359.28,361.08,361.3,361.27,363.13,361.47,362.38,360.74,343.44,244.89,0.1575,21250,3,0.76
206,361.8,359.28,361.1,361.3,361.26,363.11,361.45,362.41,360.79,343.48,245.12,0.1575,21250,3,0.76
207,361.81,359.27,361.1,361.31,361.24,363.09,361.43,362.43,360.82,343.53,245.21,0.1575,21250,3,0.76
208,361.81,359.26,361.11,361.32,361.23,363.09,361.41,362.47,360.85,343.58,245.09,0.1575,21250,3,0.76
209,361.81,359.24,361.11,361.33,361.23,363.07,361.4,362.49,360.86,343.63,245.11,0.1575,21250,3,0.76
210,361.74,359.23,361.12,361.34,361.23,363.07,361.39,362.49,360.86,343.69,245.27,0.1575,21250,3,0.76
211,361.67,359.22,361.13,361.35,361.24,363.09,361.41,362.49,360.85,343.71,245.34,0.1575,21250,3,0.76
212,361.64,359.21,361.13,361.37,361.24,363.1,361.45,362.45,360.84,343.73,245.37,0.1575,21250,3,0.76
213,361.64,359.23,361.15,361.4,361.26,363.13,361.49,362.38,360.81,343.76,245.36,0.1575,21250,3,0.76
214,361.62,359.23,361.16,361.41,361.27,363.16,361.53,362.27,360.79,343.8,245.49,0.1575,21250,3,0.76
215,361.6,359.22,361.15,361.44,361.28,363.18,361.54,362.18,360.76,343.86,245.48,0.1575,21250,3,0.76
216,361.56,359.2,361.15,361.45,361.29,363.19,361.51,362.11,360.75,343.91,245.72,0.1575,21250,3,0.76
217,361.54,359.17,361.13,361.45,361.31,363.21,361.49,362.12,360.75,343.98,245.79,0.1575,21250,3,0.76
218,361.5,359.18,361.13,361.45,361.32,363.23,361.46,362.2,360.76,344.06,245.92,0.1575,21250,3,0.76
219,361.42,359.18,361.13,361.45,361.33,363.23,361.45,362.33,360.78,344.11,245.93,0.1575,21250,3,0.76
220,361.27,359.23,361.14,361.43,361.32,363.22,361.5,362.4,360.82,344.19,246.13,0.1575,21250,3,0.76
221,361.09,359.28,361.16,361.41,361.33,363.2,361.57,362.44,360.85,344.25,246.19,0.1575,21250,3,0.76
222,361.01,359.31,361.18,361.41,361.34,363.18,361.59,362.47,360.86,344.29,246.3,0.1575,21250,3,0.76
223,360.95,359.35,361.19,361.41,361.36,363.17,361.59,362.47,360.84,344.32,246.36,0.1575,21250,3,0.76
224,360.92,359.38,361.19,361.41,361.36,363.17,361.59,362.46,360.81,344.36,246.34,0.1575,21250,3,0.76
225,360.9,359.39,361.18,361.42,361.37,363.18,361.61,362.45,360.81,344.38,246.42,0.1575,21250,3,0.76
226,360.92,359.38,361.16,361.41,361.37,363.17,361.62,362.45,360.79,344.39,246.52,0.1575,21250,3,0.76
227,360.94,359.38,361.17,361.4,361.38,363.18,361.64,362.46,360.78,344.4,246.74,0.1575,21250,3,0.76
228,361.0,359.36,361.18,361.39,361.37,363.19,361.69,362.49,360.75,344.38,246.78,0.1575,21250,3,0.76
229,361.04,359.35,361.2,361.39,361.35,363.2,361.72,362.51,360.75,344.36,246.79,0.1575,21250,3,0.76
230,361.05,359.35,361.23,361.42,361.32,363.21,361.73,362.54,360.76,344.34,246.84,0.1575,21250,3,0.76
