L,H,mae,rmse,r2,physics_loss,pb_loss,viol_pct,pred_to_in_ratio,status,pass
20,60,0.6482782959938049,0.992484986782074,0.9920302499085665,2144.8982378620103,0.026296839600324223,25.1953125,0.9999999988192492,success,False
20,90,0.7176203727722168,1.151390790939331,0.9896119525656104,1832.5175228843207,8.928073992706849e-06,29.296875,1.0000000040145527,success,False
20,120,0.6301472187042236,1.099632978439331,0.9908539727330208,1233.4775465595928,8.703250943429678e-06,24.0234375,0.9999999995276996,success,False
20,180,0.6518514752388,1.1661020517349243,0.990495597012341,765.3656333990857,5.164999360004358,27.734375,1.0000000021253515,success,False
20,240,0.5761191844940186,0.9931946992874146,0.9936813316307962,531.1093739668528,9.04646574303077e-06,23.2421875,0.9999999943323961,success,False
20,300,0.5747377872467041,0.9426276087760925,0.9948123847134411,431.3837138756593,9.20807149508022e-06,25.9765625,0.9999999976384983,success,False
20,450,0.7596253752708435,1.2666493654251099,0.9926441889256239,426.9449508254593,9.095436104650395e-06,24.21875,1.0000000017711261,success,False
20,580,2.6613824367523193,4.356977462768555,0.9296140894293785,964.6416320800781,1.5596549019392114e-05,22.857142857142858,1.0000000025909053,success,False
