Time,TC1_tip,TC_9_5,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
10,362.24,23.58,361.51,352.59,177.82,78.08,64.42,360.83,360.88,255.64,127.32,23.69,24.73,361.96,331.503877249473,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,354.912227805508,404.396634331952
11,362.38,23.61,361.63,352.75,177.97,78.45,64.67,361.08,361.07,255.74,127.76,23.69,24.73,362.11,331.57487115337,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,354.991470020609,404.475876547053
12,362.5,23.76,361.74,352.86,177.95,78.82,64.92,361.33,361.24,255.92,128.13,23.69,24.73,362.27,331.645849926721,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,355.070697284016,404.55510381046
13,362.64,23.75,361.85,352.99,178.05,79.2,65.19,361.57,361.43,256.17,128.57,23.7,24.73,362.41,331.716813568568,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,355.149909593649,404.634316120093
14,362.76,23.79,361.92,353.1,178.29,79.55,65.48,361.81,361.57,256.35,128.78,23.7,24.73,362.53,331.787762077957,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,355.229106947432,404.713513473876
15,362.88,23.65,362.01,353.22,178.59,79.85,65.79,362.05,361.78,256.58,129.12,23.69,24.72,362.67,331.858695453938,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,355.308289343292,404.792695869736
16,363.12,23.55,362.12,353.44,179.32,80.29,66.29,362.42,361.99,256.86,129.6,23.69,24.71,362.84,331.92961369556,355.387456779157,355.387456779157,355.387456779157,355.387456779157,355.387456779157,355.387456779157,355.387456779157,355.387456779157,355.387456779157,404.871863305601
17,363.41,23.59,362.21,353.69,180.05,80.7,66.79,362.77,362.17,257.13,129.86,23.68,24.7,362.97,332.000516801875,355.466609252958,355.466609252958,355.466609252958,355.466609252958,355.466609252958,355.466609252958,355.466609252958,355.466609252958,355.466609252958,404.951015779402
18,363.59,23.62,362.29,353.9,180.53,80.97,67.13,363.0,362.34,257.39,130.08,23.68,24.71,363.03,332.071404771938,355.545746762628,355.545746762628,355.545746762628,355.545746762628,355.545746762628,355.545746762628,355.545746762628,355.545746762628,355.545746762628,405.030153289072
19,363.74,23.66,362.39,354.1,181.05,81.28,67.5,363.24,362.5,257.65,130.45,23.7,24.7,363.02,332.142277604807,355.624869306102,355.624869306102,355.624869306102,355.624869306102,355.624869306102,355.624869306102,355.624869306102,355.624869306102,355.624869306102,405.109275832546
20,363.9,23.46,362.48,354.29,181.49,81.55,67.84,363.46,362.64,257.88,130.72,23.69,24.71,362.98,332.213135299541,355.703976881317,355.703976881317,355.703976881317,355.703976881317,355.703976881317,355.703976881317,355.703976881317,355.703976881317,355.703976881317,405.188383407762
21,363.93,23.56,362.54,354.5,181.9,81.81,68.23,363.68,362.73,258.01,130.81,23.7,24.7,362.94,332.283977855201,355.783069486215,355.783069486215,355.783069486215,355.783069486215,355.783069486215,355.783069486215,355.783069486215,355.783069486215,355.783069486215,405.267476012659
22,363.95,23.67,362.6,354.7,182.24,82.08,68.63,363.91,362.84,258.22,131.1,23.7,24.71,362.9,332.35480527085,355.862147118737,355.862147118737,355.862147118737,355.862147118737,355.862147118737,355.862147118737,355.862147118737,355.862147118737,355.862147118737,405.346553645181
23,364.0,23.64,362.63,354.91,182.36,82.35,69.03,364.12,362.93,258.48,131.33,23.7,24.71,362.86,332.425617545555,355.941209776829,355.941209776829,355.941209776829,355.941209776829,355.941209776829,355.941209776829,355.941209776829,355.941209776829,355.941209776829,405.425616303273
24,363.99,23.64,362.65,355.12,182.47,82.62,69.44,364.32,362.99,258.79,131.75,23.7,24.71,362.86,332.496414678383,356.020257458436,356.020257458436,356.020257458436,356.020257458436,356.020257458436,356.020257458436,356.020257458436,356.020257458436,356.020257458436,405.504663984881
25,363.86,23.63,362.67,355.4,182.95,83.0,70.07,364.61,363.05,259.08,132.18,23.7,24.72,362.91,332.567196668406,356.09929016151,356.09929016151,356.09929016151,356.09929016151,356.09929016151,356.09929016151,356.09929016151,356.09929016151,356.09929016151,405.583696687954
26,363.78,23.57,362.69,355.63,183.44,83.36,70.71,364.88,363.11,259.29,132.32,23.7,24.71,362.9,332.637963514694,356.178307884001,356.178307884001,356.178307884001,356.178307884001,356.178307884001,356.178307884001,356.178307884001,356.178307884001,356.178307884001,405.662714410445
27,363.78,23.67,362.74,355.78,183.74,83.63,71.17,365.07,363.15,259.52,132.61,23.7,24.71,362.87,332.708715216323,356.257310623864,356.257310623864,356.257310623864,356.257310623864,356.257310623864,356.257310623864,356.257310623864,356.257310623864,356.257310623864,405.741717150308
28,363.78,23.54,362.76,355.89,184.06,83.97,71.62,365.26,363.18,259.7,133.0,23.7,24.71,362.84,332.779451772369,356.336298379055,356.336298379055,356.336298379055,356.336298379055,356.336298379055,356.336298379055,356.336298379055,356.336298379055,356.336298379055,405.820704905499
29,363.82,23.57,362.77,355.99,184.34,84.3,72.08,365.43,363.22,259.97,133.46,23.7,24.72,362.84,332.850173181913,356.415271147533,356.415271147533,356.415271147533,356.415271147533,356.415271147533,356.415271147533,356.415271147533,356.415271147533,356.415271147533,405.899677673977
30,363.97,23.62,362.79,356.1,184.51,84.64,72.56,365.6,363.27,260.27,133.91,23.71,24.71,362.87,332.920879444034,356.494228927258,356.494228927258,356.494228927258,356.494228927258,356.494228927258,356.494228927258,356.494228927258,356.494228927258,356.494228927258,405.978635453702
31,364.11,23.61,362.81,356.22,184.67,85.05,73.04,365.77,363.33,260.61,134.52,23.71,24.72,362.91,332.991570557817,356.573171716196,356.573171716196,356.573171716196,356.573171716196,356.573171716196,356.573171716196,356.573171716196,356.573171716196,356.573171716196,406.05757824264
32,364.19,23.6,362.8,356.3,185.02,85.5,73.55,365.92,363.35,260.97,135.25,23.71,24.72,362.96,333.062246522347,356.65209951231,356.65209951231,356.65209951231,356.65209951231,356.65209951231,356.65209951231,356.65209951231,356.65209951231,356.65209951231,406.136506038755
33,364.3,23.71,362.75,356.38,185.38,85.97,74.07,366.08,363.38,261.33,135.9,23.71,24.72,363.03,333.132907336713,356.731012313571,356.731012313571,356.731012313571,356.731012313571,356.731012313571,356.731012313571,356.731012313571,356.731012313571,356.731012313571,406.215418840015
34,364.43,23.71,362.66,356.49,185.92,86.65,74.89,366.29,363.38,261.61,136.11,23.71,24.72,363.1,333.203553000003,356.809910117947,356.809910117947,356.809910117947,356.809910117947,356.809910117947,356.809910117947,356.809910117947,356.809910117947,356.809910117947,406.294316644391
35,364.43,23.67,362.61,356.57,186.66,87.27,75.73,366.51,363.38,261.75,136.24,23.7,24.72,363.24,333.274183511311,356.888792923412,356.888792923412,356.888792923412,356.888792923412,356.888792923412,356.888792923412,356.888792923412,356.888792923412,356.888792923412,406.373199449856
36,364.37,23.58,362.58,356.61,187.06,87.73,76.3,366.66,363.38,261.9,136.63,23.7,24.71,363.31,333.344798869731,356.967660727942,356.967660727942,356.967660727942,356.967660727942,356.967660727942,356.967660727942,356.967660727942,356.967660727942,356.967660727942,406.452067254386
37,364.34,23.55,362.59,356.64,187.5,88.19,76.9,366.82,363.38,262.09,137.16,23.7,24.72,363.34,333.41539907436,357.046513529513,357.046513529513,357.046513529513,357.046513529513,357.046513529513,357.046513529513,357.046513529513,357.046513529513,357.046513529513,406.530920055957
38,364.31,23.58,362.59,356.66,187.75,88.64,77.49,366.97,363.4,262.34,137.61,23.71,24.71,363.31,333.485984124296,357.125351326105,357.125351326105,357.125351326105,357.125351326105,357.125351326105,357.125351326105,357.125351326105,357.125351326105,357.125351326105,406.609757852549
39,364.27,23.72,362.61,356.64,187.89,89.01,78.09,367.11,363.42,262.55,137.88,23.71,24.71,363.23,333.556554018641,357.204174115701,357.204174115701,357.204174115701,357.204174115701,357.204174115701,357.204174115701,357.204174115701,357.204174115701,357.204174115701,406.688580642146
40,364.21,23.77,362.64,356.67,187.9,89.38,78.69,367.25,363.44,262.74,138.19,23.71,24.72,363.14,333.627108756499,357.282981896286,357.282981896286,357.282981896286,357.282981896286,357.282981896286,357.282981896286,357.282981896286,357.282981896286,357.282981896286,406.767388422731
41,364.16,23.72,362.68,356.71,187.79,89.71,79.3,367.39,363.46,262.97,138.46,23.71,24.72,363.04,333.697648336974,357.361774665846,357.361774665846,357.361774665846,357.361774665846,357.361774665846,357.361774665846,357.361774665846,357.361774665846,357.361774665846,406.846181192291
42,364.05,23.65,362.7,356.74,187.74,90.07,79.91,367.51,363.47,263.12,138.6,23.71,24.71,362.98,333.768172759175,357.440552422371,357.440552422371,357.440552422371,357.440552422371,357.440552422371,357.440552422371,357.440552422371,357.440552422371,357.440552422371,406.924958948815
43,363.84,23.71,362.71,356.8,187.76,90.57,80.83,367.7,363.47,263.37,138.93,23.72,24.72,362.81,333.838682022212,357.519315163852,357.519315163852,357.519315163852,357.519315163852,357.519315163852,357.519315163852,357.519315163852,357.519315163852,357.519315163852,407.003721690296
44,363.66,23.77,362.74,356.85,187.92,90.99,81.75,367.89,363.5,263.57,139.14,23.71,24.72,362.7,333.909176125195,357.598062888283,357.598062888283,357.598062888283,357.598062888283,357.598062888283,357.598062888283,357.598062888283,357.598062888283,357.598062888283,407.082469414727
45,363.61,23.72,362.76,356.9,188.09,91.33,82.38,368.02,363.52,263.76,139.48,23.72,24.72,362.61,333.979655067242,357.676795593661,357.676795593661,357.676795593661,357.676795593661,357.676795593661,357.676795593661,357.676795593661,357.676795593661,357.676795593661,407.161202120105
46,363.52,23.7,362.8,356.96,188.48,91.66,82.99,368.12,363.5,263.92,139.74,23.71,24.71,362.5,334.050118847467,357.755513277984,357.755513277984,357.755513277984,357.755513277984,357.755513277984,357.755513277984,357.755513277984,357.755513277984,357.755513277984,407.239919804428
47,363.41,23.77,362.82,357.02,188.88,91.96,83.62,368.25,363.46,263.94,139.75,23.72,24.72,362.44,334.120567464989,357.834215939252,357.834215939252,357.834215939252,357.834215939252,357.834215939252,357.834215939252,357.834215939252,357.834215939252,357.834215939252,407.318622465697
48,363.33,23.71,362.8,357.06,189.06,92.24,84.23,368.35,363.43,263.86,139.86,23.72,24.72,362.38,334.19100091893,357.912903575471,357.912903575471,357.912903575471,357.912903575471,357.912903575471,357.912903575471,357.912903575471,357.912903575471,357.912903575471,407.397310101915
49,363.27,23.69,362.77,357.05,189.23,92.52,84.82,368.45,363.43,263.83,140.0,23.72,24.71,362.3,334.261419208413,357.991576184645,357.991576184645,357.991576184645,357.991576184645,357.991576184645,357.991576184645,357.991576184645,357.991576184645,357.991576184645,407.475982711089
50,363.23,23.75,362.75,357.04,189.15,92.81,85.42,368.54,363.41,263.87,140.08,23.72,24.72,362.19,334.331822332563,358.070233764783,358.070233764783,358.070233764783,358.070233764783,358.070233764783,358.070233764783,358.070233764783,358.070233764783,358.070233764783,407.554640291227
51,363.32,23.77,362.73,357.03,188.99,93.12,86.02,368.64,363.37,263.94,140.18,23.72,24.72,362.12,334.402210290508,358.148876313894,358.148876313894,358.148876313894,358.148876313894,358.148876313894,358.148876313894,358.148876313894,358.148876313894,358.148876313894,407.633282840338
52,363.36,23.72,362.62,357.02,188.85,93.6,86.91,368.8,363.33,264.07,140.57,23.72,24.72,362.04,334.472583081378,358.227503829992,358.227503829992,358.227503829992,358.227503829992,358.227503829992,358.227503829992,358.227503829992,358.227503829992,358.227503829992,407.711910356436
53,363.32,23.77,362.5,357.01,189.1,94.12,87.81,368.93,363.32,264.14,140.89,23.71,24.71,361.99,334.542940704304,358.306116311091,358.306116311091,358.306116311091,358.306116311091,358.306116311091,358.306116311091,358.306116311091,358.306116311091,358.306116311091,407.790522837535
54,363.33,23.78,362.41,356.98,189.26,94.46,88.41,369.0,363.31,264.22,141.2,23.72,24.71,361.96,334.613283158422,358.38471375521,358.38471375521,358.38471375521,358.38471375521,358.38471375521,358.38471375521,358.38471375521,358.38471375521,358.38471375521,407.869120281654
55,363.33,23.67,362.34,356.93,189.43,94.79,89.01,369.06,363.31,264.35,141.48,23.72,24.71,361.93,334.683610442867,358.463296160368,358.463296160368,358.463296160368,358.463296160368,358.463296160368,358.463296160368,358.463296160368,358.463296160368,358.463296160368,407.947702686812
56,363.3,23.69,362.31,356.87,189.67,95.09,89.6,369.11,363.3,264.43,141.66,23.72,24.7,361.9,334.753922556779,358.541863524587,358.541863524587,358.541863524587,358.541863524587,358.541863524587,358.541863524587,358.541863524587,358.541863524587,358.541863524587,408.026270051031
57,363.3,23.84,362.29,356.83,189.89,95.47,90.19,369.18,363.28,264.55,142.17,23.73,24.72,361.86,334.824219499297,358.620415845893,358.620415845893,358.620415845893,358.620415845893,358.620415845893,358.620415845893,358.620415845893,358.620415845893,358.620415845893,408.104822372337
58,363.31,23.83,362.27,356.8,190.37,95.9,90.78,369.26,363.26,264.63,142.68,23.73,24.71,361.82,334.894501269566,358.698953122311,358.698953122311,358.698953122311,358.698953122311,358.698953122311,358.698953122311,358.698953122311,358.698953122311,358.698953122311,408.183359648755
59,363.3,23.79,362.26,356.75,190.85,96.29,91.39,369.34,363.2,264.61,142.69,23.73,24.72,361.79,334.96476786673,358.77747535187,358.77747535187,358.77747535187,358.77747535187,358.77747535187,358.77747535187,358.77747535187,358.77747535187,358.77747535187,408.261881878314
60,363.27,23.72,362.25,356.68,191.2,96.62,91.98,369.43,363.12,264.6,142.92,23.72,24.71,361.78,335.035019289938,358.855982532604,358.855982532604,358.855982532604,358.855982532604,358.855982532604,358.855982532604,358.855982532604,358.855982532604,358.855982532604,408.340389059048
61,363.22,23.66,362.2,356.58,191.44,97.18,92.85,369.57,363.01,264.65,143.15,23.72,24.71,361.79,335.105255538338,358.934474662545,358.934474662545,358.934474662545,358.934474662545,358.934474662545,358.934474662545,358.934474662545,358.934474662545,358.934474662545,408.418881188989
62,363.22,23.65,362.11,356.48,191.12,97.7,93.72,369.7,362.89,264.74,143.16,23.72,24.71,361.81,335.175476611084,359.01295173973,359.01295173973,359.01295173973,359.01295173973,359.01295173973,359.01295173973,359.01295173973,359.01295173973,359.01295173973,408.497358266175
63,363.24,23.74,362.04,356.4,190.73,97.98,94.27,369.8,362.81,264.83,143.16,23.72,24.71,361.77,335.245682507328,359.091413762198,359.091413762198,359.091413762198,359.091413762198,359.091413762198,359.091413762198,359.091413762198,359.091413762198,359.091413762198,408.575820288642
64,363.29,23.7,362.01,356.31,190.49,98.23,94.8,369.89,362.68,264.99,143.25,23.73,24.72,361.76,335.315873226228,359.16986072799,359.16986072799,359.16986072799,359.16986072799,359.16986072799,359.16986072799,359.16986072799,359.16986072799,359.16986072799,408.654267254434
65,363.38,23.64,361.98,356.21,190.47,98.5,95.33,369.98,362.53,265.13,143.37,23.73,24.71,361.79,335.386048766941,359.248292635148,359.248292635148,359.248292635148,359.248292635148,359.248292635148,359.248292635148,359.248292635148,359.248292635148,359.248292635148,408.732699161592
66,363.46,23.65,361.97,356.1,190.69,98.76,95.85,370.07,362.43,265.28,143.5,23.72,24.71,361.84,335.456209128629,359.32670948172,359.32670948172,359.32670948172,359.32670948172,359.32670948172,359.32670948172,359.32670948172,359.32670948172,359.32670948172,408.811116008164
67,363.47,23.62,361.94,356.03,190.88,99.03,96.4,370.16,362.39,265.45,143.73,23.73,24.72,361.8,335.526354310455,359.405111265753,359.405111265753,359.405111265753,359.405111265753,359.405111265753,359.405111265753,359.405111265753,359.405111265753,359.405111265753,408.889517792197
68,363.46,23.69,361.93,355.98,190.99,99.28,96.95,370.25,362.41,265.58,143.84,23.73,24.71,361.73,335.596484311584,359.483497985297,359.483497985297,359.483497985297,359.483497985297,359.483497985297,359.483497985297,359.483497985297,359.483497985297,359.483497985297,408.967904511741
69,363.44,23.76,361.95,355.94,191.15,99.5,97.5,370.34,362.46,265.69,144.0,23.73,24.71,361.66,335.666599131183,359.561869638405,359.561869638405,359.561869638405,359.561869638405,359.561869638405,359.561869638405,359.561869638405,359.561869638405,359.561869638405,409.046276164849
70,363.42,23.71,362.01,355.93,191.48,99.84,98.29,370.45,362.5,265.78,144.22,23.73,24.71,361.54,335.736698768422,359.640226223133,359.640226223133,359.640226223133,359.640226223133,359.640226223133,359.640226223133,359.640226223133,359.640226223133,359.640226223133,409.124632749577
71,363.44,23.77,362.06,355.94,191.52,100.21,99.07,370.55,362.55,265.92,144.38,23.72,24.71,361.43,335.806783222473,359.718567737538,359.718567737538,359.718567737538,359.718567737538,359.718567737538,359.718567737538,359.718567737538,359.718567737538,359.718567737538,409.202974263983
72,363.41,23.73,362.08,356.0,191.65,100.44,99.6,370.62,362.57,266.05,144.37,23.73,24.72,361.34,335.876852492509,359.796894179681,359.796894179681,359.796894179681,359.796894179681,359.796894179681,359.796894179681,359.796894179681,359.796894179681,359.796894179681,409.281300706125
73,363.39,23.71,362.09,356.07,191.77,100.72,100.11,370.69,362.57,266.16,144.55,23.73,24.71,361.22,335.946906577707,359.875205547622,359.875205547622,359.875205547622,359.875205547622,359.875205547622,359.875205547622,359.875205547622,359.875205547622,359.875205547622,409.359612074066
74,363.4,23.75,362.09,356.13,191.98,101.06,100.65,370.77,362.56,266.28,144.69,23.73,24.71,361.16,336.016945477246,359.953501839428,359.953501839428,359.953501839428,359.953501839428,359.953501839428,359.953501839428,359.953501839428,359.953501839428,359.953501839428,409.437908365872
75,363.39,23.62,362.09,356.19,192.05,101.37,101.17,370.83,362.57,266.38,144.78,23.73,24.71,361.15,336.086969190305,360.031783053165,360.031783053165,360.031783053165,360.031783053165,360.031783053165,360.031783053165,360.031783053165,360.031783053165,360.031783053165,409.516189579609
76,363.39,23.65,362.07,356.23,192.11,101.66,101.69,370.9,362.59,266.45,144.8,23.73,24.71,361.14,336.156977716069,360.110049186902,360.110049186902,360.110049186902,360.110049186902,360.110049186902,360.110049186902,360.110049186902,360.110049186902,360.110049186902,409.594455713346
77,363.38,23.74,362.05,356.27,192.35,101.92,102.21,370.97,362.64,266.52,144.9,23.74,24.72,361.08,336.226971053722,360.188300238711,360.188300238711,360.188300238711,360.188300238711,360.188300238711,360.188300238711,360.188300238711,360.188300238711,360.188300238711,409.672706765155
78,363.32,23.69,362.01,356.33,192.63,102.25,102.72,371.04,362.66,266.53,145.11,23.73,24.71,361.01,336.296949202451,360.266536206667,360.266536206667,360.266536206667,360.266536206667,360.266536206667,360.266536206667,360.266536206667,360.266536206667,360.266536206667,409.750942733111
79,363.27,23.65,361.9,356.39,193.1,102.75,103.49,371.12,362.67,266.54,145.39,23.73,24.72,360.99,336.366912161445,360.344757088845,360.344757088845,360.344757088845,360.344757088845,360.344757088845,360.344757088845,360.344757088845,360.344757088845,360.344757088845,409.829163615289
80,363.27,23.74,361.81,356.42,193.54,103.24,104.25,371.16,362.69,266.51,145.46,23.73,24.71,360.95,336.436859929898,360.422962883325,360.422962883325,360.422962883325,360.422962883325,360.422962883325,360.422962883325,360.422962883325,360.422962883325,360.422962883325,409.907369409769
81,363.3,23.6,361.78,356.44,193.81,103.56,104.76,371.21,362.73,266.46,145.48,23.73,24.71,360.93,336.506792507001,360.501153588188,360.501153588188,360.501153588188,360.501153588188,360.501153588188,360.501153588188,360.501153588188,360.501153588188,360.501153588188,409.985560114632
82,363.33,23.65,361.75,356.45,193.93,103.86,105.26,371.26,362.76,266.42,145.69,23.74,24.71,360.91,336.576709891952,360.579329201518,360.579329201518,360.579329201518,360.579329201518,360.579329201518,360.579329201518,360.579329201518,360.579329201518,360.579329201518,410.063735727962
83,363.37,23.71,361.74,356.47,194.02,104.2,105.75,371.31,362.81,266.42,145.94,23.74,24.71,360.91,336.646612083949,360.657489721399,360.657489721399,360.657489721399,360.657489721399,360.657489721399,360.657489721399,360.657489721399,360.657489721399,360.657489721399,410.141896247844
84,363.41,23.76,361.75,356.52,194.06,104.55,106.24,371.36,362.84,266.45,146.11,23.74,24.72,360.88,336.716499082193,360.735635145922,360.735635145922,360.735635145922,360.735635145922,360.735635145922,360.735635145922,360.735635145922,360.735635145922,360.735635145922,410.220041672367
85,363.43,23.82,361.78,356.57,194.16,104.88,106.75,371.42,362.87,266.56,146.29,23.73,24.71,360.88,336.786370885885,360.813765473176,360.813765473176,360.813765473176,360.813765473176,360.813765473176,360.813765473176,360.813765473176,360.813765473176,360.813765473176,410.29817199962
86,363.44,23.9,361.81,356.6,194.25,105.21,107.24,371.46,362.92,266.66,146.51,23.74,24.71,360.91,336.856227494231,360.891880701254,360.891880701254,360.891880701254,360.891880701254,360.891880701254,360.891880701254,360.891880701254,360.891880701254,360.891880701254,410.376287227698
87,363.44,23.9,361.84,356.59,194.36,105.52,107.75,371.52,362.96,266.75,146.62,23.74,24.71,360.92,336.926068906438,360.969980828252,360.969980828252,360.969980828252,360.969980828252,360.969980828252,360.969980828252,360.969980828252,360.969980828252,360.969980828252,410.454387354697
88,363.32,23.92,361.87,356.56,194.81,106.04,108.51,371.59,363.0,266.8,146.81,23.74,24.72,361.05,336.995895121716,361.048065852268,361.048065852268,361.048065852268,361.048065852268,361.048065852268,361.048065852268,361.048065852268,361.048065852268,361.048065852268,410.532472378713
89,363.21,24.02,361.92,356.58,195.42,106.57,109.27,371.67,363.03,266.78,147.11,23.75,24.72,361.21,337.065706139277,361.126135771402,361.126135771402,361.126135771402,361.126135771402,361.126135771402,361.126135771402,361.126135771402,361.126135771402,361.126135771402,410.610542297846
90,363.18,23.7,361.94,356.65,195.7,106.91,109.79,371.71,363.0,266.75,147.45,23.74,24.72,361.29,337.135501958333,361.204190583756,361.204190583756,361.204190583756,361.204190583756,361.204190583756,361.204190583756,361.204190583756,361.204190583756,361.204190583756,410.6885971102
91,363.16,23.81,361.94,356.68,195.85,107.15,110.27,371.73,362.99,266.78,147.49,23.75,24.71,361.29,337.205282578101,361.282230287435,361.282230287435,361.282230287435,361.282230287435,361.282230287435,361.282230287435,361.282230287435,361.282230287435,361.282230287435,410.766636813879
92,363.18,23.78,361.94,356.72,195.91,107.36,110.76,371.76,363.02,266.81,147.52,23.74,24.71,361.29,337.275047997799,361.360254880547,361.360254880547,361.360254880547,361.360254880547,361.360254880547,361.360254880547,361.360254880547,361.360254880547,361.360254880547,410.844661406991
93,363.19,23.8,361.95,356.76,195.74,107.54,111.21,371.79,363.02,266.87,147.55,23.75,24.72,361.27,337.344798216648,361.438264361201,361.438264361201,361.438264361201,361.438264361201,361.438264361201,361.438264361201,361.438264361201,361.438264361201,361.438264361201,410.922670887645
94,363.26,23.69,361.97,356.81,195.38,107.74,111.66,371.84,363.03,267.0,147.62,23.75,24.72,361.26,337.414533233869,361.516258727508,361.516258727508,361.516258727508,361.516258727508,361.516258727508,361.516258727508,361.516258727508,361.516258727508,361.516258727508,411.000665253953
95,363.25,23.87,361.98,356.85,194.92,107.94,112.08,371.88,363.04,267.17,147.79,23.75,24.72,361.26,337.484253048689,361.594237977585,361.594237977585,361.594237977585,361.594237977585,361.594237977585,361.594237977585,361.594237977585,361.594237977585,361.594237977585,411.078644504029
96,363.29,23.99,361.99,356.85,194.66,108.14,112.51,371.93,363.05,267.31,147.92,23.75,24.72,361.24,337.553957660333,361.672202109547,361.672202109547,361.672202109547,361.672202109547,361.672202109547,361.672202109547,361.672202109547,361.672202109547,361.672202109547,411.156608635991
97,363.27,24.02,362.02,356.75,194.55,108.48,113.16,372.03,363.06,267.44,148.16,23.75,24.71,361.19,337.623647068031,361.750151121513,361.750151121513,361.750151121513,361.750151121513,361.750151121513,361.750151121513,361.750151121513,361.750151121513,361.750151121513,411.234557647957
98,363.29,23.91,362.04,356.63,194.46,108.94,113.82,372.12,363.04,267.52,148.42,23.75,24.71,361.17,337.693321271015,361.828085011605,361.828085011605,361.828085011605,361.828085011605,361.828085011605,361.828085011605,361.828085011605,361.828085011605,361.828085011605,411.312491538049
99,363.3,23.84,362.05,356.57,194.53,109.28,114.29,372.19,363.01,267.66,148.78,23.75,24.71,361.17,337.762980268519,361.906003777947,361.906003777947,361.906003777947,361.906003777947,361.906003777947,361.906003777947,361.906003777947,361.906003777947,361.906003777947,411.390410304391
