Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,360.64,359.8,359.8,359.93,359.42,360.94,358.32,358.7,356.14,336.16,296.571998315506,316.152302333016,316.152302333016,316.152302333016,316.152302333016,316.152302333016,316.152302333016,316.152302333016,316.152302333016,316.152302333016,352.309831117905
1,360.65,359.84,359.79,359.92,359.4,360.93,358.44,358.85,356.06,336.03,296.603930261093,316.187527658146,316.187527658146,316.187527658146,316.187527658146,316.187527658146,316.187527658146,316.187527658146,316.187527658146,316.187527658146,352.345056443035
2,360.71,359.97,359.83,359.97,359.43,360.95,358.7,359.23,356.19,335.99,296.635859152675,316.222749983509,316.222749983509,316.222749983509,316.222749983509,316.222749983509,316.222749983509,316.222749983509,316.222749983509,316.222749983509,352.380278768398
3,360.81,360.14,359.91,360.06,359.47,361.01,358.96,359.61,356.46,335.99,296.66778499013,316.257969308887,316.257969308887,316.257969308887,316.257969308887,316.257969308887,316.257969308887,316.257969308887,316.257969308887,316.257969308887,352.415498093775
4,360.91,360.3,359.98,360.17,359.53,361.09,359.21,359.97,356.84,336.04,296.699707773339,316.293185634061,316.293185634061,316.293185634061,316.293185634061,316.293185634061,316.293185634061,316.293185634061,316.293185634061,316.293185634061,352.45071441895
5,361.02,360.46,360.05,360.29,359.59,361.2,359.44,360.3,357.24,336.13,296.731627502183,316.328398958816,316.328398958816,316.328398958816,316.328398958816,316.328398958816,316.328398958816,316.328398958816,316.328398958816,316.328398958816,352.485927743705
6,361.15,360.66,360.18,360.42,359.68,361.34,359.79,360.57,357.79,336.16,296.763544176541,316.363609282933,316.363609282933,316.363609282933,316.363609282933,316.363609282933,316.363609282933,316.363609282933,316.363609282933,316.363609282933,352.521138067822
7,361.28,360.7,360.3,360.55,359.8,361.44,360.1,360.78,358.27,336.07,296.795457796295,316.398816606196,316.398816606196,316.398816606196,316.398816606196,316.398816606196,316.398816606196,316.398816606196,316.398816606196,316.398816606196,352.556345391085
8,361.39,360.7,360.36,360.64,359.88,361.52,360.26,360.86,358.5,335.95,296.827368361324,316.434020928388,316.434020928388,316.434020928388,316.434020928388,316.434020928388,316.434020928388,316.434020928388,316.434020928388,316.434020928388,352.591549713276
9,361.46,360.73,360.4,360.77,359.97,361.63,360.42,360.92,358.72,335.84,296.859275871511,316.469222249291,316.469222249291,316.469222249291,316.469222249291,316.469222249291,316.469222249291,316.469222249291,316.469222249291,316.469222249291,352.62675103418
10,361.53,360.72,360.45,360.89,360.05,361.72,360.53,360.99,358.9,335.75,296.891180326733,316.504420568689,316.504420568689,316.504420568689,316.504420568689,316.504420568689,316.504420568689,316.504420568689,316.504420568689,316.504420568689,352.661949353577
11,361.61,360.65,360.49,361.02,360.15,361.8,360.64,361.03,359.04,335.69,296.923081726875,316.539615886365,316.539615886365,316.539615886365,316.539615886365,316.539615886365,316.539615886365,316.539615886365,316.539615886365,316.539615886365,352.697144671254
12,361.67,360.64,360.54,361.14,360.25,361.89,360.72,361.11,359.16,335.63,296.954980071816,316.574808202103,316.574808202103,316.574808202103,316.574808202103,316.574808202103,316.574808202103,316.574808202103,316.574808202103,316.574808202103,352.732336986991
13,361.72,360.64,360.57,361.25,360.35,361.97,360.8,361.19,359.25,335.59,296.986875361437,316.609997515686,316.609997515686,316.609997515686,316.609997515686,316.609997515686,316.609997515686,316.609997515686,316.609997515686,316.609997515686,352.767526300574
14,361.74,360.61,360.58,361.36,360.45,362.06,360.88,361.29,359.27,335.58,297.018767595619,316.645183826897,316.645183826897,316.645183826897,316.645183826897,316.645183826897,316.645183826897,316.645183826897,316.645183826897,316.645183826897,352.802712611786
15,361.79,360.57,360.6,361.43,360.59,362.16,361.03,361.34,359.25,335.61,297.050656774244,316.680367135521,316.680367135521,316.680367135521,316.680367135521,316.680367135521,316.680367135521,316.680367135521,316.680367135521,316.680367135521,352.837895920409
16,361.82,360.63,360.63,361.47,360.71,362.26,361.15,361.38,359.13,335.7,297.082542897193,316.71554744134,316.71554744134,316.71554744134,316.71554744134,316.71554744134,316.71554744134,316.71554744134,316.71554744134,316.71554744134,352.873076226229
17,361.78,360.67,360.67,361.48,360.77,362.32,361.22,361.4,359.02,335.78,297.114425964348,316.75072474414,316.75072474414,316.75072474414,316.75072474414,316.75072474414,316.75072474414,316.75072474414,316.75072474414,316.75072474414,352.908253529029
18,361.76,360.73,360.73,361.5,360.81,362.43,361.27,361.47,358.98,335.86,297.14630597559,316.785899043704,316.785899043704,316.785899043704,316.785899043704,316.785899043704,316.785899043704,316.785899043704,316.785899043704,316.785899043704,352.943427828593
19,361.77,360.79,360.78,361.52,360.84,362.5,361.34,361.53,358.98,335.94,297.1781829308,316.821070339815,316.821070339815,316.821070339815,316.821070339815,316.821070339815,316.821070339815,316.821070339815,316.821070339815,316.821070339815,352.978599124704
20,361.82,360.81,360.82,361.53,360.87,362.52,361.42,361.58,358.95,336.04,297.210056829862,316.85623863226,316.85623863226,316.85623863226,316.85623863226,316.85623863226,316.85623863226,316.85623863226,316.85623863226,316.85623863226,353.013767417148
21,361.88,360.81,360.84,361.57,360.89,362.52,361.45,361.63,358.97,336.17,297.241927672655,316.89140392082,316.89140392082,316.89140392082,316.89140392082,316.89140392082,316.89140392082,316.89140392082,316.89140392082,316.89140392082,353.048932705709
22,361.89,360.82,360.85,361.61,360.89,362.5,361.45,361.61,359.01,336.3,297.273795459063,316.926566205281,316.926566205281,316.926566205281,316.926566205281,316.926566205281,316.926566205281,316.926566205281,316.926566205281,316.926566205281,353.08409499017
23,361.89,360.82,360.89,361.67,360.88,362.51,361.44,361.53,359.09,336.38,297.305660188967,316.961725485428,316.961725485428,316.961725485428,316.961725485428,316.961725485428,316.961725485428,316.961725485428,316.961725485428,316.961725485428,353.119254270316
24,361.92,360.87,360.95,361.69,360.88,362.53,361.42,361.45,359.25,336.53,297.33752186225,316.996881761044,316.996881761044,316.996881761044,316.996881761044,316.996881761044,316.996881761044,316.996881761044,316.996881761044,316.996881761044,353.154410545933
25,361.94,360.97,361.01,361.73,360.91,362.56,361.41,361.32,359.41,336.72,297.369380478793,317.032035031915,317.032035031915,317.032035031915,317.032035031915,317.032035031915,317.032035031915,317.032035031915,317.032035031915,317.032035031915,353.189563816804
26,361.89,361.05,361.05,361.77,360.94,362.62,361.42,361.2,359.52,336.85,297.401236038479,317.067185297826,317.067185297826,317.067185297826,317.067185297826,317.067185297826,317.067185297826,317.067185297826,317.067185297826,317.067185297826,353.224714082714
27,361.84,361.13,361.08,361.8,360.97,362.69,361.39,361.2,359.66,336.98,297.433088541191,317.102332558561,317.102332558561,317.102332558561,317.102332558561,317.102332558561,317.102332558561,317.102332558561,317.102332558561,317.102332558561,353.259861343449
28,361.78,361.2,361.11,361.82,361.01,362.76,361.34,361.22,359.79,337.04,297.464937986811,317.137476813905,317.137476813905,317.137476813905,317.137476813905,317.137476813905,317.137476813905,317.137476813905,317.137476813905,317.137476813905,353.295005598793
29,361.73,361.24,361.1,361.82,361.04,362.8,361.32,361.25,359.91,337.08,297.496784375221,317.172618063643,317.172618063643,317.172618063643,317.172618063643,317.172618063643,317.172618063643,317.172618063643,317.172618063643,317.172618063643,353.330146848531
30,361.7,361.31,361.1,361.84,361.1,362.83,361.31,361.29,359.98,337.11,297.528627706305,317.207756307561,317.207756307561,317.207756307561,317.207756307561,317.207756307561,317.207756307561,317.207756307561,317.207756307561,317.207756307561,353.365285092449
31,361.65,361.35,361.07,361.85,361.14,362.84,361.29,361.32,360.02,337.12,297.560467979945,317.242891545443,317.242891545443,317.242891545443,317.242891545443,317.242891545443,317.242891545443,317.242891545443,317.242891545443,317.242891545443,353.400420330332
32,361.61,361.36,361.05,361.86,361.19,362.85,361.29,361.35,360.05,337.15,297.592305196024,317.278023777076,317.278023777076,317.278023777076,317.278023777076,317.278023777076,317.278023777076,317.278023777076,317.278023777076,317.278023777076,353.435552561964
33,361.56,361.35,361.04,361.85,361.22,362.86,361.26,361.39,360.02,337.22,297.624139354425,317.313153002244,317.313153002244,317.313153002244,317.313153002244,317.313153002244,317.313153002244,317.313153002244,317.313153002244,317.313153002244,353.470681787133
34,361.56,361.37,361.04,361.85,361.19,362.89,361.21,361.4,359.94,337.27,297.655970455032,317.348279220734,317.348279220734,317.348279220734,317.348279220734,317.348279220734,317.348279220734,317.348279220734,317.348279220734,317.348279220734,353.505808005622
35,361.59,361.37,361.05,361.86,361.15,362.94,361.19,361.43,359.9,337.29,297.687798497727,317.38340243233,317.38340243233,317.38340243233,317.38340243233,317.38340243233,317.38340243233,317.38340243233,317.38340243233,317.38340243233,353.540931217219
36,361.64,361.4,361.06,361.86,361.09,362.97,361.16,361.44,359.85,337.3,297.719623482394,317.418522636819,317.418522636819,317.418522636819,317.418522636819,317.418522636819,317.418522636819,317.418522636819,317.418522636819,317.418522636819,353.576051421708
37,361.68,361.45,361.06,361.86,361.04,363.01,361.12,361.37,359.77,337.31,297.751445408915,317.453639833987,317.453639833987,317.453639833987,317.453639833987,317.453639833987,317.453639833987,317.453639833987,317.453639833987,317.453639833987,353.611168618876
38,361.74,361.5,361.07,361.85,361.01,363.04,361.09,361.27,359.6,337.31,297.783264277176,317.48875402362,317.48875402362,317.48875402362,317.48875402362,317.48875402362,317.48875402362,317.48875402362,317.48875402362,317.48875402362,353.646282808508
39,361.79,361.56,361.1,361.84,361.01,363.05,361.07,361.26,359.35,337.34,297.815080087058,317.523865205502,317.523865205502,317.523865205502,317.523865205502,317.523865205502,317.523865205502,317.523865205502,317.523865205502,317.523865205502,353.681393990391
40,361.82,361.6,361.12,361.84,361.01,363.06,361.07,361.33,359.06,337.35,297.846892838447,317.558973379422,317.558973379422,317.558973379422,317.558973379422,317.558973379422,317.558973379422,317.558973379422,317.558973379422,317.558973379422,353.716502164311
41,361.83,361.65,361.12,361.84,361.04,363.08,361.07,361.43,358.83,337.38,297.878702531225,317.594078545165,317.594078545165,317.594078545165,317.594078545165,317.594078545165,317.594078545165,317.594078545165,317.594078545165,317.594078545165,353.751607330053
42,361.84,361.71,361.11,361.85,361.08,363.1,361.08,361.52,358.7,337.43,297.910509165277,317.629180702517,317.629180702517,317.629180702517,317.629180702517,317.629180702517,317.629180702517,317.629180702517,317.629180702517,317.629180702517,353.786709487405
43,361.85,361.78,361.11,361.86,361.13,363.11,361.07,361.59,358.63,337.49,297.942312740486,317.664279851265,317.664279851265,317.664279851265,317.664279851265,317.664279851265,317.664279851265,317.664279851265,317.664279851265,317.664279851265,353.821808636154
44,361.87,361.8,361.12,361.88,361.16,363.15,361.09,361.66,358.56,337.55,297.974113256738,317.699375991196,317.699375991196,317.699375991196,317.699375991196,317.699375991196,317.699375991196,317.699375991196,317.699375991196,317.699375991196,353.856904776084
45,361.9,361.78,361.14,361.91,361.22,363.17,361.1,361.7,358.54,337.61,298.005910713915,317.734469122095,317.734469122095,317.734469122095,317.734469122095,317.734469122095,317.734469122095,317.734469122095,317.734469122095,317.734469122095,353.891997906984
46,361.92,361.75,361.13,361.92,361.25,363.19,361.1,361.73,358.55,337.68,298.037705111902,317.769559243751,317.769559243751,317.769559243751,317.769559243751,317.769559243751,317.769559243751,317.769559243751,317.769559243751,317.769559243751,353.92708802864
47,361.97,361.74,361.13,361.94,361.28,363.21,361.14,361.72,358.63,337.76,298.069496450583,317.80464635595,317.80464635595,317.80464635595,317.80464635595,317.80464635595,317.80464635595,317.80464635595,317.80464635595,317.80464635595,353.962175140838
48,362.01,361.77,361.13,361.95,361.33,363.22,361.21,361.7,358.76,337.85,298.101284729844,317.839730458478,317.839730458478,317.839730458478,317.839730458478,317.839730458478,317.839730458478,317.839730458478,317.839730458478,317.839730458478,353.997259243367
49,362.07,361.79,361.13,361.97,361.37,363.22,361.27,361.72,358.91,337.94,298.133069949568,317.874811551123,317.874811551123,317.874811551123,317.874811551123,317.874811551123,317.874811551123,317.874811551123,317.874811551123,317.874811551123,354.032340336012
50,362.12,361.8,361.13,362.0,361.4,363.21,361.32,361.7,359.07,338.04,298.16485210964,317.909889633672,317.909889633672,317.909889633672,317.909889633672,317.909889633672,317.909889633672,317.909889633672,317.909889633672,317.909889633672,354.067418418561
51,362.24,361.84,361.1,361.99,361.45,363.17,361.38,361.65,359.29,338.17,298.196631209945,317.944964705913,317.944964705913,317.944964705913,317.944964705913,317.944964705913,317.944964705913,317.944964705913,317.944964705913,317.944964705913,354.102493490802
52,362.37,361.87,361.06,361.97,361.49,363.11,361.44,361.64,359.45,338.29,298.228407250368,317.980036767633,317.980036767633,317.980036767633,317.980036767633,317.980036767633,317.980036767633,317.980036767633,317.980036767633,317.980036767633,354.137565552521
53,362.48,361.89,361.06,361.91,361.5,363.06,361.47,361.67,359.53,338.35,298.260180230794,318.015105818618,318.015105818618,318.015105818618,318.015105818618,318.015105818618,318.015105818618,318.015105818618,318.015105818618,318.015105818618,354.172634603507
54,362.58,361.93,361.05,361.86,361.49,363.01,361.49,361.7,359.58,338.41,298.291950151107,318.050171858658,318.050171858658,318.050171858658,318.050171858658,318.050171858658,318.050171858658,318.050171858658,318.050171858658,318.050171858658,354.207700643546
55,362.67,361.95,361.05,361.78,361.48,362.95,361.45,361.7,359.63,338.51,298.323717011193,318.085234887539,318.085234887539,318.085234887539,318.085234887539,318.085234887539,318.085234887539,318.085234887539,318.085234887539,318.085234887539,354.242763672427
