Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.97,359.35,359.98,360.2,359.55,361.57,358.99,359.88,356.71,337.26,313.462920601257,334.837383818808,334.837383818808,334.837383818808,334.837383818808,334.837383818808,334.837383818808,334.837383818808,334.837383818808,334.837383818808,376.779888617099
1,360.02,359.44,359.96,360.2,359.55,361.55,359.16,360.04,357.16,337.41,313.502765198985,334.88158528918,334.88158528918,334.88158528918,334.88158528918,334.88158528918,334.88158528918,334.88158528918,334.88158528918,334.88158528918,376.824090087471
2,360.12,359.6,360.0,360.26,359.58,361.59,359.36,360.33,357.6,337.58,313.542605579696,334.925782673342,334.925782673342,334.925782673342,334.925782673342,334.925782673342,334.925782673342,334.925782673342,334.925782673342,334.925782673342,376.868287471632
3,360.24,359.76,360.07,360.34,359.64,361.64,359.55,360.59,358.04,337.76,313.582441743164,334.969975970892,334.969975970892,334.969975970892,334.969975970892,334.969975970892,334.969975970892,334.969975970892,334.969975970892,334.969975970892,376.912480769183
4,360.38,359.92,360.13,360.47,359.7,361.73,359.73,360.83,358.45,337.95,313.62227368916,335.014165181432,335.014165181432,335.014165181432,335.014165181432,335.014165181432,335.014165181432,335.014165181432,335.014165181432,335.014165181432,376.956669979723
5,360.51,360.07,360.2,360.61,359.78,361.83,359.9,361.0,358.82,338.14,313.662101417457,335.058350304561,335.058350304561,335.058350304561,335.058350304561,335.058350304561,335.058350304561,335.058350304561,335.058350304561,335.058350304561,377.000855102852
6,360.65,360.21,360.27,360.7,359.88,361.91,360.04,361.11,359.13,338.3,313.701924927828,335.10253133988,335.10253133988,335.10253133988,335.10253133988,335.10253133988,335.10253133988,335.10253133988,335.10253133988,335.10253133988,377.045036138171
7,360.74,360.33,360.35,360.84,359.97,362.02,360.18,361.24,359.39,338.44,313.741744220048,335.14670828699,335.14670828699,335.14670828699,335.14670828699,335.14670828699,335.14670828699,335.14670828699,335.14670828699,335.14670828699,377.08921308528
8,360.86,360.53,360.49,360.98,360.12,361.72,360.42,361.34,359.58,338.62,313.781559293888,335.190881145489,335.190881145489,335.190881145489,335.190881145489,335.190881145489,335.190881145489,335.190881145489,335.190881145489,335.190881145489,377.13338594378
9,360.99,360.71,360.64,361.06,360.29,362.27,360.66,361.44,359.74,338.69,313.821370149122,335.235049914981,335.235049914981,335.235049914981,335.235049914981,335.235049914981,335.235049914981,335.235049914981,335.235049914981,335.235049914981,377.177554713272
10,361.05,360.82,360.73,361.22,360.4,362.4,360.82,361.56,359.85,338.68,313.861176785525,335.279214595065,335.279214595065,335.279214595065,335.279214595065,335.279214595065,335.279214595065,335.279214595065,335.279214595065,335.279214595065,377.221719393356
11,361.08,360.91,360.81,361.33,360.52,362.51,360.98,361.69,359.98,338.7,313.900979202869,335.323375185344,335.323375185344,335.323375185344,335.323375185344,335.323375185344,335.323375185344,335.323375185344,335.323375185344,335.323375185344,377.265879983635
12,361.1,360.98,360.9,361.45,360.62,362.61,361.12,361.85,360.12,338.72,313.940777400929,335.367531685418,335.367531685418,335.367531685418,335.367531685418,335.367531685418,335.367531685418,335.367531685418,335.367531685418,335.367531685418,377.310036483708
