Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
183,371.02,369.16,348.78,223.35,168.33,123.74,107.38,96.02,106.89,-5.9,136.62,398.536083815752,430.626961966892,430.626961966892,430.626961966892,430.626961966892,430.626961966892,430.626961966892,430.626961966892,430.626961966892,430.626961966892,485.56861412784
184,371.09,369.03,348.8,223.34,168.4,123.84,107.53,96.13,107.1,-5.57,136.95,398.658707512223,430.767168429787,430.767168429787,430.767168429787,430.767168429787,430.767168429787,430.767168429787,430.767168429787,430.767168429787,430.767168429787,485.708820590736
185,371.11,368.94,348.79,223.45,168.49,123.98,107.67,96.45,107.33,-4.56,137.25,398.781256238109,430.907295587617,430.907295587617,430.907295587617,430.907295587617,430.907295587617,430.907295587617,430.907295587617,430.907295587617,430.907295587617,485.848947748566
186,371.06,368.9,348.71,223.77,168.6,124.09,107.73,96.63,107.56,-4.39,137.53,398.903730007147,431.047343445488,431.047343445488,431.047343445488,431.047343445488,431.047343445488,431.047343445488,431.047343445488,431.047343445488,431.047343445488,485.988995606436
187,370.97,369.0,348.65,223.96,168.7,124.15,107.88,96.84,107.83,-4.99,137.82,399.026128833114,431.187312008559,431.187312008559,431.187312008559,431.187312008559,431.187312008559,431.187312008559,431.187312008559,431.187312008559,431.187312008559,486.128964169507
188,370.85,369.13,348.65,224.22,168.82,124.34,108.04,97.11,108.09,-5.98,138.1,399.148452729832,431.327201282047,431.327201282047,431.327201282047,431.327201282047,431.327201282047,431.327201282047,431.327201282047,431.327201282047,431.327201282047,486.268853442995
189,370.82,369.17,348.66,224.37,168.91,124.46,108.23,97.3,108.35,-4.56,138.38,399.270701711167,431.467011271222,431.467011271222,431.467011271222,431.467011271222,431.467011271222,431.467011271222,431.467011271222,431.467011271222,431.467011271222,486.40866343217
190,370.87,369.1,348.65,224.61,168.95,124.56,108.43,97.41,108.6,-4.33,138.65,399.392875791025,431.60674198141,431.60674198141,431.60674198141,431.60674198141,431.60674198141,431.60674198141,431.60674198141,431.60674198141,431.60674198141,486.548394142358
191,370.92,368.93,348.62,224.71,168.99,124.61,108.61,97.52,108.82,-4.58,138.97,399.514974983357,431.74639341799,431.74639341799,431.74639341799,431.74639341799,431.74639341799,431.74639341799,431.74639341799,431.74639341799,431.74639341799,486.688045578938
192,370.98,368.67,348.6,224.75,169.0,124.65,108.79,97.49,109.11,-4.96,139.41,399.636999302155,431.885965586397,431.885965586397,431.885965586397,431.885965586397,431.885965586397,431.885965586397,431.885965586397,431.885965586397,431.885965586397,486.827617747346
193,371.06,368.59,348.63,224.82,168.98,124.67,108.92,97.66,109.44,-4.26,139.85,399.758948761456,432.025458492121,432.025458492121,432.025458492121,432.025458492121,432.025458492121,432.025458492121,432.025458492121,432.025458492121,432.025458492121,486.967110653069
194,371.13,368.65,348.64,224.88,169.01,124.8,108.9,97.84,109.68,-4.76,140.13,399.880823375337,432.164872140705,432.164872140705,432.164872140705,432.164872140705,432.164872140705,432.164872140705,432.164872140705,432.164872140705,432.164872140705,487.106524301653
195,371.13,368.83,348.66,224.97,169.05,124.88,108.95,98.1,109.93,-4.74,140.4,400.00262315792,432.304206537748,432.304206537748,432.304206537748,432.304206537748,432.304206537748,432.304206537748,432.304206537748,432.304206537748,432.304206537748,487.245858698696
