Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
0,359.43,359.49,358.07,359.69,359.18,359.76,359.36,360.09,355.03,333.46,314.974048845695,336.514163723869,336.514163723869,336.514163723869,336.514163723869,336.514163723869,336.514163723869,336.514163723869,336.514163723869,336.514163723869,378.456668522159,0.1575,25900,3,0.98
1,359.42,359.49,358.04,359.67,359.21,359.74,359.36,360.13,355.02,333.77,315.013733038311,336.558209638388,336.558209638388,336.558209638388,336.558209638388,336.558209638388,336.558209638388,336.558209638388,336.558209638388,336.558209638388,378.500714436678,0.1575,25900,3,0.98
2,359.45,359.6,358.02,359.74,359.37,359.8,359.44,360.24,355.11,334.32,315.053413005387,336.602251451612,336.602251451612,336.602251451612,336.602251451612,336.602251451612,336.602251451612,336.602251451612,336.602251451612,336.602251451612,378.544756249903,0.1575,25900,3,0.98
3,359.54,359.74,358.05,359.83,359.54,359.9,359.54,360.45,355.22,334.92,315.093088746702,336.646289163149,336.646289163149,336.646289163149,336.646289163149,336.646289163149,336.646289163149,336.646289163149,336.646289163149,336.646289163149,378.588793961439,0.1575,25900,3,0.98
4,359.66,359.89,358.09,359.92,359.71,360.0,359.66,360.69,355.36,335.39,315.132760262036,336.690322772604,336.690322772604,336.690322772604,336.690322772604,336.690322772604,336.690322772604,336.690322772604,336.690322772604,336.690322772604,378.632827570895,0.1575,25900,3,0.98
5,359.78,360.04,358.14,360.03,359.89,360.12,359.79,360.94,355.52,335.59,315.172427551167,336.734352279585,336.734352279585,336.734352279585,336.734352279585,336.734352279585,336.734352279585,336.734352279585,336.734352279585,336.734352279585,378.676857077876,0.1575,25900,3,0.98
6,359.97,360.25,358.23,360.11,360.09,360.22,359.98,361.1,355.8,335.76,315.212090613876,336.778377683699,336.778377683699,336.778377683699,336.778377683699,336.778377683699,336.778377683699,336.778377683699,336.778377683699,336.778377683699,378.72088248199,0.1575,25900,3,0.98
7,360.18,360.41,358.32,360.24,360.27,360.34,360.16,361.34,356.1,335.74,315.251749449942,336.822398984553,336.822398984553,336.822398984553,336.822398984553,336.822398984553,336.822398984553,336.822398984553,336.822398984553,336.822398984553,378.764903782843,0.1575,25900,3,0.98
8,360.3,360.5,358.39,360.36,360.38,360.47,360.26,361.54,356.27,335.68,315.291404059146,336.866416181754,336.866416181754,336.866416181754,336.866416181754,336.866416181754,336.866416181754,336.866416181754,336.866416181754,336.866416181754,378.808920980044,0.1575,25900,3,0.98
9,360.4,360.59,358.48,360.48,360.48,360.6,360.34,361.73,356.42,335.57,315.331054441266,336.910429274909,336.910429274909,336.910429274909,336.910429274909,336.910429274909,336.910429274909,336.910429274909,336.910429274909,336.910429274909,378.8529340732,0.1575,25900,3,0.98
10,360.48,360.7,358.56,360.61,360.61,360.72,360.42,361.89,356.54,335.59,315.370700596085,336.954438263628,336.954438263628,336.954438263628,336.954438263628,336.954438263628,336.954438263628,336.954438263628,336.954438263628,336.954438263628,378.896943061918,0.1575,25900,3,0.98
11,360.6,360.8,358.64,360.73,360.71,360.82,360.5,362.01,356.66,335.88,315.410342523383,336.998443147517,336.998443147517,336.998443147517,336.998443147517,336.998443147517,336.998443147517,336.998443147517,336.998443147517,336.998443147517,378.940947945807,0.1575,25900,3,0.98
12,360.7,360.86,358.71,360.84,360.81,360.91,360.57,362.1,356.78,336.06,315.449980222939,337.042443926184,337.042443926184,337.042443926184,337.042443926184,337.042443926184,337.042443926184,337.042443926184,337.042443926184,337.042443926184,378.984948724475,0.1575,25900,3,0.98
13,360.82,360.91,358.79,360.94,360.88,360.99,360.66,362.17,356.91,336.06,315.489613694535,337.086440599238,337.086440599238,337.086440599238,337.086440599238,337.086440599238,337.086440599238,337.086440599238,337.086440599238,337.086440599238,379.028945397529,0.1575,25900,3,0.98
