Time,TC1_tip,TC2,TC3,TC4,TC_9_5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
43,363.33,363.65,341.17,202.11,24.22,310.872011268307,331.96443620121,331.96443620121,331.96443620121,331.96443620121,331.96443620121,331.96443620121,331.96443620121,331.96443620121,331.96443620121,361.558858477257,0.0375,25900,25,0.98
44,363.37,363.76,341.19,202.41,24.27,311.040475971882,332.151163577357,332.151163577357,332.151163577357,332.151163577357,332.151163577357,332.151163577357,332.151163577357,332.151163577357,332.151163577357,361.745585853404,0.0375,25900,25,0.98
45,363.41,363.88,341.21,202.74,24.25,311.208866540467,332.337819313506,332.337819313506,332.337819313506,332.337819313506,332.337819313506,332.337819313506,332.337819313506,332.337819313506,332.337819313506,361.932241589553,0.0375,25900,25,0.98
46,363.45,364.04,341.23,203.01,24.17,311.37718295643,332.524403379239,332.524403379239,332.524403379239,332.524403379239,332.524403379239,332.524403379239,332.524403379239,332.524403379239,332.524403379239,362.118825655286,0.0375,25900,25,0.98
47,363.52,364.19,341.28,203.06,24.05,311.545425202192,332.710915744188,332.710915744188,332.710915744188,332.710915744188,332.710915744188,332.710915744188,332.710915744188,332.710915744188,332.710915744188,362.305338020235,0.0375,25900,25,0.98
48,363.55,364.27,341.31,202.96,24.0,311.71359326023,332.897356378042,332.897356378042,332.897356378042,332.897356378042,332.897356378043,332.897356378043,332.897356378043,332.897356378043,332.897356378043,362.49177865409,0.0375,25900,25,0.98
49,363.58,364.36,341.35,202.87,24.06,311.881687113073,333.083725250543,333.083725250543,333.083725250543,333.083725250543,333.083725250543,333.083725250543,333.083725250543,333.083725250543,333.083725250543,362.67814752659,0.0375,25900,25,0.98
50,363.61,364.41,341.41,202.82,24.04,312.049706743307,333.270022331485,333.270022331485,333.270022331485,333.270022331485,333.270022331485,333.270022331485,333.270022331485,333.270022331485,333.270022331485,362.864444607532,0.0375,25900,25,0.98
51,363.64,364.45,341.46,202.86,24.1,312.217652133568,333.456247590718,333.456247590718,333.456247590718,333.456247590718,333.456247590718,333.456247590718,333.456247590718,333.456247590718,333.456247590718,363.050669866765,0.0375,25900,25,0.98
52,363.69,364.51,341.54,202.92,24.15,312.38552326655,333.642400998145,333.642400998145,333.642400998145,333.642400998145,333.642400998145,333.642400998145,333.642400998145,333.642400998145,333.642400998145,363.236823274192,0.0375,25900,25,0.98
