experiment,seq_len,horizon,status,best_epoch,mae_K,rmse_K,r2,physics_loss,power_balance_loss,mean_actual_power_W,mean_predicted_power_W,mean_incoming_power_W,conservation_violations_pct
flux73_h900_s7,20,900,success,3,5.415701389312744,7.980946063995361,0.9224562048912048,0.0,0.0,-59.85769423097372,-62.53825255483389,163.2196044921875,0.0
