Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,376.45,376.93,378.09,378.73,378.34,380.28,378.0,378.54,377.25,359.89
1,376.39,376.9,378.09,378.71,378.33,380.27,377.99,378.54,377.26,359.94
2,376.34,376.89,378.07,378.71,378.3,380.25,377.97,378.57,377.24,359.98
3,376.27,376.91,378.06,378.68,378.26,380.24,377.95,378.59,377.18,360.13
4,376.19,376.95,378.04,378.66,378.23,380.22,377.95,378.61,377.11,360.31
5,376.13,376.95,378.02,378.65,378.19,380.21,377.94,378.63,377.08,360.44
6,376.08,376.97,378.0,378.62,378.18,380.2,377.96,378.65,377.09,360.55
7,376.04,376.99,377.99,378.6,378.16,380.19,377.99,378.71,377.12,360.64
8,375.98,377.0,377.97,378.59,378.15,380.19,378.02,378.79,377.2,360.81
9,375.92,376.99,377.96,378.57,378.12,380.19,378.05,378.93,377.29,360.98
10,375.87,377.0,377.94,378.57,378.12,380.2,378.1,379.0,377.41,361.15
11,375.83,376.99,377.93,378.58,378.12,380.21,378.08,379.02,377.55,361.23
12,375.77,377.0,377.92,378.59,378.14,380.2,378.06,379.02,377.73,361.27
13,375.7,377.01,377.91,378.59,378.14,380.21,378.04,379.02,377.79,361.24
14,375.67,377.0,377.91,378.59,378.13,380.21,378.05,379.0,377.77,361.21
15,375.65,377.03,377.92,378.58,378.15,380.21,378.07,379.01,377.75,361.21
16,375.63,377.04,377.92,378.56,378.13,380.22,378.06,379.01,377.74,361.19
17,375.61,377.05,377.9,378.55,378.12,380.22,378.08,379.05,377.76,361.16
18,375.57,377.04,377.89,378.53,378.11,380.22,378.12,379.09,377.81,361.19
19,375.55,377.05,377.88,378.52,378.11,380.23,378.16,379.1,377.86,361.28
20,375.51,377.06,377.88,378.51,378.11,380.23,378.17,379.11,377.87,361.44
21,375.47,377.05,377.85,378.5,378.1,380.24,378.17,379.11,377.85,361.69
22,375.43,377.03,377.83,378.49,378.11,380.25,378.17,379.1,377.95,361.96
23,375.39,376.99,377.82,378.48,378.1,380.26,378.17,379.09,378.07,362.13
24,375.35,376.97,377.8,378.48,378.09,380.26,378.17,379.06,378.18,362.29
25,375.31,376.94,377.8,378.47,378.09,380.26,378.16,379.04,378.24,362.38
26,375.27,376.94,377.8,378.49,378.09,380.26,378.16,379.03,378.25,362.42
27,375.22,376.94,377.79,378.49,378.09,380.27,378.17,379.02,378.17,362.4
28,375.17,376.94,377.79,378.5,378.08,380.27,378.17,379.03,378.04,362.35
29,375.13,376.9,377.78,378.49,378.08,380.26,378.18,379.05,377.93,362.27
30,375.05,376.82,377.76,378.48,378.07,380.26,378.18,379.07,377.83,362.23
31,374.99,376.75,377.75,378.48,378.07,380.26,378.18,379.08,377.76,362.32
32,374.96,376.72,377.74,378.46,378.07,380.26,378.18,379.07,377.71,362.43
33,374.92,376.66,377.72,378.45,378.05,380.25,378.16,379.06,377.67,362.58
34,374.88,376.59,377.71,378.43,378.05,380.25,378.16,379.04,377.62,362.75
35,374.85,376.53,377.69,378.42,378.04,380.24,378.15,379.02,377.66,362.88
36,374.81,376.48,377.69,378.41,378.03,380.24,378.15,379.01,377.8,362.96
37,374.77,376.42,377.66,378.41,378.03,380.24,378.14,378.99,377.9,362.99
38,374.74,376.37,377.63,378.4,378.02,380.24,378.14,378.98,377.95,362.99
39,374.68,376.29,377.61,378.4,378.01,380.23,378.14,378.97,378.12,362.92
40,374.65,376.25,377.58,378.39,378.0,380.22,378.14,378.96,378.3,362.86
