Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,366.86,368.42,369.04,370.37,370.16,372.66,371.27,371.67,371.0,356.9
1,366.72,368.41,369.06,370.39,370.17,372.66,371.13,371.6,370.96,356.87
2,366.62,368.39,369.08,370.4,370.18,372.66,371.04,371.57,370.92,356.87
3,366.56,368.37,369.09,370.42,370.18,372.64,370.98,371.54,370.86,356.93
4,366.5,368.36,369.1,370.43,370.19,372.63,370.93,371.54,370.76,357.02
5,366.44,368.36,369.11,370.45,370.2,372.61,370.9,371.53,370.68,357.1
6,366.39,368.36,369.12,370.45,370.2,372.59,370.89,371.52,370.63,357.15
7,366.33,368.35,369.13,370.47,370.21,372.59,370.89,371.53,370.6,357.2
8,366.26,368.35,369.14,370.48,370.21,372.59,370.86,371.55,370.56,357.23
9,366.18,368.34,369.15,370.5,370.2,372.59,370.84,371.56,370.55,357.27
10,366.06,368.35,369.17,370.5,370.21,372.57,370.83,371.57,370.61,357.3
11,365.94,368.33,369.17,370.51,370.2,372.57,370.8,371.57,370.67,357.3
12,365.89,368.32,369.18,370.51,370.2,372.57,370.8,371.56,370.72,357.3
13,365.82,368.32,369.18,370.51,370.19,372.57,370.78,371.56,370.75,357.3
14,365.76,368.3,369.17,370.52,370.19,372.57,370.76,371.55,370.77,357.32
15,365.71,368.29,369.18,370.52,370.19,372.56,370.78,371.56,370.83,357.36
16,365.67,368.27,369.18,370.53,370.19,372.56,370.78,371.55,370.82,357.39
17,365.61,368.25,369.19,370.53,370.18,372.55,370.78,371.55,370.78,357.42
18,365.57,368.24,369.18,370.52,370.19,372.55,370.78,371.55,370.76,357.43
19,365.5,368.21,369.18,370.52,370.18,372.54,370.77,371.55,370.76,357.45
20,365.43,368.18,369.17,370.53,370.18,372.54,370.73,371.56,370.88,357.47
21,365.35,368.13,369.17,370.59,370.2,372.52,370.74,371.56,371.02,357.42
22,365.24,368.06,369.21,370.69,370.23,372.5,370.88,371.71,371.23,357.38
23,365.24,368.07,369.25,370.73,370.26,372.52,370.96,371.88,371.44,357.36
24,365.45,368.15,369.29,370.72,370.3,372.55,371.02,371.94,371.58,357.35
25,365.74,368.15,369.27,370.76,370.36,372.61,371.1,372.05,371.68,357.31
26,366.08,368.22,369.28,370.8,370.42,372.64,371.15,372.12,371.7,357.26
27,366.55,368.47,369.31,370.86,370.49,372.68,371.23,372.16,371.66,357.2
28,367.11,368.59,369.39,370.92,370.58,372.73,371.26,372.15,371.6,357.1
29,367.5,368.69,369.52,370.99,370.68,372.79,371.28,372.1,371.49,356.98
30,367.7,368.75,369.57,371.05,370.76,372.83,371.29,372.07,371.42,356.91
31,367.83,368.83,369.6,371.12,370.81,372.9,371.45,372.03,371.34,356.83
32,367.95,368.9,369.64,371.18,370.86,372.95,371.67,372.16,371.28,356.75
33,368.1,368.99,369.69,371.25,370.91,373.01,371.74,372.31,371.26,356.63
34,368.21,369.05,369.74,371.31,370.96,373.09,371.88,372.32,371.3,356.55
35,368.22,369.09,369.76,371.34,371.01,373.14,372.39,372.32,371.37,356.51
36,368.29,369.13,369.77,371.36,371.03,373.21,372.44,372.4,371.41,356.43
37,368.29,369.16,369.8,371.37,371.05,373.26,372.34,372.43,371.47,356.29
38,368.27,369.18,369.86,371.37,371.06,373.3,372.23,372.53,371.49,356.14
