Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9.5,TC10
0,372.88,373.52,373.95,374.52,373.58,375.52,372.86,373.59,372.06,379.17,353.49
1,372.82,373.46,373.9,374.46,373.53,375.5,372.91,373.68,372.04,379.15,353.59
2,372.79,373.43,373.89,374.42,373.51,375.49,372.94,373.72,372.0,379.18,353.7
3,372.75,373.41,373.86,374.39,373.5,375.48,372.98,373.73,371.99,379.23,353.86
4,372.67,373.39,373.84,374.34,373.48,375.47,373.01,373.72,372.02,379.39,354.05
5,372.58,373.38,373.8,374.3,373.48,375.48,373.05,373.69,372.04,379.82,354.21
6,372.5,373.34,373.77,374.28,373.48,375.48,373.15,373.69,372.01,379.48,354.35
7,372.42,373.33,373.73,374.26,373.47,375.49,373.28,373.72,371.98,379.84,354.5
8,372.39,373.32,373.71,374.25,373.48,375.48,373.37,373.77,371.95,379.32,354.66
9,372.37,373.29,373.67,374.24,373.48,375.49,373.42,373.86,371.94,379.27,354.82
10,372.32,373.25,373.65,374.22,373.48,375.49,373.44,373.92,372.05,379.64,355.02
11,372.26,373.22,373.62,374.2,373.47,375.49,373.42,373.96,372.24,379.46,355.11
12,372.2,373.16,373.59,374.2,373.47,375.49,373.41,374.04,372.32,379.27,355.14
13,372.14,373.08,373.57,374.18,373.46,375.5,373.41,374.16,372.34,379.18,355.23
14,372.08,372.96,373.55,374.17,373.46,375.49,373.42,374.22,372.38,379.16,355.35
15,372.02,372.86,373.53,374.17,373.45,375.5,373.44,374.22,372.46,379.14,355.45
16,371.94,372.79,373.5,374.16,373.45,375.51,373.46,374.24,372.57,379.3,355.57
17,371.87,372.74,373.47,374.16,373.45,375.53,373.49,374.29,372.66,379.91,355.67
18,371.76,372.7,373.42,374.14,373.43,375.55,373.53,374.35,372.82,379.75,355.75
19,371.67,372.71,373.36,374.12,373.43,375.55,373.57,374.39,372.97,379.52,355.75
20,371.6,372.7,373.33,374.12,373.42,375.59,373.6,374.48,373.04,379.48,355.7
21,371.55,372.69,373.29,374.11,373.42,375.63,373.64,374.56,373.07,379.08,355.61
22,371.47,372.66,373.27,374.1,373.41,375.65,373.67,374.6,373.01,379.07,355.49
23,371.39,372.65,373.24,374.09,373.42,375.68,373.7,374.65,372.92,379.06,355.38
24,371.33,372.66,373.24,374.09,373.42,375.7,373.75,374.69,372.84,378.94,355.28
25,371.26,372.67,373.23,374.08,373.43,375.73,373.78,374.68,372.75,379.4,355.17
26,371.19,372.68,373.22,374.09,373.44,375.77,373.8,374.67,372.66,379.92,355.09
27,371.08,372.66,373.2,374.1,373.44,375.77,373.82,374.68,372.51,379.54,355.03
28,370.98,372.64,373.21,374.1,373.46,375.78,373.82,374.72,372.4,379.65,355.07
29,370.92,372.63,373.2,374.11,373.46,375.8,373.82,374.72,372.41,379.23,355.13
30,370.85,372.63,373.21,374.1,373.45,375.81,373.81,374.71,372.45,378.99,355.22
31,370.79,372.63,373.19,374.11,373.44,375.81,373.79,374.71,372.47,378.91,355.29
32,370.74,372.62,373.21,374.1,373.41,375.82,373.76,374.72,372.47,378.92,355.35
33,370.68,372.6,373.2,374.07,373.38,375.81,373.75,374.73,372.49,378.88,355.39
34,370.63,372.55,373.19,374.03,373.36,375.82,373.74,374.74,372.51,378.94,355.43
35,370.56,372.47,373.19,374.0,373.34,375.81,373.72,374.75,372.52,378.99,355.44
36,370.46,372.33,373.16,373.95,373.32,375.8,373.7,374.76,372.53,378.87,355.5
37,370.37,372.2,373.14,373.91,373.3,375.8,373.7,374.71,372.58,378.86,355.62
38,370.31,372.14,373.11,373.88,373.29,375.8,373.68,374.65,372.6,379.24,355.7
39,370.27,372.09,373.1,373.87,373.3,375.8,373.69,374.63,372.65,379.25,355.78
40,370.22,372.04,373.08,373.84,373.3,375.8,373.67,374.62,372.68,379.24,355.83
41,370.2,372.0,373.07,373.83,373.31,375.79,373.66,374.64,372.68,379.83,355.85
42,370.16,371.95,373.05,373.82,373.31,375.78,373.65,374.65,372.66,379.64,355.86
43,370.13,371.91,373.02,373.82,373.31,375.78,373.64,374.65,372.67,379.41,355.85
44,370.1,371.86,373.0,373.81,373.32,375.78,373.62,374.67,372.72,379.16,355.84
45,370.06,371.82,372.97,373.81,373.32,375.76,373.61,374.72,372.83,379.02,355.83
46,370.02,371.78,372.93,373.82,373.33,375.76,373.6,374.77,372.87,379.11,355.86
47,369.99,371.75,372.9,373.81,373.33,375.75,373.59,374.78,372.89,379.22,355.89
48,369.96,371.73,372.87,373.81,373.31,375.74,373.59,374.77,372.89,379.12,355.98
49,369.93,371.71,372.84,373.81,373.31,375.73,373.59,374.79,372.86,379.04,356.09
50,369.89,371.68,372.81,373.8,373.29,375.71,373.57,374.81,372.9,379.14,356.27
51,369.86,371.66,372.78,373.79,373.29,375.71,373.58,374.82,373.0,379.16,356.43
52,369.81,371.64,372.76,373.78,373.27,375.69,373.57,374.82,373.12,379.26,356.56
53,369.78,371.63,372.73,373.76,373.26,375.68,373.57,374.82,373.25,379.26,356.66
54,369.71,371.6,372.7,373.74,373.24,375.67,373.57,374.82,373.42,379.13,356.79
55,369.63,371.57,372.67,373.73,373.22,375.67,373.58,374.81,373.53,379.08,356.98
56,369.59,371.56,372.65,373.71,373.21,375.65,373.59,374.8,373.59,379.06,357.08
57,369.55,371.54,372.63,373.68,373.2,375.64,373.59,374.78,373.67,379.07,357.14
58,369.49,371.51,372.62,373.66,373.19,375.62,373.59,374.75,373.74,379.09,357.18
59,369.44,371.48,372.6,373.64,373.17,375.62,373.58,374.74,373.74,379.11,357.22
60,369.41,371.47,372.59,373.63,373.17,375.61,373.57,374.7,373.77,379.27,357.27
61,369.36,371.45,372.58,373.62,373.17,375.6,373.56,374.68,373.84,379.49,357.34
62,369.32,371.43,372.57,373.62,373.17,375.61,373.55,374.66,373.95,379.51,357.44
63,369.26,371.39,372.55,373.61,373.15,375.6,373.52,374.65,374.13,379.47,357.56
64,369.2,371.35,372.53,373.61,373.14,375.6,373.5,374.64,374.29,379.48,357.67
65,369.16,371.32,372.52,373.6,373.15,375.59,373.49,374.64,374.35,379.46,357.73
66,369.12,371.29,372.51,373.59,373.14,375.58,373.47,374.63,374.4,379.76,357.8
67,369.08,371.25,372.5,373.58,373.13,375.57,373.46,374.62,374.42,380.0,357.86
68,369.04,371.22,372.49,373.59,373.12,375.57,373.45,374.61,374.45,379.82,357.92
69,369.01,371.18,372.48,373.59,373.12,375.57,373.44,374.59,374.52,379.79,357.98
70,368.98,371.15,372.47,373.58,373.11,375.56,373.44,374.58,374.58,379.63,358.01
71,368.95,371.13,372.47,373.58,373.11,375.55,373.45,374.58,374.58,379.56,358.04
72,368.92,371.1,372.45,373.57,373.1,375.55,373.44,374.58,374.55,379.56,358.04
73,368.88,371.06,372.44,373.57,373.1,375.54,373.45,374.57,374.55,379.81,358.12
74,368.84,371.03,372.43,373.57,373.1,375.53,373.46,374.58,374.55,379.92,358.31
75,368.82,371.01,372.42,373.56,373.1,375.53,373.47,374.59,374.59,379.88,358.4
76,368.79,370.99,372.41,373.57,373.1,375.53,373.47,374.6,374.66,379.83,358.48
77,368.77,370.98,372.41,373.57,373.1,375.52,373.47,374.62,374.76,379.76,358.59
78,368.74,370.94,372.39,373.57,373.09,375.52,373.45,374.62,374.85,379.81,358.64
79,368.71,370.93,372.36,373.57,373.08,375.52,373.46,374.64,374.92,379.8,358.68
80,368.69,370.91,372.34,373.57,373.08,375.51,373.45,374.64,374.93,379.81,358.71
81,368.63,370.87,372.32,373.56,373.07,375.5,373.43,374.64,374.97,379.75,358.73
82,368.59,370.84,372.29,373.56,373.07,375.49,373.43,374.64,375.0,379.72,358.73
83,368.57,370.82,372.28,373.56,373.06,375.49,373.43,374.64,374.99,379.74,358.71
84,368.54,370.8,372.26,373.56,373.07,375.49,373.42,374.65,374.95,379.94,358.72
85,368.51,370.79,372.25,373.56,373.08,375.48,373.42,374.66,374.89,380.03,358.75
86,368.47,370.76,372.22,373.56,373.06,375.47,373.4,374.65,374.88,379.91,358.8
