Time,TC1_tip,TC2,TC3,TC4,TC5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
155,362.96,362.56,364.57,366.2,359.67,345.509761478559,370.583642666712,370.584238105303,370.584833543895,370.585428982486,370.116966266493,370.038672340753,370.038672340753,370.038672340753,370.038672340753,382.41519453737,0.084,25900,25,0.98
156,362.96,362.55,364.59,366.2,359.7,345.576125813578,370.65804933292,370.658608379552,370.659167426183,370.659726472814,370.193533970461,370.115380537683,370.115380537683,370.115380537683,370.115380537683,382.4919027343,0.084,25900,25,0.98
157,362.96,362.55,364.62,366.21,359.73,345.642463613518,370.732428883258,370.732952670675,370.733476458092,370.734000245509,370.270071159646,370.192058432664,370.192058432664,370.192058432664,370.192058432664,382.568580629281,0.084,25900,25,0.98
158,362.95,362.55,364.66,366.22,359.75,345.708774883241,370.806781322637,370.807270985165,370.807760647693,370.808250310221,370.346577853356,370.26870604369,370.26870604369,370.26870604369,370.26870604369,382.645228240307,0.084,25900,25,0.98
159,362.97,362.57,364.69,366.24,359.77,345.775059627632,370.881106655979,370.881563329504,370.882020003029,370.882476676553,370.423054070941,370.345323388798,370.345323388798,370.345323388798,370.345323388798,382.721845585415,0.084,25900,25,0.98
160,362.99,362.59,364.72,366.26,359.79,345.841317851597,370.955404888215,370.955829710162,370.95625453211,370.956679354057,370.49949983178,370.421910486051,370.421910486051,370.421910486051,370.421910486051,382.798432682668,0.084,25900,25,0.98
161,363.01,362.61,364.73,366.28,359.81,345.907549560064,371.029676024284,371.030070133596,371.030464242909,371.030858352222,370.575915155275,370.498467353537,370.498467353537,370.498467353537,370.498467353537,382.874989550154,0.084,25900,25,0.98
162,363.03,362.63,364.76,366.31,359.83,345.973754757946,371.103920069147,371.104284606335,371.104649143524,371.105013680712,370.652300061062,370.57499400957,370.57499400957,370.57499400957,370.57499400957,382.951516206187,0.084,25900,25,0.98
163,363.05,362.64,364.78,366.34,359.86,346.039933450295,371.178137027736,371.178473134642,371.178809241548,371.179145348454,370.7286545682,370.651490471897,370.651490471897,370.651490471897,370.651490471897,383.028012668514,0.084,25900,25,0.98
164,363.07,362.65,364.81,366.36,359.89,346.106085642009,371.252326905048,371.252635725146,371.252944545244,371.253253365342,370.80498036072,370.727956759182,370.727956759182,370.727956759182,370.727956759182,383.104478955799,0.084,25900,25,0.98
165,363.08,362.65,364.83,366.39,359.92,346.172211338124,371.326489706054,371.32677238422,371.327055062385,371.327337740551,370.881276038961,370.804392889534,370.804392889534,370.804392889534,370.804392889534,383.180915086151,0.084,25900,25,0.98
166,363.09,362.65,364.84,366.4,359.93,346.238310543662,371.400625435743,371.400883118295,371.401140800848,371.4013984834,370.957541366361,370.880798881264,370.880798881264,370.880798881264,370.880798881264,383.257321077881,0.084,25900,25,0.98
167,363.12,362.66,364.86,366.43,359.95,346.304383263668,371.474734099114,371.474967933795,371.475201768476,371.475435603158,371.033776362598,370.957174752707,370.957174752707,370.957174752707,370.957174752707,383.333696949324,0.084,25900,25,0.98
168,363.14,362.64,364.86,366.46,359.93,346.370429503208,371.548815701175,371.549026837132,371.54923797309,371.549449109047,371.109981047385,371.033520522234,371.033520522234,371.033520522234,371.033520522234,383.410042718851,0.084,25900,25,0.98
169,363.16,362.63,364.85,366.48,359.9,346.436449267364,371.622870246947,371.623059834727,371.623249422507,371.623439010287,371.186155440504,371.109836208281,371.109836208281,371.109836208281,371.109836208281,383.486358404898,0.084,25900,25,0.98
170,363.19,362.63,364.86,366.52,359.9,346.502442561242,371.696897741456,371.697066932972,371.697236124488,371.697405316003,371.262299561726,371.186121829273,371.186121829273,371.186121829273,371.186121829273,383.56264402589,0.084,25900,25,0.98
171,363.23,362.65,364.87,366.54,359.92,346.568409389964,371.770898189743,371.77104813827,371.771198086796,371.771348035322,371.338413430894,371.262377403709,371.262377403709,371.262377403709,371.262377403709,383.638899600325,0.084,25900,25,0.98
172,363.27,362.69,364.89,366.57,359.95,346.634349758675,371.844871596857,371.845003457011,371.845135317166,371.845267177321,371.41449706788,371.33860295011,371.33860295011,371.33860295011,371.33860295011,383.715125146727,0.084,25900,25,0.98
173,363.3,362.73,364.92,366.6,359.96,346.700263672539,371.918817967854,371.918932895579,371.919047823304,371.919162751029,371.49055148745,371.414798487029,371.414798487029,371.414798487029,371.414798487029,383.791320683645,0.084,25900,25,0.98
174,363.33,362.77,364.94,366.62,359.98,346.766151136733,371.992737307806,371.992836460359,371.992935612913,371.993034765466,371.566576584614,371.490964033075,371.490964033075,371.490964033075,371.490964033075,383.867486229692,0.084,25900,25,0.98
