time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC9.5,TC10
302,350.61,349.52,354.37,356.08,356.16,358.7,357.9,360.9,381.91,397.36,387.28
303,350.59,349.51,354.35,356.08,356.15,358.71,357.9,360.92,381.97,397.56,387.32
304,350.55,349.47,354.33,356.06,356.13,358.7,357.9,360.93,382.05,397.75,387.39
305,350.5,349.43,354.31,356.05,356.12,358.69,357.9,360.95,382.11,398.05,387.47
306,350.49,349.42,354.29,356.04,356.1,358.68,357.89,360.97,382.17,398.18,387.53
307,350.46,349.39,354.27,356.03,356.1,358.68,357.9,360.98,382.22,398.07,387.57
308,350.45,349.36,354.25,356.02,356.09,358.68,357.91,361.01,382.28,398.02,387.6
309,350.43,349.34,354.24,356.0,356.09,358.67,357.91,361.02,382.32,398.09,387.62
310,350.4,349.32,354.23,355.99,356.07,358.66,357.91,361.04,382.38,398.48,387.63
311,350.38,349.29,354.22,355.98,356.06,358.67,357.91,361.06,382.44,398.71,387.65
312,350.35,349.27,354.19,355.97,356.06,358.66,357.9,361.08,382.47,399.01,387.68
313,350.33,349.24,354.17,355.96,356.04,358.65,357.91,361.1,382.55,399.41,387.76
314,350.29,349.21,354.15,355.94,356.02,358.64,357.91,361.12,382.61,399.5,387.83
315,350.27,349.18,354.13,355.93,356.01,358.65,357.91,361.14,382.67,399.56,387.87
316,350.25,349.15,354.11,355.92,356.0,358.63,357.92,361.15,382.71,399.7,387.91
317,350.23,349.13,354.1,355.9,355.99,358.62,357.92,361.17,382.77,399.78,387.96
318,350.22,349.11,354.09,355.88,355.98,358.6,357.92,361.19,382.82,399.79,388.01
319,350.19,349.1,354.08,355.88,355.98,358.61,357.92,361.2,382.88,399.86,388.09
320,350.17,349.07,354.05,355.87,355.97,358.59,357.94,361.22,382.92,399.95,388.15
321,350.14,349.04,354.03,355.86,355.95,358.61,357.93,361.24,382.96,400.13,388.23
322,350.12,349.01,354.02,355.84,355.95,358.6,357.93,361.28,383.04,400.29,388.35
323,350.08,348.98,353.99,355.84,355.94,358.6,357.92,361.29,383.12,400.33,388.48
324,350.05,348.95,353.97,355.82,355.92,358.6,357.91,361.31,383.17,400.3,388.56
325,350.03,348.93,353.95,355.81,355.9,358.58,357.91,361.33,383.22,400.02,388.64
326,350.02,348.89,353.94,355.8,355.89,358.58,357.91,361.36,383.27,399.72,388.7
327,350.0,348.87,353.93,355.79,355.89,358.57,357.91,361.37,383.32,399.45,388.74
328,349.98,348.85,353.91,355.79,355.87,358.58,357.91,361.4,383.38,399.52,388.77
329,349.96,348.82,353.9,355.78,355.87,358.57,357.91,361.43,383.42,399.62,388.79
330,349.94,348.8,353.88,355.77,355.86,358.56,357.91,361.45,383.48,399.71,388.83
331,349.91,348.78,353.87,355.76,355.85,358.55,357.91,361.47,383.56,399.74,388.91
332,349.88,348.75,353.85,355.75,355.84,358.54,357.92,361.47,383.63,399.65,389.0
333,349.86,348.73,353.83,355.73,355.84,358.53,357.91,361.5,383.67,399.58,389.03
334,349.84,348.7,353.81,355.72,355.81,358.52,357.92,361.53,383.71,399.54,389.07
335,349.82,348.68,353.79,355.7,355.81,358.52,357.93,361.54,383.77,399.58,389.1
336,349.8,348.66,353.78,355.69,355.8,358.52,357.93,361.56,383.82,399.58,389.13
337,349.79,348.64,353.76,355.67,355.79,358.51,357.94,361.58,383.86,399.55,389.16
338,349.75,348.62,353.74,355.66,355.78,358.51,357.95,361.61,383.92,399.49,389.21
339,349.74,348.59,353.73,355.64,355.78,358.5,357.95,361.63,383.97,399.45,389.27
340,349.72,348.57,353.7,355.64,355.76,358.51,357.95,361.64,384.04,399.55,389.37
341,349.67,348.53,353.68,355.61,355.75,358.49,357.96,361.66,384.11,399.79,389.47
342,349.65,348.5,353.66,355.6,355.73,358.5,357.97,361.69,384.15,400.03,389.51
343,349.63,348.48,353.64,355.59,355.72,358.49,357.97,361.71,384.2,400.03,389.54
344,349.61,348.47,353.63,355.58,355.71,358.49,357.97,361.73,384.25,399.99,389.59
345,349.6,348.44,353.62,355.56,355.71,358.48,357.98,361.75,384.31,399.87,389.66
346,349.57,348.42,353.6,355.54,355.71,358.48,357.99,361.77,384.36,399.93,389.72
347,349.55,348.39,353.58,355.53,355.68,358.47,357.99,361.78,384.4,400.07,389.79
348,349.53,348.38,353.57,355.52,355.68,358.46,357.99,361.79,384.45,400.3,389.87
349,349.5,348.35,353.54,355.5,355.67,358.45,358.01,361.82,384.53,400.9,389.99
350,349.47,348.32,353.52,355.48,355.65,358.44,358.01,361.84,384.6,401.2,390.12
351,349.45,348.29,353.5,355.47,355.65,358.44,358.01,361.86,384.65,401.37,390.19
352,349.43,348.28,353.5,355.46,355.64,358.44,358.03,361.87,384.71,401.42,390.26
353,349.41,348.25,353.47,355.45,355.62,358.43,358.01,361.9,384.75,401.23,390.33
354,349.38,348.23,353.45,355.44,355.62,358.43,358.02,361.93,384.8,401.12,390.4
355,349.37,348.2,353.43,355.43,355.6,358.43,358.03,361.95,384.85,401.07,390.46
356,349.33,348.17,353.41,355.41,355.59,358.42,358.01,361.96,384.89,401.06,390.53
357,349.31,348.15,353.4,355.41,355.58,358.42,358.03,361.99,384.94,400.85,390.59
358,349.28,348.11,353.37,355.39,355.56,358.42,358.03,362.01,385.01,400.79,390.67
359,349.25,348.09,353.35,355.38,355.55,358.42,358.04,362.03,385.09,400.98,390.74
360,349.24,348.06,353.33,355.37,355.55,358.41,358.05,362.05,385.14,401.03,390.78
361,349.23,348.05,353.34,355.35,355.55,358.41,358.05,362.07,385.2,401.12,390.84
362,349.19,348.02,353.32,355.33,355.53,358.4,358.06,362.1,385.24,401.52,390.91
363,349.18,348.0,353.3,355.32,355.53,358.39,358.06,362.12,385.29,401.58,391.0
364,349.16,347.98,353.28,355.31,355.51,358.4,358.06,362.13,385.33,401.5,391.07
365,349.14,347.96,353.25,355.3,355.5,358.39,358.06,362.16,385.38,401.19,391.14
366,349.12,347.94,353.25,355.28,355.49,358.38,358.07,362.18,385.43,400.89,391.2
367,349.09,347.91,353.22,355.29,355.49,358.38,358.08,362.2,385.5,400.89,391.25
368,349.07,347.88,353.21,355.28,355.48,358.38,358.09,362.22,385.58,400.88,391.32
369,349.04,347.86,353.18,355.25,355.46,358.37,358.09,362.24,385.62,401.2,391.38
370,349.01,347.84,353.16,355.23,355.46,358.37,358.09,362.27,385.67,401.7,391.44
371,349.0,347.81,353.16,355.23,355.45,358.37,358.1,362.29,385.74,402.0,391.53
372,348.97,347.78,353.14,355.22,355.44,358.36,358.09,362.3,385.77,402.04,391.61
373,348.96,347.77,353.12,355.21,355.43,358.36,358.1,362.33,385.83,401.86,391.68
374,348.93,347.75,353.1,355.19,355.42,358.35,358.1,362.36,385.88,401.81,391.72
375,348.92,347.72,353.09,355.18,355.41,358.35,358.11,362.37,385.93,401.87,391.77
376,348.89,347.69,353.07,355.17,355.4,358.34,358.12,362.38,385.99,402.01,391.81
377,348.86,347.67,353.04,355.15,355.38,358.34,358.11,362.42,386.06,402.25,391.88
378,348.84,347.65,353.03,355.15,355.37,358.33,358.12,362.45,386.11,402.48,391.95
379,348.82,347.62,353.01,355.14,355.36,358.32,358.11,362.46,386.15,402.63,392.0
380,348.79,347.6,353.0,355.13,355.36,358.33,358.11,362.47,386.19,402.74,392.08
381,348.76,347.58,352.98,355.12,355.34,358.32,358.11,362.51,386.24,402.99,392.16
382,348.77,347.57,352.97,355.11,355.34,358.32,358.11,362.54,386.29,402.97,392.25
383,348.74,347.55,352.95,355.09,355.33,358.3,358.1,362.55,386.33,403.01,392.33
384,348.71,347.53,352.94,355.09,355.33,358.3,358.11,362.58,386.37,403.11,392.39
385,348.69,347.5,352.91,355.07,355.3,358.29,358.12,362.59,386.44,403.14,392.46
386,348.66,347.47,352.89,355.06,355.29,358.29,358.12,362.62,386.51,403.04,392.53
387,348.64,347.45,352.88,355.06,355.28,358.29,358.13,362.65,386.56,403.02,392.57
388,348.62,347.43,352.87,355.04,355.28,358.29,358.14,362.66,386.6,403.06,392.63
389,348.59,347.41,352.85,355.04,355.27,358.29,358.14,362.69,386.65,403.17,392.68
390,348.58,347.39,352.84,355.02,355.26,358.29,358.15,362.72,386.71,403.5,392.73
391,348.56,347.37,352.83,355.0,355.26,358.28,358.15,362.74,386.75,403.79,392.78
392,348.54,347.34,352.81,355.0,355.25,358.28,358.16,362.76,386.79,403.84,392.82
393,348.52,347.32,352.8,354.98,355.24,358.28,358.17,362.78,386.83,403.83,392.86
394,348.5,347.29,352.78,354.96,355.23,358.27,358.18,362.81,386.91,403.84,392.91
395,348.47,347.26,352.76,354.96,355.22,358.27,358.19,362.82,386.98,403.82,392.95
396,348.45,347.24,352.74,354.95,355.21,358.27,358.19,362.85,387.03,403.91,392.98
397,348.45,347.23,352.74,354.94,355.2,358.27,358.21,362.88,387.08,403.95,393.03
398,348.41,347.22,352.72,354.92,355.2,358.26,358.21,362.9,387.13,403.79,393.08
399,348.4,347.19,352.7,354.9,355.19,358.26,358.21,362.92,387.16,403.78,393.11
400,348.37,347.17,352.68,354.89,355.18,358.25,358.22,362.94,387.2,403.97,393.12
401,348.35,347.14,352.66,354.88,355.17,358.25,358.21,362.97,387.25,404.26,393.14
402,348.32,347.12,352.65,354.86,355.16,358.24,358.21,363.0,387.29,404.37,393.14
403,348.29,347.08,352.62,354.86,355.14,358.24,358.22,363.02,387.36,404.22,393.14
404,348.26,347.05,352.6,354.85,355.13,358.23,358.23,363.03,387.42,403.96,393.15
405,348.26,347.04,352.59,354.84,355.12,358.24,358.25,363.06,387.47,403.62,393.15
406,348.24,347.02,352.58,354.83,355.12,358.25,358.26,363.09,387.51,403.45,393.15
407,348.21,347.01,352.58,354.82,355.11,358.25,358.27,363.1,387.57,403.42,393.17
408,348.2,346.99,352.55,354.81,355.11,358.24,358.27,363.14,387.61,403.4,393.21
409,348.17,346.97,352.54,354.8,355.09,358.24,358.28,363.16,387.65,403.47,393.26
410,348.16,346.95,352.53,354.79,355.08,358.23,358.29,363.19,387.68,403.85,393.31
411,348.13,346.93,352.5,354.76,355.08,358.24,358.29,363.21,387.72,404.03,393.38
412,348.11,346.9,352.49,354.76,355.07,358.25,358.31,363.23,387.8,404.05,393.49
413,348.08,346.86,352.46,354.75,355.06,358.23,358.32,363.25,387.86,404.28,393.59
414,348.06,346.85,352.45,354.73,355.05,358.23,358.32,363.28,387.91,404.58,393.64
415,348.04,346.83,352.44,354.72,355.05,358.23,358.33,363.3,387.96,404.63,393.69
416,348.04,346.81,352.42,354.72,355.05,358.23,358.34,363.32,388.02,404.5,393.73
417,348.02,346.8,352.41,354.7,355.04,358.23,358.36,363.35,388.06,404.49,393.77
418,347.99,346.78,352.39,354.69,355.03,358.22,358.36,363.38,388.09,404.86,393.81
419,347.97,346.76,352.38,354.68,355.01,358.22,358.36,363.39,388.13,405.14,393.85
420,347.94,346.74,352.36,354.66,355.01,358.22,358.37,363.41,388.17,405.23,393.89
421,347.92,346.71,352.33,354.66,355.0,358.23,358.38,363.44,388.24,405.43,393.98
422,347.89,346.7,352.32,354.64,354.99,358.22,358.39,363.47,388.32,405.49,394.1
423,347.88,346.67,352.3,354.65,354.97,358.23,358.39,363.49,388.37,405.42,394.18
424,347.85,346.66,352.29,354.63,354.97,358.22,358.41,363.5,388.41,405.2,394.24
425,347.83,346.64,352.27,354.62,354.96,358.22,358.42,363.53,388.44,404.94,394.28
426,347.81,346.62,352.26,354.6,354.96,358.21,358.43,363.57,388.48,404.99,394.29
427,347.8,346.6,352.24,354.59,354.96,358.22,358.43,363.59,388.54,405.01,394.28
428,347.77,346.58,352.23,354.58,354.94,358.22,358.43,363.61,388.56,404.97,394.29
429,347.76,346.56,352.21,354.56,354.93,358.21,358.45,363.64,388.6,405.16,394.3
430,347.72,346.53,352.19,354.54,354.93,358.21,358.46,363.65,388.66,405.38,394.31
431,347.69,346.5,352.17,354.54,354.91,358.21,358.47,363.67,388.72,405.4,394.31
432,347.68,346.48,352.15,354.53,354.9,358.2,358.48,363.69,388.76,405.51,394.33
433,347.66,346.46,352.14,354.52,354.9,358.21,358.49,363.72,388.8,405.69,394.36
434,347.64,346.44,352.13,354.51,354.89,358.21,358.49,363.76,388.84,405.75,394.39
435,347.62,346.42,352.1,354.5,354.87,358.21,358.5,363.78,388.87,405.75,394.41
436,347.6,346.4,352.09,354.49,354.87,358.21,358.51,363.8,388.91,405.71,394.43
437,347.57,346.39,352.08,354.47,354.86,358.2,358.51,363.82,388.95,405.58,394.46
438,347.55,346.37,352.07,354.46,354.86,358.2,358.52,363.84,389.0,405.45,394.47
439,347.54,346.34,352.05,354.45,354.84,358.19,358.53,363.87,389.06,405.31,394.49
440,347.5,346.31,352.02,354.44,354.83,358.19,358.53,363.9,389.1,405.38,394.5
441,347.49,346.28,352.0,354.43,354.82,358.19,358.54,363.92,389.14,405.72,394.52
442,347.46,346.27,351.99,354.42,354.82,358.19,358.54,363.95,389.19,406.19,394.57
443,347.46,346.26,351.98,354.4,354.81,358.19,358.56,363.97,389.23,406.19,394.61
444,347.43,346.24,351.97,354.4,354.81,358.18,358.58,363.99,389.28,405.92,394.65
445,347.41,346.22,351.96,354.39,354.8,358.18,358.57,364.01,389.32,405.53,394.67
446,347.39,346.19,351.93,354.37,354.78,358.18,358.58,364.04,389.36,405.47,394.68
447,347.38,346.17,351.92,354.36,354.78,358.18,358.59,364.06,389.4,405.61,394.68
448,347.35,346.15,351.89,354.36,354.76,358.18,358.6,364.08,389.46,405.72,394.69
449,347.31,346.12,351.88,354.34,354.76,358.18,358.62,364.11,389.51,405.42,394.7
450,347.3,346.1,351.87,354.31,354.75,358.18,358.63,364.14,389.55,405.06,394.7
451,347.29,346.09,351.86,354.3,354.76,358.17,358.64,364.15,389.61,404.92,394.7
452,347.27,346.06,351.84,354.3,354.74,358.17,358.65,364.17,389.63,404.85,394.69
453,347.25,346.06,351.83,354.27,354.72,358.17,358.66,364.2,389.67,404.99,394.71
454,347.24,346.03,351.82,354.27,354.73,358.17,358.67,364.23,389.71,405.19,394.74
455,347.22,346.01,351.8,354.26,354.72,358.17,358.68,364.25,389.76,405.29,394.78
456,347.21,346.0,351.79,354.25,354.71,358.17,358.7,364.28,389.8,405.21,394.84
457,347.18,345.97,351.78,354.23,354.71,358.16,358.7,364.31,389.86,404.94,394.91
458,347.17,345.95,351.76,354.22,354.7,358.17,358.72,364.34,389.92,404.53,394.94
459,347.15,345.93,351.74,354.21,354.69,358.17,358.74,364.35,389.96,404.43,394.97
460,347.14,345.91,351.72,354.2,354.68,358.16,358.73,364.38,390.0,404.43,395.01
461,347.12,345.9,351.71,354.19,354.68,358.16,358.74,364.41,390.04,404.37,395.06
462,347.11,345.89,351.7,354.19,354.68,358.16,358.75,364.44,390.08,404.43,395.11
463,347.08,345.86,351.69,354.17,354.67,358.15,358.75,364.45,390.12,404.31,395.15
464,347.07,345.85,351.67,354.16,354.66,358.15,358.75,364.47,390.14,404.04,395.15
465,347.04,345.83,351.66,354.15,354.65,358.15,358.76,364.5,390.17,403.76,395.13
466,347.02,345.8,351.64,354.14,354.64,358.15,358.77,364.53,390.23,403.73,395.08
467,346.99,345.78,351.63,354.13,354.62,358.15,358.78,364.54,390.29,403.96,395.03
468,346.97,345.76,351.6,354.12,354.61,358.15,358.79,364.57,390.32,404.24,395.01
469,346.96,345.73,351.59,354.11,354.62,358.14,358.8,364.6,390.34,404.52,395.04
470,346.94,345.73,351.58,354.09,354.61,358.14,358.8,364.62,390.37,404.33,395.07
471,346.92,345.71,351.56,354.08,354.6,358.14,358.82,364.64,390.41,404.08,395.09
472,346.9,345.68,351.55,354.08,354.6,358.14,358.82,364.67,390.44,403.96,395.08
473,346.88,345.67,351.54,354.07,354.58,358.15,358.82,364.7,390.47,404.12,395.06
474,346.86,345.64,351.52,354.05,354.57,358.15,358.84,364.73,390.51,404.23,395.03
475,346.84,345.63,351.51,354.03,354.57,358.14,358.86,364.75,390.56,404.16,395.01
476,346.82,345.6,351.49,354.03,354.56,358.16,358.87,364.78,390.61,404.29,395.01
477,346.8,345.58,351.47,354.02,354.55,358.15,358.89,364.8,390.66,404.69,395.02
478,346.78,345.56,351.46,354.01,354.55,358.16,358.9,364.83,390.69,404.83,395.06
479,346.76,345.55,351.45,353.99,354.54,358.15,358.91,364.84,390.72,404.72,395.09
480,346.76,345.53,351.45,353.98,354.54,358.16,358.93,364.87,390.76,404.61,395.13
481,346.72,345.52,351.42,353.97,354.53,358.15,358.94,364.89,390.81,404.54,395.19
482,346.7,345.5,351.4,353.96,354.53,358.16,358.94,364.92,390.84,404.63,395.24
483,346.69,345.48,351.4,353.95,354.52,358.16,358.95,364.95,390.89,404.67,395.3
484,346.67,345.46,351.38,353.93,354.51,358.15,358.97,364.96,390.95,404.84,395.4
485,346.63,345.43,351.36,353.93,354.5,358.16,358.98,364.99,391.0,405.19,395.49
486,346.62,345.41,351.34,353.92,354.49,358.14,358.99,365.01,391.05,405.22,395.56
487,346.61,345.39,351.33,353.91,354.48,358.15,359.0,365.03,391.1,405.15,395.62
488,346.59,345.38,351.32,353.91,354.48,358.15,359.0,365.05,391.14,405.21,395.7
489,346.58,345.36,351.3,353.89,354.47,358.15,359.02,365.09,391.18,405.42,395.76
490,346.56,345.34,351.27,353.87,354.46,358.15,359.02,365.11,391.22,405.6,395.81
491,346.54,345.33,351.27,353.86,354.46,358.15,359.03,365.13,391.25,405.79,395.87
492,346.52,345.31,351.26,353.85,354.46,358.14,359.04,365.15,391.31,405.84,395.92
493,346.49,345.29,351.24,353.84,354.44,358.14,359.05,365.18,391.36,405.54,395.97
494,346.46,345.26,351.21,353.83,354.43,358.14,359.06,365.22,391.42,405.28,396.02
495,346.46,345.25,351.21,353.84,354.43,358.15,359.07,365.24,391.46,405.16,396.05
496,346.43,345.23,351.19,353.82,354.42,358.15,359.08,365.25,391.49,405.06,396.1
497,346.42,345.21,351.18,353.81,354.41,358.14,359.08,365.28,391.52,405.25,396.15
498,346.4,345.19,351.17,353.8,354.41,358.14,359.08,365.31,391.56,405.2,396.22
499,346.39,345.18,351.15,353.79,354.39,358.14,359.09,365.33,391.59,405.17,396.26
500,346.37,345.16,351.14,353.79,354.39,358.14,359.1,365.35,391.63,405.04,396.31
501,346.34,345.15,351.13,353.78,354.39,358.15,359.1,365.38,391.67,404.85,396.34
502,346.31,345.12,351.1,353.76,354.37,358.15,359.11,365.41,391.71,404.89,396.37
503,346.29,345.1,351.09,353.75,354.36,358.15,359.12,365.43,391.76,405.19,396.38
504,346.27,345.08,351.08,353.75,354.36,358.14,359.13,365.45,391.79,405.34,396.4
505,346.26,345.06,351.05,353.74,354.36,358.15,359.14,365.47,391.82,405.26,396.41
506,346.24,345.04,351.05,353.72,354.36,358.14,359.16,365.51,391.86,405.29,396.42
507,346.22,345.03,351.04,353.72,354.35,358.16,359.16,365.54,391.89,405.5,396.42
508,346.21,345.01,351.02,353.71,354.34,358.16,359.16,365.55,391.93,405.72,396.45
509,346.19,345.0,351.01,353.7,354.34,358.16,359.18,365.58,391.97,405.79,396.49
510,346.17,344.98,351.0,353.69,354.32,358.15,359.19,365.61,392.0,405.83,396.55
511,346.15,344.96,350.98,353.69,354.32,358.16,359.21,365.63,392.06,405.82,396.64
512,346.12,344.94,350.95,353.68,354.31,358.17,359.22,365.66,392.11,405.64,396.71
513,346.1,344.93,350.95,353.67,354.31,358.16,359.24,365.68,392.15,405.71,396.75
514,346.08,344.9,350.93,353.65,354.29,358.16,359.23,365.71,392.18,405.89,396.78
515,346.06,344.88,350.92,353.64,354.29,358.17,359.23,365.73,392.21,406.17,396.82
516,346.04,344.87,350.91,353.64,354.28,358.16,359.24,365.75,392.26,406.38,396.87
517,346.03,344.84,350.88,353.63,354.27,358.16,359.25,365.78,392.3,406.0,396.91
518,346.01,344.83,350.86,353.61,354.26,358.16,359.27,365.81,392.33,405.43,396.95
519,346.0,344.81,350.86,353.61,354.26,358.17,359.27,365.83,392.37,405.48,396.97
520,345.97,344.79,350.84,353.61,354.25,358.16,359.29,365.85,392.42,405.67,396.96
521,345.94,344.76,350.81,353.59,354.24,358.17,359.3,365.89,392.47,405.81,396.94
522,345.93,344.75,350.81,353.58,354.24,358.17,359.32,365.91,392.52,405.98,396.93
523,345.91,344.73,350.79,353.57,354.23,358.17,359.32,365.92,392.54,406.26,396.93
524,345.89,344.72,350.78,353.56,354.21,358.16,359.33,365.94,392.57,406.37,396.93
525,345.88,344.71,350.78,353.55,354.22,358.16,359.34,365.96,392.58,405.07,396.93
526,345.85,344.69,350.76,353.54,354.21,358.16,359.34,366.0,392.56,402.08,396.89
527,345.84,344.67,350.74,353.53,354.2,358.17,359.35,366.02,392.5,399.69,396.76
528,345.81,344.67,350.73,353.52,354.2,358.18,359.37,366.04,392.46,397.54,396.54
529,345.8,344.63,350.72,353.51,354.2,358.17,359.39,366.07,392.35,394.85,396.07
530,345.77,344.61,350.71,353.5,354.2,358.19,359.4,366.1,392.21,392.54,395.48
531,345.75,344.59,350.7,353.5,354.19,358.19,359.42,366.13,392.11,391.09,395.06
532,345.73,344.57,350.69,353.5,354.19,358.2,359.43,366.16,391.99,389.47,394.63
533,345.72,344.57,350.69,353.5,354.2,358.21,359.44,366.19,391.87,387.23,394.15
534,345.69,344.54,350.69,353.5,354.2,358.23,359.45,366.22,391.73,385.43,393.63
535,345.68,344.52,350.67,353.5,354.2,358.23,359.46,366.24,391.61,384.49,393.09
536,345.66,344.5,350.68,353.5,354.2,358.23,359.48,366.27,391.49,383.43,392.52
537,345.64,344.48,350.67,353.5,354.19,358.25,359.49,366.3,391.35,382.04,391.92
538,345.62,344.46,350.66,353.51,354.2,358.28,359.52,366.36,391.14,381.27,391.02
539,345.59,344.43,350.66,353.51,354.2,358.29,359.53,366.38,390.9,380.81,390.12
540,345.58,344.42,350.66,353.5,354.2,358.29,359.56,366.4,390.76,380.21,389.51
