time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,359.81,359.76,358.6,360.26,359.89,360.21,359.81,360.72,357.22,341.4
2,359.78,359.92,358.61,360.35,360.13,360.29,359.92,360.87,357.28,341.83
3,359.76,360.07,358.65,360.46,360.29,360.37,360.03,361.06,357.35,342.34
4,359.76,360.22,358.73,360.55,360.39,360.4,360.17,361.2,357.46,342.77
5,359.78,360.37,358.82,360.65,360.4,360.47,360.28,361.41,357.58,343.16
6,359.81,360.53,358.9,360.76,360.44,360.55,360.38,361.6,357.71,343.57
7,359.85,360.67,358.99,360.86,360.49,360.63,360.43,361.74,357.86,343.96
8,359.91,360.82,359.07,360.94,360.56,360.71,360.48,361.85,358.01,344.26
9,359.99,360.94,359.16,361.04,360.65,360.83,360.52,361.98,358.17,344.42
10,360.11,361.13,359.27,361.15,360.69,360.94,360.61,362.11,358.41,344.53
11,360.23,361.29,359.39,361.2,360.64,361.03,360.72,362.2,358.64,344.43
12,360.32,361.36,359.49,361.29,360.6,361.16,360.81,362.33,358.76,344.28
13,360.42,361.42,359.57,361.37,360.52,361.29,360.92,362.46,358.86,344.24
14,360.52,361.45,359.66,361.43,360.54,361.41,361.03,362.57,358.92,344.32
15,360.62,361.45,359.72,361.49,360.6,361.54,361.14,362.69,358.96,344.37
16,360.7,361.46,359.77,361.55,360.63,361.66,361.25,362.82,358.98,344.59
17,360.79,361.49,359.8,361.6,360.64,361.76,361.32,362.94,358.97,344.83
18,360.9,361.53,359.84,361.64,360.67,361.82,361.39,363.03,359.01,344.87
19,361.04,361.62,359.89,361.69,360.77,361.85,361.41,363.12,359.1,344.87
20,361.18,361.7,359.98,361.73,360.88,361.87,361.31,363.22,359.17,345.22
21,361.27,361.74,360.04,361.78,360.96,361.89,361.26,363.29,359.18,345.52
22,361.36,361.76,360.1,361.83,361.03,361.92,361.26,363.31,359.16,345.75
23,361.45,361.79,360.15,361.89,361.11,361.96,361.3,363.29,359.14,345.86
24,361.54,361.83,360.18,361.94,361.16,362.0,361.37,363.31,359.14,345.84
25,361.63,361.85,360.22,361.97,361.21,362.02,361.45,363.35,359.13,345.66
26,361.72,361.88,360.25,362.01,361.23,362.04,361.54,363.43,359.1,345.47
27,361.81,361.91,360.28,362.05,361.28,362.06,361.61,363.52,359.06,345.41
28,361.95,361.95,360.35,362.06,361.39,362.08,361.7,363.6,359.11,345.25
29,362.09,362.0,360.42,362.07,361.47,362.12,361.78,363.67,359.25,345.2
30,362.17,362.04,360.46,362.09,361.47,362.17,361.83,363.73,359.35,345.23
31,362.24,362.08,360.51,362.07,361.47,362.19,361.89,363.78,359.47,345.25
32,362.34,362.15,360.56,362.06,361.47,362.21,361.95,363.8,359.57,345.26
33,362.43,362.18,360.6,361.98,361.49,362.23,362.0,363.81,359.63,345.24
34,362.52,362.21,360.63,361.92,361.53,362.25,362.01,363.82,359.68,345.25
35,362.6,362.24,360.65,361.89,361.58,362.26,362.02,363.78,359.7,345.23
36,362.68,362.26,360.65,361.82,361.59,362.26,362.01,363.73,359.69,345.28
37,362.79,362.26,360.6,361.76,361.66,362.28,362.03,363.7,359.61,345.32
38,362.91,362.22,360.54,361.72,361.7,362.28,362.1,363.68,359.55,345.32
39,362.98,362.18,360.48,361.7,361.71,362.27,362.14,363.66,359.53,345.34
40,363.05,362.12,360.42,361.67,361.71,362.26,362.16,363.67,359.54,345.41
41,363.13,362.06,360.37,361.66,361.7,362.27,362.21,363.69,359.58,345.52
42,363.21,362.0,360.34,361.66,361.68,362.3,362.25,363.71,359.65,345.69
43,363.28,361.96,360.32,361.67,361.64,362.35,362.25,363.74,359.69,345.85
44,363.35,361.91,360.32,361.71,361.6,362.41,362.21,363.76,359.73,345.95
45,363.43,361.89,360.33,361.76,361.59,362.46,362.15,363.77,359.78,346.02
46,363.54,361.86,360.37,361.81,361.61,362.49,362.06,363.79,359.88,346.07
47,363.64,361.84,360.4,361.87,361.64,362.52,361.97,363.77,359.96,346.26
48,363.7,361.84,360.41,361.9,361.61,362.53,361.89,363.73,360.02,346.37
49,363.76,361.87,360.41,361.95,361.55,362.57,361.85,363.67,360.1,346.48
50,363.82,361.87,360.42,362.01,361.52,362.61,361.8,363.62,360.19,346.61
51,363.88,361.83,360.42,362.07,361.48,362.64,361.78,363.56,360.25,346.7
52,363.94,361.8,360.42,362.13,361.55,362.64,361.79,363.51,360.31,346.87
53,363.99,361.78,360.42,362.15,361.72,362.63,361.81,363.47,360.37,347.02
54,364.06,361.79,360.39,362.17,361.91,362.61,361.83,363.46,360.41,347.16
55,364.13,361.79,360.35,362.2,362.0,362.59,361.83,363.49,360.42,347.24
56,364.17,361.76,360.37,362.2,362.03,362.58,361.87,363.52,360.44,347.32
57,364.23,361.7,360.38,362.11,361.99,362.57,361.9,363.54,360.47,347.39
58,364.26,361.59,360.39,361.99,361.94,362.56,361.89,363.58,360.49,347.42
59,364.3,361.49,360.4,361.88,361.9,362.57,361.85,363.6,360.51,347.46
60,364.35,361.44,360.4,361.82,361.9,362.58,361.85,363.58,360.53,347.49
61,364.38,361.46,360.4,361.76,361.92,362.63,361.88,363.54,360.54,347.55
62,364.42,361.49,360.36,361.72,361.92,362.67,361.93,363.51,360.55,347.64
63,364.44,361.51,360.31,361.7,361.92,362.68,361.95,363.51,360.55,347.82
64,364.48,361.46,360.26,361.68,361.97,362.67,362.01,363.55,360.51,348.23
65,364.52,361.41,360.22,361.68,362.03,362.65,362.01,363.6,360.48,348.55
66,364.55,361.43,360.2,361.69,362.05,362.59,362.0,363.64,360.47,348.65
67,364.57,361.46,360.17,361.7,362.02,362.54,362.01,363.65,360.45,348.61
68,364.61,361.51,360.15,361.71,361.97,362.46,362.03,363.63,360.45,348.6
69,364.62,361.52,360.12,361.73,361.95,362.39,362.05,363.63,360.42,348.67
70,364.65,361.52,360.11,361.76,361.92,362.36,362.06,363.63,360.43,348.89
71,364.69,361.49,360.13,361.82,361.81,362.33,362.06,363.65,360.46,349.09
72,364.73,361.44,360.18,361.87,361.64,362.34,362.03,363.67,360.51,349.32
73,364.78,361.38,360.23,361.93,361.51,362.34,362.01,363.71,360.58,349.54
74,364.81,361.32,360.26,361.97,361.44,362.35,362.02,363.74,360.63,349.63
75,364.85,361.24,360.29,362.01,361.4,362.34,362.03,363.76,360.67,349.7
76,364.89,361.18,360.3,362.07,361.37,362.34,362.05,363.76,360.69,349.7
77,364.91,361.14,360.32,362.12,361.39,362.33,362.09,363.74,360.71,349.65
78,364.93,361.04,360.32,362.15,361.41,362.33,362.12,363.71,360.72,349.52
79,364.97,360.95,360.32,362.18,361.45,362.32,362.13,363.71,360.73,349.43
80,365.01,360.9,360.34,362.2,361.5,362.3,362.11,363.7,360.74,349.56
81,365.04,360.87,360.36,362.22,361.62,362.31,362.06,363.68,360.73,349.63
82,365.07,360.87,360.37,362.24,361.67,362.36,362.03,363.63,360.71,349.66
83,365.1,360.89,360.38,362.26,361.63,362.39,362.06,363.58,360.71,349.78
84,365.12,360.91,360.39,362.28,361.58,362.43,362.1,363.53,360.71,349.93
85,365.15,360.93,360.4,362.3,361.52,362.47,362.12,363.51,360.72,350.12
86,365.19,360.96,360.41,362.31,361.46,362.51,362.16,363.5,360.74,350.2
87,365.2,360.97,360.41,362.29,361.41,362.53,362.2,363.48,360.74,350.12
88,365.23,360.96,360.44,362.28,361.36,362.53,362.21,363.5,360.73,349.99
89,365.26,360.93,360.47,362.28,361.35,362.52,362.19,363.51,360.72,349.85
90,365.3,360.88,360.5,362.3,361.37,362.5,362.16,363.54,360.73,349.73
