time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.16,359.27,359.36,360.0,359.29,361.17,358.43,358.99,355.14,325.48
2,358.14,359.29,359.36,359.99,359.29,361.19,358.55,359.2,355.39,325.45
3,358.11,359.31,359.37,360.01,359.3,361.21,358.75,359.36,355.94,325.52
4,358.08,359.34,359.38,360.01,359.32,361.25,358.96,359.57,356.52,325.72
5,358.06,359.37,359.4,360.02,359.35,361.29,359.08,359.74,356.88,325.92
6,358.03,359.38,359.4,360.03,359.38,361.35,359.2,359.83,357.23,326.13
7,358.03,359.38,359.41,360.04,359.41,361.4,359.32,359.94,357.56,326.36
8,358.0,359.39,359.42,360.04,359.44,361.46,359.43,360.07,357.84,326.58
9,357.99,359.38,359.43,360.05,359.46,361.54,359.54,360.26,358.1,326.81
10,357.98,359.38,359.44,360.06,359.49,361.58,359.65,360.37,358.33,327.02
11,357.96,359.37,359.43,360.08,359.52,361.65,359.73,360.56,358.53,327.23
12,357.93,359.37,359.44,360.09,359.56,361.71,359.86,360.73,358.78,327.5
13,357.91,359.37,359.42,360.12,359.59,361.77,360.0,360.9,359.0,327.79
14,357.89,359.38,359.42,360.15,359.63,361.84,360.08,361.03,359.11,327.98
15,357.89,359.37,359.42,360.18,359.65,361.88,360.15,361.1,359.21,328.18
16,357.87,359.37,359.42,360.21,359.68,361.93,360.21,361.19,359.26,328.37
17,357.86,359.37,359.41,360.23,359.71,361.96,360.25,361.24,359.24,328.56
18,357.86,359.36,359.41,360.26,359.74,362.0,360.29,361.34,359.2,328.75
19,357.84,359.36,359.4,360.29,359.76,362.03,360.34,361.46,359.17,328.93
20,357.82,359.36,359.39,360.31,359.78,362.07,360.37,361.57,359.12,329.1
21,357.81,359.36,359.39,360.34,359.82,362.11,360.45,361.68,359.1,329.38
22,357.79,359.35,359.39,360.35,359.86,362.14,360.53,361.76,359.12,329.66
23,357.78,359.34,359.38,360.36,359.88,362.19,360.59,361.84,359.16,329.85
24,357.78,359.33,359.38,360.38,359.91,362.22,360.66,361.89,359.23,330.05
25,357.77,359.33,359.38,360.38,359.93,362.26,360.72,361.96,359.3,330.27
26,357.75,359.33,359.37,360.38,359.95,362.29,360.76,362.04,359.37,330.47
27,357.74,359.31,359.35,360.39,359.96,362.33,360.79,362.12,359.43,330.67
28,357.73,359.31,359.35,360.39,359.98,362.36,360.84,362.21,359.51,330.88
29,357.71,359.3,359.34,360.39,359.99,362.4,360.9,362.3,359.57,331.11
30,357.69,359.29,359.32,360.4,360.01,362.43,360.97,362.37,359.69,331.44
31,357.69,359.27,359.31,360.41,360.02,362.46,361.04,362.42,359.82,331.78
32,357.68,359.27,359.31,360.41,360.04,362.48,361.1,362.48,359.93,332.02
33,357.66,359.26,359.3,360.41,360.05,362.51,361.14,362.54,360.04,332.24
34,357.66,359.25,359.3,360.43,360.05,362.54,361.19,362.6,360.17,332.47
35,357.65,359.25,359.28,360.44,360.07,362.57,361.22,362.66,360.3,332.7
36,357.62,359.23,359.28,360.43,360.08,362.58,361.25,362.68,360.43,332.93
37,357.61,359.22,359.27,360.44,360.09,362.6,361.28,362.73,360.56,333.15
38,357.6,359.21,359.26,360.43,360.09,362.63,361.3,362.77,360.68,333.39
