time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,356.66,359.5,360.12,360.68,359.99,362.0,359.48,360.02,356.84,330.73
2,356.64,359.52,360.13,360.69,359.98,362.0,359.56,360.15,357.06,330.77
3,356.61,359.61,360.16,360.76,359.99,362.04,359.7,360.37,357.32,330.81
4,356.62,359.7,360.2,360.84,360.02,362.1,359.86,360.59,357.6,330.88
5,356.66,359.89,360.31,360.94,360.1,362.16,360.09,360.78,358.0,331.05
6,356.72,360.09,360.43,361.02,360.19,362.24,360.34,360.95,358.37,331.24
7,356.78,360.2,360.5,361.09,360.25,362.31,360.48,361.03,358.58,331.37
8,356.84,360.32,360.58,361.16,360.3,362.4,360.59,361.14,358.76,331.5
9,356.92,360.43,360.65,361.25,360.35,362.52,360.68,361.25,358.92,331.61
10,356.98,360.51,360.72,361.32,360.41,362.61,360.75,361.37,359.03,331.7
11,357.05,360.58,360.8,361.4,360.48,362.71,360.83,361.5,359.14,331.77
12,357.12,360.61,360.87,361.45,360.54,362.75,360.9,361.59,359.23,331.84
13,357.2,360.65,360.92,361.54,360.6,362.84,360.98,361.76,359.29,331.9
14,357.32,360.66,360.96,361.61,360.72,362.91,361.12,361.9,359.37,332.02
15,357.44,360.7,361.0,361.68,360.83,362.98,361.28,362.03,359.46,332.12
16,357.53,360.75,361.03,361.75,360.91,363.04,361.38,362.15,359.54,332.18
17,357.61,360.79,361.04,361.84,360.98,363.1,361.46,362.22,359.65,332.22
18,357.71,360.84,361.08,361.93,361.06,363.16,361.52,362.28,359.74,332.25
19,357.79,360.88,361.1,361.97,361.14,363.2,361.56,362.31,359.8,332.28
20,357.87,360.9,361.13,362.03,361.21,363.26,361.58,362.33,359.85,332.35
21,357.96,360.93,361.15,362.08,361.27,363.33,361.57,362.32,359.91,332.43
22,358.04,360.95,361.18,362.12,361.34,363.38,361.56,362.31,359.98,332.53
23,358.17,360.98,361.2,362.15,361.41,363.43,361.58,362.33,360.05,332.67
24,358.3,361.03,361.22,362.18,361.49,363.47,361.6,362.35,360.13,332.8
25,358.37,361.04,361.23,362.2,361.52,363.52,361.62,362.37,360.17,332.85
26,358.46,361.02,361.26,362.21,361.58,363.57,361.65,362.38,360.19,332.9
27,358.55,361.0,361.28,362.23,361.61,363.61,361.69,362.39,360.17,332.96
28,358.63,360.97,361.3,362.25,361.63,363.65,361.71,362.43,360.14,333.02
29,358.71,360.98,361.33,362.24,361.66,363.69,361.74,362.48,360.12,333.11
30,358.78,360.97,361.35,362.24,361.67,363.73,361.76,362.53,360.06,333.22
31,358.86,360.96,361.35,362.25,361.67,363.77,361.8,362.59,359.99,333.34
