time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,359.0,359.8,359.8,359.93,359.42,360.94,358.32,358.7,356.14,336.16
2,358.97,359.84,359.79,359.92,359.4,360.93,358.44,358.85,356.06,336.03
3,358.95,359.97,359.83,359.97,359.43,360.95,358.7,359.23,356.19,335.99
4,358.94,360.14,359.91,360.06,359.47,361.01,358.96,359.61,356.46,335.99
5,358.94,360.3,359.98,360.17,359.53,361.09,359.21,359.97,356.84,336.04
6,358.95,360.46,360.05,360.29,359.59,361.2,359.44,360.3,357.24,336.13
7,358.98,360.66,360.18,360.42,359.68,361.34,359.79,360.57,357.79,336.16
8,359.04,360.7,360.3,360.55,359.8,361.44,360.1,360.78,358.27,336.07
9,359.09,360.7,360.36,360.64,359.88,361.52,360.26,360.86,358.5,335.95
10,359.14,360.73,360.4,360.77,359.97,361.63,360.42,360.92,358.72,335.84
11,359.2,360.72,360.45,360.89,360.05,361.72,360.53,360.99,358.9,335.75
12,359.26,360.65,360.49,361.02,360.15,361.8,360.64,361.03,359.04,335.69
13,359.33,360.64,360.54,361.14,360.25,361.89,360.72,361.11,359.16,335.63
14,359.4,360.64,360.57,361.25,360.35,361.97,360.8,361.19,359.25,335.59
15,359.47,360.61,360.58,361.36,360.45,362.06,360.88,361.29,359.27,335.58
16,359.58,360.57,360.6,361.43,360.59,362.16,361.03,361.34,359.25,335.61
17,359.69,360.63,360.63,361.47,360.71,362.26,361.15,361.38,359.13,335.7
18,359.76,360.67,360.67,361.48,360.77,362.32,361.22,361.4,359.02,335.78
19,359.83,360.73,360.73,361.5,360.81,362.43,361.27,361.47,358.98,335.86
20,359.9,360.79,360.78,361.52,360.84,362.5,361.34,361.53,358.98,335.94
21,359.96,360.81,360.82,361.53,360.87,362.52,361.42,361.58,358.95,336.04
22,360.02,360.81,360.84,361.57,360.89,362.52,361.45,361.63,358.97,336.17
23,360.08,360.82,360.85,361.61,360.89,362.5,361.45,361.61,359.01,336.3
24,360.15,360.82,360.89,361.67,360.88,362.51,361.44,361.53,359.09,336.38
25,360.24,360.87,360.95,361.69,360.88,362.53,361.42,361.45,359.25,336.53
26,360.34,360.97,361.01,361.73,360.91,362.56,361.41,361.32,359.41,336.72
27,360.4,361.05,361.05,361.77,360.94,362.62,361.42,361.2,359.52,336.85
28,360.46,361.13,361.08,361.8,360.97,362.69,361.39,361.2,359.66,336.98
29,360.52,361.2,361.11,361.82,361.01,362.76,361.34,361.22,359.79,337.04
30,360.57,361.24,361.1,361.82,361.04,362.8,361.32,361.25,359.91,337.08
31,360.63,361.31,361.1,361.84,361.1,362.83,361.31,361.29,359.98,337.11
32,360.68,361.35,361.07,361.85,361.14,362.84,361.29,361.32,360.02,337.12
33,360.73,361.36,361.05,361.86,361.19,362.85,361.29,361.35,360.05,337.15
34,360.8,361.35,361.04,361.85,361.22,362.86,361.26,361.39,360.02,337.22
35,360.88,361.37,361.04,361.85,361.19,362.89,361.21,361.4,359.94,337.27
36,360.93,361.37,361.05,361.86,361.15,362.94,361.19,361.43,359.9,337.29
37,360.98,361.4,361.06,361.86,361.09,362.97,361.16,361.44,359.85,337.3
38,361.02,361.45,361.06,361.86,361.04,363.01,361.12,361.37,359.77,337.31
39,361.07,361.5,361.07,361.85,361.01,363.04,361.09,361.27,359.6,337.31
40,361.13,361.56,361.1,361.84,361.01,363.05,361.07,361.26,359.35,337.34
41,361.18,361.6,361.12,361.84,361.01,363.06,361.07,361.33,359.06,337.35
42,361.23,361.65,361.12,361.84,361.04,363.08,361.07,361.43,358.83,337.38
43,361.3,361.71,361.11,361.85,361.08,363.1,361.08,361.52,358.7,337.43
44,361.37,361.78,361.11,361.86,361.13,363.11,361.07,361.59,358.63,337.49
45,361.42,361.8,361.12,361.88,361.16,363.15,361.09,361.66,358.56,337.55
46,361.47,361.78,361.14,361.91,361.22,363.17,361.1,361.7,358.54,337.61
47,361.51,361.75,361.13,361.92,361.25,363.19,361.1,361.73,358.55,337.68
48,361.53,361.74,361.13,361.94,361.28,363.21,361.14,361.72,358.63,337.76
49,361.57,361.77,361.13,361.95,361.33,363.22,361.21,361.7,358.76,337.85
50,361.6,361.79,361.13,361.97,361.37,363.22,361.27,361.72,358.91,337.94
51,361.64,361.8,361.13,362.0,361.4,363.21,361.32,361.7,359.07,338.04
52,361.71,361.84,361.1,361.99,361.45,363.17,361.38,361.65,359.29,338.17
53,361.78,361.87,361.06,361.97,361.49,363.11,361.44,361.64,359.45,338.29
54,361.82,361.89,361.06,361.91,361.5,363.06,361.47,361.67,359.53,338.35
55,361.87,361.93,361.05,361.86,361.49,363.01,361.49,361.7,359.58,338.41
56,361.92,361.95,361.05,361.78,361.48,362.95,361.45,361.7,359.63,338.51
57,361.96,361.93,361.05,361.7,361.47,362.89,361.39,361.69,359.71,338.62
58,362.01,361.88,361.03,361.6,361.45,362.85,361.31,361.72,359.81,338.73
59,362.05,361.79,361.02,361.51,361.44,362.82,361.27,361.82,359.94,338.85
60,362.1,361.68,361.02,361.47,361.41,362.81,361.24,361.91,360.07,338.99
61,362.17,361.56,361.01,361.47,361.39,362.81,361.2,362.02,360.25,339.26
62,362.25,361.5,360.98,361.48,361.37,362.82,361.14,362.04,360.39,339.52
63,362.29,361.46,360.98,361.51,361.35,362.82,361.04,361.91,360.45,339.66
64,362.34,361.44,360.97,361.52,361.32,362.81,360.96,361.75,360.5,339.8
65,362.38,361.43,360.96,361.52,361.3,362.81,360.88,361.65,360.53,339.93
66,362.42,361.4,360.97,361.54,361.26,362.83,360.85,361.57,360.54,340.09
67,362.46,361.4,360.98,361.54,361.23,362.84,360.85,361.53,360.56,340.25
68,362.5,361.39,360.99,361.55,361.21,362.86,360.84,361.53,360.56,340.42
69,362.55,361.41,361.01,361.55,361.2,362.86,360.89,361.61,360.53,340.57
70,362.61,361.37,360.99,361.54,361.16,362.86,360.95,361.79,360.44,340.73
71,362.66,361.23,360.96,361.52,361.12,362.84,360.97,361.96,360.34,340.85
72,362.7,361.13,360.95,361.49,361.1,362.83,360.99,362.05,360.29,340.9
73,362.74,361.04,360.96,361.47,361.08,362.82,360.99,362.09,360.27,340.94
74,362.76,360.95,360.97,361.47,361.06,362.82,360.98,362.12,360.24,340.97
75,362.79,360.91,360.94,361.46,361.04,362.81,361.01,362.17,360.17,341.01
76,362.82,360.83,360.88,361.45,361.01,362.78,361.07,362.21,360.13,341.05
77,362.85,360.66,360.8,361.41,360.99,362.75,361.12,362.22,360.12,341.11
78,362.87,360.5,360.73,361.37,360.98,362.74,361.16,362.2,360.15,341.19
79,362.9,360.28,360.67,361.31,360.95,362.72,361.1,362.19,360.14,341.33
80,362.91,360.18,360.62,361.28,360.91,362.72,361.06,362.18,360.12,341.49
81,362.94,360.17,360.61,361.25,360.87,362.72,361.09,362.16,360.16,341.63
82,362.95,360.15,360.57,361.21,360.83,362.72,361.13,362.11,360.23,341.73
83,362.97,360.12,360.55,361.2,360.8,362.71,361.18,362.05,360.3,341.81
84,362.98,360.07,360.54,361.17,360.78,362.71,361.22,362.0,360.36,341.9
85,362.99,360.06,360.56,361.18,360.76,362.7,361.25,361.99,360.4,341.97
86,363.01,360.07,360.58,361.18,360.75,362.7,361.27,362.01,360.48,342.08
87,363.03,360.08,360.59,361.18,360.73,362.69,361.26,362.05,360.52,342.16
88,363.05,360.11,360.63,361.18,360.73,362.69,361.29,362.08,360.57,342.28
89,363.08,360.12,360.66,361.19,360.74,362.69,361.35,362.15,360.58,342.39
90,363.1,360.05,360.67,361.21,360.74,362.7,361.35,362.23,360.59,342.46
91,363.1,359.98,360.68,361.22,360.74,362.72,361.34,362.28,360.64,342.53
92,363.12,359.97,360.7,361.23,360.75,362.73,361.36,362.33,360.69,342.61
93,363.13,360.02,360.71,361.22,360.77,362.73,361.39,362.37,360.74,342.71
94,363.14,360.07,360.72,361.21,360.79,362.73,361.41,362.39,360.77,342.77
95,363.16,360.12,360.7,361.21,360.82,362.73,361.42,362.35,360.77,342.84
