time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.29,359.11,359.76,360.3,359.56,361.63,358.36,357.76,351.5,319.14
2,357.28,359.1,359.75,360.31,359.56,361.62,358.44,357.94,351.81,319.34
3,357.25,359.2,359.8,360.39,359.6,361.65,358.64,358.23,352.12,319.6
4,357.25,359.33,359.86,360.48,359.66,361.69,358.84,358.6,352.46,319.94
5,357.28,359.48,359.95,360.56,359.74,361.75,359.06,358.88,352.9,320.3
6,357.36,359.71,360.08,360.7,359.88,361.83,359.41,359.29,353.62,320.81
7,357.49,359.96,360.24,360.85,360.05,361.93,359.75,359.65,354.37,321.31
8,357.59,360.13,360.35,361.0,360.17,362.02,359.96,359.96,354.8,321.63
9,357.7,360.29,360.44,361.13,360.28,362.12,360.18,360.24,355.13,321.93
10,357.84,360.44,360.54,361.28,360.4,362.24,360.4,360.51,355.38,322.24
11,357.95,360.58,360.64,361.41,360.51,362.36,360.57,360.76,355.58,322.53
12,358.09,360.69,360.72,361.5,360.62,362.44,360.75,360.92,355.78,322.82
13,358.22,360.8,360.82,361.63,360.72,362.56,360.88,361.14,355.95,323.1
14,358.35,360.89,360.92,361.75,360.83,362.67,361.02,361.33,356.12,323.37
15,358.56,360.98,361.07,361.87,360.97,362.77,361.2,361.51,356.43,323.75
16,358.77,361.04,361.2,361.98,361.12,362.87,361.36,361.69,356.76,324.13
17,358.9,361.07,361.28,362.07,361.19,362.98,361.45,361.83,356.99,324.35
18,359.04,361.1,361.35,362.17,361.24,363.07,361.54,361.92,357.23,324.58
19,359.17,361.11,361.39,362.24,361.29,363.14,361.6,361.98,357.46,324.81
20,359.3,361.09,361.45,362.33,361.33,363.23,361.62,362.1,357.67,325.06
21,359.45,361.08,361.52,362.41,361.36,363.3,361.65,362.22,357.85,325.33
22,359.58,361.08,361.57,362.48,361.4,363.35,361.67,362.33,358.03,325.58
23,359.7,361.1,361.62,362.55,361.44,363.39,361.69,362.42,358.23,325.82
24,359.84,361.11,361.67,362.59,361.47,363.41,361.7,362.5,358.43,326.08
25,360.02,361.15,361.7,362.62,361.5,363.42,361.71,362.53,358.69,326.44
26,360.19,361.17,361.74,362.66,361.54,363.43,361.75,362.54,358.97,326.8
27,360.32,361.17,361.75,362.67,361.56,363.44,361.82,362.55,359.13,327.03
28,360.44,361.2,361.74,362.69,361.57,363.47,361.87,362.6,359.28,327.27
29,360.55,361.21,361.73,362.71,361.59,363.51,361.9,362.65,359.4,327.51
30,360.66,361.25,361.7,362.7,361.62,363.54,361.89,362.7,359.45,327.73
31,360.77,361.28,361.67,362.69,361.64,363.58,361.8,362.75,359.48,327.97
32,360.88,361.33,361.64,362.68,361.66,363.6,361.67,362.77,359.5,328.2
33,360.99,361.37,361.62,362.66,361.68,363.61,361.59,362.76,359.53,328.43
34,361.15,361.46,361.63,362.64,361.7,363.62,361.66,362.71,359.65,328.77
35,361.3,361.57,361.65,362.62,361.69,363.64,361.81,362.65,359.77,329.1
36,361.4,361.66,361.68,362.61,361.68,363.66,361.9,362.67,359.84,329.35
37,361.49,361.73,361.73,362.59,361.66,363.68,361.97,362.68,359.91,329.58
38,361.59,361.76,361.76,362.57,361.65,363.7,362.02,362.7,359.97,329.83
39,361.69,361.76,361.79,362.56,361.63,363.71,362.07,362.7,360.03,330.09
40,361.78,361.74,361.81,362.56,361.62,363.71,362.11,362.71,360.08,330.35
41,361.89,361.73,361.82,362.56,361.61,363.74,362.14,362.7,360.12,330.62
42,362.03,361.75,361.81,362.54,361.62,363.76,362.16,362.68,360.23,331.1
43,362.17,361.78,361.84,362.51,361.66,363.78,362.21,362.68,360.35,331.57
44,362.27,361.77,361.87,362.46,361.67,363.79,362.2,362.7,360.42,331.88
45,362.36,361.8,361.9,362.43,361.67,363.79,362.17,362.73,360.47,332.17
46,362.46,361.82,361.93,362.39,361.68,363.78,362.11,362.72,360.51,332.43
47,362.55,361.82,361.95,362.37,361.67,363.77,362.0,362.69,360.56,332.7
48,362.62,361.78,361.96,362.36,361.67,363.75,361.92,362.66,360.61,332.96
49,362.72,361.73,361.97,362.34,361.68,363.72,361.85,362.63,360.68,333.22
50,362.8,361.66,361.97,362.34,361.69,363.69,361.78,362.64,360.71,333.49
51,362.93,361.61,361.97,362.34,361.71,363.67,361.68,362.65,360.77,333.84
52,363.04,361.56,361.96,362.32,361.75,363.64,361.6,362.65,360.81,334.16
53,363.14,361.53,361.95,362.3,361.76,363.61,361.59,362.64,360.82,334.35
54,363.21,361.5,361.92,362.27,361.75,363.61,361.58,362.64,360.84,334.52
55,363.29,361.46,361.9,362.23,361.73,363.61,361.58,362.62,360.83,334.69
56,363.36,361.41,361.87,362.18,361.71,363.63,361.58,362.61,360.85,334.87
57,363.43,361.37,361.85,362.13,361.69,363.65,361.58,362.57,360.87,335.05
58,363.49,361.33,361.81,362.09,361.65,363.66,361.61,362.56,360.89,335.2
59,363.56,361.28,361.79,362.04,361.63,363.66,361.63,362.55,360.91,335.37
60,363.62,361.24,361.77,362.01,361.6,363.64,361.62,362.51,360.92,335.54
61,363.71,361.18,361.77,361.97,361.54,363.62,361.61,362.48,360.87,335.79
62,363.79,361.15,361.78,361.95,361.49,363.57,361.61,362.41,360.79,336.06
