time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.23,359.49,358.07,359.69,359.18,359.76,359.36,360.09,355.03,333.46
2,358.19,359.49,358.04,359.67,359.21,359.74,359.36,360.13,355.02,333.77
3,358.17,359.6,358.02,359.74,359.37,359.8,359.44,360.24,355.11,334.32
4,358.15,359.74,358.05,359.83,359.54,359.9,359.54,360.45,355.22,334.92
5,358.15,359.89,358.09,359.92,359.71,360.0,359.66,360.69,355.36,335.39
6,358.16,360.04,358.14,360.03,359.89,360.12,359.79,360.94,355.52,335.59
7,358.2,360.25,358.23,360.11,360.09,360.22,359.98,361.1,355.8,335.76
8,358.26,360.41,358.32,360.24,360.27,360.34,360.16,361.34,356.1,335.74
9,358.31,360.5,358.39,360.36,360.38,360.47,360.26,361.54,356.27,335.68
10,358.36,360.59,358.48,360.48,360.48,360.6,360.34,361.73,356.42,335.57
11,358.44,360.7,358.56,360.61,360.61,360.72,360.42,361.89,356.54,335.59
12,358.51,360.8,358.64,360.73,360.71,360.82,360.5,362.01,356.66,335.88
13,358.59,360.86,358.71,360.84,360.81,360.91,360.57,362.1,356.78,336.06
14,358.66,360.91,358.79,360.94,360.88,360.99,360.66,362.17,356.91,336.06
15,358.75,360.95,358.86,361.02,360.93,361.07,360.74,362.23,357.05,336.05
16,358.87,361.05,358.96,361.07,361.01,361.12,360.85,362.28,357.25,336.08
17,358.99,361.16,359.05,361.14,360.98,361.19,360.96,362.36,357.43,336.07
18,359.07,361.24,359.11,361.24,360.92,361.25,361.05,362.47,357.53,336.06
19,359.16,361.3,359.19,361.33,360.84,361.32,361.11,362.61,357.61,336.09
20,359.25,361.33,359.29,361.39,360.77,361.37,361.17,362.74,357.68,336.17
21,359.32,361.32,359.37,361.44,360.74,361.42,361.21,362.82,357.74,336.27
22,359.41,361.3,359.45,361.47,360.73,361.48,361.26,362.87,357.79,336.29
23,359.5,361.24,359.54,361.5,360.71,361.51,361.3,362.91,357.86,336.24
24,359.59,361.19,359.6,361.51,360.7,361.51,361.34,362.93,357.94,336.27
25,359.72,361.17,359.69,361.53,360.7,361.49,361.39,362.95,358.05,336.28
26,359.85,361.17,359.74,361.52,360.74,361.51,361.42,362.95,358.17,336.31
27,359.93,361.18,359.77,361.5,360.8,361.56,361.44,362.93,358.25,336.34
28,360.02,361.18,359.81,361.47,360.85,361.6,361.44,362.9,358.32,336.41
29,360.09,361.18,359.84,361.48,360.92,361.63,361.46,362.87,358.35,336.54
30,360.19,361.17,359.89,361.48,361.0,361.64,361.49,362.85,358.38,336.51
31,360.26,361.18,359.93,361.52,361.14,361.64,361.53,362.86,358.37,336.41
32,360.33,361.19,359.97,361.56,361.25,361.59,361.54,362.86,358.34,336.32
33,360.41,361.21,360.01,361.58,361.28,361.47,361.55,362.85,358.27,336.38
34,360.52,361.23,360.07,361.6,361.2,361.37,361.5,362.84,358.12,336.52
35,360.61,361.24,360.12,361.59,361.02,361.3,361.41,362.79,357.99,336.59
36,360.68,361.25,360.14,361.59,360.97,361.28,361.37,362.7,357.94,336.71
37,360.75,361.24,360.17,361.62,360.96,361.31,361.33,362.65,357.92,336.8
38,360.82,361.22,360.2,361.68,360.97,361.36,361.31,362.59,357.92,336.89
39,360.88,361.17,360.22,361.75,360.98,361.4,361.27,362.54,357.91,336.91
40,360.94,361.14,360.22,361.8,361.01,361.46,361.26,362.5,357.85,336.91
41,361.01,361.1,360.24,361.86,361.04,361.53,361.23,362.49,357.76,336.95
42,361.08,361.08,360.24,361.89,361.08,361.59,361.23,362.51,357.69,337.07
43,361.18,361.06,360.23,361.92,361.14,361.66,361.24,362.53,357.6,337.19
44,361.27,361.04,360.2,361.95,361.2,361.71,361.23,362.51,357.5,337.2
45,361.34,361.03,360.18,361.96,361.23,361.74,361.19,362.47,357.38,337.18
46,361.4,361.04,360.18,361.97,361.27,361.74,361.16,362.43,357.31,337.17
47,361.47,361.06,360.16,361.98,361.31,361.74,361.14,362.4,357.28,337.21
48,361.53,361.07,360.14,361.97,361.37,361.71,361.1,362.39,357.23,337.28
