time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.75,358.86,359.41,359.51,359.17,361.24,358.75,359.21,356.32,336.55
2,358.7,358.81,359.36,359.52,359.15,361.25,358.86,359.41,356.25,336.02
3,358.65,358.78,359.34,359.55,359.16,361.27,359.04,359.67,356.5,335.78
4,358.61,358.78,359.33,359.56,359.18,361.28,359.18,359.82,356.87,335.7
5,358.59,358.76,359.33,359.59,359.19,361.33,359.31,360.06,357.29,335.65
6,358.55,358.77,359.32,359.63,359.2,361.37,359.41,360.28,357.68,335.59
7,358.53,358.76,359.33,359.66,359.22,361.41,359.5,360.45,358.02,335.55
8,358.52,358.75,359.32,359.69,359.25,361.45,359.57,360.6,358.34,335.55
9,358.49,358.73,359.33,359.71,359.28,361.49,359.63,360.73,358.63,335.55
10,358.46,358.72,359.31,359.75,359.3,361.53,359.68,360.85,358.91,335.58
11,358.42,358.71,359.32,359.78,359.36,361.56,359.75,360.89,359.3,335.62
12,358.39,358.71,359.32,359.8,359.4,361.61,359.83,360.94,359.62,335.63
13,358.37,358.71,359.32,359.84,359.43,361.65,359.88,360.95,359.81,335.62
14,358.34,358.71,359.32,359.86,359.47,361.69,359.93,361.02,359.94,335.58
15,358.33,358.7,359.32,359.88,359.48,361.72,359.97,361.1,360.04,335.53
16,358.31,358.69,359.31,359.91,359.51,361.77,360.0,361.21,360.1,335.49
17,358.29,358.68,359.31,359.92,359.53,361.8,360.04,361.32,360.15,335.43
18,358.27,358.7,359.31,359.93,359.55,361.83,360.06,361.37,360.18,335.38
19,358.26,358.69,359.31,359.91,359.57,361.85,360.07,361.44,360.21,335.33
20,358.24,358.69,359.3,359.9,359.58,361.88,360.1,361.49,360.21,335.31
21,358.22,358.67,359.28,359.9,359.6,361.9,360.13,361.57,360.19,335.34
22,358.22,358.67,359.28,359.9,359.6,361.92,360.17,361.65,360.17,335.39
23,358.21,358.67,359.27,359.9,359.61,361.94,360.22,361.71,360.17,335.43
24,358.18,358.65,359.25,359.91,359.61,361.96,360.26,361.77,360.2,335.48
25,358.17,358.65,359.23,359.9,359.61,361.97,360.31,361.81,360.24,335.52
26,358.16,358.65,359.22,359.9,359.62,361.99,360.37,361.86,360.33,335.57
27,358.16,358.65,359.21,359.91,359.62,362.0,360.45,361.96,360.46,335.63
28,358.15,358.65,359.2,359.92,359.63,362.03,360.53,362.04,360.58,335.71
29,358.13,358.66,359.18,359.93,359.63,362.05,360.62,362.13,360.71,335.83
30,358.12,358.67,359.16,359.93,359.64,362.07,360.71,362.19,360.81,336.01
31,358.1,358.67,359.16,359.94,359.66,362.09,360.78,362.26,360.89,336.15
32,358.1,358.68,359.15,359.95,359.66,362.1,360.85,362.3,360.96,336.31
33,358.08,358.67,359.15,359.95,359.68,362.12,360.9,362.33,361.05,336.5
34,358.07,358.66,359.13,359.96,359.69,362.14,360.96,362.37,361.16,336.72
35,358.06,358.64,359.12,359.96,359.69,362.16,361.0,362.41,361.27,336.93
36,358.05,358.64,359.12,359.96,359.7,362.17,361.03,362.43,361.39,337.15
37,358.05,358.63,359.11,359.96,359.72,362.19,361.08,362.47,361.51,337.36
38,358.02,358.63,359.1,359.96,359.73,362.2,361.13,362.5,361.68,337.64
39,358.02,358.61,359.09,359.97,359.76,362.21,361.2,362.52,361.85,337.89
40,358.01,358.6,359.09,359.98,359.78,362.23,361.22,362.56,361.96,338.06
41,358.0,358.6,359.09,359.99,359.79,362.25,361.25,362.59,362.04,338.22
42,357.99,358.6,359.08,359.98,359.79,362.26,361.27,362.62,362.11,338.38
43,357.98,358.58,359.08,359.98,359.81,362.28,361.31,362.66,362.18,338.55
44,357.98,358.59,359.07,359.98,359.82,362.3,361.32,362.68,362.23,338.75
45,357.98,358.58,359.07,359.99,359.84,362.31,361.35,362.72,362.27,338.94
46,357.96,358.58,359.06,359.99,359.85,362.34,361.35,362.74,362.29,339.15
47,357.95,358.57,359.06,360.0,359.88,362.36,361.38,362.77,362.35,339.46
48,357.93,358.57,359.07,359.99,359.9,362.38,361.42,362.79,362.4,339.8
49,357.92,358.55,359.06,360.0,359.91,362.41,361.43,362.81,362.44,340.01
50,357.92,358.56,359.06,360.0,359.91,362.43,361.47,362.84,362.5,340.22
51,357.91,358.56,359.06,360.0,359.93,362.45,361.49,362.88,362.55,340.4
52,357.9,358.54,359.06,360.0,359.93,362.48,361.52,362.91,362.59,340.56
